.index,.value,.conf_lo,.conf_hi,Month,Entrada,Corriente
20/05/2022,1.991725,NA,NA,12 months,I3,Promedio
21/05/2022,2.390378656,NA,NA,12 months,I3,Promedio
24/05/2022,1.005536975,NA,NA,12 months,I3,Promedio
25/05/2022,2.193715278,NA,NA,12 months,I3,Promedio
26/05/2022,2.735634444,NA,NA,12 months,I3,Promedio
31/05/2022,1.018420979,NA,NA,12 months,I3,Promedio
01/06/2022,2.116127875,NA,NA,12 months,I3,Promedio
02/06/2022,2.522838542,NA,NA,12 months,I3,Promedio
03/06/2022,2.895976389,NA,NA,12 months,I3,Promedio
04/06/2022,2.614469792,NA,NA,12 months,I3,Promedio
05/06/2022,2.102817014,NA,NA,12 months,I3,Promedio
06/06/2022,2.665171875,NA,NA,12 months,I3,Promedio
07/06/2022,2.776001736,NA,NA,12 months,I3,Promedio
08/06/2022,1.578552797,NA,NA,12 months,I3,Promedio
09/06/2022,1.1017375,NA,NA,12 months,I3,Promedio
10/06/2022,2.250106944,NA,NA,12 months,I3,Promedio
11/06/2022,2.796914931,NA,NA,12 months,I3,Promedio
12/06/2022,2.339625,NA,NA,12 months,I3,Promedio
13/06/2022,1.684757292,NA,NA,12 months,I3,Promedio
14/06/2022,0.776976736,NA,NA,12 months,I3,Promedio
15/06/2022,1.451103465,NA,NA,12 months,I3,Promedio
16/06/2022,1.627028421,NA,NA,12 months,I3,Promedio
17/06/2022,1.821707639,NA,NA,12 months,I3,Promedio
18/06/2022,1.515717014,NA,NA,12 months,I3,Promedio
19/06/2022,1.123217014,NA,NA,12 months,I3,Promedio
20/06/2022,2.222351042,NA,NA,12 months,I3,Promedio
21/06/2022,0.716901042,NA,NA,12 months,I3,Promedio
22/06/2022,0.856089583,NA,NA,12 months,I3,Promedio
23/06/2022,1.733230208,NA,NA,12 months,I3,Promedio
24/06/2022,1.554388542,NA,NA,12 months,I3,Promedio
25/06/2022,1.376137153,NA,NA,12 months,I3,Promedio
26/06/2022,1.911076389,NA,NA,12 months,I3,Promedio
27/06/2022,1.237691319,NA,NA,12 months,I3,Promedio
28/06/2022,1.416145139,NA,NA,12 months,I3,Promedio
29/06/2022,1.806481597,NA,NA,12 months,I3,Promedio
30/06/2022,2.746680368,NA,NA,12 months,I3,Promedio
01/07/2022,2.208530542,NA,NA,12 months,I3,Promedio
02/07/2022,1.967903125,NA,NA,12 months,I3,Promedio
03/07/2022,2.369110069,NA,NA,12 months,I3,Promedio
04/07/2022,1.076564931,NA,NA,12 months,I3,Promedio
05/07/2022,1.636452778,NA,NA,12 months,I3,Promedio
06/07/2022,1.708803472,NA,NA,12 months,I3,Promedio
07/07/2022,1.070784722,NA,NA,12 months,I3,Promedio
08/07/2022,1.627765625,NA,NA,12 months,I3,Promedio
09/07/2022,1.375997917,NA,NA,12 months,I3,Promedio
10/07/2022,2.355890972,NA,NA,12 months,I3,Promedio
11/07/2022,1.926153125,NA,NA,12 months,I3,Promedio
12/07/2022,1.908165972,NA,NA,12 months,I3,Promedio
13/07/2022,1.809492361,NA,NA,12 months,I3,Promedio
14/07/2022,1.325405903,NA,NA,12 months,I3,Promedio
15/07/2022,0.664584375,NA,NA,12 months,I3,Promedio
16/07/2022,1.460239583,NA,NA,12 months,I3,Promedio
17/07/2022,2.586930556,NA,NA,12 months,I3,Promedio
18/07/2022,0.725430208,NA,NA,12 months,I3,Promedio
19/07/2022,2.479899306,NA,NA,12 months,I3,Promedio
20/07/2022,1.964198958,NA,NA,12 months,I3,Promedio
21/07/2022,3.185405556,NA,NA,12 months,I3,Promedio
22/07/2022,2.406262847,NA,NA,12 months,I3,Promedio
23/07/2022,1.972299653,NA,NA,12 months,I3,Promedio
24/07/2022,1.780362847,NA,NA,12 months,I3,Promedio
25/07/2022,0.990442014,NA,NA,12 months,I3,Promedio
26/07/2022,2.843989583,NA,NA,12 months,I3,Promedio
27/07/2022,2.011327673,NA,NA,12 months,I3,Promedio
28/07/2022,1.97030099,NA,NA,12 months,I3,Promedio
29/07/2022,0.800204514,NA,NA,12 months,I3,Promedio
30/07/2022,1.704207639,NA,NA,12 months,I3,Promedio
31/07/2022,2.994362882,NA,NA,12 months,I3,Promedio
01/08/2022,0.619925424,NA,NA,12 months,I3,Promedio
02/08/2022,1.458552778,NA,NA,12 months,I3,Promedio
03/08/2022,2.8190125,NA,NA,12 months,I3,Promedio
04/08/2022,1.763289583,NA,NA,12 months,I3,Promedio
05/08/2022,2.584776389,NA,NA,12 months,I3,Promedio
06/08/2022,2.102566667,NA,NA,12 months,I3,Promedio
07/08/2022,1.453101389,NA,NA,12 months,I3,Promedio
08/08/2022,1.840659375,NA,NA,12 months,I3,Promedio
09/08/2022,1.668940972,NA,NA,12 months,I3,Promedio
10/08/2022,1.642626736,NA,NA,12 months,I3,Promedio
11/08/2022,1.604783333,NA,NA,12 months,I3,Promedio
12/08/2022,1.665820486,NA,NA,12 months,I3,Promedio
13/08/2022,1.731765625,NA,NA,12 months,I3,Promedio
14/08/2022,1.392856944,NA,NA,12 months,I3,Promedio
15/08/2022,1.033891667,NA,NA,12 months,I3,Promedio
16/08/2022,0.943552083,NA,NA,12 months,I3,Promedio
17/08/2022,1.499001389,NA,NA,12 months,I3,Promedio
18/08/2022,1.278682986,NA,NA,12 months,I3,Promedio
19/08/2022,0.979425347,NA,NA,12 months,I3,Promedio
20/08/2022,1.440078819,NA,NA,12 months,I3,Promedio
21/08/2022,1.128948611,NA,NA,12 months,I3,Promedio
22/08/2022,1.357744906,NA,NA,12 months,I3,Promedio
23/08/2022,2.646514236,NA,NA,12 months,I3,Promedio
24/08/2022,1.581273264,NA,NA,12 months,I3,Promedio
25/08/2022,2.070438542,NA,NA,12 months,I3,Promedio
26/08/2022,2.077744444,NA,NA,12 months,I3,Promedio
27/08/2022,1.496254167,NA,NA,12 months,I3,Promedio
28/08/2022,1.634405556,NA,NA,12 months,I3,Promedio
29/08/2022,1.260572569,NA,NA,12 months,I3,Promedio
30/08/2022,2.302368056,NA,NA,12 months,I3,Promedio
31/08/2022,1.52140722,NA,NA,12 months,I3,Promedio
01/09/2022,1.9284125,NA,NA,12 months,I3,Promedio
02/09/2022,1.65876383,NA,NA,12 months,I3,Promedio
03/09/2022,0.794392014,NA,NA,12 months,I3,Promedio
04/09/2022,1.876071875,NA,NA,12 months,I3,Promedio
05/09/2022,1.489702431,NA,NA,12 months,I3,Promedio
06/09/2022,0.862180903,NA,NA,12 months,I3,Promedio
07/09/2022,1.105075,NA,NA,12 months,I3,Promedio
08/09/2022,0.760335069,NA,NA,12 months,I3,Promedio
09/09/2022,2.427207292,NA,NA,12 months,I3,Promedio
10/09/2022,2.853711806,NA,NA,12 months,I3,Promedio
11/09/2022,1.161328819,NA,NA,12 months,I3,Promedio
12/09/2022,0.707850345,NA,NA,12 months,I3,Promedio
13/09/2022,1.422552823,-2.900805662,5.745911307,12 months,I3,Promedio
14/09/2022,1.264763102,-3.058595383,5.588121586,12 months,I3,Promedio
15/09/2022,1.461211953,-2.862146532,5.784570437,12 months,I3,Promedio
16/09/2022,1.327589215,-2.99576927,5.6509477,12 months,I3,Promedio
17/09/2022,1.634893248,-2.688465237,5.958251733,12 months,I3,Promedio
18/09/2022,1.760848658,-2.562509826,6.084207143,12 months,I3,Promedio
19/09/2022,1.362348789,-2.961009695,5.685707274,12 months,I3,Promedio
20/09/2022,1.553829188,-2.769529296,5.877187673,12 months,I3,Promedio
21/09/2022,1.391969179,-2.931389306,5.715327664,12 months,I3,Promedio
22/09/2022,1.584515962,-2.738842523,5.907874447,12 months,I3,Promedio
23/09/2022,1.447167005,-2.87619148,5.77052549,12 months,I3,Promedio
24/09/2022,1.128608518,-3.194749967,5.451967003,12 months,I3,Promedio
25/09/2022,1.251210786,-3.072147698,5.574569271,12 months,I3,Promedio
26/09/2022,0.849554219,-3.473804266,5.172912704,12 months,I3,Promedio
27/09/2022,1.038080425,-3.285278059,5.36143891,12 months,I3,Promedio
28/09/2022,0.873474372,-3.449884113,5.196832857,12 months,I3,Promedio
29/09/2022,1.063488474,-3.25987001,5.386846959,12 months,I3,Promedio
30/09/2022,0.923824977,-3.399533508,5.247183462,12 months,I3,Promedio
01/10/2022,1.154802879,-3.168555606,5.478161364,12 months,I3,Promedio
02/10/2022,1.477236088,-2.846122397,5.800594573,12 months,I3,Promedio
03/10/2022,1.073943569,-3.249414916,5.397302054,12 months,I3,Promedio
04/10/2022,1.261066548,-3.062291937,5.584425033,12 months,I3,Promedio
05/10/2022,1.313552265,-3.00980622,5.63691075,12 months,I3,Promedio
06/10/2022,1.502635568,-2.820722916,5.825994053,12 months,I3,Promedio
07/10/2022,1.144020238,-3.179338247,5.467378723,12 months,I3,Promedio
08/10/2022,1.299789648,-3.023568837,5.623148133,12 months,I3,Promedio
09/10/2022,1.420314351,-2.903044134,5.743672835,12 months,I3,Promedio
10/10/2022,1.017050468,-3.306308017,5.340408953,12 months,I3,Promedio
11/10/2022,1.20444218,-3.118916305,5.527800665,12 months,I3,Promedio
12/10/2022,1.257435861,-3.065922624,5.580794346,12 months,I3,Promedio
13/10/2022,1.447265019,-2.876093466,5.770623504,12 months,I3,Promedio
14/10/2022,1.089631616,-3.233726868,5.412990101,12 months,I3,Promedio
15/10/2022,0.915191746,-3.408166739,5.238550231,12 months,I3,Promedio
16/10/2022,1.037163194,-3.286195291,5.360521679,12 months,I3,Promedio
17/10/2022,0.635573875,-3.68778461,4.958932359,12 months,I3,Promedio
18/10/2022,0.824864297,-3.498494187,5.148222782,12 months,I3,Promedio
19/10/2022,0.87997672,-3.443381764,5.203335205,12 months,I3,Promedio
20/10/2022,1.072140093,-3.251218391,5.395498578,12 months,I3,Promedio
21/10/2022,0.71705139,-3.606307094,5.040409875,12 months,I3,Promedio
22/10/2022,0.876786287,-3.446572198,5.200144771,12 months,I3,Promedio
23/10/2022,1.001706758,-3.321651727,5.325065242,12 months,I3,Promedio
24/10/2022,0.603259486,-3.720098999,4.926617971,12 months,I3,Promedio
25/10/2022,0.795878367,-3.527480118,5.119236852,12 months,I3,Promedio
26/10/2022,0.854498665,-3.468859819,5.17785715,12 months,I3,Promedio
27/10/2022,1.050341974,-3.273016511,5.373700459,12 months,I3,Promedio
28/10/2022,0.699097557,-3.624260927,5.022456042,12 months,I3,Promedio
29/10/2022,0.721372651,-3.601985833,5.044731136,12 months,I3,Promedio
30/10/2022,0.850441649,-3.472916835,5.173800134,12 months,I3,Promedio
31/10/2022,0.456282164,-3.867076321,4.779640649,12 months,I3,Promedio
01/11/2022,0.973157523,-3.350200962,5.296516008,12 months,I3,Promedio
02/11/2022,1.288437773,-3.034920712,5.611796258,12 months,I3,Promedio
03/11/2022,1.488931754,-2.83442673,5.812290239,12 months,I3,Promedio
04/11/2022,1.360699604,-2.96265888,5.684058089,12 months,I3,Promedio
05/11/2022,1.052407209,-3.270951276,5.375765694,12 months,I3,Promedio
06/11/2022,1.186402192,-3.136956293,5.509760677,12 months,I3,Promedio
07/11/2022,0.578980214,-3.744378271,4.902338698,12 months,I3,Promedio
08/11/2022,0.781075254,-3.542283231,5.104433739,12 months,I3,Promedio
09/11/2022,0.849342873,-3.474015612,5.172701358,12 months,I3,Promedio
10/11/2022,1.054984359,-3.268374126,5.378342844,12 months,I3,Promedio
11/11/2022,0.93192811,-3.391430375,5.255286595,12 months,I3,Promedio
12/11/2022,1.251148416,-3.072210068,5.574506901,12 months,I3,Promedio
13/11/2022,1.390343019,-2.933015465,5.713701504,12 months,I3,Promedio
14/11/2022,0.788115864,-3.535242621,5.111474348,12 months,I3,Promedio
15/11/2022,0.995389779,-3.327968706,5.318748264,12 months,I3,Promedio
16/11/2022,1.068809166,-3.254549319,5.392167651,12 months,I3,Promedio
17/11/2022,1.279564165,-3.043794319,5.60292265,12 months,I3,Promedio
18/11/2022,1.161572061,-3.161786424,5.484930546,12 months,I3,Promedio
19/11/2022,1.340348872,-2.983009612,5.663707357,12 months,I3,Promedio
20/11/2022,1.484475763,-2.838882722,5.807834248,12 months,I3,Promedio
21/11/2022,0.887098572,-3.436259912,5.210457057,12 months,I3,Promedio
22/11/2022,1.099129345,-3.224229139,5.42248783,12 months,I3,Promedio
23/11/2022,1.17720183,-3.146156655,5.500560315,12 months,I3,Promedio
24/11/2022,1.392495665,-2.93086282,5.71585415,12 months,I3,Promedio
25/11/2022,1.278917804,-3.04444068,5.602276289,12 months,I3,Promedio
26/11/2022,0.843641537,-3.479716948,5.167000021,12 months,I3,Promedio
27/11/2022,0.99190328,-3.331455205,5.315261764,12 months,I3,Promedio
28/11/2022,0.398506579,-3.924851906,4.721865063,12 months,I3,Promedio
29/11/2022,0.614354021,-3.709004464,4.937712506,12 months,I3,Promedio
30/11/2022,0.69607016,-3.627288324,5.019428645,12 months,I3,Promedio
01/12/2022,1.236496752,-3.086861732,5.559855237,12 months,I3,Promedio
02/12/2022,1.327886737,-2.995471748,5.651245221,12 months,I3,Promedio
03/12/2022,1.514015399,-2.809343086,5.837373884,12 months,I3,Promedio
04/12/2022,1.665142659,-2.658215826,5.988501144,12 months,I3,Promedio
05/12/2022,1.292656813,-3.030701672,5.616015297,12 months,I3,Promedio
06/12/2022,1.510933598,-2.812424887,5.834292083,12 months,I3,Promedio
07/12/2022,1.37659067,-2.946767815,5.699949155,12 months,I3,Promedio
08/12/2022,1.597311819,-2.726046666,5.920670304,12 months,I3,Promedio
09/12/2022,1.488729478,-2.834629006,5.812087963,12 months,I3,Promedio
10/12/2022,1.821782727,-2.501575758,6.145141212,12 months,I3,Promedio
11/12/2022,1.974135128,-2.349223357,6.297493613,12 months,I3,Promedio
12/12/2022,1.602617333,-2.720741152,5.925975818,12 months,I3,Promedio
13/12/2022,1.821600669,-2.501757815,6.144959154,12 months,I3,Promedio
14/12/2022,1.687698834,-2.635659651,6.011057319,12 months,I3,Promedio
15/12/2022,1.908592117,-2.414766368,6.231950602,12 months,I3,Promedio
16/12/2022,1.799909919,-2.523448566,6.123268403,12 months,I3,Promedio
17/12/2022,1.510269353,-2.813089132,5.833627837,12 months,I3,Promedio
18/12/2022,1.661970712,-2.661387773,5.985329196,12 months,I3,Promedio
19/12/2022,1.289523644,-3.03383484,5.612882129,12 months,I3,Promedio
20/12/2022,1.507298371,-2.816060114,5.830656855,12 months,I3,Promedio
21/12/2022,1.371907969,-2.951450516,5.695266454,12 months,I3,Promedio
22/12/2022,1.591032608,-2.732325877,5.914391093,12 months,I3,Promedio
23/12/2022,1.480302059,-2.843056426,5.803660544,12 months,I3,Promedio
24/12/2022,1.523746112,-2.799612373,5.847104597,12 months,I3,Promedio
25/12/2022,1.672842813,-2.650515672,5.996201298,12 months,I3,Promedio
26/12/2022,1.297515478,-3.025843007,5.620873962,12 months,I3,Promedio
27/12/2022,1.512136681,-2.811221804,5.835495166,12 months,I3,Promedio
28/12/2022,1.373322348,-2.950036137,5.696680833,12 months,I3,Promedio
29/12/2022,1.58875598,-2.734602505,5.912114464,12 months,I3,Promedio
30/12/2022,1.474071166,-2.849287319,5.797429651,12 months,I3,Promedio
31/12/2022,1.654762385,-2.6685961,5.97812087,12 months,I3,Promedio
01/01/2023,3.494672366,-0.828686119,7.81803085,12 months,I3,Promedio
02/01/2023,4.002385775,-0.320972709,8.32574426,12 months,I3,Promedio
03/01/2023,4.212047319,-0.111311166,8.535405803,12 months,I3,Promedio
04/01/2023,4.28629598,-0.037062505,8.609654465,12 months,I3,Promedio
05/01/2023,4.496302263,0.172943778,8.819660748,12 months,I3,Promedio
06/01/2023,4.375966555,0.05260807,8.699325039,12 months,I3,Promedio
07/01/2023,4.174570275,-0.14878821,8.49792876,12 months,I3,Promedio
08/01/2023,4.61653216,0.293173675,8.939890645,12 months,I3,Promedio
09/01/2023,4.230213093,-0.093145392,8.553571578,12 months,I3,Promedio
10/01/2023,4.433407854,0.11004937,8.756766339,12 months,I3,Promedio
11/01/2023,4.50100728,0.177648795,8.824365765,12 months,I3,Promedio
12/01/2023,4.704191211,0.380832726,9.027549695,12 months,I3,Promedio
13/01/2023,4.57686971,0.253511226,8.900228195,12 months,I3,Promedio
14/01/2023,4.368334201,0.044975716,8.691692686,12 months,I3,Promedio
15/01/2023,4.180694323,-0.142664162,8.504052808,12 months,I3,Promedio
16/01/2023,3.786960371,-0.536398114,8.110318856,12 months,I3,Promedio
17/01/2023,3.982618597,-0.340739888,8.305977081,12 months,I3,Promedio
18/01/2023,4.042570968,-0.280787516,8.365929453,12 months,I3,Promedio
19/01/2023,4.238008697,-0.085349787,8.561367182,12 months,I3,Promedio
20/01/2023,4.10285344,-0.220505045,8.426211925,12 months,I3,Promedio
21/01/2023,3.886408411,-0.436950074,8.209766895,12 months,I3,Promedio
22/01/2023,4.02620703,-0.297151454,8.349565515,12 months,I3,Promedio
23/01/2023,3.624448118,-0.698910367,7.947806603,12 months,I3,Promedio
24/01/2023,3.81204201,-0.511316475,8.135400495,12 months,I3,Promedio
25/01/2023,3.863903076,-0.459455409,8.18726156,12 months,I3,Promedio
26/01/2023,4.051235028,-0.272123457,8.374593513,12 months,I3,Promedio
27/01/2023,3.907972107,-0.415386378,8.231330591,12 months,I3,Promedio
28/01/2023,3.683430168,-0.639928317,8.006788652,12 months,I3,Promedio
29/01/2023,3.956615707,-0.366742778,8.279974192,12 months,I3,Promedio
30/01/2023,3.546819456,-0.776539029,7.87017794,12 months,I3,Promedio
31/01/2023,3.726424838,-0.596933646,8.049783323,12 months,I3,Promedio
01/02/2023,4.301661316,-0.021697169,8.6250198,12 months,I3,Promedio
02/02/2023,4.682837043,0.359478558,9.006195528,12 months,I3,Promedio
03/02/2023,4.531807918,0.208449433,8.855166403,12 months,I3,Promedio
04/02/2023,4.517858714,0.194500229,8.841217199,12 months,I3,Promedio
05/02/2023,4.452063714,0.128705229,8.775422199,12 months,I3,Promedio
06/02/2023,4.034835655,-0.28852283,8.35819414,12 months,I3,Promedio
07/02/2023,3.988885256,-0.334473228,8.312243741,12 months,I3,Promedio
08/02/2023,4.025671042,-0.297687442,8.349029527,12 months,I3,Promedio
09/02/2023,4.198161276,-0.125197208,8.521519761,12 months,I3,Promedio
10/02/2023,4.040314258,-0.283044227,8.363672742,12 months,I3,Promedio
11/02/2023,4.019729372,-0.303629113,8.343087857,12 months,I3,Promedio
12/02/2023,4.278916919,-0.044441566,8.602275404,12 months,I3,Promedio
13/02/2023,3.855450399,-0.467908086,8.178808884,12 months,I3,Promedio
14/02/2023,3.803475991,-0.519882494,8.126834476,12 months,I3,Promedio
15/02/2023,3.834462378,-0.488896107,8.157820863,12 months,I3,Promedio
16/02/2023,4.001387659,-0.321970826,8.324746144,12 months,I3,Promedio
17/02/2023,3.838219629,-0.485138856,8.161578114,12 months,I3,Promedio
18/02/2023,3.812566813,-0.510791672,8.135925298,12 months,I3,Promedio
19/02/2023,3.925487883,-0.397870602,8.248846368,12 months,I3,Promedio
20/02/2023,3.497485505,-0.82587298,7.82084399,12 months,I3,Promedio
21/02/2023,3.44125344,-0.882105045,7.764611925,12 months,I3,Promedio
22/02/2023,3.46826793,-0.855090555,7.791626415,12 months,I3,Promedio
23/02/2023,3.631514204,-0.691844281,7.954872689,12 months,I3,Promedio
24/02/2023,3.464966742,-0.858391743,7.788325227,12 months,I3,Promedio
25/02/2023,3.436240302,-0.887118183,7.759598787,12 months,I3,Promedio
26/02/2023,3.210987515,-1.11237097,7.534346,12 months,I3,Promedio
27/02/2023,2.780539949,-1.542818536,7.103898434,12 months,I3,Promedio
28/02/2023,2.722184362,-1.601174122,7.045542847,12 months,I3,Promedio
01/03/2023,3.100717077,-1.222641408,7.424075562,12 months,I3,Promedio
02/03/2023,3.464192243,-0.859166241,7.787550728,12 months,I3,Promedio
03/03/2023,3.296510089,-1.026848395,7.619868574,12 months,I3,Promedio
04/03/2023,3.26698481,-1.056373675,7.590343295,12 months,I3,Promedio
05/03/2023,3.663590697,-0.659767788,7.986949182,12 months,I3,Promedio
06/03/2023,3.233022237,-1.090336248,7.556380722,12 months,I3,Promedio
07/03/2023,3.174886791,-1.148471694,7.498245276,12 months,I3,Promedio
08/03/2023,3.200665572,-1.122692913,7.524024057,12 months,I3,Promedio
09/03/2023,3.363347741,-0.960010744,7.686706226,12 months,I3,Promedio
10/03/2023,3.196910664,-1.12644782,7.520269149,12 months,I3,Promedio
11/03/2023,3.168970928,-1.154387557,7.492329413,12 months,I3,Promedio
12/03/2023,3.422054133,-0.901304352,7.745412618,12 months,I3,Promedio
13/03/2023,2.993747155,-1.32961133,7.31710564,12 months,I3,Promedio
14/03/2023,2.938207594,-1.385150891,7.261566079,12 months,I3,Promedio
15/03/2023,2.966913577,-1.356444908,7.290272062,12 months,I3,Promedio
16/03/2023,3.132850653,-1.190507832,7.456209138,12 months,I3,Promedio
17/03/2023,2.969992053,-1.353366431,7.293350538,12 months,I3,Promedio
18/03/2023,2.945949714,-1.377408771,7.269308199,12 months,I3,Promedio
19/03/2023,2.584911484,-1.738447,6.908269969,12 months,I3,Promedio
20/03/2023,2.161123764,-2.16223472,6.484482249,12 months,I3,Promedio
21/03/2023,2.110405406,-2.212953078,6.433763891,12 months,I3,Promedio
22/03/2023,2.144227899,-2.179130586,6.467586384,12 months,I3,Promedio
23/03/2023,2.315569677,-2.007788808,6.638928162,12 months,I3,Promedio
24/03/2023,2.158396395,-2.16496209,6.48175488,12 months,I3,Promedio
25/03/2023,2.140311959,-2.183046526,6.463670444,12 months,I3,Promedio
26/03/2023,2.403828341,-1.919530143,6.727186826,12 months,I3,Promedio
27/03/2023,1.98651786,-2.336840625,6.309876345,12 months,I3,Promedio
28/03/2023,1.94252265,-2.380835835,6.265881135,12 months,I3,Promedio
29/03/2023,1.98330449,-2.340053994,6.306662975,12 months,I3,Promedio
30/03/2023,2.161831722,-2.161526763,6.485190207,12 months,I3,Promedio
31/03/2023,2.012059538,-2.311298947,6.335418023,12 months,I3,Promedio
01/04/2023,2.0964513,-2.226907185,6.419809785,12 months,I3,Promedio
02/04/2023,2.714911158,-1.608447327,7.038269643,12 months,I3,Promedio
03/04/2023,2.305582501,-2.017775984,6.628940985,12 months,I3,Promedio
04/04/2023,2.48799935,-1.835359134,6.811357835,12 months,I3,Promedio
05/04/2023,2.53709186,-1.786266624,6.860450345,12 months,I3,Promedio
06/04/2023,2.72407585,-1.599282635,7.047434335,12 months,I3,Promedio
07/04/2023,2.364634169,-1.958724316,6.687992654,12 months,I3,Promedio
08/04/2023,2.362866711,-1.960491773,6.686225196,12 months,I3,Promedio
09/04/2023,2.166129331,-2.157229154,6.489487816,12 months,I3,Promedio
10/04/2023,1.765714116,-2.557644369,6.0890726,12 months,I3,Promedio
11/04/2023,1.957125698,-2.366232787,6.280484182,12 months,I3,Promedio
12/04/2023,2.015280766,-2.308077719,6.338639251,12 months,I3,Promedio
13/04/2023,2.211381555,-2.111976929,6.53474004,12 months,I3,Promedio
14/04/2023,1.861097235,-2.46226125,6.184455719,12 months,I3,Promedio
15/04/2023,1.86851394,-2.454844545,6.191872424,12 months,I3,Promedio
16/04/2023,2.016385519,-2.306972965,6.339744004,12 months,I3,Promedio
17/04/2023,1.625166605,-2.69819188,5.94852509,12 months,I3,Promedio
18/04/2023,1.825759782,-2.497598702,6.149118267,12 months,I3,Promedio
19/04/2023,1.893067898,-2.430290586,6.216426383,12 months,I3,Promedio
20/04/2023,2.098279381,-2.225079104,6.421637866,12 months,I3,Promedio
21/04/2023,1.757049648,-2.566308837,6.080408132,12 months,I3,Promedio
22/04/2023,1.773451161,-2.549907324,6.096809646,12 months,I3,Promedio
23/04/2023,2.07168459,-2.251673895,6.395043075,12 months,I3,Promedio
24/04/2023,1.689270329,-2.634088156,6.012628814,12 months,I3,Promedio
25/04/2023,1.898558048,-2.424800437,6.221916532,12 months,I3,Promedio
26/04/2023,1.974437449,-2.348921036,6.297795934,12 months,I3,Promedio
27/04/2023,2.188084003,-2.135274482,6.511442487,12 months,I3,Promedio
28/04/2023,1.855140373,-2.468218112,6.178498858,12 months,I3,Promedio
29/04/2023,1.879666497,-2.443691988,6.203024982,12 months,I3,Promedio
30/04/2023,1.854425771,-2.468932714,6.177784255,12 months,I3,Promedio
01/05/2023,2.125278408,-2.198080077,6.448636893,12 months,I3,Promedio
02/05/2023,2.594254488,-1.729103997,6.917612973,12 months,I3,Promedio
03/05/2023,2.677492487,-1.645865998,7.000850971,12 months,I3,Promedio
04/05/2023,2.898277596,-1.425080889,7.221636081,12 months,I3,Promedio
05/05/2023,2.790501508,-1.532856977,7.113859993,12 months,I3,Promedio
06/05/2023,2.821694176,-1.501664308,7.145052661,12 months,I3,Promedio
07/05/2023,2.916033959,-1.407324526,7.239392444,12 months,I3,Promedio
08/05/2023,2.547539173,-1.775819312,6.870897658,12 months,I3,Promedio
09/05/2023,2.770278734,-1.55307975,7.093637219,12 months,I3,Promedio
10/05/2023,2.859122106,-1.464236379,7.182480591,12 months,I3,Promedio
11/05/2023,3.085225272,-1.238133213,7.408583757,12 months,I3,Promedio
12/05/2023,2.982471989,-1.340886496,7.305830474,12 months,I3,Promedio
13/05/2023,3.018384735,-1.30497375,7.34174322,12 months,I3,Promedio
14/05/2023,2.975674471,-1.347684013,7.299032956,12 months,I3,Promedio
15/05/2023,2.61127378,-1.712084705,6.934632265,12 months,I3,Promedio
16/05/2023,2.837785156,-1.485573329,7.161143641,12 months,I3,Promedio
17/05/2023,2.930072536,-1.393285949,7.253431021,12 months,I3,Promedio
18/05/2023,3.159286891,-1.164071593,7.482645376,12 months,I3,Promedio
19/05/2023,3.059307482,-1.264051003,7.382665967,12 months,I3,Promedio
20/05/2023,3.097652818,-1.225705666,7.421011303,12 months,I3,Promedio
21/05/2023,2.721618618,-1.601739867,7.044977103,12 months,I3,Promedio
22/05/2023,2.358958176,-1.964400309,6.682316661,12 months,I3,Promedio
23/05/2023,2.586859825,-1.73649866,6.91021831,12 months,I3,Promedio
24/05/2023,2.68018569,-1.643172795,7.003544174,12 months,I3,Promedio
25/05/2023,2.910085478,-1.413273007,7.233443962,12 months,I3,Promedio
26/05/2023,2.810437736,-1.512920749,7.133796221,12 months,I3,Promedio
27/05/2023,2.848760812,-1.474597672,7.172119297,12 months,I3,Promedio
28/05/2023,3.094670218,-1.228688267,7.418028703,12 months,I3,Promedio
29/05/2023,2.731281376,-1.592077108,7.054639861,12 months,I3,Promedio
30/05/2023,2.95810351,-1.365254974,7.281461995,12 months,I3,Promedio
31/05/2023,3.050000778,-1.273357707,7.373359262,12 months,I3,Promedio
01/06/2023,3.648161902,-0.675196583,7.971520387,12 months,I3,Promedio
02/06/2023,3.748092315,-0.575266169,8.0714508,12 months,I3,Promedio
03/06/2023,3.783957131,-0.539401354,8.107315616,12 months,I3,Promedio
04/06/2023,4.099885272,-0.223473213,8.423243757,12 months,I3,Promedio
05/06/2023,3.733371683,-0.589986802,8.056730168,12 months,I3,Promedio
06/06/2023,3.956743369,-0.366615116,8.280101854,12 months,I3,Promedio
07/06/2023,3.826610399,-0.496748086,8.149968883,12 months,I3,Promedio
08/06/2023,4.050650824,-0.272707661,8.374009309,12 months,I3,Promedio
09/06/2023,3.94449319,-0.378865295,8.267851675,12 months,I3,Promedio
10/06/2023,3.975666633,-0.347691851,8.299025118,12 months,I3,Promedio
11/06/2023,3.668278431,-0.655080054,7.991636916,12 months,I3,Promedio
12/06/2023,3.296496766,-1.026861719,7.619855251,12 months,I3,Promedio
13/06/2023,3.514324536,-0.809033948,7.837683021,12 months,I3,Promedio
14/06/2023,3.378380717,-0.944977768,7.701739202,12 months,I3,Promedio
15/06/2023,3.596352671,-0.727005814,7.919711155,12 months,I3,Promedio
16/06/2023,3.483878642,-0.839479843,7.807237127,12 months,I3,Promedio
17/06/2023,3.508497842,-0.814860643,7.831856326,12 months,I3,Promedio
