Fecha,Hora,V1-2 (5 min),V2-3 (5 min),V3-1 (5 min),I1 (5 min),I2 (5 min),I3 (5 min),IN (5 min),P1 (5 min),P2 (5 min),P3 (5 min),PT (5 min),Hora,ST (5 min),V1-THD (5 min),V2-THD (5 min),V3-THD (5 min),I1-THD (5 min),I2-THD (5 min),I3-THD (5 min),IN-THD (5 min),kWh (5 min),Fecha y hora,I1-THD (5 min),I2-THD (5 min),I3-THD (5 min)
22/02/2022,11:05:00,438,437,439.1,8.8023,8.3083,8.3004,0.2181,2233,2069,2103,6404,11:05:00 a. m.,6438,5.97,6.3,5.94,7.04,6.27,7.12,152.44,0,22/02/2022 11:05,7.04,6.27,7.12
22/02/2022,11:10:00,439.7,438.6,440.7,8.7554,8.2594,8.2625,0.2173,2230,2062,2100,6392,11:10:00 a. m.,6427,5.97,6.11,5.86,7.25,6.46,7.51,110.54,0.533666667,22/02/2022 11:10,7.25,6.46,7.51
22/02/2022,11:15:00,439.1,438,440.1,8.7024,8.2093,8.1951,0.2204,2213,2047,2080,6340,11:15:00 a. m.,6375,5.99,6.16,5.91,7.51,6.26,7.37,114.96,1.066333333,22/02/2022 11:15,7.51,6.26,7.37
22/02/2022,11:20:00,439.2,438.2,440.2,8.821,8.3138,8.317,0.2182,2243,2075,2111,6429,11:20:00 a. m.,6464,5.75,5.99,5.69,7.38,6.72,7.16,145.88,1.594666667,22/02/2022 11:20,7.38,6.72,7.16
22/02/2022,11:25:00,439.7,438.9,440.8,8.8761,8.3688,8.3854,0.2108,2259,2092,2133,6484,11:25:00 a. m.,6519,6.07,6.44,6.05,7.08,6.64,7.24,231.37,2.130416667,22/02/2022 11:25,7.08,6.64,7.24
22/02/2022,11:30:00,439.6,438.7,440.4,8.9233,8.4246,8.43,0.2108,2270,2105,2143,6518,11:30:00 a. m.,6553,5.87,6.27,5.92,7.29,6.54,7.26,444.65,2.67075,22/02/2022 11:30,7.29,6.54,7.26
22/02/2022,11:35:00,439.3,438.5,440.2,8.8798,8.3952,8.4017,0.2065,2258,2096,2135,6488,11:35:00 a. m.,6523,5.77,6.04,5.77,7.36,6.71,7.36,320.69,3.213916667,22/02/2022 11:35,7.36,6.71,7.36
22/02/2022,11:40:00,439.4,438.3,440.1,8.8772,8.3887,8.4027,0.2138,2257,2094,2135,6487,11:40:00 a. m.,6521,5.9,6.19,5.87,7.25,6.56,7.26,157.73,3.754583333,22/02/2022 11:40,7.25,6.56,7.26
22/02/2022,11:45:00,439.3,438.3,440.2,8.9131,8.4275,8.4379,0.2134,2266,2104,2143,6514,11:45:00 a. m.,6548,5.78,6.1,5.77,7.16,6.6,7.46,110.17,4.295166667,22/02/2022 11:45,7.16,6.6,7.46
22/02/2022,11:50:00,438.6,437.8,439.7,8.8111,8.3205,8.3101,0.2144,2237,2074,2108,6419,11:50:00 a. m.,6454,5.81,6.12,5.81,7.53,6.73,7.5,122.01,4.838,22/02/2022 11:50,7.53,6.73,7.5
22/02/2022,11:55:00,438.6,437.8,439.6,8.6272,8.1375,8.1344,0.2117,2190,2028,2063,6282,11:55:00 a. m.,6317,5.92,6.24,5.94,7.51,6.66,7.42,162.17,5.372916667,22/02/2022 11:55,7.51,6.66,7.42
22/02/2022,12:00:00,438.6,437.8,439.4,8.5979,8.1171,8.1171,0.2059,2183,2023,2059,6264,12:00:00 p. m.,6298,5.8,6.12,5.83,7.36,6.65,7.41,362.5,5.896416667,22/02/2022 12:00,7.36,6.65,7.41
22/02/2022,12:05:00,438.7,437.9,439.8,8.6166,8.1314,8.1373,0.2101,2188,2027,2064,6279,12:05:00 p. m.,6314,5.84,6.14,5.83,7.29,6.88,7.64,386.84,6.418416667,22/02/2022 12:05,7.29,6.88,7.64
22/02/2022,12:10:00,438.6,437.9,439.7,8.7372,8.2449,8.2431,0.2186,2218,2055,2091,6364,12:10:00 p. m.,6400,5.91,6.25,5.94,7.52,6.91,7.73,165.29,6.941666667,22/02/2022 12:10,7.52,6.91,7.73
22/02/2022,12:15:00,438.1,437.3,439.1,8.8942,8.4154,8.4219,0.2158,2255,2096,2135,6486,12:15:00 p. m.,6520,5.98,6.32,6.02,7.18,6.47,7.33,124.75,7.472,22/02/2022 12:15,7.18,6.47,7.33
22/02/2022,12:20:00,438.4,437.6,439.5,8.7935,8.3074,8.3037,0.2191,2231,2069,2105,6406,12:20:00 p. m.,6442,5.89,6.2,5.9,7.53,6.77,7.53,114.13,8.0125,22/02/2022 12:20,7.53,6.77,7.53
22/02/2022,12:25:00,438,437,438.9,8.5216,8.05,8.0411,0.2168,2160,2002,2036,6198,12:25:00 p. m.,6234,5.73,5.98,5.73,7.54,6.94,7.59,145.41,8.546333333,22/02/2022 12:25,7.54,6.94,7.59
22/02/2022,12:30:00,437.9,437.1,439,8.5069,8.0194,8.029,0.2186,2156,1995,2033,6184,12:30:00 p. m.,6220,6.04,6.39,6.04,7.34,6.87,7.69,227.74,9.062833333,22/02/2022 12:30,7.34,6.87,7.69
22/02/2022,12:35:00,437.3,436.6,438.4,8.4211,7.9283,7.9378,0.2217,2131,1970,2007,6108,12:35:00 p. m.,6144,5.84,6.22,5.92,7.56,7.02,7.87,455.02,9.578166667,22/02/2022 12:35,7.56,7.02,7.87
22/02/2022,12:40:00,437.5,436.6,438.3,8.3154,7.8285,7.829,0.2245,2104,1945,1980,6029,12:40:00 p. m.,6065,5.88,6.22,5.97,7.8,7.14,7.94,242.57,10.08716667,22/02/2022 12:40,7.8,7.14,7.94
22/02/2022,12:45:00,437.5,436.7,438.5,8.5964,8.1103,8.0865,0.2308,2177,2015,2045,6237,12:45:00 p. m.,6273,5.74,6,5.76,7.55,7.14,7.78,138.1,10.58958333,22/02/2022 12:45,7.55,7.14,7.78
22/02/2022,12:50:00,438,437.3,439.1,8.8272,8.334,8.304,0.2347,2238,2074,2103,6415,12:50:00 p. m.,6451,5.76,6.05,5.79,7.16,6.64,7.75,102.21,11.10933333,22/02/2022 12:50,7.16,6.64,7.75
22/02/2022,12:55:00,437.5,436.8,438.7,8.9375,8.4441,8.4115,0.2378,2264,2099,2130,6493,12:55:00 p. m.,6529,5.84,6.13,5.86,7.15,6.51,7.33,114.38,11.64391667,22/02/2022 12:55,7.15,6.51,7.33
22/02/2022,13:00:00,438.1,437.4,439.3,8.9675,8.4793,8.4452,0.2318,2275,2111,2141,6527,01:00:00 p. m.,6562,5.83,6.03,5.79,7.09,6.62,7.04,144.63,12.185,22/02/2022 13:00,7.09,6.62,7.04
22/02/2022,13:05:00,438.9,437.8,439.9,8.9407,8.4412,8.4573,0.2546,2274,2103,2145,6522,01:05:00 p. m.,6558,6.11,6.18,5.94,7.09,6.39,7.42,166.62,12.72891667,22/02/2022 13:05,7.09,6.39,7.42
22/02/2022,13:10:00,438.8,438.3,440.2,8.9684,8.4672,8.4765,0.2397,2281,2111,2152,6545,01:10:00 p. m.,6581,6.16,6.28,6.04,7.21,6.48,7.15,414.24,13.27241667,22/02/2022 13:10,7.21,6.48,7.15
22/02/2022,13:15:00,439.4,439,440.6,8.6812,8.191,8.1942,0.2269,2210,2045,2083,6338,01:15:00 p. m.,6374,6.16,6.27,6.02,7.16,6.86,7.6,338.13,13.81783333,22/02/2022 13:15,7.16,6.86,7.6
22/02/2022,13:20:00,439.1,438.7,440.3,8.5243,8.0351,8.0396,0.2298,2169,2004,2041,6214,01:20:00 p. m.,6251,6.13,6.25,6.02,7.36,6.76,7.75,153.48,14.346,22/02/2022 13:20,7.36,6.76,7.75
22/02/2022,13:25:00,439.1,438.1,440,8.4455,7.9669,7.9836,0.2298,2148,1985,2026,6160,01:25:00 p. m.,6196,6.26,6.33,6.15,7.43,6.32,7.56,117.37,14.86383333,22/02/2022 13:25,7.43,6.32,7.56
22/02/2022,13:30:00,439,438.2,440.1,8.6011,8.1251,8.1389,0.2277,2188,2026,2066,6280,01:30:00 p. m.,6316,6.44,6.51,6.27,7.43,6.39,7.21,105.81,15.37716667,22/02/2022 13:30,7.43,6.39,7.21
22/02/2022,13:35:00,439.1,438.5,440.3,8.8414,8.3644,8.3876,0.2223,2250,2087,2131,6468,01:35:00 p. m.,6504,6.28,6.41,6.09,7.06,6.62,7.37,130.03,15.9005,22/02/2022 13:35,7.06,6.62,7.37
22/02/2022,13:40:00,440.1,439.5,441,8.9398,8.4581,8.4854,0.2179,2280,2116,2160,6555,01:40:00 p. m.,6591,6.39,6.58,6.25,7.08,6.18,7.27,158.43,16.4395,22/02/2022 13:40,7.08,6.18,7.27
22/02/2022,13:45:00,439.7,438.7,440.4,8.723,8.2389,8.2495,0.2217,2221,2057,2096,6374,01:45:00 p. m.,6411,6.27,6.44,6.12,7.35,6.9,7.36,370.97,16.98575,22/02/2022 13:45,7.35,6.9,7.36
22/02/2022,13:50:00,439.2,438.6,440.3,8.629,8.1503,8.1736,0.22,2195,2035,2077,6307,01:50:00 p. m.,6342,6.38,6.6,6.29,6.93,6.45,7.36,353,17.51691667,22/02/2022 13:50,6.93,6.45,7.36
22/02/2022,13:55:00,439.4,438.6,440.4,8.8309,8.3478,8.3702,0.2295,2248,2084,2127,6459,01:55:00 p. m.,6495,6.31,6.52,6.22,7.06,6.42,7.25,156.68,18.0425,22/02/2022 13:55,7.06,6.42,7.25
22/02/2022,14:00:00,439.7,439,440.8,8.8512,8.3624,8.3634,0.2313,2255,2090,2127,6472,02:00:00 p. m.,6508,6.3,6.49,6.19,6.98,6.43,7.41,106.39,18.58075,22/02/2022 14:00,6.98,6.43,7.41
22/02/2022,14:05:00,440.1,439.3,441,8.7576,8.2732,8.2866,0.2269,2232,2069,2108,6409,02:05:00 p. m.,6445,6.3,6.55,6.2,7.2,6.41,7.26,112.81,19.12008333,22/02/2022 14:05,7.2,6.41,7.26
22/02/2022,14:10:00,439.4,438.8,440.5,8.54,8.0669,8.089,0.2105,2173,2015,2055,6243,02:10:00 p. m.,6279,6.32,6.55,6.15,7.39,6.7,7.42,149.91,19.65416667,22/02/2022 14:10,7.39,6.7,7.42
22/02/2022,14:15:00,439.2,438.6,440.6,8.3417,7.8509,7.8537,0.2284,2122,1959,1994,6075,02:15:00 p. m.,6113,6.3,6.54,6.18,7.39,6.99,7.72,326.56,20.17441667,22/02/2022 14:15,7.39,6.99,7.72
22/02/2022,14:20:00,439.3,438.5,440.5,8.2989,7.8094,7.8038,0.2328,2111,1949,1981,6041,02:20:00 p. m.,6078,6.13,6.35,6.04,7.25,6.88,7.89,384.26,20.68066667,22/02/2022 14:20,7.25,6.88,7.89
22/02/2022,14:25:00,439.4,438.8,440.5,8.2215,7.7255,7.7054,0.2382,2091,1929,1957,5978,02:25:00 p. m.,6014,6.36,6.64,6.33,7.43,6.76,7.77,157.04,21.18408333,22/02/2022 14:25,7.43,6.76,7.77
22/02/2022,14:30:00,439,438.3,440.3,8.4198,7.931,7.9058,0.2392,2141,1979,2006,6126,02:30:00 p. m.,6162,6.14,6.37,6.06,7.1,6.45,7.54,114.8,21.68225,22/02/2022 14:30,7.1,6.45,7.54
22/02/2022,14:35:00,439.3,438.6,440.5,8.383,7.8841,7.8645,0.2367,2133,1969,1997,6100,02:35:00 p. m.,6135,6.39,6.59,6.27,7.28,6.43,7.06,102.99,22.19275,22/02/2022 14:35,7.28,6.43,7.06
22/02/2022,14:40:00,439.2,438.3,440,8.315,7.8388,7.8165,0.2342,2115,1956,1985,6055,02:40:00 p. m.,6090,6.26,6.45,6.14,6.91,6.45,7.34,129.5,22.70108333,22/02/2022 14:40,6.91,6.45,7.34
22/02/2022,14:45:00,439.2,438.4,440.3,8.4331,7.9442,7.9313,0.2293,2145,1983,2013,6141,02:45:00 p. m.,6177,6.24,6.5,6.18,7.18,6.38,7.48,163.91,23.20566667,22/02/2022 14:45,7.18,6.38,7.48
22/02/2022,14:50:00,439,438.3,440,8.2172,7.7397,7.7128,0.2199,2088,1931,1956,5976,02:50:00 p. m.,6011,6.37,6.65,6.25,7.31,6.81,7.48,380.47,23.71741667,22/02/2022 14:50,7.31,6.81,7.48
22/02/2022,14:55:00,438.8,438.1,439.9,7.7809,7.2959,7.2594,0.227,1976,1820,1840,5636,02:55:00 p. m.,5671,6.18,6.53,6.14,7.11,6.74,8.09,456.46,24.21541667,22/02/2022 14:55,7.11,6.74,8.09
22/02/2022,15:00:00,439.6,438.9,440.6,7.818,7.3221,7.2907,0.2269,1988,1831,1850,5670,03:00:00 p. m.,5705,6.27,6.66,6.25,7.39,6.85,7.63,238.16,24.68508333,22/02/2022 15:00,7.39,6.85,7.63
22/02/2022,15:05:00,439.1,438.6,440.4,7.7151,7.2135,7.189,0.2278,1960,1803,1823,5586,03:05:00 p. m.,5621,6.2,6.72,6.19,7.14,6.94,7.72,142.24,25.15758333,22/02/2022 15:05,7.14,6.94,7.72
22/02/2022,15:10:00,438.6,438.1,439.8,7.8309,7.3256,7.3059,0.2277,1987,1829,1851,5668,03:10:00 p. m.,5703,6.22,6.75,6.23,7.13,6.64,7.67,106.27,25.62308333,22/02/2022 15:10,7.13,6.64,7.67
22/02/2022,15:15:00,438.9,438.1,439.8,7.7041,7.2058,7.1801,0.2264,1955,1800,1819,5574,03:15:00 p. m.,5609,6.32,6.83,6.33,7.49,6.73,7.48,110.46,26.09541667,22/02/2022 15:15,7.49,6.73,7.48
22/02/2022,15:20:00,438.4,437.8,439.5,7.6299,7.1354,7.1051,0.2233,1935,1779,1798,5512,03:20:00 p. m.,5548,6.25,6.63,6.18,7.43,7.07,7.73,145.43,26.55991667,22/02/2022 15:20,7.43,7.07,7.73
22/02/2022,15:25:00,439.1,438.8,440.4,7.7456,7.2415,7.2107,0.2214,1967,1810,1829,5607,03:25:00 p. m.,5643,6.56,7.06,6.52,7.08,7.07,7.72,243.29,27.01925,22/02/2022 15:25,7.08,7.07,7.72
22/02/2022,15:30:00,438.6,438.1,439.8,7.6153,7.1206,7.0941,0.2177,1932,1778,1797,5507,03:30:00 p. m.,5542,6.23,6.79,6.28,7.58,6.92,7.84,446.91,27.4865,22/02/2022 15:30,7.58,6.92,7.84
22/02/2022,15:35:00,438,437.3,439,7.3075,6.8258,6.8035,0.2122,1850,1700,1719,5269,03:35:00 p. m.,5304,6.46,6.96,6.51,7.56,6.94,7.94,269.73,27.94541667,22/02/2022 15:35,7.56,6.94,7.94
22/02/2022,15:40:00,437.1,436.6,438.1,6.689,6.2015,6.208,0.2151,1690,1542,1564,4795,03:40:00 p. m.,4832,6.42,6.95,6.47,8.18,7.6,8.76,149.06,28.3845,22/02/2022 15:40,8.18,7.6,8.76
22/02/2022,15:45:00,437.1,436.5,437.9,6.2697,5.7823,5.7923,0.2099,1582,1437,1455,4474,03:45:00 p. m.,4513,6.57,7.1,6.57,8.67,8.14,9.25,111.79,28.78408333,22/02/2022 15:45,8.67,8.14,9.25
22/02/2022,15:50:00,436.3,435.8,437.2,5.7305,5.247,5.2594,0.2062,1442,1301,1317,4060,03:50:00 p. m.,4099,6.6,7.15,6.58,8.86,8.78,10.08,131.18,29.15691667,22/02/2022 15:50,8.86,8.78,10.08
22/02/2022,15:55:00,436.2,435.5,436.9,5.2988,4.8163,4.8296,0.2024,1333,1193,1206,3732,03:55:00 p. m.,3772,6.69,7.21,6.69,9.68,8.99,10.31,158.61,29.49525,22/02/2022 15:55,9.68,8.99,10.31
22/02/2022,16:00:00,435.8,435.4,436.7,4.8057,4.3151,4.3565,0.2061,1206,1067,1082,3355,04:00:00 p. m.,3398,6.74,7.31,6.75,10.39,10.41,11.37,331.69,29.80625,22/02/2022 16:00,10.39,10.41,11.37
22/02/2022,16:05:00,435.7,435.2,436.7,4.3595,3.8671,3.9203,0.203,1092,955,970,3017,04:05:00 p. m.,3063,6.61,7.2,6.64,10.87,11.15,13.1,467.99,30.08583333,22/02/2022 16:05,10.87,11.15,0
22/02/2022,16:10:00,436.1,435.3,436.8,4.8471,4.3567,4.3936,0.2075,1217,1079,1094,3390,04:10:00 p. m.,3431,6.75,7.33,6.84,10.12,9.55,11.32,226.26,30.33725,22/02/2022 16:10,10.12,9.55,11.32
22/02/2022,16:15:00,435.6,435,436.5,4.8968,4.407,4.4481,0.2089,1229,1090,1106,3425,04:15:00 p. m.,3467,6.52,7.05,6.56,10.19,9.64,11.47,139.48,30.61975,22/02/2022 16:15,10.19,9.64,11.47
22/02/2022,16:20:00,435.6,435,436.5,4.7103,4.218,4.2658,0.206,1181,1042,1058,3281,04:20:00 p. m.,3325,6.68,7.23,6.71,10.67,10.12,11.83,112.68,30.90516667,22/02/2022 16:20,10.67,10.12,11.83
22/02/2022,16:25:00,435.5,434.7,436.1,4.2421,3.7522,3.8114,0.2241,1061,926,940,2927,04:25:00 p. m.,2973,6.76,7.33,6.75,11.26,11.48,12.8,148.91,31.17858333,22/02/2022 16:25,11.26,11.48,0
22/02/2022,16:30:00,435,434.4,435.8,3.9378,3.4474,3.5127,0.1995,983,848,861,2692,04:30:00 p. m.,2743,6.61,7.17,6.61,12.37,13.06,14.42,286.23,31.4225,22/02/2022 16:30,0,0,0
22/02/2022,16:35:00,433.8,433.4,434.7,3.3338,2.8481,2.9264,0.1979,826,696,705,2226,04:35:00 p. m.,2284,6.65,7.22,6.67,13.85,15.13,17.76,282.67,31.64683333,22/02/2022 16:35,0,0,0
22/02/2022,16:40:00,432.3,431.8,433,2.7661,2.2877,2.3837,0.1994,678,553,559,1790,04:40:00 p. m.,1859,6.82,7.37,6.86,16.16,17.44,20.32,62.57,31.83233333,22/02/2022 16:40,0,0,0
22/02/2022,16:45:00,432.3,431.9,433.1,2.5805,2.1011,2.2127,0.1987,630,506,512,1649,04:45:00 p. m.,1724,6.93,7.43,6.91,17.59,19.43,22.42,59.82,31.9815,22/02/2022 16:45,0,0,0
22/02/2022,16:50:00,432.8,432.5,433.8,2.5748,2.0908,2.2104,0.197,630,505,512,1647,04:50:00 p. m.,1723,6.65,7.23,6.65,17.71,19.94,22.85,62.61,32.11891667,22/02/2022 16:50,0,0,0
22/02/2022,16:55:00,432.6,432.2,433.4,2.474,1.9908,2.1129,0.196,604,480,486,1570,04:55:00 p. m.,1647,6.84,7.43,6.85,18.01,19.93,23.07,61.93,32.25616667,22/02/2022 16:55,0,0,0
22/02/2022,17:00:00,432.7,431.9,433.4,2.2558,1.7662,1.9203,0.2036,548,424,432,1404,05:00:00 p. m.,1487,7.04,7.62,7.05,19.23,21.83,24.5,61.99,32.387,22/02/2022 17:00,0,0,0
22/02/2022,17:05:00,431.9,431.6,432.9,1.7838,1.3213,1.4983,0.1895,411,293,294,998,05:05:00 p. m.,1122,6.95,7.57,6.99,27.06,39.62,36.17,68.9,32.504,22/02/2022 17:05,0,0,0
22/02/2022,17:10:00,429.9,430,431.4,0.9585,0.7062,0.8852,0.1763,156,52,28,236,05:10:00 p. m.,585,5.79,6.23,5.7,55.11,68.2,45.66,68.14,32.58716667,22/02/2022 17:10,0,0,0
22/02/2022,17:15:00,431.4,431.2,432.4,1.4629,1.0507,1.2056,0.1786,309,197,180,687,05:15:00 p. m.,881,5.97,6.4,5.93,34.3,34.21,35.85,68.08,32.60683333,22/02/2022 17:15,0,0,0
22/02/2022,17:20:00,431.6,431.4,432.7,1.5192,1.0429,1.2368,0.1857,352,234,226,812,05:20:00 p. m.,949,7.15,7.71,7.14,29.45,41.85,40.89,67.26,32.66408333,22/02/2022 17:20,0,0,0
22/02/2022,17:25:00,431.2,431.1,432.5,1.2943,0.8241,1.0687,0.1853,290,175,166,631,05:25:00 p. m.,796,6.97,7.58,6.97,34.69,55.3,47.87,70.33,32.73175,22/02/2022 17:25,0,0,0
22/02/2022,17:30:00,431.5,431.3,432.6,1.1914,0.7227,1.0023,0.1866,260,145,133,538,05:30:00 p. m.,729,6.9,7.49,6.94,39.17,68.11,53.12,68.03,32.78433333,22/02/2022 17:30,0,0,0
22/02/2022,17:35:00,431.2,431.1,432.3,1.0317,0.5882,0.9228,0.1859,210,97,87,394,05:35:00 p. m.,634,7.05,7.64,7.06,48.29,108.19,60.78,71.63,32.82916667,22/02/2022 17:35,0,0,0
22/02/2022,17:40:00,430.8,430.8,432.2,0.813,0.4652,0.8643,0.1851,131,20,8,0,05:40:00 p. m.,534,6.85,7.46,6.91,72.96,316.14,68.83,71.92,32.862,22/02/2022 17:40,0,0,0
22/02/2022,17:45:00,431.1,430.9,432.5,0.3032,0.4802,0.6501,0.1866,21,-77,-109,0,05:45:00 p. m.,345,3.16,3.35,2.87,68.53,21.76,30.73,51.84,32.862,22/02/2022 17:45,0,0,0
22/02/2022,17:50:00,431.5,431.1,432.6,0.3092,0.4139,0.6838,0.1873,24,-75,-106,0,05:50:00 p. m.,345,2.93,3,2.58,68.85,35.08,29.27,49.77,32.862,22/02/2022 17:50,0,0,0
22/02/2022,17:55:00,432,431.8,433.2,0.484,0.7131,0.5938,0.1882,33,-74,-88,0,05:55:00 p. m.,443,7.35,7.95,7.41,186.24,64.07,100.59,66.29,32.862,22/02/2022 17:55,0,0,0
22/02/2022,18:00:00,431.7,431.5,433.1,0.3364,0.5305,0.6479,0.1859,22,-77,-109,0,06:00:00 p. m.,361,3.5,3.6,3.17,63.83,21.64,35.26,52.66,32.862,22/02/2022 18:00,0,0,0
22/02/2022,18:05:00,432,431.4,433,0.2421,0.3855,0.6654,0.1953,23,-77,-107,0,06:05:00 p. m.,326,2.63,2.71,2.25,61.05,19.04,22.78,46.78,32.862,22/02/2022 18:05,0,0,0
22/02/2022,18:10:00,431.9,431.7,433.1,0.2427,0.3856,0.6673,0.1987,23,-78,-105,0,06:10:00 p. m.,326,2.7,2.8,2.35,60.92,18.89,22.8,46.93,32.862,22/02/2022 18:10,0,0,0
22/02/2022,18:15:00,432.2,432,433.4,0.2437,0.3874,0.6726,0.2027,23,-78,-105,0,06:15:00 p. m.,329,2.6,2.72,2.29,61.36,19.04,22.43,45.21,32.862,22/02/2022 18:15,0,0,0
22/02/2022,18:20:00,432.5,432.1,433.6,0.2436,0.3869,0.6696,0.1998,23,-78,-106,0,06:20:00 p. m.,328,2.71,2.8,2.41,61.55,19.04,22.59,45.78,32.862,22/02/2022 18:20,0,0,0
22/02/2022,18:25:00,431.7,431.6,433,0.2435,0.3872,0.6707,0.2008,23,-78,-106,0,06:25:00 p. m.,328,2.63,2.71,2.25,61.46,19.14,22.54,43.26,32.862,22/02/2022 18:25,0,0,0
22/02/2022,18:30:00,432.1,431.9,433.3,0.2439,0.3858,0.6669,0.2015,23,-78,-104,0,06:30:00 p. m.,327,2.7,2.81,2.34,61.19,18.85,22.76,45,32.862,22/02/2022 18:30,0,0,0
22/02/2022,18:35:00,432.2,432,433.4,0.2441,0.3854,0.6659,0.1996,23,-78,-104,0,06:35:00 p. m.,327,2.61,2.73,2.26,60.77,19.05,22.74,44.32,32.862,22/02/2022 18:35,0,0,0
22/02/2022,18:40:00,431.6,431.4,432.8,0.2415,0.3826,0.6602,0.1986,23,-77,-103,0,06:40:00 p. m.,323,2.64,2.79,2.35,61.49,19,22.84,46.89,32.862,22/02/2022 18:40,0,0,0
22/02/2022,18:45:00,430.9,430.9,432.2,0.2385,0.3782,0.6493,0.1949,22,-76,-102,0,06:45:00 p. m.,318,2.64,2.75,2.31,62.02,19.26,23.08,46.27,32.862,22/02/2022 18:45,0,0,0
22/02/2022,18:50:00,430.9,431,432.3,0.2371,0.3724,0.6336,0.1925,22,-75,-99,0,06:50:00 p. m.,312,2.69,2.8,2.36,63.17,19.33,23.27,47.79,32.862,22/02/2022 18:50,0,0,0
22/02/2022,18:55:00,430.6,430.4,431.8,0.2357,0.3712,0.6293,0.192,22,-74,-99,0,06:55:00 p. m.,310,2.65,2.69,2.26,63.16,19.54,23.55,44.88,32.862,22/02/2022 18:55,0,0,0
22/02/2022,19:00:00,430.6,430.3,431.9,0.2358,0.3729,0.6334,0.1913,22,-75,-100,0,07:00:00 p. m.,312,2.72,2.84,2.41,62.81,19.2,23.6,46.25,32.862,22/02/2022 19:00,0,0,0
22/02/2022,19:05:00,430.4,430.1,431.8,0.2363,0.3755,0.6408,0.1928,22,-75,-101,0,07:05:00 p. m.,314,2.67,2.75,2.36,61.84,19.29,23.4,44.54,32.862,22/02/2022 19:05,0,0,0
22/02/2022,19:10:00,430.7,430.1,431.8,0.2358,0.3749,0.6402,0.1929,22,-75,-101,0,07:10:00 p. m.,314,2.74,2.74,2.35,62.61,19.27,23.33,47.58,32.862,22/02/2022 19:10,0,0,0
22/02/2022,19:15:00,430.5,429.9,431.5,0.2348,0.375,0.6412,0.1926,22,-75,-101,0,07:15:00 p. m.,314,2.82,2.84,2.42,62.25,19.17,23.35,46.73,32.862,22/02/2022 19:15,0,0,0
22/02/2022,19:20:00,430.3,430,431.7,0.2356,0.375,0.6414,0.1951,22,-75,-101,0,07:20:00 p. m.,314,2.66,2.79,2.35,63.03,19.23,23.07,46.12,32.862,22/02/2022 19:20,0,0,0
22/02/2022,19:25:00,431,430.5,432.2,0.2377,0.3795,0.6524,0.1974,22,-76,-103,0,07:25:00 p. m.,319,2.74,2.82,2.42,62.28,19.13,22.96,44.64,32.862,22/02/2022 19:25,0,0,0
22/02/2022,19:30:00,431.2,430.6,432.5,0.237,0.3774,0.6455,0.1951,22,-76,-102,0,07:30:00 p. m.,317,2.68,2.72,2.37,62.67,19.28,22.96,45.15,32.862,22/02/2022 19:30,0,0,0
22/02/2022,19:35:00,431.1,430.4,432.2,0.236,0.3721,0.6322,0.1931,22,-75,-98,0,07:35:00 p. m.,311,2.89,2.89,2.46,62.3,19.03,23.41,46.46,32.862,22/02/2022 19:35,0,0,0
22/02/2022,19:40:00,431.2,430.5,432.5,0.2365,0.3712,0.631,0.1943,22,-75,-97,0,07:40:00 p. m.,311,2.71,2.8,2.36,62.08,19.23,23.35,44.06,32.862,22/02/2022 19:40,0,0,0
22/02/2022,19:45:00,431.4,430.5,432.7,0.2361,0.3725,0.6339,0.1939,22,-75,-98,0,07:45:00 p. m.,312,2.79,2.83,2.48,62.4,19.23,23.22,47.64,32.862,22/02/2022 19:45,0,0,0
22/02/2022,19:50:00,431.6,430.6,432.6,0.2357,0.3733,0.6358,0.194,22,-75,-99,0,07:50:00 p. m.,313,2.87,2.92,2.48,61.9,19.24,23.21,47.1,32.862,22/02/2022 19:50,0,0,0
22/02/2022,19:55:00,431.3,430.7,432.6,0.2363,0.3734,0.637,0.1951,22,-75,-99,0,07:55:00 p. m.,313,2.71,2.82,2.37,63.13,19.27,23.05,46.82,32.862,22/02/2022 19:55,0,0,0
22/02/2022,20:00:00,432.2,431.5,433.6,0.2397,0.3785,0.649,0.1981,23,-76,-101,0,08:00:00 p. m.,319,2.7,2.82,2.44,61.97,19.22,22.75,44.9,32.862,22/02/2022 20:00,0,0,0
22/02/2022,20:05:00,432.6,431.8,434,0.2411,0.3789,0.6484,0.1972,23,-77,-101,0,08:05:00 p. m.,320,2.69,2.84,2.41,61.84,19.15,22.66,45.68,32.862,22/02/2022 20:05,0,0,0
22/02/2022,20:10:00,432.7,431.7,433.9,0.2411,0.3789,0.649,0.1982,23,-77,-100,0,08:10:00 p. m.,320,2.74,2.77,2.42,60.91,19.19,22.78,45.86,32.862,22/02/2022 20:10,0,0,0
22/02/2022,20:15:00,432.7,432,434.1,0.2416,0.3789,0.6489,0.1964,23,-77,-101,0,08:15:00 p. m.,320,2.61,2.8,2.31,60.93,19.1,22.65,46.28,32.862,22/02/2022 20:15,0,0,0
22/02/2022,20:20:00,433.5,432.8,434.8,0.2433,0.3826,0.6578,0.1962,24,-77,-103,0,08:20:00 p. m.,324,2.7,2.88,2.44,60.93,18.79,22.54,48.3,32.862,22/02/2022 20:20,0,0,0
