Fecha,Hora,V1-2 (5 min),V2-3 (5 min),V3-1 (5 min),I1 (5 min),I2 (5 min),I3 (5 min),IN (5 min),P1 (5 min),P2 (5 min),P3 (5 min),PT (5 min),Hora,ST (5 min),V1-THD (5 min),V2-THD (5 min),V3-THD (5 min),I1-THD (5 min),I2-THD (5 min),I3-THD (5 min),IN-THD (5 min),kWh (5 min),Fecha y hora,I1-THD (5 min),I2-THD (5 min),I3-THD (5 min)
23/02/2022,12:15:00,439.3,438.7,440.4,8.2765,7.775,7.7303,0.2216,2106,1941,1962,6010,12:15:00 p. m.,6045,6.12,6.29,5.97,7.32,6.46,7.81,252.27,56.53608333,23/02/2022 12:15,7.32,6.46,7.81
23/02/2022,12:20:00,438.6,438.1,439.8,8.4159,7.9262,7.8652,0.2209,2138,1977,1994,6109,12:20:00 p. m.,6144,6.08,6.28,5.92,7.35,6.55,7.79,140.38,57.03691667,23/02/2022 12:20,7.35,6.55,7.79
23/02/2022,12:25:00,439.5,438.8,440.5,8.5051,8.018,7.9647,0.2199,2164,2003,2023,6191,12:25:00 p. m.,6226,6.07,6.26,5.92,7.3,6.39,7.71,109.7,57.546,23/02/2022 12:25,7.3,6.39,7.71
23/02/2022,12:30:00,440.1,439.4,441,8.6045,8.1061,8.0575,0.2221,2193,2027,2049,6269,12:30:00 p. m.,6305,5.86,6.07,5.73,7.3,6.26,7.79,124.09,58.06191667,23/02/2022 12:30,7.3,6.26,7.79
23/02/2022,12:35:00,440.3,439.9,441.6,8.4359,7.9305,7.8835,0.226,2152,1985,2006,6143,12:35:00 p. m.,6178,5.84,5.96,5.67,7.44,6.66,7.76,157.84,58.58433333,23/02/2022 12:35,7.44,6.66,7.76
23/02/2022,12:40:00,439.1,439,440.5,8.1375,7.6478,7.5991,0.2185,2071,1910,1929,5909,12:40:00 p. m.,5944,5.96,6.15,5.81,7.36,6.74,8.12,308.99,59.09625,23/02/2022 12:40,7.36,6.74,8.12
23/02/2022,12:45:00,439.4,438.9,440.4,8.2004,7.7083,7.6649,0.22,2087,1926,1945,5957,12:45:00 p. m.,5993,5.93,6.13,5.78,7.35,6.54,8.1,438.93,59.58866667,23/02/2022 12:45,7.35,6.54,8.1
23/02/2022,12:50:00,439.1,438.7,440.2,8.2374,7.7471,7.6997,0.2207,2095,1934,1953,5982,12:50:00 p. m.,6017,6.07,6.23,5.93,7.49,6.6,7.94,199.2,60.08508333,23/02/2022 12:50,7.49,6.6,7.94
23/02/2022,12:55:00,439.6,439.2,441,8.4067,7.9185,7.8909,0.2186,2141,1979,2005,6125,12:55:00 p. m.,6161,5.94,6.09,5.8,7.47,6.45,8.1,128.12,60.58358333,23/02/2022 12:55,7.47,6.45,8.1
23/02/2022,13:00:00,439.3,438.9,440.7,8.2669,7.7776,7.7415,0.2172,2103,1943,1966,6013,01:00:00 p. m.,6049,6.34,6.5,6.14,7.28,6.56,7.72,109.78,61.094,23/02/2022 13:00,7.28,6.56,7.72
23/02/2022,13:05:00,439.4,438.9,440.6,8.3004,7.8239,7.8127,0.2101,2113,1954,1985,6052,01:05:00 p. m.,6087,6.13,6.33,5.96,7.26,6.56,7.85,132.12,61.59508333,23/02/2022 13:05,7.26,6.56,7.85
23/02/2022,13:10:00,439.4,439,440.6,8.2248,7.7358,7.7146,0.2087,2093,1932,1959,5985,01:10:00 p. m.,6021,6.11,6.3,5.99,7.52,6.58,8.06,174.51,62.09941667,23/02/2022 13:10,7.52,6.58,8.06
23/02/2022,13:15:00,439.5,439.1,440.7,8.2682,7.787,7.7601,0.2103,2105,1946,1971,6022,01:15:00 p. m.,6057,6.11,6.31,5.91,7.35,6.62,7.84,339.81,62.59816667,23/02/2022 13:15,7.35,6.62,7.84
23/02/2022,13:20:00,439,438.8,440.3,8.192,7.7112,7.6886,0.2098,2084,1926,1951,5961,01:20:00 p. m.,5996,6.05,6.24,5.89,7.18,6.46,7.97,397.57,63.1,23/02/2022 13:20,7.18,6.46,7.97
23/02/2022,13:25:00,439.3,438.7,440.2,8.14,7.6637,7.6439,0.2062,2071,1914,1940,5925,01:25:00 p. m.,5959,6.14,6.3,6.01,7.38,6.36,7.87,228.41,63.59675,23/02/2022 13:25,7.38,6.36,7.87
23/02/2022,13:30:00,439.4,438.9,440.5,8.2534,7.7729,7.7573,0.2126,2100,1942,1971,6013,01:30:00 p. m.,6047,6.14,6.34,6.01,7.16,6.68,7.63,153.92,64.0905,23/02/2022 13:30,7.16,6.68,7.63
23/02/2022,13:35:00,439.7,439.2,440.6,8.2291,7.7507,7.7243,0.2129,2095,1937,1963,5995,01:35:00 p. m.,6030,6.15,6.31,6.03,7.31,6.44,7.92,113.32,64.59158333,23/02/2022 13:35,7.31,6.44,7.92
23/02/2022,13:40:00,438.9,438.6,441,8.269,7.7792,7.734,0.2193,2103,1943,1965,6011,01:40:00 p. m.,6046,6.13,6.35,6.04,7.08,6.37,7.79,122.82,65.09116667,23/02/2022 13:40,7.08,6.37,7.79
23/02/2022,13:45:00,439.4,438.8,440.7,8.1633,7.6798,7.637,0.2173,2077,1919,1941,5937,01:45:00 p. m.,5971,6.16,6.31,6.02,7.16,6.41,7.59,155.82,65.59208333,23/02/2022 13:45,7.16,6.41,7.59
23/02/2022,13:50:00,439.3,438.8,440.8,8.1461,7.6505,7.617,0.215,2072,1912,1935,5919,01:50:00 p. m.,5954,6.41,6.65,6.25,7.03,6.47,7.75,259.02,66.08683333,23/02/2022 13:50,7.03,6.47,7.75
23/02/2022,13:55:00,439.6,439.1,441.1,8.272,7.7821,7.7444,0.2163,2107,1946,1969,6022,01:55:00 p. m.,6056,6.11,6.38,6.05,7.16,6.28,7.68,470.37,66.58008333,23/02/2022 13:55,7.16,6.28,7.68
23/02/2022,14:00:00,440,439.5,441.3,8.2783,7.785,7.7389,0.221,2109,1948,1969,6026,02:00:00 p. m.,6061,6.21,6.42,6.09,6.98,6.37,7.77,305.42,67.08191667,23/02/2022 14:00,6.98,6.37,7.77
23/02/2022,14:05:00,440.1,439.9,441.7,8.2635,7.7708,7.7253,0.2192,2106,1946,1967,6019,02:05:00 p. m.,6055,6.31,6.55,6.18,7.07,6.63,7.8,150.32,67.58408333,23/02/2022 14:05,7.07,6.63,7.8
23/02/2022,14:10:00,440.6,440.3,441.8,8.2857,7.7961,7.758,0.2138,2115,1954,1976,6044,02:10:00 p. m.,6080,6.2,6.41,6.07,7.24,6.4,8.01,116.7,68.08566667,23/02/2022 14:10,7.24,6.4,8.01
23/02/2022,14:15:00,440.1,439.8,441.4,8.2519,7.7633,7.72,0.2162,2103,1944,1965,6012,02:15:00 p. m.,6047,6.39,6.61,6.24,7.32,6.47,7.67,120.77,68.58933333,23/02/2022 14:15,7.32,6.47,7.67
23/02/2022,14:20:00,439,438.4,440.6,8.1859,7.7087,7.6679,0.2121,2081,1926,1948,5955,02:20:00 p. m.,5988,6.33,6.56,6.21,6.92,6.43,7.32,160.77,69.09033333,23/02/2022 14:20,6.92,6.43,7.32
23/02/2022,14:25:00,439,438.5,440.6,8.1132,7.6286,7.5913,0.2128,2062,1905,1928,5895,02:25:00 p. m.,5930,6.41,6.68,6.29,6.97,6.79,7.65,345.15,69.58658333,23/02/2022 14:25,6.97,6.79,7.65
23/02/2022,14:30:00,439.4,438.9,440.9,8.1148,7.6331,7.5958,0.2134,2064,1908,1931,5903,02:30:00 p. m.,5939,6.27,6.58,6.2,7.07,6.75,8.03,427.88,70.07783333,23/02/2022 14:30,7.07,6.75,8.03
23/02/2022,14:35:00,440.4,439.7,441.5,8.1236,7.6355,7.6156,0.2177,2071,1912,1939,5922,02:35:00 p. m.,5957,6.34,6.57,6.26,7.32,6.53,7.75,211.08,70.56975,23/02/2022 14:35,7.32,6.53,7.75
23/02/2022,14:40:00,440.4,439.6,441.1,8.0558,7.5734,7.566,0.2166,2053,1895,1925,5873,02:40:00 p. m.,5909,6.2,6.42,6.11,7.37,6.7,7.92,139.63,71.06325,23/02/2022 14:40,7.37,6.7,7.92
23/02/2022,14:45:00,439.7,439.1,441.5,8.0288,7.5344,7.5125,0.226,2044,1885,1911,5840,02:45:00 p. m.,5874,6.35,6.62,6.27,6.93,6.64,7.55,106.46,71.55266667,23/02/2022 14:45,6.93,6.64,7.55
23/02/2022,14:50:00,440.5,439.9,441.7,8.0399,7.5445,7.5091,0.2293,2049,1890,1912,5851,02:50:00 p. m.,5886,5.86,6.17,5.84,7.11,6.84,8.12,128.69,72.03933333,23/02/2022 14:50,7.11,6.84,8.12
23/02/2022,14:55:00,440.1,439.6,441.1,7.8729,7.3782,7.3375,0.2319,2005,1846,1866,5717,02:55:00 p. m.,5752,5.97,6.19,5.93,7.39,6.71,7.71,154.3,72.52691667,23/02/2022 14:55,7.39,6.71,7.71
23/02/2022,15:00:00,439.6,439.2,441.1,7.6863,7.1887,7.1433,0.2313,1955,1798,1815,5568,03:00:00 p. m.,5603,6.05,6.36,6.01,6.94,6.96,7.95,329.82,73.00333333,23/02/2022 15:00,6.94,6.96,7.95
23/02/2022,15:05:00,439.4,439,441,7.6538,7.1611,7.1067,0.2298,1946,1789,1806,5541,03:05:00 p. m.,5576,5.82,6.12,5.87,7.07,6.83,8.11,409.19,73.46733333,23/02/2022 15:05,7.07,6.83,8.11
23/02/2022,15:10:00,439.5,438.8,440.7,7.5961,7.1209,7.0625,0.2292,1932,1779,1794,5505,03:10:00 p. m.,5538,6.03,6.28,6.08,7.11,6.53,7.98,165.9,73.92908333,23/02/2022 15:10,7.11,6.53,7.98
23/02/2022,15:15:00,439.7,438.9,440.9,7.6006,7.1271,7.0647,0.2268,1934,1782,1796,5512,03:15:00 p. m.,5544,6.01,6.23,6.04,7.05,6.44,7.84,122.85,74.38783333,23/02/2022 15:15,7.05,6.44,7.84
23/02/2022,15:20:00,439.3,438.6,440.5,7.5718,7.098,7.036,0.2256,1924,1773,1787,5484,03:20:00 p. m.,5517,6.26,6.48,6.23,7.19,6.56,7.74,106.57,74.84716667,23/02/2022 15:20,7.19,6.56,7.74
23/02/2022,15:25:00,439,438.5,440.5,7.4128,6.9284,6.8708,0.2219,1883,1729,1743,5356,03:25:00 p. m.,5390,6.02,6.29,5.98,7.14,6.98,8.2,137.67,75.30416667,23/02/2022 15:25,7.14,6.98,8.2
23/02/2022,15:30:00,439.3,438.8,440.7,7.6855,7.1976,7.145,0.2214,1954,1798,1816,5568,03:30:00 p. m.,5602,6.34,6.65,6.33,7.04,6.46,7.58,185.27,75.7505,23/02/2022 15:30,7.04,6.46,7.58
23/02/2022,15:35:00,439.2,438.6,440.7,7.5933,7.114,7.0675,0.2207,1930,1777,1796,5502,03:35:00 p. m.,5536,6.22,6.51,6.22,7.11,6.57,7.65,433.45,76.2145,23/02/2022 15:35,7.11,6.57,7.65
23/02/2022,15:40:00,438.7,438.1,439.9,7.3637,6.8877,6.8456,0.2186,1869,1718,1736,5323,03:40:00 p. m.,5356,6.24,6.5,6.2,6.96,6.79,7.84,346.16,76.673,23/02/2022 15:40,6.96,6.79,7.84
23/02/2022,15:45:00,438.6,437.9,439.7,7.1931,6.7146,6.6612,0.2229,1825,1674,1688,5187,03:45:00 p. m.,5221,6.33,6.6,6.32,7.2,6.63,8.02,152.32,77.11658333,23/02/2022 15:45,7.2,6.63,8.02
23/02/2022,15:50:00,437.7,437.1,439.3,6.8444,6.3672,6.3531,0.2196,1733,1584,1606,4923,03:50:00 p. m.,4957,6.41,6.67,6.39,7.34,6.81,8.19,114.88,77.54883333,23/02/2022 15:50,7.34,6.81,8.19
23/02/2022,15:55:00,436.7,436.2,438.3,6.3584,5.8886,5.8931,0.2163,1606,1461,1485,4552,03:55:00 p. m.,4587,6.47,6.78,6.48,7.98,7.05,8.47,115.18,77.95908333,23/02/2022 15:55,7.98,7.05,8.47
23/02/2022,16:00:00,436.8,436.3,438.6,5.9373,5.454,5.4526,0.2124,1499,1353,1371,4222,04:00:00 p. m.,4259,6.22,6.48,6.22,8.41,8.29,9.08,147.64,78.33841667,23/02/2022 16:00,8.41,8.29,9.08
23/02/2022,16:05:00,436.6,436.2,438.4,5.4089,4.9332,4.9505,0.2056,1363,1222,1241,3827,04:05:00 p. m.,3865,6.21,6.58,6.28,8.87,8.76,10.58,206.01,78.69025,23/02/2022 16:05,8.87,8.76,10.58
23/02/2022,16:10:00,436.5,436.1,438.1,5.4621,4.9881,5.0245,0.2081,1377,1236,1260,3873,04:10:00 p. m.,3911,6.08,6.49,6.19,8.91,8.75,10.53,414.6,79.00916667,23/02/2022 16:10,8.91,8.75,10.53
23/02/2022,16:15:00,436.1,435.3,437.3,5.3176,4.8547,4.8916,0.2059,1338,1201,1224,3764,04:15:00 p. m.,3801,6.24,6.58,6.32,9.06,8.8,10.42,348.92,79.33191667,23/02/2022 16:15,9.06,8.8,10.42
23/02/2022,16:20:00,435.5,435,437,4.9589,4.4969,4.5465,0.2058,1245,1111,1134,3490,04:20:00 p. m.,3530,6.3,6.68,6.36,9.68,9.38,11.13,175.35,79.64558333,23/02/2022 16:20,9.68,9.38,11.13
23/02/2022,16:25:00,434.8,434.5,436.3,4.5688,4.1089,4.1423,0.2026,1144,1013,1028,3185,04:25:00 p. m.,3227,6.45,6.79,6.46,10.1,10.02,12.24,118.23,79.93641667,23/02/2022 16:25,10.1,10.02,0
23/02/2022,16:30:00,434.3,433.8,435.6,4.2226,3.7608,3.787,0.2002,1055,925,935,2916,04:30:00 p. m.,2959,6.49,6.88,6.54,10.99,10.34,12.89,122.64,80.20183333,23/02/2022 16:30,10.99,10.34,0
23/02/2022,16:35:00,433.3,433,435.1,3.8651,3.4027,3.4215,0.1958,963,835,839,2637,04:35:00 p. m.,2683,6.57,6.98,6.64,12.4,12.42,15,160.48,80.44483333,23/02/2022 16:35,0,0,0
23/02/2022,16:40:00,433.5,433.5,435.4,3.5748,3.1026,3.1278,0.1974,889,760,762,2411,04:40:00 p. m.,2462,6.37,6.78,6.41,12.27,13.13,15.55,321.35,80.66458333,23/02/2022 16:40,0,0,0
23/02/2022,16:45:00,432.9,432.7,434.6,3.4006,2.9384,2.9648,0.1943,843,718,719,2280,04:45:00 p. m.,2331,6.5,6.91,6.57,12.44,12.97,16.16,202.29,80.8655,23/02/2022 16:45,0,0,0
23/02/2022,16:50:00,433.2,433.1,435,3.5095,3.0382,3.0782,0.1963,873,744,749,2366,04:50:00 p. m.,2416,6.6,6.93,6.58,12.22,13.25,15.47,244.74,81.0555,23/02/2022 16:50,0,0,0
23/02/2022,16:55:00,433.4,433.1,435,3.4261,2.9504,2.9919,0.2024,852,723,725,2300,04:55:00 p. m.,2352,6.61,6.91,6.55,12.74,13.18,16.11,225.53,81.25266667,23/02/2022 16:55,0,0,0
23/02/2022,17:00:00,433.5,432.9,434.6,3.2859,2.816,2.8556,0.2002,816,689,689,2194,05:00:00 p. m.,2248,6.66,6.93,6.6,13.3,13.54,16.58,224.46,81.44433333,23/02/2022 17:00,0,0,0
23/02/2022,17:05:00,433.9,433.3,434.9,3.1291,2.6552,2.7116,0.2044,775,648,650,2074,05:05:00 p. m.,2133,6.45,6.71,6.41,13.82,14.36,17.65,107.14,81.62716667,23/02/2022 17:05,0,0,0
23/02/2022,17:10:00,434.2,433.8,435.1,3.0259,2.5488,2.6153,0.203,749,622,625,1995,05:10:00 p. m.,2059,6.61,6.87,6.55,14.45,15.22,18.58,61.56,81.8,23/02/2022 17:10,0,0,0
23/02/2022,17:15:00,433.6,433,434.8,2.9126,2.4375,2.4988,0.2006,719,593,594,1906,05:15:00 p. m.,1970,6.52,6.8,6.45,14.6,15.26,19,65.14,81.96625,23/02/2022 17:15,0,0,0
23/02/2022,17:20:00,433.7,433.2,434.9,2.8363,2.3546,2.4222,0.2013,700,573,573,1846,05:20:00 p. m.,1912,6.69,7,6.61,15.01,15.87,19.62,64.21,82.12508333,23/02/2022 17:20,0,0,0
23/02/2022,17:25:00,433.6,433.2,435,2.6905,2.2078,2.289,0.2028,662,535,536,1733,05:25:00 p. m.,1804,6.41,6.76,6.4,15.83,17.52,21.25,66.22,82.27891667,23/02/2022 17:25,0,0,0
23/02/2022,17:30:00,433,432.4,434.2,2.4612,1.9829,2.076,0.2013,602,478,478,1559,05:30:00 p. m.,1634,6.77,7.1,6.75,16.96,18.72,22.64,65.48,82.42333333,23/02/2022 17:30,0,0,0
23/02/2022,17:35:00,432.1,431.7,433.5,2.0971,1.6199,1.7501,0.203,506,385,384,1275,05:35:00 p. m.,1366,6.55,6.88,6.55,20.09,23.58,27.25,63.46,82.55325,23/02/2022 17:35,0,0,0
23/02/2022,17:40:00,431.9,431.5,433.3,1.6849,1.2118,1.3973,0.2015,397,278,275,950,05:40:00 p. m.,1071,6.68,7,6.67,25.84,34.81,36.05,62.55,82.6595,23/02/2022 17:40,0,0,0
23/02/2022,17:45:00,431.8,431.2,433,1.3607,0.8896,1.1456,0.2026,308,190,185,683,05:45:00 p. m.,848,6.43,6.74,6.38,33.85,52.94,46.89,64.66,82.73866667,23/02/2022 17:45,0,0,0
23/02/2022,17:50:00,431.4,431,432.8,1.1038,0.6562,0.9872,0.2012,231,116,107,453,05:50:00 p. m.,686,6.52,6.87,6.5,45.2,93.81,59.44,63.92,82.79558333,23/02/2022 17:50,0,0,0
23/02/2022,17:55:00,431.5,431.4,433.2,0.936,0.5165,0.9381,0.2099,176,60,53,289,05:55:00 p. m.,598,6.39,6.78,6.42,56.97,180.46,65.46,62.53,82.83333333,23/02/2022 17:55,0,0,0
23/02/2022,18:00:00,432.1,431.4,433.3,0.7642,0.5089,0.915,0.2082,104,-10,-20,0,06:00:00 p. m.,544,6.25,6.56,6.3,98.45,321.28,73.67,61.58,82.85741667,23/02/2022 18:00,0,0,0
23/02/2022,18:05:00,431.7,431.2,433.1,0.4536,0.7304,0.6254,0.2152,25,-82,-104,0,06:05:00 p. m.,436,5.46,5.84,5.37,90.93,31.28,73.31,52.03,82.85741667,23/02/2022 18:05,0,0,0
23/02/2022,18:10:00,431.6,431.2,433.3,0.2473,0.4015,0.7125,0.2165,23,-81,-112,0,06:10:00 p. m.,343,2.67,2.87,2.38,60.55,19.12,22.09,43.02,82.85741667,23/02/2022 18:10,0,0,0
23/02/2022,18:15:00,431.8,431.1,433,0.2467,0.3994,0.706,0.2171,23,-81,-110,0,06:15:00 p. m.,341,2.54,2.71,2.23,60.55,19.04,21.63,42.35,82.85741667,23/02/2022 18:15,0,0,0
23/02/2022,18:20:00,432,431.5,433.5,0.2483,0.4015,0.7122,0.2205,24,-82,-110,0,06:20:00 p. m.,343,2.67,2.88,2.33,59.61,18.53,21.52,42.89,82.85741667,23/02/2022 18:20,0,0,0
23/02/2022,18:25:00,432.1,431.7,433.6,0.2492,0.4014,0.7114,0.2184,24,-82,-110,0,06:25:00 p. m.,343,2.52,2.77,2.22,59.27,18.67,21.36,42.39,82.85741667,23/02/2022 18:25,0,0,0
23/02/2022,18:30:00,431.8,431.2,433.1,0.2469,0.4023,0.712,0.2124,23,-81,-115,0,06:30:00 p. m.,343,2.62,2.83,2.33,59.76,18.68,21.59,46.25,82.85741667,23/02/2022 18:30,0,0,0
23/02/2022,18:35:00,432.2,431.8,433.7,0.2484,0.404,0.7171,0.2147,24,-81,-116,0,06:35:00 p. m.,345,2.6,2.79,2.28,59.41,18.9,21.54,45.28,82.85741667,23/02/2022 18:35,0,0,0
23/02/2022,18:40:00,431.8,431.4,433.5,0.2463,0.3977,0.7018,0.2133,23,-80,-111,0,06:40:00 p. m.,339,2.63,2.84,2.29,60.73,18.98,21.86,46.24,82.85741667,23/02/2022 18:40,0,0,0
23/02/2022,18:45:00,431.4,430.8,432.8,0.2432,0.3902,0.681,0.2079,23,-79,-107,0,06:45:00 p. m.,331,2.59,2.78,2.27,60.94,19.11,22.18,43.45,82.85741667,23/02/2022 18:45,0,0,0
23/02/2022,18:50:00,430.9,430.6,432.5,0.2437,0.3932,0.6881,0.2066,23,-79,-110,0,06:50:00 p. m.,333,2.57,2.78,2.27,61.17,18.87,21.97,44.57,82.85741667,23/02/2022 18:50,0,0,0
23/02/2022,18:55:00,430.6,430.4,432.3,0.2423,0.3906,0.6818,0.2057,23,-78,-108,0,06:55:00 p. m.,330,2.69,2.83,2.4,60.44,19.01,22.25,44.68,82.85741667,23/02/2022 18:55,0,0,0
23/02/2022,19:00:00,430.1,429.6,431.7,0.2408,0.3917,0.6861,0.2084,22,-78,-109,0,07:00:00 p. m.,331,2.6,2.79,2.31,60.71,19.01,22.19,44.28,82.85741667,23/02/2022 19:00,0,0,0
23/02/2022,19:05:00,430.4,429.7,432,0.2407,0.394,0.6932,0.2108,22,-79,-110,0,07:05:00 p. m.,333,2.67,2.86,2.41,60.4,19.09,22.48,45.39,82.85741667,23/02/2022 19:05,0,0,0
23/02/2022,19:10:00,430.5,429.8,432.1,0.2407,0.3895,0.6837,0.2116,23,-78,-106,0,07:10:00 p. m.,330,2.6,2.74,2.34,61.28,19.67,22.64,44.7,82.85741667,23/02/2022 19:10,0,0,0
23/02/2022,19:15:00,430.8,430.1,432.3,0.2411,0.3921,0.6886,0.2104,22,-79,-109,0,07:15:00 p. m.,332,2.67,2.86,2.42,61.25,19.4,22.52,45.14,82.85741667,23/02/2022 19:15,0,0,0
23/02/2022,19:20:00,430.6,430.1,432.2,0.2423,0.3927,0.6893,0.2107,22,-79,-109,0,07:20:00 p. m.,333,2.57,2.66,2.2,61.1,19.47,22.33,43.47,82.85741667,23/02/2022 19:20,0,0,0
23/02/2022,19:25:00,430.9,430.4,432.5,0.2426,0.3921,0.6872,0.2097,23,-79,-109,0,07:25:00 p. m.,332,2.67,2.83,2.33,60.74,19.33,22.73,46,82.85741667,23/02/2022 19:25,0,0,0
23/02/2022,19:30:00,431.2,430.6,432.8,0.2431,0.3901,0.6847,0.2135,23,-79,-105,0,07:30:00 p. m.,332,2.59,2.73,2.27,60.16,19.55,22.58,43.83,82.85741667,23/02/2022 19:30,0,0,0
23/02/2022,19:35:00,431.6,430.8,433,0.243,0.3887,0.6806,0.2121,23,-79,-104,0,07:35:00 p. m.,330,2.64,2.75,2.31,60.77,19.42,22.54,46.74,82.85741667,23/02/2022 19:35,0,0,0
23/02/2022,19:40:00,431.9,431.3,433.4,0.2438,0.3893,0.6811,0.2101,24,-79,-105,0,07:40:00 p. m.,331,2.69,2.85,2.37,60.3,19.43,22.59,46.27,82.85741667,23/02/2022 19:40,0,0,0
23/02/2022,19:45:00,432.1,431.4,433.5,0.2431,0.3873,0.6762,0.2111,23,-79,-103,0,07:45:00 p. m.,329,2.66,2.81,2.33,61.56,19.32,22.44,46.21,82.85741667,23/02/2022 19:45,0,0,0
23/02/2022,19:50:00,432.2,431.4,433.5,0.2428,0.3856,0.6696,0.2083,23,-78,-102,0,07:50:00 p. m.,327,2.57,2.74,2.3,61.18,19.36,22.5,43.88,82.85741667,23/02/2022 19:50,0,0,0
23/02/2022,19:55:00,432.6,432,434,0.2453,0.3873,0.6731,0.2096,24,-79,-102,0,07:55:00 p. m.,329,2.6,2.79,2.36,61.04,19.09,22.3,45.04,82.85741667,23/02/2022 19:55,0,0,0
23/02/2022,20:00:00,432.9,432.4,434.4,0.2473,0.3902,0.6805,0.2102,24,-80,-104,0,08:00:00 p. m.,333,2.77,2.85,2.45,59.85,18.95,22.15,45.34,82.85741667,23/02/2022 20:00,0,0,0
23/02/2022,20:05:00,433.7,432.8,435,0.2482,0.3916,0.6837,0.2109,25,-80,-104,0,08:05:00 p. m.,335,2.62,2.85,2.31,59.56,18.84,21.85,44.74,82.85741667,23/02/2022 20:05,0,0,0
23/02/2022,20:10:00,433.2,432.7,434.7,0.2473,0.389,0.6769,0.2069,24,-79,-104,0,08:10:00 p. m.,332,2.64,2.91,2.44,60.2,18.64,22,47.17,82.85741667,23/02/2022 20:10,0,0,0
23/02/2022,20:15:00,433.2,432.8,434.8,0.2477,0.3895,0.68,0.2119,25,-80,-102,0,08:15:00 p. m.,333,2.58,2.75,2.34,60.37,18.86,21.74,44.65,82.85741667,23/02/2022 20:15,0,0,0
23/02/2022,20:20:00,433.9,433.1,435.3,0.2481,0.3875,0.6749,0.2122,25,-80,-100,0,08:20:00 p. m.,332,2.59,2.79,2.27,61.13,18.88,21.96,46.2,82.85741667,23/02/2022 20:20,0,0,0
23/02/2022,20:25:00,434,433.4,435.6,0.2498,0.3931,0.6847,0.2062,25,-80,-107,0,08:25:00 p. m.,336,2.57,2.8,2.31,60.24,18.77,21.83,45.11,82.85741667,23/02/2022 20:25,0,0,0
23/02/2022,20:30:00,434.2,433.6,435.8,0.2512,0.3928,0.6857,0.2119,25,-80,-104,0,08:30:00 p. m.,337,2.52,2.69,2.22,60.36,18.77,21.52,44.9,82.85741667,23/02/2022 20:30,0,0,0
23/02/2022,20:35:00,434.5,433.7,436.1,0.2502,0.3905,0.68,0.2119,25,-80,-102,0,08:35:00 p. m.,335,2.65,2.82,2.36,59.33,18.98,21.9,45.49,82.85741667,23/02/2022 20:35,0,0,0
23/02/2022,20:40:00,434.6,433.6,435.9,0.2509,0.3917,0.6853,0.2156,26,-81,-101,0,08:40:00 p. m.,336,2.55,2.74,2.22,59.54,19.11,21.88,45.79,82.85741667,23/02/2022 20:40,0,0,0
23/02/2022,20:45:00,434.7,434,436.3,0.2517,0.3919,0.6869,0.2169,26,-81,-101,0,08:45:00 p. m.,337,2.65,2.91,2.42,59.26,19.09,22.15,46.33,82.85741667,23/02/2022 20:45,0,0,0
23/02/2022,20:50:00,433.5,432.7,435.2,0.2466,0.385,0.6722,0.2172,25,-79,-97,0,08:50:00 p. m.,330,2.55,2.74,2.34,60.43,19.75,22.31,44.75,82.85741667,23/02/2022 20:50,0,0,0
23/02/2022,20:55:00,433.6,432.5,434.9,0.2461,0.3863,0.6747,0.2167,25,-79,-99,0,08:55:00 p. m.,330,2.67,2.84,2.36,60.82,19.47,22.26,46.36,82.85741667,23/02/2022 20:55,0,0,0
23/02/2022,21:00:00,433.8,432.9,435.4,0.248,0.3891,0.6805,0.2174,25,-80,-100,0,09:00:00 p. m.,333,2.57,2.84,2.32,59.84,19.51,22.08,43.34,82.85741667,23/02/2022 21:00,0,0,0
23/02/2022,21:05:00,433.7,432.9,435.5,0.2481,0.3859,0.674,0.2205,25,-80,-96,0,09:05:00 p. m.,331,2.53,2.81,2.33,60.18,19.41,22.16,44.47,82.85741667,23/02/2022 21:05,0,0,0
23/02/2022,21:10:00,434.8,433.7,436,0.2491,0.3866,0.6723,0.2153,26,-80,-98,0,09:10:00 p. m.,331,2.61,2.78,2.37,59.13,19.46,21.92,45.85,82.85741667,23/02/2022 21:10,0,0,0
23/02/2022,21:15:00,433.4,432.4,434.8,0.2449,0.3815,0.6607,0.2122,25,-78,-96,0,09:15:00 p. m.,325,2.53,2.77,2.24,60.06,19.51,22.16,47.13,82.85741667,23/02/2022 21:15,0,0,0
23/02/2022,21:20:00,433.1,432.1,434.4,0.2414,0.3706,0.6377,0.2172,25,-77,-87,0,09:20:00 p. m.,315,2.62,2.92,2.42,60.84,19.77,22.83,46.07,82.85741667,23/02/2022 21:20,0,0,0
23/02/2022,21:25:00,433.5,432.3,434.5,0.2415,0.3716,0.6421,0.2227,25,-77,-86,0,09:25:00 p. m.,317,2.52,2.79,2.28,61.5,19.93,22.39,44.55,82.85741667,23/02/2022 21:25,0,0,0
23/02/2022,21:30:00,433.8,432.6,434.8,0.2412,0.369,0.6341,0.2204,25,-77,-84,0,09:30:00 p. m.,314,2.68,2.9,2.47,61.62,19.98,22.62,44.69,82.85741667,23/02/2022 21:30,0,0,0
23/02/2022,21:35:00,433.9,432.9,435.1,0.2434,0.3691,0.6349,0.222,26,-77,-83,0,09:35:00 p. m.,315,2.55,2.73,2.24,61.64,19.96,22.42,42.7,82.85741667,23/02/2022 21:35,0,0,0
