Fecha de la Medida,Hora de la Medida,AB,BC,AC,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA AB [W],POTENCIA ACTIVA BC [W],POTENCIA ACTIVA C [W],,
07/03/2014,21:37:20,406.29,415.74,409.02,0,0,0,,,,,0,0
07/03/2014,21:42:20,405.33,414.94,408.11,0,0,0,,,,,0,0
07/03/2014,21:47:20,407.38,416.33,409.55,0,0,0,,,,,0,0
07/03/2014,21:52:20,407.47,416.75,409.93,0,0,0,,,,,0,0
07/03/2014,21:57:20,406.75,416.17,409.38,0,0,0,,,,,0,0
07/03/2014,22:02:20,406.2,415.77,408.82,0,0,0,,,,,0,0
07/03/2014,22:07:20,406.29,415.77,409.06,0,0,0,,,,,0,0
07/03/2014,22:12:20,406.75,416.05,409.54,0,0,0,,,,,0,0
07/03/2014,22:17:20,406.67,415.84,409.34,0,0,0,,,,,0,0
07/03/2014,22:22:20,407.92,417.14,410.64,0,0,0,,,,,0,0
07/03/2014,22:27:20,407.19,416.3,409.6,0,0,0,,,,,0,0
07/03/2014,22:32:20,407.72,416.25,409.77,0,0,0,,,,,0,0
07/03/2014,22:37:20,407.62,416.09,409.98,0,0,0,,,,,0,0
07/03/2014,22:42:20,408.13,417.09,410.7,0,0,0,,,,,0,0
07/03/2014,22:47:20,409.66,418.22,412.45,0,0,0,,,,,0,0
07/03/2014,22:52:20,408.89,417.38,411.76,0,0,0,,,,,0,0
07/03/2014,22:57:20,408.11,417.26,410.77,0,0,0,,,,,0,0
07/03/2014,23:02:20,408.84,417.05,411.22,0,0,0,,,,,0,0
07/03/2014,23:07:20,407.61,416.42,410.38,0,0,0,,,,,0,0
07/03/2014,23:12:20,408.96,417.78,412.19,0,0,0,,,,,0,0
07/03/2014,23:17:20,408.24,416.62,411.24,0,0,0,,,,,0,0
07/03/2014,23:22:20,409.46,417.88,412.34,0,0,0,,,,,0,0
07/03/2014,23:27:20,409.69,418.29,412.2,0,0,0,,,,,0,0
07/03/2014,23:32:20,409.25,418.25,412.06,0,0,0,,,,,0,0
07/03/2014,23:37:20,408.85,417.6,411.74,0,0,0,,,,,0,0
07/03/2014,23:42:20,409.45,418.45,412.98,0,0,0,,,,,0,0
07/03/2014,23:47:20,409.18,418.15,412.39,0,0,0,,,,,0,0
07/03/2014,23:52:20,408.73,418.46,412.8,0,0,0,,,,,0,0
07/03/2014,23:57:20,408.06,417.91,411.94,0,0,0,,,,,0,0
08/03/2014,00:02:20,409.83,418.62,413.15,0,0,0,,,,,0,0
08/03/2014,00:07:20,408.62,418.31,412.3,0,0,0,,,,,0,0
08/03/2014,00:12:20,410.14,419.02,413.76,0,0,0,,,,,0,0
08/03/2014,00:17:20,410.16,419.28,414.15,0,0,0,,,,,0,0
08/03/2014,00:22:20,409.88,419.8,414.02,0,0,0,,,,,0,0
08/03/2014,00:27:20,409.92,418.57,413.24,0,0,0,,,,,0,0
08/03/2014,00:32:20,409.99,419.29,413.95,0,0,0,,,,,0,0
08/03/2014,00:37:20,408.66,418.07,412.61,0,0,0,,,,,0,0
08/03/2014,00:42:20,409.35,418.55,413.36,0,0,0,,,,,0,0
08/03/2014,00:47:20,410.08,418.66,413.19,0,0,0,,,,,0,0
08/03/2014,00:52:20,409.94,419.01,413.74,0,0,0,,,,,0,0
08/03/2014,00:57:20,409.96,419.19,413.32,0,0,0,,,,,0,0
08/03/2014,01:02:20,409.37,418.33,413.07,0,0,0,,,,,0,0
08/03/2014,01:07:20,409.52,418.43,412.96,0,0,0,,,,,0,0
08/03/2014,01:12:20,409.4,418.54,412.95,0,0,0,,,,,0,0
08/03/2014,01:17:20,409.16,418.26,413.19,0,0,0,,,,,0,0
08/03/2014,01:22:20,409.23,418.6,413.23,0,0,0,,,,,0,0
08/03/2014,01:27:20,409.09,418.55,413.26,0,0,0,,,,,0,0
08/03/2014,01:32:20,409.94,419.4,414.1,0,0,0,,,,,0,0
08/03/2014,01:37:20,410.3,419.37,414.11,0,0,0,,,,,0,0
08/03/2014,01:42:20,410.16,419.51,414.13,0,0,0,,,,,0,0
08/03/2014,01:47:20,410.67,419.92,414.49,0,0,0,,,,,0,0
08/03/2014,01:52:20,410.44,419.25,413.82,0,0,0,,,,,0,0
08/03/2014,01:57:20,410.09,419.39,414.22,0,0,0,,,,,0,0
08/03/2014,02:02:20,410.38,419.39,414.06,0,0,0,,,,,0,0
08/03/2014,02:07:20,409.38,418.68,413.85,0,0,0,,,,,0,0
08/03/2014,02:12:20,410.1,419.49,413.7,0,0,0,,,,,0,0
08/03/2014,02:17:20,409.61,419.63,413.64,0,0,0,,,,,0,0
08/03/2014,02:22:20,409.99,419.57,413.54,0,0,0,,,,,0,0
08/03/2014,02:27:20,410.62,419.37,414.18,0,0,0,,,,,0,0
08/03/2014,02:32:20,410.51,420.09,414.37,0,0,0,,,,,0,0
08/03/2014,02:37:20,411.3,420.31,415.19,0,0,0,,,,,0,0
08/03/2014,02:42:20,410.82,420.43,415.05,0,0,0,,,,,0,0
08/03/2014,02:47:20,410.33,419.76,413.87,0,0,0,,,,,0,0
08/03/2014,02:52:20,411.3,420,414.65,0,0,0,,,,,0,0
08/03/2014,02:57:20,410.27,419.27,413.86,0,0,0,,,,,0,0
08/03/2014,03:02:20,410.56,419.66,414.02,0,0,0,,,,,0,0
08/03/2014,03:07:20,409.51,419.01,413.59,0,0,0,,,,,0,0
08/03/2014,03:12:20,409.84,419.12,414.19,0,0,0,,,,,0,0
08/03/2014,03:17:20,409.94,419.45,413.81,0,0,0,,,,,0,0
08/03/2014,03:22:20,409.88,419.17,413.62,0,0,0,,,,,0,0
08/03/2014,03:27:20,410.42,419.32,413.92,0,0,0,,,,,0,0
08/03/2014,03:32:20,410.44,419.38,413.95,0,0,0,,,,,0,0
08/03/2014,03:37:20,411.1,419.39,414.35,0,0,0,,,,,0,0
08/03/2014,03:42:20,411.03,419.69,414.18,0,0,0,,,,,0,0
08/03/2014,03:47:20,410.67,419.81,414.31,0,0,0,,,,,0,0
08/03/2014,03:52:20,410.46,419.78,414.54,0,0,0,,,,,0,0
08/03/2014,03:57:20,411.55,420.46,414.89,0,0,0,,,,,0,0
08/03/2014,04:02:20,411.82,420.99,415.34,0,0,0,,,,,0,0
08/03/2014,04:07:20,411.17,419.79,414.59,0,0,0,,,,,0,0
08/03/2014,04:12:20,411.05,419.85,414.46,0,0,0,,,,,0,0
08/03/2014,04:17:20,410.85,419.79,414.36,0,0,0,,,,,0,0
08/03/2014,04:22:20,411.18,419.92,414.69,0,0,0,,,,,0,0
08/03/2014,04:27:20,411.07,420.12,414.61,0,0,0,,,,,0,0
08/03/2014,04:32:20,411.52,420.27,414.72,0,0,0,,,,,0,0
08/03/2014,04:37:20,411.49,420.07,414.69,0,0,0,,,,,0,0
08/03/2014,04:42:20,410.84,419.62,414.23,0,0,0,,,,,0,0
08/03/2014,04:47:20,410.58,419.63,414.19,0,0,0,,,,,0,0
08/03/2014,04:52:20,410.54,419.64,414.51,0,0,0,,,,,0,0
08/03/2014,04:57:20,410.79,419.96,414.55,0,0,0,,,,,0,0
08/03/2014,05:02:20,410.16,419.38,413.86,0,0,0,,,,,0,0
08/03/2014,05:07:20,411.33,420.43,414.59,0,0,0,,,,,0,0
08/03/2014,05:12:20,411.43,420.32,414.64,0,0,0,,,,,0,0
08/03/2014,05:17:20,411.28,420.5,414.48,0,0,0,,,,,0,0
08/03/2014,05:22:20,410.75,419.32,413.99,0,0,0,,,,,0,0
08/03/2014,05:27:20,410.6,419.28,413.82,0,0,0,,,,,0,0
08/03/2014,05:32:20,410.75,419.74,413.89,0,0,0,,,,,0,0
08/03/2014,05:37:20,410.04,418.92,412.9,0,0,0,,,,,0,0
08/03/2014,05:42:20,410.24,419.42,413.93,0,0,0,,,,,0,0
08/03/2014,05:47:20,409.52,418.75,412.9,0,0,0,,,,,0,0
08/03/2014,05:52:20,409.41,418.79,413.23,0,0,0,,,,,0,0
08/03/2014,05:57:20,409.94,418.69,413.2,0,0,0,,,,,0,0
08/03/2014,06:02:20,409.86,418.47,412.92,0,0,0,,,,,0,0
08/03/2014,06:07:20,409.86,418.98,413.34,0,0,0,,,,,0,0
08/03/2014,06:12:20,409.41,418.18,412.42,0,0,0,,,,,0,0
08/03/2014,06:17:20,408.3,417.79,411.79,0,0,0,,,,,0,0
08/03/2014,06:22:20,408.38,417.44,411.92,0,0,0,,,,,0,0
08/03/2014,06:27:20,409.24,417.54,411.98,0,0,0,,,,,0,0
08/03/2014,06:32:20,409.3,418.02,412.23,0,0,0,,,,,0,0
08/03/2014,06:37:20,408.89,417.46,412.21,0,0,0,,,,,0,0
08/03/2014,06:42:20,410.65,419.28,413.76,0,0,0,,,,,0,0
08/03/2014,06:47:20,409.15,418.28,412.21,0,0,0,,,,,0,0
08/03/2014,06:52:20,410.64,418.6,413.1,0,0,0,,,,,0,0
08/03/2014,06:57:20,410.33,418.79,413.32,0,0,0,,,,,0,0
08/03/2014,07:02:20,409.54,417.78,412.18,0,0,0,,,,,0,0
08/03/2014,07:07:20,408.76,417.34,411.9,0,0,0,,,,,0,0
08/03/2014,07:12:20,409.69,418.05,412.45,0,0,0,,,,,0,0
08/03/2014,07:17:20,410.23,418.07,412.55,0,0,0,,,,,0,0
08/03/2014,07:22:20,409.7,417.3,411.91,0,0,0,,,,,0,0
08/03/2014,07:27:20,411.05,419.57,413.49,0,0,0,,,,,0,0
08/03/2014,07:32:20,411.68,419.97,414.34,1.48,1.37,1.46,,,,,"1,028.73",1.03
08/03/2014,07:37:20,411.5,419.88,414.49,2.07,1.94,2.05,,,,,"1,460.64",1.46
08/03/2014,07:42:20,412.54,420.31,414.68,2.67,2.56,2.64,,,,,"1,902.44",1.9
08/03/2014,07:47:20,412.09,420.76,415.2,3.72,3.64,3.64,,,,,"2,646.05",2.65
08/03/2014,07:52:20,414.24,422.65,417.23,4.14,4.03,4.03,,,,,"2,953.78",2.95
08/03/2014,07:57:20,413.94,422.33,416.74,4.71,4.6,4.6,,,,,"3,363.00",3.36
08/03/2014,08:02:20,414.41,422.57,416.98,5.04,4.93,4.94,,,,,"3,607.85",3.61
08/03/2014,08:07:20,413.8,422.43,416.81,5.34,5.26,5.25,,,,,"3,836.38",3.84
08/03/2014,08:12:20,413.54,421.94,416.51,5.6,5.43,5.48,,,,,"3,989.36",3.99
08/03/2014,08:17:20,413.11,420.41,415.18,5.72,5.58,5.55,,,,,"4,061.32",4.06
08/03/2014,08:22:20,413.53,420.63,415.61,5.89,5.69,5.74,,,,,"4,177.56",4.18
08/03/2014,08:27:20,412.98,421.58,415.95,5.91,5.76,5.78,,,,,"4,214.81",4.21
08/03/2014,08:32:20,412.8,421.4,415.61,5.97,5.85,5.84,,,,,"4,260.71",4.26
08/03/2014,08:37:20,412.66,420.81,415.16,6.04,5.89,5.89,,,,,"4,295.64",4.3
08/03/2014,08:42:20,411.85,420.94,414.67,5.97,5.88,5.87,,,,,"4,268.11",4.27
08/03/2014,08:47:20,412.08,420.89,414.78,6.03,5.92,5.91,,,,,"4,302.81",4.3
08/03/2014,08:52:20,411.99,420.17,414.74,6.27,6.1,6.12,,,,,"4,455.24",4.46
08/03/2014,08:57:20,415.58,424.33,418.18,6.33,6.18,6.18,,,,,"4,545.04",4.55
08/03/2014,09:02:20,415.56,423.65,418.23,6.31,6.19,6.18,,,,,"4,537.56",4.54
08/03/2014,09:07:20,414.96,423.65,418.02,6.37,6.24,6.23,,,,,"4,572.85",4.57
08/03/2014,09:12:20,413.79,422.28,417.07,6.31,6.18,6.2,,,,,"4,518.05",4.52
08/03/2014,09:17:20,413.86,421.76,416.37,6.44,6.3,6.28,,,,,"4,596.95",4.6
08/03/2014,09:22:20,411.3,419.68,414.66,6.68,6.5,6.52,,,,,"4,732.48",4.73
08/03/2014,09:27:20,412.68,420.98,415.91,6.68,6.56,6.56,,,,,"4,773.15",4.77
08/03/2014,09:32:20,413.18,421.55,415.79,6.74,6.61,6.62,,,,,"4,821.91",4.82
08/03/2014,09:37:20,411.16,420.08,414.35,6.67,6.49,6.55,,,,,"4,737.24",4.74
08/03/2014,09:42:20,411.3,419.51,413.79,5.93,5.83,5.82,,,,,"4,220.38",4.22
08/03/2014,09:47:20,412.34,421.24,415.01,6.57,6.43,6.44,,,,,"4,685.71",4.69
08/03/2014,09:52:20,413.01,421.3,415.61,6.75,6.61,6.63,,,,,"4,823.51",4.82
08/03/2014,09:57:20,412.98,421.32,415.56,6.85,6.73,6.72,,,,,"4,897.50",4.9
08/03/2014,10:02:20,411.42,420.27,414.56,6.93,6.77,6.79,,,,,"4,926.96",4.93
08/03/2014,10:07:20,412.2,420.82,415.29,6.93,6.78,6.79,,,,,"4,940.41",4.94
08/03/2014,10:12:20,413.78,422.26,416.05,6.73,6.63,6.58,,,,,"4,822.14",4.82
08/03/2014,10:17:20,413.33,421.43,416.28,6.88,6.67,6.69,,,,,"4,888.20",4.89
08/03/2014,10:22:20,413.43,422.66,416.31,6.94,6.84,6.82,,,,,"4,981.05",4.98
08/03/2014,10:27:20,413.55,421.66,416.45,7,6.77,6.82,,,,,"4,975.02",4.98
08/03/2014,10:32:20,413.07,421.12,416.04,7.07,6.87,6.9,,,,,"5,028.95",5.03
08/03/2014,10:37:20,413.31,421.81,415.86,7.01,6.89,6.89,,,,,"5,018.83",5.02
08/03/2014,10:42:20,413.03,422.24,416.16,6.91,6.77,6.78,,,,,"4,945.96",4.95
08/03/2014,10:47:20,412.97,421.63,415.7,6.87,6.75,6.77,,,,,"4,926.59",4.93
08/03/2014,10:52:20,412.47,420.61,415.49,6.98,6.8,6.82,,,,,"4,969.50",4.97
08/03/2014,10:57:20,412.15,420.52,415.01,6.92,6.79,6.8,,,,,"4,946.86",4.95
08/03/2014,11:02:20,412.1,420.42,414.46,6.97,6.81,6.83,,,,,"4,963.12",4.96
08/03/2014,11:07:20,412.62,421.14,415.21,6.88,6.79,6.79,,,,,"4,936.19",4.94
08/03/2014,11:12:20,412.88,420.52,415.25,6.94,6.78,6.8,,,,,"4,950.66",4.95
08/03/2014,11:17:20,413.85,422.61,416.28,6.91,6.81,6.77,,,,,"4,954.56",4.95
08/03/2014,11:22:20,413.96,422.81,417.02,6.82,6.67,6.69,,,,,"4,889.56",4.89
08/03/2014,11:27:20,412.91,421.65,415.42,6.94,6.76,6.75,,,,,"4,936.63",4.94
08/03/2014,11:32:20,413.94,422.35,416.69,6.91,6.75,6.75,,,,,"4,944.58",4.94
08/03/2014,11:37:20,413.22,421.66,415.69,6.88,6.75,6.75,,,,,"4,927.08",4.93
08/03/2014,11:42:20,414.02,422.83,417.06,6.87,6.73,6.74,,,,,"4,927.41",4.93
08/03/2014,11:47:20,413.15,421.91,416.09,6.91,6.74,6.78,,,,,"4,935.33",4.94
08/03/2014,11:52:20,412.6,421.43,414.96,6.92,6.79,6.8,,,,,"4,951.33",4.95
08/03/2014,11:57:20,414.26,422.43,416.67,6.95,6.7,6.75,,,,,"4,953.52",4.95
08/03/2014,12:02:20,413.56,422.45,415.94,6.84,6.7,6.72,,,,,"4,898.06",4.9
08/03/2014,12:07:20,413.19,422.26,415.96,6.91,6.74,6.77,,,,,"4,946.03",4.95
08/03/2014,12:12:20,413.32,421.7,416.27,6.8,6.65,6.67,,,,,"4,864.29",4.86
08/03/2014,12:17:20,411.75,420.44,414.6,6.82,6.62,6.6,,,,,"4,862.99",4.86
08/03/2014,12:22:20,412.66,421.11,415.6,6.81,6.56,6.63,,,,,"4,845.50",4.85
08/03/2014,12:27:20,412.05,420.87,415.02,6.76,6.6,6.63,,,,,"4,819.54",4.82
08/03/2014,12:32:20,412.72,421.42,415.81,6.76,6.55,6.54,,,,,"4,836.67",4.84
08/03/2014,12:37:20,412.86,421.66,415.78,6.84,6.63,6.66,,,,,"4,891.66",4.89
08/03/2014,12:42:20,413.93,422.28,416.42,6.77,6.6,6.58,,,,,"4,852.64",4.85
08/03/2014,12:47:20,414.23,422.05,416.59,6.77,6.54,6.55,,,,,"4,856.83",4.86
08/03/2014,12:52:20,414.56,422.81,417.17,6.61,6.43,6.44,,,,,"4,762.71",4.76
08/03/2014,12:57:20,414.97,423.06,417.25,6.88,6.71,6.72,,,,,"4,954.42",4.95
08/03/2014,13:02:20,415.24,423.16,417.8,7.14,6.91,6.95,,,,,"5,136.17",5.14
08/03/2014,13:07:20,415.19,423.22,417.39,7.14,6.92,6.93,,,,,"5,139.08",5.14
08/03/2014,13:12:20,415.66,423.36,417.67,7.23,6.96,6.98,,,,,"5,203.19",5.2
08/03/2014,13:17:20,415.71,423.69,418.16,7.31,7.09,7.11,,,,,"5,284.11",5.28
08/03/2014,13:22:20,416.36,424.36,418.63,7.27,7.02,7.07,,,,,"5,249.71",5.25
08/03/2014,13:27:20,416.4,424.53,418.89,7.3,7.06,7.06,,,,,"5,282.42",5.28
08/03/2014,13:32:20,417.58,425.45,419.58,7.33,7.06,7.08,,,,,"5,305.01",5.31
08/03/2014,13:37:20,416.2,424.7,419.02,7.37,7.07,7.11,,,,,"5,322.25",5.32
08/03/2014,13:42:20,416.83,424.97,419.46,7.36,7.02,7.11,,,,,"5,298.05",5.3
08/03/2014,13:47:20,416.49,424.71,418.82,7.28,7.03,7.02,,,,,"5,269.43",5.27
08/03/2014,13:52:20,416.98,425.61,419.74,7.25,7.01,7.01,,,,,"5,256.04",5.26
08/03/2014,13:57:20,418.05,426.3,420.53,7.29,7,7,,,,,"5,290.54",5.29
08/03/2014,14:02:20,417.44,425.6,420,7.23,6.93,6.92,,,,,"5,234.84",5.23
08/03/2014,14:07:20,417.13,425.23,419.6,7.09,6.77,6.81,,,,,"5,120.22",5.12
08/03/2014,14:12:20,416.37,424.47,419.32,7.05,6.73,6.75,,,,,"5,063.83",5.06
08/03/2014,14:17:20,416.38,424.85,419.19,6.96,6.65,6.68,,,,,"5,035.58",5.04
08/03/2014,14:22:20,416.86,424.92,419.38,6.9,6.56,6.6,,,,,"4,976.60",4.98
08/03/2014,14:27:20,408.5,416.01,411.22,0,0,0,,,,,0,0
08/03/2014,14:32:20,417.61,425.98,420.49,6.92,6.57,6.6,,,,,"5,015.69",5.02
08/03/2014,14:37:20,417.37,425.4,419.53,7.02,6.62,6.65,,,,,"5,060.87",5.06
08/03/2014,14:42:20,417.3,425.28,420.02,6.87,6.45,6.53,,,,,"4,947.69",4.95
08/03/2014,14:47:20,417.19,425.23,419.59,6.89,6.54,6.59,,,,,"4,991.94",4.99
08/03/2014,14:52:20,410.34,417.95,412.96,1.26,0,0,,,,,328.99,0.33
08/03/2014,14:57:20,415.7,423.7,418.18,6.72,6.38,6.45,,,,,"4,855.36",4.86
08/03/2014,15:02:20,415.95,423.55,418.21,6.79,6.39,6.45,,,,,"4,873.63",4.87
08/03/2014,15:07:20,415.07,423.2,417.59,6.58,6.27,6.29,,,,,"4,739.04",4.74
08/03/2014,15:12:20,413.31,421.22,416.09,4.73,4.33,4.4,,,,,"3,356.42",3.36
08/03/2014,15:17:20,415.48,423.87,418.3,6.66,6.39,6.39,,,,,"4,810.48",4.81
08/03/2014,15:22:20,416.79,425.14,419.79,6.61,6.33,6.36,,,,,"4,796.81",4.8
08/03/2014,15:27:20,416.45,424.53,418.68,6.58,6.27,6.29,,,,,"4,758.78",4.76
08/03/2014,15:32:20,415.49,422.75,417.26,6.66,6.3,6.31,,,,,"4,772.68",4.77
08/03/2014,15:37:20,415.63,423.33,417.94,6.57,6.2,6.21,,,,,"4,716.03",4.72
08/03/2014,15:42:20,416.95,424.56,419.63,6.42,6.08,6.12,,,,,"4,638.43",4.64
08/03/2014,15:47:20,414.93,422.45,417.14,6.05,5.7,5.75,,,,,"4,334.59",4.33
08/03/2014,15:52:20,416.39,424.15,418.95,6.16,5.79,5.87,,,,,"4,428.06",4.43
08/03/2014,15:57:20,415.7,423.99,418.35,5.57,5.27,5.28,,,,,"4,007.35",4.01
08/03/2014,16:02:20,415.3,423.56,417.94,5.22,4.97,4.99,,,,,"3,778.90",3.78
08/03/2014,16:07:20,413.69,421.53,415.84,5,4.74,4.77,,,,,"3,597.23",3.6
08/03/2014,16:12:20,414.07,421.75,416.27,4.66,4.4,4.43,,,,,"3,349.60",3.35
08/03/2014,16:17:20,413.09,420.47,415.02,4.43,4.1,4.14,,,,,"3,142.96",3.14
08/03/2014,16:22:20,412.56,419.92,414.88,4.13,3.82,3.89,,,,,"2,936.94",2.94
08/03/2014,16:27:20,413.18,420.42,415.24,3.9,3.58,3.65,,,,,"2,771.98",2.77
08/03/2014,16:32:20,412.1,420.04,414.56,3.57,3.32,3.4,,,,,"2,556.54",2.56
08/03/2014,16:37:20,412.19,419.99,414.51,3.24,3.02,3.08,,,,,"2,325.80",2.33
08/03/2014,16:42:20,411.41,419.05,413.17,2.7,2.44,2.58,,,,,"1,939.15",1.94
08/03/2014,16:47:20,411.9,419.54,413.92,2.51,2.28,2.37,,,,,"1,792.15",1.79
08/03/2014,16:52:20,412.44,419.9,414.51,2.69,2.47,2.59,,,,,"1,939.33",1.94
08/03/2014,16:57:20,412.15,420.14,414.47,2.49,2.26,2.37,,,,,"1,787.97",1.79
08/03/2014,17:02:20,412.6,420.77,415.49,2.56,2.34,2.47,,,,,"1,843.92",1.84
08/03/2014,17:07:20,408.96,416.43,411.16,0,0,0,,,,,0,0
08/03/2014,17:12:20,408.19,416.53,410.68,0,0,0,,,,,0,0
08/03/2014,17:17:20,409.39,417.65,411.58,0.97,0,0,,,,,233.65,0.23
08/03/2014,17:22:20,408.63,417.06,410.58,0,0,0,,,,,0,0
08/03/2014,17:27:20,408.97,417.54,411.84,0,0,0,,,,,0,0
08/03/2014,17:32:20,410.23,418.48,412.89,0,0,0,,,,,0,0
08/03/2014,17:37:20,411.37,419.25,413.45,0,0,0,,,,,0,0
08/03/2014,17:42:20,410.96,419.54,413.54,0,0,0,,,,,0,0
08/03/2014,17:47:20,411.38,419.54,413.83,0,0,0,,,,,0,0
08/03/2014,17:52:20,411.57,419.11,413.66,0,0,0,,,,,0,0
08/03/2014,17:57:20,411.41,419.71,413.31,0,0,0,,,,,0,0
08/03/2014,18:02:20,407.32,415.23,409.62,0,0,0,,,,,0,0
08/03/2014,18:07:20,407.27,415.79,409.98,0,0,0,,,,,0,0
08/03/2014,18:12:20,407.56,416.01,410.1,0,0,0,,,,,0,0
08/03/2014,18:17:20,408.06,415.97,410.45,0,0,0,,,,,0,0
08/03/2014,18:22:20,406.11,414.7,408.04,0,0,0,,,,,0,0
08/03/2014,18:27:20,407.26,415.8,409.35,0,0,0,,,,,0,0
08/03/2014,18:32:20,406.98,415.21,408.57,0,0,0,,,,,0,0
08/03/2014,18:37:20,406.21,415.27,408.21,0,0,0,,,,,0,0
08/03/2014,18:42:20,404.19,413.48,406.66,0,0,0,,,,,0,0
08/03/2014,18:47:20,406.53,415.77,409.09,0,0,0,,,,,0,0
08/03/2014,18:52:20,405.93,415.38,408.69,0,0,0,,,,,0,0
08/03/2014,18:57:20,403.15,411.7,405.78,0,0,0,,,,,0,0
08/03/2014,19:02:20,404.04,413.39,407.13,0,0,0,,,,,0,0
08/03/2014,19:07:20,404.38,413.83,407.12,0,0,0,,,,,0,0
08/03/2014,19:12:20,403.66,413.32,405.96,0,0,0,,,,,0,0
08/03/2014,19:17:20,403.2,412.86,406.16,0,0,0,,,,,0,0
08/03/2014,19:22:20,404.66,414.42,407.86,0,0,0,,,,,0,0
08/03/2014,19:27:20,404.46,413.54,407.14,0,0,0,,,,,0,0
08/03/2014,19:32:20,404.05,413.87,407,0,0,0,,,,,0,0
08/03/2014,19:37:20,404.57,414.06,407.51,0,0,0,,,,,0,0
08/03/2014,19:42:20,405.46,414.69,408.16,0,0,0,,,,,0,0
08/03/2014,19:47:20,405.01,413.99,407.48,0,0,0,,,,,0,0
08/03/2014,19:52:20,404.41,413.65,407.19,0,0,0,,,,,0,0
08/03/2014,19:57:20,405.35,414.98,408.12,0,0,0,,,,,0,0
08/03/2014,20:02:20,405.97,415.18,408.43,0,0,0,,,,,0,0
08/03/2014,20:07:20,406.42,415.31,408.83,0,0,0,,,,,0,0
08/03/2014,20:12:20,405.57,415.11,408.61,0,0,0,,,,,0,0
08/03/2014,20:17:20,406,415.83,409.13,0,0,0,,,,,0,0
08/03/2014,20:22:20,406.32,415.25,409.26,0,0,0,,,,,0,0
08/03/2014,20:27:20,406.54,415.6,409.31,0,0,0,,,,,0,0
08/03/2014,20:32:20,406.86,416.26,409.84,0,0,0,,,,,0,0
08/03/2014,20:37:20,407.12,417.18,410.51,0,0,0,,,,,0,0
08/03/2014,20:42:20,407.77,417.53,411.01,0,0,0,,,,,0,0
08/03/2014,20:47:20,406.92,416.77,410.24,0,0,0,,,,,0,0
08/03/2014,20:52:20,406.9,416.42,410.22,0,0,0,,,,,0,0
08/03/2014,20:57:20,406.72,416.93,410.36,0,0,0,,,,,0,0
08/03/2014,21:02:20,407.27,416.66,410.36,0,0,0,,,,,0,0
08/03/2014,21:07:20,407.97,417.24,411.11,0,0,0,,,,,0,0
08/03/2014,21:12:20,408.03,417.86,411.81,0,0,0,,,,,0,0
08/03/2014,21:17:20,407.16,416.56,410.21,0,0,0,,,,,0,0
08/03/2014,21:22:20,407.99,417.56,411.02,0,0,0,,,,,0,0
08/03/2014,21:27:20,408.67,418.08,411.65,0,0,0,,,,,0,0
08/03/2014,21:32:20,408.56,418.24,411.88,0,0,0,,,,,0,0
08/03/2014,21:37:20,408.56,417.96,411.65,0,0,0,,,,,0,0
08/03/2014,21:42:20,408.59,418.26,411.34,0,0,0,,,,,0,0
08/03/2014,21:47:20,407.75,417.78,411.21,0,0,0,,,,,0,0
08/03/2014,21:52:20,408.99,418.32,412.06,0,0,0,,,,,0,0
08/03/2014,21:57:20,408.41,418.19,411.39,0,0,0,,,,,0,0
08/03/2014,22:02:20,407.77,417.49,410.93,0,0,0,,,,,0,0
08/03/2014,22:07:20,407.43,417.54,411.54,0,0,0,,,,,0,0
08/03/2014,22:12:20,408.97,417.93,411.79,0,0,0,,,,,0,0
08/03/2014,22:17:20,408.06,417.83,411.21,0,0,0,,,,,0,0
08/03/2014,22:22:20,408.4,418.45,411.84,0,0,0,,,,,0,0
08/03/2014,22:27:20,409.42,419,412.46,0,0,0,,,,,0,0
08/03/2014,22:32:20,409.05,418.91,412.21,0,0,0,,,,,0,0
08/03/2014,22:37:20,409.64,419.31,412.94,0,0,0,,,,,0,0
08/03/2014,22:42:20,410.07,419.95,413.53,0,0,0,,,,,0,0
08/03/2014,22:47:20,410.51,420.06,413.66,0,0,0,,,,,0,0
08/03/2014,22:52:20,410.57,420.14,414.08,0,0,0,,,,,0,0
08/03/2014,22:57:20,409.07,418.32,412.67,0,0,0,,,,,0,0
08/03/2014,23:02:20,408.67,417.68,411.79,0,0,0,,,,,0,0
08/03/2014,23:07:20,407.97,417.36,410.93,0,0,0,,,,,0,0
08/03/2014,23:12:20,407.05,416.36,410.04,0,0,0,,,,,0,0
08/03/2014,23:17:20,408.51,417.54,411.42,0,0,0,,,,,0,0
08/03/2014,23:22:20,408.07,417.5,411.38,0,0,0,,,,,0,0
08/03/2014,23:27:20,408.3,418.06,411.78,0,0,0,,,,,0,0
08/03/2014,23:32:20,408.98,418.79,412.8,0,0,0,,,,,0,0
08/03/2014,23:37:20,409.16,418.93,412.84,0,0,0,,,,,0,0
08/03/2014,23:42:20,409.42,418.17,412.53,0,0,0,,,,,0,0
08/03/2014,23:47:20,410.37,419.06,413.47,0,0,0,,,,,0,0
08/03/2014,23:52:20,410.23,419.2,413.34,0,0,0,,,,,0,0
08/03/2014,23:57:20,408.58,417.68,412.03,0,0,0,,,,,0,0
09/03/2014,00:02:20,409.2,418,412.2,0,0,0,,,,,0,0
