Fecha de la Medida,Hora de la Medida,AB,BC,AC,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA AB [W],POTENCIA ACTIVA BC [W],POTENCIA ACTIVA C [W],,
09/03/2014,00:07:20,409.12,418.17,412.5,0,0,0,,,,,0,0
09/03/2014,00:12:20,409.25,418.19,412.92,0,0,0,,,,,0,0
09/03/2014,00:17:20,410.14,419.15,413.71,0,0,0,,,,,0,0
09/03/2014,00:22:20,410.33,419.46,413.52,0,0,0,,,,,0,0
09/03/2014,00:27:20,410.65,419.95,414,0,0,0,,,,,0,0
09/03/2014,00:32:20,409.97,419.03,412.9,0,0,0,,,,,0,0
09/03/2014,00:37:20,409.79,418.66,412.94,0,0,0,,,,,0,0
09/03/2014,00:42:20,409.68,418.9,413.23,0,0,0,,,,,0,0
09/03/2014,00:47:20,408.58,417.92,412.39,0,0,0,,,,,0,0
09/03/2014,00:52:20,410.05,419.54,413.45,0,0,0,,,,,0,0
09/03/2014,00:57:20,409.93,419.01,413.53,0,0,0,,,,,0,0
09/03/2014,01:02:20,410.31,419,413.77,0,0,0,,,,,0,0
09/03/2014,01:07:20,409.79,418.66,413.02,0,0,0,,,,,0,0
09/03/2014,01:12:20,409.98,419.29,413.52,0,0,0,,,,,0,0
09/03/2014,01:17:20,410.49,419.32,413.96,0,0,0,,,,,0,0
09/03/2014,01:22:20,410.09,418.86,413.23,0,0,0,,,,,0,0
09/03/2014,01:27:20,410.6,419.75,414.01,0,0,0,,,,,0,0
09/03/2014,01:32:20,410.12,419.33,413.57,0,0,0,,,,,0,0
09/03/2014,01:37:20,410.16,419.28,414.09,0,0,0,,,,,0,0
09/03/2014,01:42:20,410.42,419.71,414.23,0,0,0,,,,,0,0
09/03/2014,01:47:20,410.57,420.02,414.14,0,0,0,,,,,0,0
09/03/2014,01:52:20,410.73,419.84,414.23,0,0,0,,,,,0,0
09/03/2014,01:57:20,410.06,419.44,414.26,0,0,0,,,,,0,0
09/03/2014,02:02:20,410.53,419.48,414.03,0,0,0,,,,,0,0
09/03/2014,02:07:20,410.23,419.35,413.99,0,0,0,,,,,0,0
09/03/2014,02:12:20,410.59,419.53,414.18,0,0,0,,,,,0,0
09/03/2014,02:17:20,411.23,420,414.58,0,0,0,,,,,0,0
09/03/2014,02:22:20,411.07,419.99,414.4,0,0,0,,,,,0,0
09/03/2014,02:27:20,410.92,419.65,414.46,0,0,0,,,,,0,0
09/03/2014,02:32:20,411.25,419.94,414.51,0,0,0,,,,,0,0
09/03/2014,02:37:20,411.22,420.83,414.88,0,0,0,,,,,0,0
09/03/2014,02:42:20,411.66,420.37,415.05,0,0,0,,,,,0,0
09/03/2014,02:47:20,411.36,420.52,414.89,0,0,0,,,,,0,0
09/03/2014,02:52:20,411.77,420,415.02,0,0,0,,,,,0,0
09/03/2014,02:57:20,412.03,420.83,415.38,0,0,0,,,,,0,0
09/03/2014,03:02:20,412.01,420.55,415.18,0,0,0,,,,,0,0
09/03/2014,03:07:20,411.84,420.88,415.56,0,0,0,,,,,0,0
09/03/2014,03:12:20,411.72,421,415.37,0,0,0,,,,,0,0
09/03/2014,03:17:20,409.32,418.65,412.97,0,0,0,,,,,0,0
09/03/2014,03:22:20,409.04,418.38,412.59,0,0,0,,,,,0,0
09/03/2014,03:27:20,408.68,418.08,412.06,0,0,0,,,,,0,0
09/03/2014,03:32:20,408.69,418.16,412.52,0,0,0,,,,,0,0
09/03/2014,03:37:20,409.25,418.27,412.75,0,0,0,,,,,0,0
09/03/2014,03:42:20,409.21,418.34,412.7,0,0,0,,,,,0,0
09/03/2014,03:47:20,409.41,418.58,413,0,0,0,,,,,0,0
09/03/2014,03:52:20,408.93,418.39,412.45,0,0,0,,,,,0,0
09/03/2014,03:57:20,408.96,418.09,412.49,0,0,0,,,,,0,0
09/03/2014,04:02:20,408.36,418.07,412.32,0,0,0,,,,,0,0
09/03/2014,04:07:20,409.53,418.73,413.1,0,0,0,,,,,0,0
09/03/2014,04:12:20,409.34,417.98,412.4,0,0,0,,,,,0,0
09/03/2014,04:17:20,408.87,417.6,411.78,0,0,0,,,,,0,0
09/03/2014,04:22:20,408.61,417.9,412.31,0,0,0,,,,,0,0
09/03/2014,04:27:20,408.94,417.7,412.29,0,0,0,,,,,0,0
09/03/2014,04:32:20,408.95,418.17,412.36,0,0,0,,,,,0,0
09/03/2014,04:37:20,409.01,418.43,413.03,0,0,0,,,,,0,0
09/03/2014,04:42:20,409.03,418.45,412.94,0,0,0,,,,,0,0
09/03/2014,04:47:20,409.71,418.75,412.96,0,0,0,,,,,0,0
09/03/2014,04:52:20,408.55,418.03,412.33,0,0,0,,,,,0,0
09/03/2014,04:57:20,409.38,418.57,413.04,0,0,0,,,,,0,0
09/03/2014,05:02:20,409.67,419.23,413.82,0,0,0,,,,,0,0
09/03/2014,05:07:20,409.26,418.34,412.71,0,0,0,,,,,0,0
09/03/2014,05:12:20,408.19,417.8,411.86,0,0,0,,,,,0,0
09/03/2014,05:17:20,408.36,418.19,411.84,0,0,0,,,,,0,0
09/03/2014,05:22:20,407.99,417.02,411.69,0,0,0,,,,,0,0
09/03/2014,05:27:20,408.2,417.11,411.77,0,0,0,,,,,0,0
09/03/2014,05:32:20,408.44,418.18,412.08,0,0,0,,,,,0,0
09/03/2014,05:37:20,408.98,417.47,412.12,0,0,0,,,,,0,0
09/03/2014,05:42:20,408.55,417.32,411.56,0,0,0,,,,,0,0
09/03/2014,05:47:20,408.64,417.92,411.94,0,0,0,,,,,0,0
09/03/2014,05:52:20,409.39,418.43,412.88,0,0,0,,,,,0,0
09/03/2014,05:57:20,408.73,417.7,412.05,0,0,0,,,,,0,0
09/03/2014,06:02:20,408.68,417.49,411.6,0,0,0,,,,,0,0
09/03/2014,06:07:20,408.56,417.62,411.9,0,0,0,,,,,0,0
09/03/2014,06:12:20,408.5,416.99,411.54,0,0,0,,,,,0,0
09/03/2014,06:17:20,408.16,417.62,411.59,0,0,0,,,,,0,0
09/03/2014,06:22:20,407.91,416.73,411.45,0,0,0,,,,,0,0
09/03/2014,06:27:20,408.23,417.7,411.61,0,0,0,,,,,0,0
09/03/2014,06:32:20,408.21,417.72,411.76,0,0,0,,,,,0,0
09/03/2014,06:37:20,409.29,418.58,412.82,0,0,0,,,,,0,0
09/03/2014,06:42:20,410.7,419.75,413.8,0,0,0,,,,,0,0
09/03/2014,06:47:20,410.42,419.94,414.22,0,0,0,,,,,0,0
09/03/2014,06:52:20,410.45,419.2,413.16,0,0,0,,,,,0,0
09/03/2014,06:57:20,410.01,418.42,412.7,0,0,0,,,,,0,0
09/03/2014,07:02:20,410.05,418.83,412.66,0,0,0,,,,,0,0
09/03/2014,07:07:20,409.25,417.31,411.73,0,0,0,,,,,0,0
09/03/2014,07:12:20,409.21,417.67,411.71,0,0,0,,,,,0,0
09/03/2014,07:17:20,408.58,417.01,411.21,0,0,0,,,,,0,0
09/03/2014,07:22:20,408.9,417.54,411.38,0,0,0,,,,,0,0
09/03/2014,07:27:20,409.2,417.77,412.2,1.05,0.95,1.04,,,,,709.21,0.71
09/03/2014,07:32:20,409.88,418.83,412.4,1.41,1.34,1.41,,,,,985.27,0.99
09/03/2014,07:37:20,409.13,417.47,412.07,0,0,0,,,,,0,0
09/03/2014,07:42:20,409.85,417.81,412.39,0,0,0,,,,,0,0
09/03/2014,07:47:20,408.37,416.98,410.69,0,0,0,,,,,0,0
09/03/2014,07:52:20,407.99,417.03,411.16,0,0,0,,,,,0,0
09/03/2014,07:57:20,407.46,416.08,409.87,0,0,0,,,,,0,0
09/03/2014,08:02:20,406.99,415.86,409.66,0,0,0,,,,,0,0
09/03/2014,08:07:20,407.32,415.51,409.61,0,0,0,,,,,0,0
09/03/2014,08:12:20,407.41,415.6,410.01,0,0,0,,,,,0,0
09/03/2014,08:17:20,408.05,416.46,410.36,0,0,0,,,,,0,0
09/03/2014,08:22:20,408.14,416.49,410.99,0,0,0,,,,,0,0
09/03/2014,08:27:20,408.21,416.36,410.55,0,0,0,,,,,0,0
09/03/2014,08:32:20,407.05,416.03,409.8,0,0,0,,,,,0,0
09/03/2014,08:37:20,407.17,415.74,410.21,0,0,0,,,,,0,0
09/03/2014,08:42:20,406.67,415.18,409.32,0,0,0,,,,,0,0
09/03/2014,08:47:20,406.49,415.12,409.36,0,0,0,,,,,0,0
09/03/2014,08:52:20,407.05,415.5,410.15,0,0,0,,,,,0,0
09/03/2014,08:57:20,406.69,415.1,409.54,0,0,0,,,,,0,0
09/03/2014,09:02:20,406.85,415.54,409.85,0,0,0,,,,,0,0
09/03/2014,09:07:20,406.67,415.66,409.88,0,0,0,,,,,0,0
09/03/2014,09:12:20,406.77,415.69,409.82,0,0,0,,,,,0,0
09/03/2014,09:17:20,406.09,414.59,408.81,0,0,0,,,,,0,0
09/03/2014,09:22:20,408.18,416.99,410.83,0,0,0,,,,,0,0
09/03/2014,09:27:20,408.16,416.26,410.7,0,0,0,,,,,0,0
09/03/2014,09:32:20,408.38,417.09,411.18,0,0,0,,,,,0,0
09/03/2014,09:37:20,407.73,416.36,410.33,0,0,0,,,,,0,0
09/03/2014,09:42:20,407.11,416.16,410.06,0,0,0,,,,,0,0
09/03/2014,09:47:20,407.33,415.75,410.17,0,0,0,,,,,0,0
09/03/2014,09:52:20,407.34,416.18,410.39,0,0,0,,,,,0,0
09/03/2014,09:57:20,408.11,416.84,410.79,0,0,0,,,,,0,0
09/03/2014,10:02:20,408.23,416.44,410.36,0,0,0,,,,,0,0
09/03/2014,10:07:20,407.71,416.1,410.49,0,0,0,,,,,0,0
09/03/2014,10:12:20,407.32,415.87,409.88,0,0,0,,,,,0,0
09/03/2014,10:17:20,406.08,414.87,409.18,0,0,0,,,,,0,0
09/03/2014,10:22:20,406.9,415.21,409.59,0,0,0,,,,,0,0
09/03/2014,10:27:20,406.25,414.85,409.1,0,0,0,,,,,0,0
09/03/2014,10:32:20,406.58,415.12,409.71,0,0,0,,,,,0,0
09/03/2014,10:37:20,408,417.01,411.01,0,0,0,,,,,0,0
09/03/2014,10:42:20,407.65,415.99,410.79,0,0,0,,,,,0,0
09/03/2014,10:47:20,407.44,415.68,410.09,0,0,0,,,,,0,0
09/03/2014,10:52:20,406.47,415.17,409.45,0,0,0,,,,,0,0
09/03/2014,10:57:20,408.06,415.55,410.44,0,0,0,,,,,0,0
09/03/2014,11:02:20,406.49,414.76,409.41,0,0,0,,,,,0,0
09/03/2014,11:07:20,405.97,414.73,409,0,0,0,,,,,0,0
09/03/2014,11:12:20,406.35,414.24,409,0,0,0,,,,,0,0
09/03/2014,11:17:20,404.92,413.06,407.75,0,0,0,,,,,0,0
09/03/2014,11:22:20,405.93,414.65,409.13,0,0,0,,,,,0,0
09/03/2014,11:27:20,406.21,414.64,408.75,0,0,0,,,,,0,0
09/03/2014,11:32:20,405.85,414.27,408.65,0,0,0,,,,,0,0
09/03/2014,11:37:20,405.36,413.73,408.18,0,0,0,,,,,0,0
09/03/2014,11:42:20,404.85,414.27,408.31,0,0,0,,,,,0,0
09/03/2014,11:47:20,405.41,413.83,408.31,0,0,0,,,,,0,0
09/03/2014,11:52:20,404.84,413.18,407.62,0,0,0,,,,,0,0
09/03/2014,11:57:20,406.13,414.08,408.58,0,0,0,,,,,0,0
09/03/2014,12:02:20,405.37,413.84,408.26,0,0,0,,,,,0,0
09/03/2014,12:07:20,405.92,413.85,408.33,0,0,0,,,,,0,0
09/03/2014,12:12:20,405.49,413.75,408.61,0,0,0,,,,,0,0
09/03/2014,12:17:20,406.49,414.43,408.85,0,0,0,,,,,0,0
09/03/2014,12:22:20,406.47,414.8,409.1,0,0,0,,,,,0,0
09/03/2014,12:27:20,405.33,413.8,408.5,0,0,0,,,,,0,0
09/03/2014,12:32:20,406,414.5,408.96,0,0,0,,,,,0,0
09/03/2014,12:37:20,405.48,413.67,408.37,0,0,0,,,,,0,0
09/03/2014,12:42:20,405.5,414.24,408.02,0,0,0,,,,,0,0
09/03/2014,12:47:20,405.36,413.73,408.34,0,0,0,,,,,0,0
09/03/2014,12:52:20,405.24,413.77,408.03,0,0,0,,,,,0,0
09/03/2014,12:57:20,405.98,414.18,408.71,0,0,0,,,,,0,0
09/03/2014,13:02:20,405.19,413.35,407.68,0,0,0,,,,,0,0
09/03/2014,13:07:20,405.82,414.78,409.09,0,0,0,,,,,0,0
09/03/2014,13:12:20,406.5,414.79,409.36,0,0,0,,,,,0,0
09/03/2014,13:17:20,406.21,414.43,409.08,0,0,0,,,,,0,0
09/03/2014,13:22:20,406.05,414.12,408.9,0,0,0,,,,,0,0
09/03/2014,13:27:20,405.53,414.28,408.43,0,0,0,,,,,0,0
09/03/2014,13:32:20,408.54,416.7,411.37,2.81,2.57,2.67,,,,,"1,936.18",1.94
09/03/2014,13:37:20,405.73,413.82,408.19,0,0,0,,,,,0,0
09/03/2014,13:42:20,405.89,414.03,408.88,0,0,0,,,,,0,0
09/03/2014,13:47:20,405.84,414.46,409.03,0,0,0,,,,,0,0
09/03/2014,13:52:20,405.86,413.63,408.83,0,0,0,,,,,0,0
09/03/2014,13:57:20,406.66,415.16,409.72,0,0,0,,,,,0,0
09/03/2014,14:02:20,407.07,414.75,409.63,0,0,0,,,,,0,0
09/03/2014,14:07:20,406.66,415.24,409.37,0,0,0,,,,,0,0
09/03/2014,14:12:20,405.26,413.72,408.59,0,0,0,,,,,0,0
09/03/2014,14:17:20,405.74,414.08,408.59,0,0,0,,,,,0,0
09/03/2014,14:22:20,406.17,414.89,408.88,0,0,0,,,,,0,0
09/03/2014,14:27:20,406.02,414.4,408.27,0,0,0,,,,,0,0
09/03/2014,14:32:20,406.55,414.96,409.74,0,0,0,,,,,0,0
09/03/2014,14:37:20,406.34,414.56,409.13,0,0,0,,,,,0,0
09/03/2014,14:42:20,406.05,414.59,409.01,0,0,0,,,,,0,0
09/03/2014,14:47:20,405.84,414.42,409.09,0,0,0,,,,,0,0
09/03/2014,14:52:20,405.77,413.7,407.98,0,0,0,,,,,0,0
09/03/2014,14:57:20,405.3,414.08,407.93,0,0,0,,,,,0,0
09/03/2014,15:02:20,406.09,414.32,408.79,0,0,0,,,,,0,0
09/03/2014,15:07:20,406.63,415.09,409.68,0,0,0,,,,,0,0
09/03/2014,15:12:20,407.59,415.55,410.51,1.77,1.65,1.74,,,,,"1,225.03",1.23
09/03/2014,15:17:20,411.24,419.93,414.01,5.25,5.07,5.15,,,,,"3,718.63",3.72
09/03/2014,15:22:20,406,414.19,408.14,0,0,0,,,,,0,0
09/03/2014,15:27:20,405.94,414.32,408.86,0,0,0,,,,,0,0
09/03/2014,15:32:20,406.7,414.89,409.63,0,0,0,,,,,0,0
09/03/2014,15:37:20,406.55,414.79,408.88,0,0,0,,,,,0,0
09/03/2014,15:42:20,406.39,414.54,408.86,0,0,0,,,,,0,0
09/03/2014,15:47:20,406.34,414.65,408.78,0,0,0,,,,,0,0
09/03/2014,15:52:20,406.23,414.73,409.18,0,0,0,,,,,0,0
09/03/2014,15:57:20,406.96,415.23,409.3,0,0,0,,,,,0,0
09/03/2014,16:02:20,406.26,414.76,408.7,0,0,0,,,,,0,0
09/03/2014,16:07:20,405.76,414.34,408.08,0,0,0,,,,,0,0
09/03/2014,16:12:20,407.13,415.67,409.85,0,0,0,,,,,0,0
09/03/2014,16:17:20,406.32,414.49,409.41,0,0,0,,,,,0,0
09/03/2014,16:22:20,406.26,414.39,408.89,0,0,0,,,,,0,0
09/03/2014,16:27:20,406.25,414.43,408.99,0,0,0,,,,,0,0
09/03/2014,16:32:20,406.62,415.13,408.76,0,0,0,,,,,0,0
09/03/2014,16:37:20,406.94,415.49,409.4,0,0,0,,,,,0,0
09/03/2014,16:42:20,407.48,416.07,410.41,0,0,0,,,,,0,0
09/03/2014,16:47:20,406.95,415.38,409.61,0,0,0,,,,,0,0
09/03/2014,16:52:20,406.36,414.45,408.58,0,0,0,,,,,0,0
09/03/2014,16:57:20,406.98,415.18,409.38,0,0,0,,,,,0,0
09/03/2014,17:02:20,407.79,416.27,410.35,0,0,0,,,,,0,0
09/03/2014,17:07:20,407.27,415.39,409.75,0,0,0,,,,,0,0
09/03/2014,17:12:20,408.03,416.56,410.72,0,0,0,,,,,0,0
09/03/2014,17:17:20,408.01,416.97,411.22,0,0,0,,,,,0,0
09/03/2014,17:22:20,407.4,415.11,409.8,0,0,0,,,,,0,0
09/03/2014,17:27:20,406.64,415.46,409.3,0,0,0,,,,,0,0
09/03/2014,17:32:20,407.08,415.71,409.72,0,0,0,,,,,0,0
09/03/2014,17:37:20,407.64,415.72,409.62,0,0,0,,,,,0,0
09/03/2014,17:42:20,407.09,415.28,409.5,0,0,0,,,,,0,0
09/03/2014,17:47:20,407.73,416.42,410.38,0,0,0,,,,,0,0
09/03/2014,17:52:20,406.59,414.99,408.7,0,0,0,,,,,0,0
09/03/2014,17:57:20,406.43,415.14,409.07,0,0,0,,,,,0,0
09/03/2014,18:02:20,405.78,414.13,408.15,0,0,0,,,,,0,0
09/03/2014,18:07:20,405.86,414.29,408.18,0,0,0,,,,,0,0
09/03/2014,18:12:20,406.3,414.9,408.84,0,0,0,,,,,0,0
09/03/2014,18:17:20,405.82,414.41,408.23,0,0,0,,,,,0,0
09/03/2014,18:22:20,405.68,413.76,407.92,0,0,0,,,,,0,0
09/03/2014,18:27:20,404.04,412.29,405.79,0,0,0,,,,,0,0
09/03/2014,18:32:20,405.97,415.51,409.15,0,0,0,,,,,0,0
09/03/2014,18:37:20,406.75,416.07,409.7,0,0,0,,,,,0,0
09/03/2014,18:42:20,406.82,416.06,409.6,0,0,0,,,,,0,0
09/03/2014,18:47:20,405.06,413.73,407.24,0,0,0,,,,,0,0
09/03/2014,18:52:20,405.49,414.97,408.67,0,0,0,,,,,0,0
09/03/2014,18:57:20,405.65,415.08,408.74,0,0,0,,,,,0,0
09/03/2014,19:02:20,405.25,414.73,408.07,0,0,0,,,,,0,0
09/03/2014,19:07:20,404.93,413.94,407.79,0,0,0,,,,,0,0
09/03/2014,19:12:20,404.22,413.44,406.84,0,0,0,,,,,0,0
09/03/2014,19:17:20,404.33,414.01,407.39,0,0,0,,,,,0,0
09/03/2014,19:22:20,404.72,414.67,407.65,0,0,0,,,,,0,0
09/03/2014,19:27:20,405.63,415.12,408.56,0,0,0,,,,,0,0
09/03/2014,19:32:20,405.01,414.02,407.65,0,0,0,,,,,0,0
09/03/2014,19:37:20,405.91,415.61,408.84,0,0,0,,,,,0,0
09/03/2014,19:42:20,405.64,414.8,408.59,0,0,0,,,,,0,0
09/03/2014,19:47:20,405.55,414.9,408.33,0,0,0,,,,,0,0
09/03/2014,19:52:20,404.97,414.91,408.15,0,0,0,,,,,0,0
09/03/2014,19:57:20,405.39,414.83,408.64,0,0,0,,,,,0,0
09/03/2014,20:02:20,405.68,415.62,408.62,0,0,0,,,,,0,0
09/03/2014,20:07:20,405.62,414.59,408.16,0,0,0,,,,,0,0
09/03/2014,20:12:20,406.51,415.66,409.3,0,0,0,,,,,0,0
09/03/2014,20:17:20,406.17,415.47,408.94,0,0,0,,,,,0,0
09/03/2014,20:22:20,406.1,416.07,409.56,0,0,0,,,,,0,0
09/03/2014,20:27:20,406,415.72,409.42,0,0,0,,,,,0,0
09/03/2014,20:32:20,406.57,416.14,409.53,0,0,0,,,,,0,0
09/03/2014,20:37:20,406.51,416.08,409.67,0,0,0,,,,,0,0
09/03/2014,20:42:20,406.67,416.36,410.16,0,0,0,,,,,0,0
09/03/2014,20:47:20,407.13,416.82,410.26,0,0,0,,,,,0,0
09/03/2014,20:52:20,407.87,416.99,410.89,0,0,0,,,,,0,0
09/03/2014,20:57:20,408.21,417.22,411.02,0,0,0,,,,,0,0
09/03/2014,21:02:20,408.26,418.32,411.59,0,0,0,,,,,0,0
09/03/2014,21:07:20,408.95,419.18,412.39,0,0,0,,,,,0,0
09/03/2014,21:12:20,409.26,419.15,412.73,0,0,0,,,,,0,0
09/03/2014,21:17:20,408.71,418.41,412.25,0,0,0,,,,,0,0
09/03/2014,21:22:20,409.25,419.06,412.61,0,0,0,,,,,0,0
09/03/2014,21:27:20,409.99,420.07,413.42,0,0,0,,,,,0,0
09/03/2014,21:32:20,410.33,419.5,413.92,0,0,0,,,,,0,0
09/03/2014,21:37:20,409.9,419.11,412.43,0,0,0,,,,,0,0
09/03/2014,21:42:20,409.85,418.93,412.38,0,0,0,,,,,0,0
09/03/2014,21:47:20,409.9,419.46,412.69,0,0,0,,,,,0,0
09/03/2014,21:52:20,409.77,419.52,413.21,0,0,0,,,,,0,0
09/03/2014,21:57:20,410.42,419.89,413.95,0,0,0,,,,,0,0
09/03/2014,22:02:20,409.02,418.44,412.03,0,0,0,,,,,0,0
09/03/2014,22:07:20,409.02,418.43,411.73,0,0,0,,,,,0,0
09/03/2014,22:12:20,408.66,417.55,411.37,0,0,0,,,,,0,0
09/03/2014,22:17:20,409.02,418.37,412.24,0,0,0,,,,,0,0
09/03/2014,22:22:20,409.43,418.89,412.76,0,0,0,,,,,0,0
09/03/2014,22:27:20,408.93,417.63,411.96,0,0,0,,,,,0,0
09/03/2014,22:32:20,409.47,418.2,412.19,0,0,0,,,,,0,0
09/03/2014,22:37:20,409.57,418.96,412.86,0,0,0,,,,,0,0
09/03/2014,22:42:20,408.54,418.04,411.88,0,0,0,,,,,0,0
09/03/2014,22:47:20,408.46,418.44,412.12,0,0,0,,,,,0,0
09/03/2014,22:52:20,410.14,419.1,413.12,0,0,0,,,,,0,0
09/03/2014,22:57:20,409.64,419.11,412.73,0,0,0,,,,,0,0
09/03/2014,23:02:20,410.55,418.95,413.72,0,0,0,,,,,0,0
09/03/2014,23:07:20,410.59,419.58,413.82,0,0,0,,,,,0,0
09/03/2014,23:12:20,410.42,419.49,413.24,0,0,0,,,,,0,0
09/03/2014,23:17:20,410.67,420.21,414.3,0,0,0,,,,,0,0
09/03/2014,23:22:20,408.89,418.05,412.23,0,0,0,,,,,0,0
09/03/2014,23:27:20,408.44,417.64,411.83,0,0,0,,,,,0,0
09/03/2014,23:32:20,409.17,418.38,412.37,0,0,0,,,,,0,0
09/03/2014,23:37:20,408.51,417.22,411.43,0,0,0,,,,,0,0
09/03/2014,23:42:20,408.69,416.52,411.17,0,0,0,,,,,0,0
09/03/2014,23:47:20,408.44,417.65,411.61,0,0,0,,,,,0,0
09/03/2014,23:52:20,409.1,418.09,412.63,0,0,0,,,,,0,0
09/03/2014,23:57:20,409.73,418.51,413.18,0,0,0,,,,,0,0
10/03/2014,00:02:20,408.93,418.1,412.42,0,0,0,,,,,0,0
10/03/2014,00:07:20,409.15,417.39,412.56,0,0,0,,,,,0,0
10/03/2014,00:12:20,409.9,418.25,412.76,0,0,0,,,,,0,0
10/03/2014,00:17:20,409.55,418.44,413,0,0,0,,,,,0,0
10/03/2014,00:22:20,410.17,418.5,413.55,0,0,0,,,,,0,0
10/03/2014,00:27:20,409.78,418.61,413.41,0,0,0,,,,,0,0
10/03/2014,00:32:20,409.84,418.33,413.23,0,0,0,,,,,0,0
10/03/2014,00:37:20,410.22,418.84,413.27,0,0,0,,,,,0,0
10/03/2014,00:42:20,410.83,419.03,413.95,0,0,0,,,,,0,0
10/03/2014,00:47:20,410.37,419.03,413.76,0,0,0,,,,,0,0
10/03/2014,00:52:20,410.34,419.21,413.92,0,0,0,,,,,0,0
10/03/2014,00:57:20,410.85,419.42,414.23,0,0,0,,,,,0,0
10/03/2014,01:02:20,411.14,419.63,414.59,0,0,0,,,,,0,0
10/03/2014,01:07:20,411.21,419.87,414.41,0,0,0,,,,,0,0
10/03/2014,01:12:20,411.6,419.72,414.69,0,0,0,,,,,0,0
10/03/2014,01:17:20,410.94,419.64,414.5,0,0,0,,,,,0,0
10/03/2014,01:22:20,409.08,417.24,411.67,0,0,0,,,,,0,0
10/03/2014,01:27:20,408.36,416.5,411.85,0,0,0,,,,,0,0
10/03/2014,01:32:20,408.22,416.48,411.6,0,0,0,,,,,0,0
10/03/2014,01:37:20,407.91,416.25,410.9,0,0,0,,,,,0,0
10/03/2014,01:42:20,409.12,416.83,411.94,0,0,0,,,,,0,0
10/03/2014,01:47:20,408.21,416.06,411.16,0,0,0,,,,,0,0
10/03/2014,01:52:20,407.96,416.66,411.11,0,0,0,,,,,0,0
10/03/2014,01:57:20,408.61,417.27,411.99,0,0,0,,,,,0,0
10/03/2014,02:02:20,408.76,416.82,411.91,0,0,0,,,,,0,0
10/03/2014,02:07:20,409.68,417.85,412.41,0,0,0,,,,,0,0
10/03/2014,02:12:20,409.77,417.36,412.23,0,0,0,,,,,0,0
10/03/2014,02:17:20,409,417.19,412.41,0,0,0,,,,,0,0
10/03/2014,02:22:20,408.97,417.59,412.26,0,0,0,,,,,0,0
10/03/2014,02:27:20,408.59,416.64,411.6,0,0,0,,,,,0,0
10/03/2014,02:32:20,408.8,416.89,411.9,0,0,0,,,,,0,0
10/03/2014,02:37:20,408.5,417.2,411.44,0,0,0,,,,,0,0
10/03/2014,02:42:20,408.91,416.99,411.61,0,0,0,,,,,0,0
10/03/2014,02:47:20,409.07,416.86,412.01,0,0,0,,,,,0,0
10/03/2014,02:52:20,408.53,416.8,411.75,0,0,0,,,,,0,0
10/03/2014,02:57:20,409.53,417.75,412.51,0,0,0,,,,,0,0
10/03/2014,03:02:20,409.21,417.16,412.19,0,0,0,,,,,0,0
10/03/2014,03:07:20,408.79,417.31,411.78,0,0,0,,,,,0,0
10/03/2014,03:12:20,409.41,417.24,412.2,0,0,0,,,,,0,0
10/03/2014,03:17:20,408.92,417.19,411.72,0,0,0,,,,,0,0
10/03/2014,03:22:20,409.06,417.34,411.91,0,0,0,,,,,0,0
10/03/2014,03:27:20,408.33,416.84,411.56,0,0,0,,,,,0,0
10/03/2014,03:32:20,408.56,416.73,411.24,0,0,0,,,,,0,0
10/03/2014,03:37:20,408.88,416.57,411.21,0,0,0,,,,,0,0
10/03/2014,03:42:20,408.58,416.57,410.86,0,0,0,,,,,0,0
10/03/2014,03:47:20,408.22,416.81,411.52,0,0,0,,,,,0,0
10/03/2014,03:52:20,408.26,416.6,411.49,0,0,0,,,,,0,0
10/03/2014,03:57:20,408.16,416.49,411.05,0,0,0,,,,,0,0
10/03/2014,04:02:20,408.62,416.95,411.7,0,0,0,,,,,0,0
10/03/2014,04:07:20,407.58,416,410.54,0,0,0,,,,,0,0
10/03/2014,04:12:20,408.83,416.97,411.03,0,0,0,,,,,0,0
10/03/2014,04:17:20,408.5,416.72,411.17,0,0,0,,,,,0,0
10/03/2014,04:22:20,408.14,416.7,411.19,0,0,0,,,,,0,0
10/03/2014,04:27:20,408.37,416.96,411.53,0,0,0,,,,,0,0
10/03/2014,04:32:20,407.92,415.96,410.75,0,0,0,,,,,0,0
10/03/2014,04:37:20,408.77,416.06,410.9,0,0,0,,,,,0,0
10/03/2014,04:42:20,407.78,415.51,410.65,0,0,0,,,,,0,0
10/03/2014,04:47:20,407.45,415.19,409.97,0,0,0,,,,,0,0
10/03/2014,04:52:20,407,415.07,410.23,0,0,0,,,,,0,0
10/03/2014,04:57:20,407.56,415.92,410.59,0,0,0,,,,,0,0
10/03/2014,05:02:20,406.65,415.34,410.05,0,0,0,,,,,0,0
10/03/2014,05:07:20,407.67,415.4,409.95,0,0,0,,,,,0,0
10/03/2014,05:12:20,407.61,415.26,409.89,0,0,0,,,,,0,0
10/03/2014,05:17:20,406.69,414.58,409.11,0,0,0,,,,,0,0
10/03/2014,05:22:20,406.51,414.14,408.93,0,0,0,,,,,0,0
10/03/2014,05:27:20,406.35,414.46,408.88,0,0,0,,,,,0,0
10/03/2014,05:32:20,405.97,414.38,408.74,0,0,0,,,,,0,0
10/03/2014,05:37:20,406.81,414.77,409.41,0,0,0,,,,,0,0
