Feha de la Medda,Hora de la Medda,FASE AB,FASE BC,FASE AC,FASE A,FASE B,FASE  C,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],
04/11/2014,13:08:15,410.48,416.1,414.11,4.25,4.52,4.23,,,,,3073.24
04/11/2014,13:13:15,411,415.94,413.99,4.51,4.78,4.47,,,,,3259.62
04/11/2014,13:18:15,411,415.93,414.75,5.03,5.32,4.97,,,,,3616.81
04/11/2014,13:23:15,412.9,418.14,416.36,5.83,6.1,5.74,,,,,4199.78
04/11/2014,13:28:15,412.91,417.33,416.45,5.88,6.15,5.75,,,,,4207.44
04/11/2014,13:33:15,413.93,419.57,417.56,6.37,6.65,6.27,,,,,4596.7
04/11/2014,13:38:15,414.52,419.83,418.04,6.6,6.8,6.5,,,,,4764.52
04/11/2014,13:43:15,414.08,420.12,418.28,6.42,6.64,6.28,,,,,4620.77
04/11/2014,13:48:15,414.35,420.12,418.35,6.36,6.6,6.26,,,,,4587.19
04/11/2014,13:53:15,415.3,420.75,418.78,7.24,7.5,7.08,,,,,5222.89
04/11/2014,13:58:15,414.73,419.58,418.59,7.62,7.9,7.46,,,,,5481.17
04/11/2014,14:03:15,415.02,420.26,418.18,8.03,8.32,7.87,,,,,5786.89
04/11/2014,14:08:15,416.1,421.47,419.67,7.12,7.46,6.96,,,,,5144.54
04/11/2014,14:13:15,416.46,421.87,420.29,7.8,8.1,7.61,,,,,5623.41
04/11/2014,14:18:15,415.23,420.73,417.83,7.79,8,7.61,,,,,5605.15
04/11/2014,14:23:15,415.93,421.48,419.3,7.47,7.96,7.3,,,,,5390.15
04/11/2014,14:28:15,416.73,421.96,420.16,7.64,8.24,7.43,,,,,5508.55
04/11/2014,14:33:15,416,421.93,419.95,6.79,7.4,6.66,,,,,4907.21
04/11/2014,14:38:15,415.58,421.86,420.45,6.64,7.28,6.47,,,,,4779.87
04/11/2014,14:43:15,412.71,419.05,416.92,5.03,5.74,4.93,,,,,3606.59
04/11/2014,14:48:15,410.69,416.77,414.75,3.68,4.36,3.62,,,,,2624.31
04/11/2014,14:53:15,410.85,416.67,414.84,3.71,4.45,3.67,,,,,2650.42
04/11/2014,14:58:15,413.09,418.97,417.38,5.29,6.02,5.2,,,,,3803.67
04/11/2014,15:03:15,412.07,417.57,415.19,4.47,5.2,4.4,,,,,3212.51
04/11/2014,15:08:15,412.38,417.96,416.43,5.36,6.13,5.24,,,,,3825.05
04/11/2014,15:13:15,413.56,419.17,417.35,5.09,5.96,4.97,,,,,3650.24
04/11/2014,15:18:15,412.39,418.82,417.22,4.93,5.71,4.83,,,,,3531.18
04/11/2014,15:23:15,413.19,418.86,417.01,4.52,5.39,4.42,,,,,3239.04
04/11/2014,15:28:15,411.48,417.04,415.72,4.25,5.17,4.17,,,,,3039.33
04/11/2014,15:33:15,411.56,416.71,414.64,2.29,3.25,2.3,,,,,1629.15
04/11/2014,15:38:15,409,415.48,413.65,1.82,2.81,1.82,,,,,1271.49
04/11/2014,15:43:15,408.32,414.66,413.14,1.47,2.31,1.47,,,,,1007.65
04/11/2014,15:48:15,408.5,414.67,413.18,1.05,1.87,1.02,,,,,663.73
04/11/2014,15:53:15,409.74,415.62,414.32,1.8,2.75,1.8,,,,,1263.39
04/11/2014,15:58:15,407.14,413.63,411.93,1.74,2.55,1.74,,,,,1224.12
04/11/2014,16:03:15,407.47,413.04,411.55,1.52,2.25,1.52,,,,,1052.09
04/11/2014,16:08:15,407.3,412.96,411.66,1.49,2.27,1.49,,,,,1031.49
04/11/2014,16:13:15,408.74,413.98,412.86,1.51,2.28,1.53,,,,,1043.91
04/11/2014,16:18:15,406.76,412.45,411.19,0,1.61,0,,,,,0
04/11/2014,16:23:15,407.35,413.04,411.81,1.1,1.8,1.09,,,,,719.14
04/11/2014,16:28:15,407.39,413.02,411.75,1.25,1.94,1.23,,,,,829.8
04/11/2014,16:33:15,406.31,412.27,410.87,1.04,1.7,0.99,,,,,655.7
04/11/2014,16:38:15,407.63,412.75,412.19,1.26,2,1.22,,,,,831.86
04/11/2014,16:43:15,408.19,413.13,412.2,1.3,1.99,1.27,,,,,867.15
04/11/2014,16:48:15,408.28,413.51,412.26,1.09,1.69,1.07,,,,,704.04
04/11/2014,16:53:15,407.77,413.42,412.14,1.05,1.7,1,,,,,660.5
04/11/2014,16:58:15,407.68,413.83,412.45,0,1.01,0,,,,,0
04/11/2014,17:03:15,406.93,412.91,411.68,0,0,0,,,,,0
04/11/2014,17:08:15,406.63,412.84,411.69,0,0,0,,,,,0
04/11/2014,17:13:15,406.31,412.64,411.56,0,0,0,,,,,0
04/11/2014,17:18:15,405.68,412.34,410.55,0,0,0,,,,,0
04/11/2014,17:23:15,406.78,413.47,412.29,0,0,0,,,,,0
04/11/2014,17:28:15,406.63,413.22,411.36,0,0,0,,,,,0
04/11/2014,17:33:15,408.3,414.71,413.46,0,0,0,,,,,0
04/11/2014,17:38:15,408.29,414.82,413.65,0,0,0,,,,,0
