Feha de la Medda,Hora de la Medda,FASE AB,FASE BC,FASE AC,FASE A,FASE B,FASE  C,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],,,GENERACION [kWh]
12/09/2014,00:03:24,405.05,410.15,409.37,0,0,0,,,,,0,0,0
12/09/2014,00:08:24,405.04,410.08,409.37,0,0,0,,,,,0,0,0
12/09/2014,00:13:24,405.17,410.73,409.56,0,0,0,,,,,0,0,0
12/09/2014,00:18:24,405.18,410.27,409.38,0,0,0,,,,,0,0,0
12/09/2014,00:23:24,405.75,411.09,409.69,0,0,0,,,,,0,0,0
12/09/2014,00:28:24,406.38,411.76,410.4,0,0,0,,,,,0,0,0
12/09/2014,00:33:24,406.99,412.06,410.61,0,0,0,,,,,0,0,0
12/09/2014,00:38:24,406.65,412.17,410.88,0,0,0,,,,,0,0,0
12/09/2014,00:43:24,406.4,411.57,411.25,0,0,0,,,,,0,0,0
12/09/2014,00:48:24,406.21,410.81,410.59,0,0,0,,,,,0,0,0
12/09/2014,00:53:24,405.44,411.23,409.33,0,0,0,,,,,0,0,0
12/09/2014,00:58:24,406.33,410.8,409.83,0,0,0,,,,,0,0,0
12/09/2014,01:03:24,406.26,411.29,411.05,0,0,0,,,,,0,0,0
12/09/2014,01:08:24,407.06,412.24,410.59,0,0,0,,,,,0,0,0
12/09/2014,01:13:24,407.08,411.86,410.43,0,0,0,,,,,0,0,0
12/09/2014,01:18:24,407.1,411.65,410.44,0,0,0,,,,,0,0,0
12/09/2014,01:23:24,406.45,410.91,410.89,0,0,0,,,,,0,0,0
12/09/2014,01:28:24,407.78,412.45,411.23,0,0,0,,,,,0,0,0
12/09/2014,01:33:24,407.45,412.19,411.18,0,0,0,,,,,0,0,0
12/09/2014,01:38:24,406.94,411.66,410.83,0,0,0,,,,,0,0,0
12/09/2014,01:43:24,406.7,411.57,411.18,0,0,0,,,,,0,0,0
12/09/2014,01:48:24,407.53,412.54,411.07,0,0,0,,,,,0,0,0
12/09/2014,01:53:24,407.27,411.4,410.43,0,0,0,,,,,0,0,0
12/09/2014,01:58:24,407.28,411.66,410.87,0,0,0,,,,,0,0,0
12/09/2014,02:03:24,406.6,410.92,410.89,0,0,0,,,,,0,0,0
12/09/2014,02:08:24,406.79,411.69,410.41,0,0,0,,,,,0,0,0
12/09/2014,02:13:24,407.47,412.33,410.92,0,0,0,,,,,0,0,0
12/09/2014,02:18:24,407.29,411.98,411.17,0,0,0,,,,,0,0,0
12/09/2014,02:23:24,406.63,411.48,410.16,0,0,0,,,,,0,0,0
12/09/2014,02:28:24,406.74,411.42,410.05,0,0,0,,,,,0,0,0
12/09/2014,02:33:24,406.92,411.81,410.64,0,0,0,,,,,0,0,0
12/09/2014,02:38:24,405.74,410.63,410.41,0,0,0,,,,,0,0,0
12/09/2014,02:43:24,406.98,411.81,410.44,0,0,0,,,,,0,0,0
12/09/2014,02:48:24,407.15,411.98,410.79,0,0,0,,,,,0,0,0
12/09/2014,02:53:24,407.37,412.16,411.02,0,0,0,,,,,0,0,0
12/09/2014,02:58:24,406.73,411.23,411.14,0,0,0,,,,,0,0,0
12/09/2014,03:03:24,407.43,412.25,411.33,0,0,0,,,,,0,0,0
12/09/2014,03:08:24,406.57,410.93,410.04,0,0,0,,,,,0,0,0
12/09/2014,03:13:24,406.63,411.43,410.72,0,0,0,,,,,0,0,0
12/09/2014,03:18:24,405.93,410.45,410.39,0,0,0,,,,,0,0,0
12/09/2014,03:23:24,406.54,411.75,410.58,0,0,0,,,,,0,0,0
12/09/2014,03:28:24,407.29,412.01,410.98,0,0,0,,,,,0,0,0
12/09/2014,03:33:24,407.1,411.85,410.8,0,0,0,,,,,0,0,0
12/09/2014,03:38:24,406.21,410.85,410.83,0,0,0,,,,,0,0,0
12/09/2014,03:43:24,406.24,410.89,410,0,0,0,,,,,0,0,0
12/09/2014,03:48:24,406.61,410.93,409.97,0,0,0,,,,,0,0,0
12/09/2014,03:53:24,406.11,410.89,409.68,0,0,0,,,,,0,0,0
12/09/2014,03:58:24,405.96,410.61,410,0,0,0,,,,,0,0,0
12/09/2014,04:03:24,407.85,412.71,411.47,0,0,0,,,,,0,0,0
12/09/2014,04:08:24,408.12,412.84,411.88,0,0,0,,,,,0,0,0
12/09/2014,04:13:24,408.43,413.3,412.1,0,0,0,,,,,0,0,0
12/09/2014,04:18:24,407.27,411.91,412.12,0,0,0,,,,,0,0,0
12/09/2014,04:23:24,407.84,412.59,411.23,0,0,0,,,,,0,0,0
12/09/2014,04:28:24,408.05,412.86,411.8,0,0,0,,,,,0,0,0
12/09/2014,04:33:24,407.99,413.03,411.76,0,0,0,,,,,0,0,0
12/09/2014,04:38:24,407.05,412.11,411.52,0,0,0,,,,,0,0,0
12/09/2014,04:43:24,407.47,412.49,411.27,0,0,0,,,,,0,0,0
12/09/2014,04:48:24,406.96,411.92,410.69,0,0,0,,,,,0,0,0
12/09/2014,04:53:24,406.72,411.3,410.78,0,0,0,,,,,0,0,0
12/09/2014,04:58:24,406.71,411.16,411.31,0,0,0,,,,,0,0,0
12/09/2014,05:03:24,407.06,411.85,410.77,0,0,0,,,,,0,0,0
12/09/2014,05:08:24,407.12,412,411.12,0,0,0,,,,,0,0,0
12/09/2014,05:13:24,406.95,411.65,410.79,0,0,0,,,,,0,0,0
12/09/2014,05:18:24,405.37,410.7,410.1,0,0,0,,,,,0,0,0
12/09/2014,05:23:24,406.92,412.2,410.84,0,0,0,,,,,0,0,0
12/09/2014,05:28:24,406.59,411.71,410.73,0,0,0,,,,,0,0,0
12/09/2014,05:33:24,405.79,410.76,409.96,0,0,0,,,,,0,0,0
12/09/2014,05:38:24,404.33,409.57,409.54,0,0,0,,,,,0,0,0
12/09/2014,05:43:24,405.79,410.83,410.29,0,0,0,,,,,0,0,0
12/09/2014,05:48:24,405.34,410.01,409.07,0,0,0,,,,,0,0,0
12/09/2014,05:53:24,405.24,410.18,409.61,0,0,0,,,,,0,0,0
12/09/2014,05:58:24,406.07,410.59,410.8,0,0,0,,,,,0,0,0
12/09/2014,06:03:24,406.52,411.62,410.86,0,0,0,,,,,0,0,0
12/09/2014,06:08:24,406.11,411.19,410.38,0,0,0,,,,,0,0,0
12/09/2014,06:13:24,406.64,411.62,411.09,0,0,0,,,,,0,0,0
12/09/2014,06:18:24,406.83,411.71,411.17,0,0,0,,,,,0,0,0
12/09/2014,06:23:24,406.76,412.07,411.21,0,0,0,,,,,0,0,0
12/09/2014,06:28:24,407.44,412.83,412.15,0,0,0,,,,,0,0,0
12/09/2014,06:33:24,408.54,413.46,413.13,0,0,0,,,,,0,0,0
12/09/2014,06:38:24,407.58,412.45,412.07,0,0,0,,,,,0,0,0
12/09/2014,06:43:24,407.21,412.15,411.18,0,0,0,,,,,0,0,0
12/09/2014,06:48:24,407.05,411.86,411.26,0,0,0,,,,,0,0,0
12/09/2014,06:53:24,404.47,410.26,408.79,0,0,0,,,,,0,0,0
12/09/2014,06:58:24,405.02,410.22,409.23,0,0,0,,,,,0,0,0
12/09/2014,07:03:24,405.14,410.2,409.66,0,0,0,,,,,0,0,0
12/09/2014,07:08:24,405.35,410.25,409.17,0,0,0,,,,,0,0,0
12/09/2014,07:13:24,404.94,410.26,409.46,0,0,0,,,,,0,0,0
12/09/2014,07:18:24,405.79,411.4,410.27,0,0,0,,,,,0,0,0
12/09/2014,07:23:24,405.65,410.79,409.39,0,0,0,,,,,0,0,0
12/09/2014,07:28:24,405.82,411.81,409.95,0,0,0,,,,,0,0,0
12/09/2014,07:33:24,405.73,411.31,410.52,0,0,0,,,,,0,0,0
12/09/2014,07:38:24,406.66,412.4,411.07,0,0,0,,,,,0,0,0
12/09/2014,07:43:24,404.82,410.2,409.17,0,0,0,,,,,0,0,0
12/09/2014,07:48:24,404.69,410.83,409.5,0,0,0,,,,,0,0,0
12/09/2014,07:53:24,405.51,412.01,409.47,0,0,0,,,,,0,0,0
12/09/2014,07:58:24,405.65,411.55,409.45,0,0,0,,,,,0,0,0
12/09/2014,08:03:24,404.69,411.11,408.87,0,0,0,,,,,0,0,0
12/09/2014,08:08:24,407.21,413.2,411.52,0,0,0,,,,,0,0,0
12/09/2014,08:13:24,405.25,410.86,409.25,0,0,0.97,,,,,267.98,0.27,0.02
12/09/2014,08:18:24,406.11,412.13,410.32,0,0,1.06,,,,,399.39,0.4,0.06
12/09/2014,08:23:24,407.75,413.13,411.83,1.57,1.21,1.7,,,,,1273.4,1.27,0.16
12/09/2014,08:28:24,407.85,413.67,411.48,2.13,1.77,2.2,,,,,1675.33,1.68,0.3
12/09/2014,08:33:24,404.66,411.48,409.01,0,0,0,,,,,0,0,0.3
12/09/2014,08:38:24,404.44,410.55,408.59,0,0,0,,,,,0,0,0.3
12/09/2014,08:43:24,404.38,410.98,409.12,0,0,0,,,,,0,0,0.3
12/09/2014,08:48:24,404.28,411.01,409.18,0,0,0,,,,,0,0,0.3
12/09/2014,08:53:24,404.02,409.86,408.34,0,0,0,,,,,0,0,0.3
12/09/2014,08:58:24,404.41,410.62,408.91,0,0,0,,,,,0,0,0.3
12/09/2014,09:03:24,403.05,409.16,407.19,0,0,0,,,,,0,0,0.3
12/09/2014,09:08:24,402.53,408.48,407.11,0,0,0,,,,,0,0,0.3
12/09/2014,09:13:24,401.81,408.69,407.38,0,0,0,,,,,0,0,0.3
12/09/2014,09:18:24,400.9,407.18,405.35,0,0,0,,,,,0,0,0.3
12/09/2014,09:23:24,402.19,407.98,406.42,0,0,0,,,,,0,0,0.3
12/09/2014,09:28:24,403.63,409.25,407.39,0,0,0,,,,,0,0,0.3
12/09/2014,09:33:24,403.67,409.75,409.11,0,0,0,,,,,0,0,0.3
12/09/2014,09:38:24,404.05,410.36,408.48,0,0,0,,,,,0,0,0.3
12/09/2014,09:43:24,403.95,410.7,408.51,0,0,0,,,,,0,0,0.3
12/09/2014,09:48:24,403.66,410.02,408.31,0,0,0,,,,,0,0,0.3
12/09/2014,09:53:24,403.48,409.53,407.56,0,0,0,,,,,0,0,0.3
12/09/2014,09:58:24,403.12,409.29,407.3,0,0,0,,,,,0,0,0.3
12/09/2014,10:03:24,402.55,408.97,407.06,0,0,0,,,,,0,0,0.3
12/09/2014,10:08:24,402.94,409.08,407.52,0,0,0,,,,,0,0,0.3
12/09/2014,10:13:24,404.23,409.93,407.49,1.07,0,1.16,,,,,832.94,0.83,0.37
12/09/2014,10:18:24,413.3,418.85,417.11,6.95,6.53,6.86,,,,,5164.7,5.16,0.8
12/09/2014,10:23:24,407.08,413.5,412.16,2.11,1.74,2.23,,,,,1673.55,1.67,0.94
12/09/2014,10:28:24,411.27,416.86,414.85,5.54,5.14,5.51,,,,,4140.64,4.14,1.29
12/09/2014,10:33:24,405.13,410.54,408.99,0,0,1.52,,,,,382.87,0.38,1.32
12/09/2014,10:38:24,412.6,417.9,415.92,6.6,6.21,6.55,,,,,4911.81,4.91,1.73
12/09/2014,10:43:24,410.38,415.77,413.66,5.4,5.04,5.38,,,,,4037.33,4.04,2.06
12/09/2014,10:48:24,410.23,416.19,415.21,6.44,6.03,6.35,,,,,4762.78,4.76,2.46
12/09/2014,10:53:24,413.65,418.98,417,7.84,7.44,7.77,,,,,5819.54,5.82,2.95
12/09/2014,10:58:24,412.25,417.41,415.82,7.19,6.79,7.1,,,,,5326.11,5.33,3.39
12/09/2014,11:03:24,412.37,418.19,416.38,7.54,7.14,7.51,,,,,5597.92,5.6,3.86
12/09/2014,11:08:24,413.1,418.09,416.81,7.94,7.53,7.87,,,,,5884.36,5.88,4.35
12/09/2014,11:13:24,410.62,415.39,414.35,6.89,6.48,6.86,,,,,5100.85,5.1,4.77
12/09/2014,11:18:24,410.94,416.6,414.7,6.01,5.59,5.93,,,,,4463.01,4.46,5.14
12/09/2014,11:23:24,403.75,409.72,408.99,1.04,0,1.17,,,,,807.47,0.81,5.21
12/09/2014,11:28:24,413.63,419.32,418.33,6.86,6.43,6.78,,,,,5115.06,5.12,5.64
12/09/2014,11:33:24,412.97,419,416.69,6.09,5.69,6.04,,,,,4558.96,4.56,6.02
12/09/2014,11:38:24,410.46,416.07,414.03,4.7,4.31,4.68,,,,,3534.66,3.53,6.31
12/09/2014,11:43:24,410.71,415.8,413.91,4.44,4.05,4.43,,,,,3353.96,3.35,6.59
12/09/2014,11:48:24,414.49,419.83,417.73,7.1,6.68,7.06,,,,,5308.94,5.31,7.03
12/09/2014,11:53:24,408.08,414.09,411.89,2.15,1.75,2.24,,,,,1697.15,1.7,7.17
12/09/2014,11:58:24,414.78,420.14,418.14,7.53,7.11,7.44,,,,,5611.02,5.61,7.64
12/09/2014,12:03:24,413.65,418.94,416.99,7.75,7.31,7.65,,,,,5737.34,5.74,8.12
12/09/2014,12:08:24,415.34,420.49,418.18,8.38,8.02,8.28,,,,,6235.71,6.24,8.64
12/09/2014,12:13:24,412.48,418.78,417,6.09,5.67,6.02,,,,,4547.33,4.55,9.02
12/09/2014,12:18:24,414.66,420,419.01,8.22,7.81,8.14,,,,,6120.72,6.12,9.53
12/09/2014,12:23:24,414.84,420.06,417.96,8.15,7.75,8.08,,,,,6066.01,6.07,10.03
12/09/2014,12:28:24,414.42,420.28,418.77,8.26,7.82,8.12,,,,,6114.43,6.11,10.54
12/09/2014,12:33:24,412.22,417.9,415.96,6.57,6.14,6.5,,,,,4880.91,4.88,10.95
12/09/2014,12:38:24,413.92,419.66,417.65,7.2,6.7,7.11,,,,,5351.05,5.35,11.4
12/09/2014,12:43:24,412.28,417.64,415.3,5.28,4.8,5.24,,,,,3957.44,3.96,11.73
12/09/2014,12:48:24,406.07,411.43,410.13,0,0,0,,,,,0,0,11.73
12/09/2014,12:53:24,406.37,411.63,410.37,0,0,1.19,,,,,320.23,0.32,11.75
12/09/2014,12:58:24,406.5,411.61,410.48,0,0,0,,,,,0,0,11.75
12/09/2014,13:03:24,405.3,411.28,410.77,0,0,0,,,,,0,0,11.75
12/09/2014,13:08:24,404.42,409.87,409.49,0,0,0,,,,,0,0,11.75
12/09/2014,13:13:24,406.03,411.83,410.62,0,0,0,,,,,0,0,11.75
12/09/2014,13:18:24,406.73,412.46,410.86,0,0,0,,,,,0,0,11.75
12/09/2014,13:23:24,405.8,411.56,409.99,0,0,0,,,,,0,0,11.75
12/09/2014,13:28:24,406.21,411.5,410.27,0,0,0,,,,,0,0,11.75
12/09/2014,13:33:24,405.6,411.65,410.53,0,0,0,,,,,0,0,11.75
12/09/2014,13:38:24,406.05,411.91,410.19,0,0,0,,,,,0,0,11.75
12/09/2014,13:43:24,406.13,412.55,411.12,0,0,1.01,,,,,352.6,0.35,11.78
12/09/2014,13:48:24,406.32,412.11,411.62,0,0,1.58,,,,,409.57,0.41,11.82
12/09/2014,13:53:24,406.47,412.54,411.87,0,0,1.65,,,,,416.82,0.42,11.85
12/09/2014,13:58:24,407.31,413.37,411.76,0,0,0,,,,,0,0,11.85
12/09/2014,14:03:24,407.82,413.36,412.43,0,0,0,,,,,0,0,11.85
12/09/2014,14:08:24,404.48,409.73,408.49,0,0,0,,,,,0,0,11.85
12/09/2014,14:13:24,406.17,411.27,410.16,0,0,0,,,,,0,0,11.85
12/09/2014,14:18:24,405.45,410.52,408.94,0,0,0,,,,,0,0,11.85
12/09/2014,14:23:24,405.6,410.63,409.47,0,0,0,,,,,0,0,11.85
12/09/2014,14:28:24,405.08,410.07,409.76,0,0,0,,,,,0,0,11.85
12/09/2014,14:33:24,404.27,410,409.59,0,0,0,,,,,0,0,11.85
12/09/2014,14:38:24,405.24,410.27,409.09,0,0,0,,,,,0,0,11.85
12/09/2014,14:43:24,405.57,410.78,409.78,0,0,0,,,,,0,0,11.85
12/09/2014,14:48:24,405.38,410.83,409.96,0,0,0.98,,,,,343.77,0.34,11.88
12/09/2014,14:53:24,406.26,410.98,410.02,0,0,0,,,,,0,0,11.88
12/09/2014,14:58:24,406.77,411.94,410.59,0,0,1.18,,,,,447.05,0.45,11.92
12/09/2014,15:03:24,407.1,412.4,411.11,0,0,0.96,,,,,314.65,0.31,11.94
12/09/2014,15:08:24,407.73,412.49,411.01,1.2,0,1.35,,,,,969.52,0.97,12.02
12/09/2014,15:13:24,405.96,411.4,410.18,0,0,0.98,,,,,345.01,0.35,12.05
12/09/2014,15:18:24,409.31,414.08,412.85,2.21,1.88,2.35,,,,,1776.11,1.78,12.2
12/09/2014,15:23:24,405.6,411.3,410.89,0,0,0,,,,,0,0,12.2
12/09/2014,15:28:24,405.93,411.63,411.12,0,0,0,,,,,0,0,12.2
12/09/2014,15:33:24,405.51,412.03,410.78,0,0,1.04,,,,,380.17,0.38,12.23
12/09/2014,15:38:24,405.78,411.29,409.95,0,0,1.4,,,,,357.71,0.36,12.26
12/09/2014,15:43:24,406.44,412.91,411.19,0,0,0,,,,,0,0,12.26
12/09/2014,15:48:24,406.98,412.84,411.39,0,0,0,,,,,0,0,12.26
12/09/2014,15:53:24,405.76,411.87,410.34,0,0,0,,,,,0,0,12.26
12/09/2014,15:58:24,406.04,412.7,410.86,0,0,0,,,,,0,0,12.26
12/09/2014,16:03:24,406.41,412.64,411.39,0,0,0,,,,,0,0,12.26
12/09/2014,16:08:24,405.78,412.18,410.69,0,0,0,,,,,0,0,12.26
12/09/2014,16:13:24,406.63,413.34,411.6,0,0,0,,,,,0,0,12.26
12/09/2014,16:18:24,404.86,411.59,410.72,0,0,0,,,,,0,0,12.26
12/09/2014,16:23:24,405.15,411.74,411.39,0,0,0,,,,,0,0,12.26
12/09/2014,16:28:24,406.47,413,411.83,0,0,0,,,,,0,0,12.26
12/09/2014,16:33:24,406.41,414.4,412,0,0,0,,,,,0,0,12.26
12/09/2014,16:38:24,405.72,413.21,411.23,0,0,0,,,,,0,0,12.26
12/09/2014,16:43:24,406.35,413.93,411.57,0,0,0,,,,,0,0,12.26
12/09/2014,16:48:24,405.76,413.05,411.18,0,0,0,,,,,0,0,12.26
12/09/2014,16:53:24,406.95,414.56,412.07,0,0,0,,,,,0,0,12.26
12/09/2014,16:58:24,406.99,414.15,412.26,0,0,0,,,,,0,0,12.26
12/09/2014,17:03:24,406.49,413.6,412.75,0,0,0,,,,,0,0,12.26
12/09/2014,17:08:24,406.5,414.06,412.7,0,0,0,,,,,0,0,12.26
12/09/2014,17:13:24,407.67,414.66,412.56,0,0,0,,,,,0,0,12.26
12/09/2014,17:18:24,406.21,412.94,410.86,0,0,0,,,,,0,0,12.26
12/09/2014,17:23:24,405.2,412.22,410.25,0,0,0,,,,,0,0,12.26
12/09/2014,17:28:24,405.46,412.75,410.55,0,0,0,,,,,0,0,12.26
12/09/2014,17:33:24,405.23,412.92,411.19,0,0,0,,,,,0,0,12.26
12/09/2014,17:38:24,405.65,412.79,411.64,0,0,0,,,,,0,0,12.26
12/09/2014,17:43:24,405.62,413.27,411.79,0,0,0,,,,,0,0,12.26
12/09/2014,17:48:24,407.92,414.14,412.67,0,0,0,,,,,0,0,12.26
12/09/2014,17:53:24,407.15,413.46,412.07,0,0,0,,,,,0,0,12.26
12/09/2014,17:58:24,408,414.87,413.24,0,0,0,,,,,0,0,12.26
12/09/2014,18:03:24,407.86,414.93,413.16,0,0,0,,,,,0,0,12.26
12/09/2014,18:08:24,407.22,414.21,412.56,0,0,0,,,,,0,0,12.26
12/09/2014,18:13:24,406.63,414.53,413.12,0,0,0,,,,,0,0,12.26
12/09/2014,18:18:24,408.29,415.5,413.82,0,0,0,,,,,0,0,12.26
12/09/2014,18:23:24,407.8,414.11,412.85,0,0,0,,,,,0,0,12.26
12/09/2014,18:28:24,407.7,415.63,413.83,0,0,0,,,,,0,0,12.26
12/09/2014,18:33:24,407.38,414.69,412.65,0,0,0,,,,,0,0,12.26
12/09/2014,18:38:24,408.2,414.9,413.29,0,0,0,,,,,0,0,12.26
12/09/2014,18:43:24,407.84,415.04,413.02,0,0,0,,,,,0,0,12.26
12/09/2014,18:48:24,408.58,415.21,414.53,0,0,0,,,,,0,0,12.26
12/09/2014,18:53:24,409.72,415.64,414.62,0,0,0,,,,,0,0,12.26
12/09/2014,18:58:24,409.57,415.59,414.54,0,0,0,,,,,0,0,12.26
12/09/2014,19:03:24,410.01,416.8,415.42,0,0,0,,,,,0,0,12.26
12/09/2014,19:08:24,409.7,416.24,414.89,0,0,0,,,,,0,0,12.26
12/09/2014,19:13:24,406.1,413.05,412.24,0,0,0,,,,,0,0,12.26
12/09/2014,19:18:24,406.87,413.7,411.52,0,0,0,,,,,0,0,12.26
12/09/2014,19:23:24,406.44,412.36,411.16,0,0,0,,,,,0,0,12.26
12/09/2014,19:28:24,406.18,412.13,411.08,0,0,0,,,,,0,0,12.26
12/09/2014,19:33:24,405.19,411.54,410.32,0,0,0,,,,,0,0,12.26
12/09/2014,19:38:24,404.02,409.54,409.37,0,0,0,,,,,0,0,12.26
12/09/2014,19:43:24,405.6,411.77,410.74,0,0,0,,,,,0,0,12.26
12/09/2014,19:48:24,405.18,411.64,410.6,0,0,0,,,,,0,0,12.26
12/09/2014,19:53:24,404.85,410.22,409.9,0,0,0,,,,,0,0,12.26
12/09/2014,19:58:24,405.96,412.28,411.18,0,0,0,,,,,0,0,12.26
12/09/2014,20:03:24,404.73,411.41,410.77,0,0,0,,,,,0,0,12.26
12/09/2014,20:08:24,407.33,412.67,412.13,0,0,0,,,,,0,0,12.26
12/09/2014,20:13:24,407.55,413.57,412.23,0,0,0,,,,,0,0,12.26
12/09/2014,20:18:24,407.15,413.05,411.81,0,0,0,,,,,0,0,12.26
12/09/2014,20:23:24,407.54,413.67,413.36,0,0,0,,,,,0,0,12.26
12/09/2014,20:28:24,408.06,413.89,412.81,0,0,0,,,,,0,0,12.26
12/09/2014,20:33:24,408.73,414.49,413.4,0,0,0,,,,,0,0,12.26
12/09/2014,20:38:24,406.03,411.66,410.78,0,0,0,,,,,0,0,12.26
12/09/2014,20:43:24,407.43,412.73,411.84,0,0,0,,,,,0,0,12.26
12/09/2014,20:48:24,406.49,411.76,411.86,0,0,0,,,,,0,0,12.26
12/09/2014,20:53:24,407.06,412.97,412.18,0,0,0,,,,,0,0,12.26
12/09/2014,20:58:24,408.12,412.98,412.77,0,0,0,,,,,0,0,12.26
12/09/2014,21:03:24,408.75,413.98,413.65,0,0,0,,,,,0,0,12.26
12/09/2014,21:08:24,407.89,413.13,412.51,0,0,0,,,,,0,0,12.26
12/09/2014,21:13:24,408,413.31,412.88,0,0,0,,,,,0,0,12.26
12/09/2014,21:18:24,408.97,413.85,413.39,0,0,0,,,,,0,0,12.26
12/09/2014,21:23:24,409.19,414.33,413.76,0,0,0,,,,,0,0,12.26
12/09/2014,21:28:24,408.51,413.7,412.53,0,0,0,,,,,0,0,12.26
12/09/2014,21:33:24,406.47,411.42,412.06,0,0,0,,,,,0,0,12.26
12/09/2014,21:38:24,406.7,411.94,411.32,0,0,0,,,,,0,0,12.26
12/09/2014,21:43:24,407.08,412.22,411.41,0,0,0,,,,,0,0,12.26
12/09/2014,21:48:24,407.47,412.59,412.02,0,0,0,,,,,0,0,12.26
12/09/2014,21:53:24,407.89,413.03,412.47,0,0,0,,,,,0,0,12.26
12/09/2014,21:58:24,407.8,413.42,412.78,0,0,0,,,,,0,0,12.26
12/09/2014,22:03:24,407.96,413.32,412.34,0,0,0,,,,,0,0,12.26
12/09/2014,22:08:24,407.59,413.27,412.4,0,0,0,,,,,0,0,12.26
12/09/2014,22:13:24,407.9,413.5,412.66,0,0,0,,,,,0,0,12.26
12/09/2014,22:18:24,407.48,413.26,413.38,0,0,0,,,,,0,0,12.26
12/09/2014,22:23:24,407.67,413.49,412.21,0,0,0,,,,,0,0,12.26
12/09/2014,22:28:24,408.17,413.39,412.57,0,0,0,,,,,0,0,12.26
12/09/2014,22:33:24,407.74,412.97,412.21,0,0,0,,,,,0,0,12.26
12/09/2014,22:38:24,408.09,413.68,413.46,0,0,0,,,,,0,0,12.26
12/09/2014,22:43:24,408.89,414.49,413.33,0,0,0,,,,,0,0,12.26
12/09/2014,22:48:24,409.37,415,413.86,0,0,0,,,,,0,0,12.26
12/09/2014,22:53:24,408.02,413.11,412.25,0,0,0,,,,,0,0,12.26
12/09/2014,22:58:24,407.17,412.56,412.66,0,0,0,,,,,0,0,12.26
12/09/2014,23:03:24,408.45,413.41,412.76,0,0,0,,,,,0,0,12.26
12/09/2014,23:08:24,408.48,413.77,412.93,0,0,0,,,,,0,0,12.26
12/09/2014,23:13:24,408.13,413.77,412.74,0,0,0,,,,,0,0,12.26
12/09/2014,23:18:24,408.25,413.7,413.69,0,0,0,,,,,0,0,12.26
12/09/2014,23:23:24,409.44,415.25,413.84,0,0,0,,,,,0,0,12.26
12/09/2014,23:28:24,409.5,414.78,413.6,0,0,0,,,,,0,0,12.26
12/09/2014,23:33:24,409.66,415.39,414.1,0,0,0,,,,,0,0,12.26
12/09/2014,23:38:24,409.16,415.02,414.55,0,0,0,,,,,0,0,12.26
12/09/2014,23:43:24,410.02,414.97,414.11,0,0,0,,,,,0,0,12.26
12/09/2014,23:48:24,410.28,415.95,414.6,0,0,0,,,,,0,0,12.26
12/09/2014,23:53:24,408.96,414.82,413.25,0,0,0,,,,,0,0,12.26
12/09/2014,23:58:24,408.56,413.54,412.67,0,0,0,,,,,0,0,12.26
13/09/2014,00:03:24,408.08,413.75,412.44,0,0,0,,,,,0,0,12.26
13/09/2014,00:08:24,408.8,414.37,413.05,0,0,0,,,,,0,0,12.26
13/09/2014,00:13:24,408.85,414.67,413.03,0,0,0,,,,,0,0,12.26
13/09/2014,00:18:24,408.6,414.26,412.63,0,0,0,,,,,0,0,12.26
13/09/2014,00:23:24,408.11,413.3,413.16,0,0,0,,,,,0,0,12.26
13/09/2014,00:28:24,408.59,414.4,412.95,0,0,0,,,,,0,0,12.26
13/09/2014,00:33:24,408.91,414.35,413.25,0,0,0,,,,,0,0,12.26
13/09/2014,00:38:24,408.49,413.88,412.46,0,0,0,,,,,0,0,12.26
13/09/2014,00:43:24,407.91,413.89,412.83,0,0,0,,,,,0,0,12.26
13/09/2014,00:48:24,408.97,414.28,413.16,0,0,0,,,,,0,0,12.26
13/09/2014,00:53:24,409.71,415.33,413.78,0,0,0,,,,,0,0,12.26
13/09/2014,00:58:24,409.31,413.66,412.4,0,0,0,,,,,0,0,12.26
13/09/2014,01:03:24,408.21,413.78,413.29,0,0,0,,,,,0,0,12.26
13/09/2014,01:08:24,409.49,415.18,413.97,0,0,0,,,,,0,0,12.26
13/09/2014,01:13:24,408.35,413.96,412.42,0,0,0,,,,,0,0,12.26
13/09/2014,01:18:24,407.78,413.4,412.17,0,0,0,,,,,0,0,12.26
13/09/2014,01:23:24,408.71,414.15,412.72,0,0,0,,,,,0,0,12.26
13/09/2014,01:28:24,408.94,414.52,412.97,0,0,0,,,,,0,0,12.26
13/09/2014,01:33:24,406.96,413.21,411.23,0,0,0,,,,,0,0,12.26
13/09/2014,01:38:24,406.36,411.52,410.05,0,0,0,,,,,0,0,12.26
13/09/2014,01:43:24,406.8,412.6,410.74,0,0,0,,,,,0,0,12.26
13/09/2014,01:48:24,406.35,412.22,410.66,0,0,0,,,,,0,0,12.26
13/09/2014,01:53:24,406.6,412.04,410.54,0,0,0,,,,,0,0,12.26
13/09/2014,01:58:24,406.29,412.54,410.53,0,0,0,,,,,0,0,12.26
13/09/2014,02:03:24,406,411.71,410.64,0,0,0,,,,,0,0,12.26
13/09/2014,02:08:24,406.36,412.19,410.83,0,0,0,,,,,0,0,12.26
13/09/2014,02:13:24,406.33,412.44,410.68,0,0,0,,,,,0,0,12.26
13/09/2014,02:18:24,406.95,412.26,410.76,0,0,0,,,,,0,0,12.26
13/09/2014,02:23:24,406.03,411.39,410.68,0,0,0,,,,,0,0,12.26
