Fecha de la Medida,Hora de la Medida,FASE   AB,FASE   BC,FASE   AC,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA AB [W],POTENCIA ACTIVA BC [W],POTENCIA ACTIVA C [W],,TOTAL    [kW]
12/02/2014,21:00:05,421.39,425.89,426.18,1.24,0,0,,,,,64.55,0.06455
12/02/2014,21:05:05,422.27,426.82,427.12,1.23,0,0,,,,,78.46,0.07846
12/02/2014,21:10:05,422.55,426.82,426.98,1.17,0,0,,,,,63.59,0.06359
12/02/2014,21:15:05,423.04,427.75,428.13,1.04,0,0,,,,,68.51,0.06851
12/02/2014,21:20:05,423.55,428.43,428.72,1.27,0,0,,,,,90.9,0.0909
12/02/2014,21:25:05,423.63,428.21,428.35,1.3,0,0,,,,,66.03,0.06603
12/02/2014,21:30:05,423.29,427.87,427.92,1.25,0,0,,,,,68.19,0.06819
12/02/2014,21:35:05,423.7,428.89,428.58,1.27,0,0,,,,,86.35,0.08635
12/02/2014,21:40:05,424.79,429.53,429.74,1.29,0,0,,,,,65.15,0.06515
12/02/2014,21:45:05,424.81,429.82,429.72,1.22,0,0,,,,,73.44,0.07344
12/02/2014,21:50:05,425.84,430.56,430.46,1.31,0,0,,,,,72.33,0.07233
12/02/2014,21:55:05,422.09,427.12,427.06,1.12,0,0,,,,,62.53,0.06253
12/02/2014,22:00:05,422.87,427.43,427.48,1.23,0,0,,,,,73.96,0.07396
12/02/2014,22:05:05,423.12,427.75,427.44,0.99,0,0,,,,,55.72,0.05572
12/02/2014,22:10:05,423.84,428.53,428.35,1.03,0,0,,,,,62.6,0.0626
12/02/2014,22:15:05,422.52,427.43,427.29,1,0,0,,,,,59.5,0.0595
12/02/2014,22:20:05,422.6,426.73,427.08,1.03,0,0,,,,,56.6,0.0566
12/02/2014,22:25:05,423.84,428.39,428.07,1.06,0,0,,,,,66.1,0.0661
12/02/2014,22:30:05,423.11,428.44,427.42,0.97,0,0,,,,,59.68,0.05968
12/02/2014,22:35:05,423.76,428.5,428.24,1.04,0,0,,,,,74.85,0.07485
12/02/2014,22:40:05,423.91,428.88,428.71,1,0,0,,,,,68.53,0.06853
12/02/2014,22:45:05,424.39,429.08,428.81,1.05,0,0,,,,,82.88,0.08288
12/02/2014,22:50:05,424.41,429.6,429.15,1.29,0,0,,,,,95.68,0.09568
12/02/2014,22:55:05,424.02,429.25,428.54,1.2,0,0,,,,,76.52,0.07652
12/02/2014,23:00:05,424.97,429.73,429.25,1.34,0,0,,,,,74.12,0.07412
12/02/2014,23:05:05,424.88,429.83,429.68,1.39,0,0,,,,,82.43,0.08243
12/02/2014,23:10:05,424.48,429.05,429.33,1.21,0,0,,,,,68.08,0.06808
12/02/2014,23:15:05,424.19,429.07,429.06,0,0,0,,,,,0,0
12/02/2014,23:20:05,421.64,426.16,425.75,0,0,0,,,,,0,0
12/02/2014,23:25:05,426.98,431.53,430.82,0,0,0,,,,,0,0
12/02/2014,23:30:05,426.87,431.79,431.51,0,0,0,,,,,0,0
12/02/2014,23:35:05,427.47,432.04,432.07,0,0,0,,,,,0,0
12/02/2014,23:40:05,423.03,427.81,427.43,0,0,0,,,,,0,0
12/02/2014,23:45:05,426.3,431.28,431.19,0,0,0,,,,,0,0
12/02/2014,23:50:05,427.05,431.82,431.42,0,0,0,,,,,0,0
12/02/2014,23:55:05,427.94,432.76,432.37,0,0,0,,,,,0,0
13/02/2014,00:00:05,427.57,432.68,432.31,0,0,0,,,,,0,0
13/02/2014,00:05:05,422.89,427.83,427.29,0,0,0,,,,,0,0
13/02/2014,00:10:05,423.1,428.15,427.84,0,0,0,,,,,0,0
13/02/2014,00:15:05,423.06,428.02,427.53,0,0,0,,,,,0,0
13/02/2014,00:20:05,423.31,428.06,427.57,0,0,0,,,,,0,0
13/02/2014,00:25:05,423.63,428.58,428.23,0,0,0,,,,,0,0
13/02/2014,00:30:05,423.27,427.97,427.7,0,0,0,,,,,0,0
13/02/2014,00:35:05,422.81,427.68,427.36,0,0,0,,,,,0,0
13/02/2014,00:40:05,423.83,428.29,428.12,0,0,0,,,,,0,0
13/02/2014,00:45:05,423.58,428.7,428.05,0,0,0,,,,,0,0
13/02/2014,00:50:05,423.74,428.64,428.19,0,0,0,,,,,0,0
13/02/2014,00:55:05,424.47,429.33,428.2,0,0,0,,,,,0,0
13/02/2014,01:00:05,424.08,429.23,428.83,0,0,0,,,,,0,0
13/02/2014,01:05:05,424.33,428.97,429.08,0,0,0,,,,,0,0
13/02/2014,01:10:05,424.43,429.69,428.94,0,0,0,,,,,0,0
13/02/2014,01:15:05,425.2,429.77,429.2,0,0,0,,,,,0,0
13/02/2014,01:20:05,425.16,430.32,429.34,0,0,0,,,,,0,0
13/02/2014,01:25:05,424.85,429.65,429.34,0,0,0,,,,,0,0
13/02/2014,01:30:05,425.12,430.09,429.22,0,0,0,,,,,0,0
13/02/2014,01:35:05,424.68,429.47,429.02,0,0,0,,,,,0,0
13/02/2014,01:40:05,424.9,429.66,429.26,0,0,0,,,,,0,0
13/02/2014,01:45:05,425.01,429.52,428.68,0,0,0,,,,,0,0
13/02/2014,01:50:05,424.65,429.51,429.5,0,0,0,,,,,0,0
13/02/2014,01:55:05,424.68,429.87,429.46,0,0,0,,,,,0,0
13/02/2014,02:00:05,425.21,430.31,429.98,0,0,0,,,,,0,0
13/02/2014,02:05:05,425.69,430.79,429.84,0,0,0,,,,,0,0
13/02/2014,02:10:05,425.51,430.6,429.51,0,0,0,,,,,0,0
13/02/2014,02:15:05,425.11,430.57,429.76,0,0,0,,,,,0,0
13/02/2014,02:20:05,425.04,430.38,429.69,0,0,0,,,,,0,0
13/02/2014,02:25:05,425.01,430.16,429.51,0,0,0,,,,,0,0
13/02/2014,02:30:05,424.87,430.27,429.65,0,0,0,,,,,0,0
13/02/2014,02:35:05,424.83,429.51,428.58,0,0,0,,,,,0,0
13/02/2014,02:40:05,424.97,429.99,429.21,0,0,0,,,,,0,0
13/02/2014,02:45:05,425.2,430.2,429.21,0,0,0,,,,,0,0
13/02/2014,02:50:05,425.54,430.63,429.62,0,0,0,,,,,0,0
13/02/2014,02:55:05,425.04,430.04,429.5,0,0,0,,,,,0,0
13/02/2014,03:00:05,425.97,430.62,430.26,0,0,0,,,,,0,0
13/02/2014,03:05:05,425.91,430.83,430.03,0,0,0,,,,,0,0
13/02/2014,03:10:05,425.56,430.63,429.98,0,0,0,,,,,0,0
13/02/2014,03:15:05,425.07,430.78,429.74,0,0,0,,,,,0,0
13/02/2014,03:20:05,424.7,429.77,429.28,0,0,0,,,,,0,0
13/02/2014,03:25:05,425.53,430.52,430.04,0,0,0,,,,,0,0
13/02/2014,03:30:05,425.54,430.63,429.57,0,0,0,,,,,0,0
13/02/2014,03:35:05,425.63,430.46,430.22,0,0,0,,,,,0,0
13/02/2014,03:40:05,425.24,430.71,429.88,0,0,0,,,,,0,0
13/02/2014,03:45:05,425.44,430.64,429.88,0,0,0,,,,,0,0
13/02/2014,03:50:05,425.93,430.95,430.51,0,0,0,,,,,0,0
13/02/2014,03:55:05,425.33,430.17,429.28,0,0,0,,,,,0,0
13/02/2014,04:00:05,425.52,430.88,430.1,0,0,0,,,,,0,0
13/02/2014,04:05:05,425.23,430.58,429.74,0,0,0,,,,,0,0
13/02/2014,04:10:05,425.58,430.65,430.09,0,0,0,,,,,0,0
13/02/2014,04:15:05,425.8,430.69,430.21,0,0,0,,,,,0,0
13/02/2014,04:20:05,425.23,430.21,429.88,0,0,0,,,,,0,0
13/02/2014,04:25:05,424.88,430.21,429.49,0,0,0,,,,,0,0
13/02/2014,04:30:05,425,430.32,429.54,0,0,0,,,,,0,0
13/02/2014,04:35:05,425.22,430.53,429.65,0,0,0,,,,,0,0
13/02/2014,04:40:05,425.19,430.39,429.96,0,0,0,,,,,0,0
13/02/2014,04:45:05,424.64,429.99,429.56,0,0,0,,,,,0,0
13/02/2014,04:50:05,425.34,430.77,429.83,0,0,0,,,,,0,0
13/02/2014,04:55:05,425.21,430.34,430.1,0,0,0,,,,,0,0
13/02/2014,05:00:05,424.98,429.67,429.56,0,0,0,,,,,0,0
13/02/2014,05:05:05,425.26,430.57,429.83,0,0,0,,,,,0,0
13/02/2014,05:10:05,424.98,429.97,429.7,0,0,0,,,,,0,0
13/02/2014,05:15:05,424.9,429.87,429.67,0,0,0,,,,,0,0
13/02/2014,05:20:05,424.64,429.67,429.1,0,0,0,,,,,0,0
13/02/2014,05:25:05,424.27,429.55,428.84,0,0,0,,,,,0,0
13/02/2014,05:30:05,424.38,429.3,428.78,0,0,0,,,,,0,0
13/02/2014,05:35:05,423.36,428.54,427.76,0,0,0,,,,,0,0
13/02/2014,05:40:05,423.06,427.81,427.3,0,0,0,,,,,0,0
13/02/2014,05:45:05,423.05,427.89,427.22,0,0,0,,,,,0,0
13/02/2014,05:50:05,423.72,428.31,427.67,0,0,0,,,,,0,0
13/02/2014,05:55:05,423.43,428.45,428.18,0,0,0,,,,,0,0
13/02/2014,06:00:05,427.47,432.52,432.43,0,0,0,,,,,0,0
13/02/2014,06:05:05,426.33,430.99,431.18,0,0,0,,,,,0,0
13/02/2014,06:10:05,424.42,428.54,427.72,0,0,0,,,,,0,0
13/02/2014,06:15:05,423.74,428.6,427.98,0,0,0,,,,,0,0
13/02/2014,06:20:05,423.62,428.13,427.53,0,0,0,,,,,0,0
13/02/2014,06:25:05,425.45,430.17,428.85,0,0,0,,,,,0,0
13/02/2014,06:30:05,424.11,429.11,428.65,0,0,0,,,,,0,0
13/02/2014,06:35:05,423.51,428.52,427.63,0,0,0,,,,,0,0
13/02/2014,06:40:05,423.49,428.15,428,0,0,0,,,,,0,0
13/02/2014,06:45:05,422.87,427.29,427.23,0,0,0,,,,,0,0
13/02/2014,06:50:05,423.25,428.07,427.69,0,0,0,,,,,0,0
13/02/2014,06:55:05,423.95,429.08,428.04,0,0,0,,,,,0,0
13/02/2014,07:00:05,425.28,430.25,430,0,0,0,,,,,0,0
13/02/2014,07:05:05,422.28,427.31,426.52,0,0,0,,,,,0,0
13/02/2014,07:10:05,422.28,428.09,427.01,0,0,0,,,,,0,0
13/02/2014,07:15:05,421.9,427.02,426.38,0,0,0,,,,,0,0
13/02/2014,07:20:05,421.81,427.11,426.49,0,0,0,,,,,0,0
13/02/2014,07:25:05,423.39,428.43,427.92,0,0,0,,,,,0,0
13/02/2014,07:30:05,426.71,432.2,431.46,0,0,0,,,,,0,0
13/02/2014,07:35:05,422.17,427.99,426.63,0,0,0,,,,,0,0
13/02/2014,07:40:05,426.29,431.61,430.88,0,0,0,,,,,0,0
13/02/2014,07:45:05,421.28,426.06,425.18,0,0,0,,,,,0,0
13/02/2014,07:50:05,427.91,433.11,432.75,1.27,0,0,,,,,303.42,0.30342
13/02/2014,07:55:05,426.81,432.24,430.84,1.49,1.14,1.06,,,,,284.83,0.28483
13/02/2014,08:00:05,426.9,432.16,431.12,2.2,1.83,1.74,,,,,563.54,0.56354
13/02/2014,08:05:05,430.01,435.48,434.43,3.35,2.85,2.75,,,,,994.23,0.99423
13/02/2014,08:10:05,426.51,431.77,430.59,3.92,3.58,3.42,,,,,1205.88,1.20588
13/02/2014,08:15:05,427.34,432.36,431.27,4.56,4.26,4.05,,,,,1432.84,1.43284
13/02/2014,08:20:05,429.13,434.2,432.87,5.37,4.98,4.78,,,,,1741.42,1.74142
13/02/2014,08:25:05,428.27,433.1,431.55,5.59,5.21,5.03,,,,,1830.54,1.83054
13/02/2014,08:30:05,427.34,432.89,431.15,5.67,5.34,5.14,,,,,1847.46,1.84746
13/02/2014,08:35:05,432.13,437.25,436.45,5.81,5.48,5.28,,,,,1904.96,1.90496
13/02/2014,08:40:05,431.75,436.92,436.27,5.81,5.45,5.23,,,,,1911.01,1.91101
13/02/2014,08:45:05,430.35,436.09,435.18,5.91,5.57,5.36,,,,,1935.79,1.93579
13/02/2014,08:50:05,431.15,436.37,435.09,6.17,5.84,5.6,,,,,2021.48,2.02148
13/02/2014,08:55:05,430.49,435.93,434.97,6.27,5.92,5.71,,,,,2074.51,2.07451
13/02/2014,09:00:05,431.21,436.5,435.43,6.19,5.93,5.71,,,,,2066.74,2.06674
13/02/2014,09:05:05,430.52,436.9,435.59,6.32,6.11,5.85,,,,,2101.04,2.10104
13/02/2014,09:10:05,430.87,437.02,435.81,6.15,6.04,5.82,,,,,2160.42,2.16042
13/02/2014,09:15:05,431.4,437.07,435.83,6.29,6.35,6.12,,,,,2263.26,2.26326
13/02/2014,09:20:05,431.77,437.36,436.37,6.26,6.29,6.1,,,,,2270.1,2.2701
13/02/2014,09:25:05,431.45,437.11,436.01,6.43,6.38,6.17,,,,,2309.27,2.30927
13/02/2014,09:30:05,430.57,436.58,435.44,6.37,6.51,6.29,,,,,2356.11,2.35611
13/02/2014,09:35:05,430.83,436.49,435.71,6.35,6.44,6.22,,,,,2302.67,2.30267
13/02/2014,09:40:05,431.37,436.07,435.33,6.49,6.5,6.43,,,,,2420.04,2.42004
13/02/2014,09:45:05,431,436.3,435.78,6.46,6.63,6.46,,,,,2414.67,2.41467
13/02/2014,09:50:05,430.36,435.48,434.78,6.66,6.85,6.66,,,,,2499.51,2.49951
13/02/2014,09:55:05,429.46,434.96,433.46,6.64,6.85,6.63,,,,,2476.67,2.47667
13/02/2014,10:00:05,428.31,434.01,432.89,6.52,6.76,6.55,,,,,2453.62,2.45362
13/02/2014,10:05:05,432.5,437.51,436.92,6.66,6.94,6.72,,,,,2548.99,2.54899
13/02/2014,10:10:05,431.76,436.98,436,6.57,6.88,6.65,,,,,2527.74,2.52774
13/02/2014,10:15:05,433.77,439.42,438.36,6.59,6.84,6.66,,,,,2519.06,2.51906
13/02/2014,10:20:05,431.94,436.69,436.96,6.63,6.89,6.68,,,,,2487.77,2.48777
13/02/2014,10:25:05,428.28,433.88,433.16,6.67,6.92,6.69,,,,,2477.29,2.47729
13/02/2014,10:30:05,427.72,432.19,431.68,6.73,6.92,6.73,,,,,2499.54,2.49954
13/02/2014,10:35:05,431.48,436.46,436,6.7,6.88,6.67,,,,,2481.07,2.48107
13/02/2014,10:40:05,431,435.9,435.51,6.6,6.81,6.61,,,,,2459.11,2.45911
13/02/2014,10:45:05,431.19,436.43,435.47,6.66,6.82,6.6,,,,,2483.11,2.48311
13/02/2014,10:50:05,429.93,435.21,434.8,6.53,6.72,6.49,,,,,2414.18,2.41418
13/02/2014,10:55:05,430.05,435.85,435.01,6.42,6.58,6.39,,,,,2411.45,2.41145
13/02/2014,11:00:05,429.6,434.93,434.39,6.39,6.64,6.43,,,,,2422.93,2.42293
13/02/2014,11:05:05,430.76,436.28,435.22,6.66,6.87,6.66,,,,,2520.63,2.52063
13/02/2014,11:10:05,430.42,435.73,434.74,6.56,6.94,6.69,,,,,2500.42,2.50042
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,435.46,441.07,440.92,7.16,7.4,7.2,0,0,0,0,"2,787.57",2.79
,,0,0,0,0,0,0,0,0,0,0,-59.84,-0.06
,,424.71,429.62,429.17,2.13,1.64,1.57,#¡DIV/0!,#¡DIV/0!,#¡DIV/0!,#¡DIV/0!,624.58,0.62
