Fecha de la Medida,Hora de la Medida,FASE   AB,FASE   BC,FASE   AC,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA AB [W],POTENCIA ACTIVA BC [W],POTENCIA ACTIVA C [W],,TOTAL    [kW]
11/02/2014,19:15:05,424.38,428.22,428.66,1.71,0,0,,,,,105.27,0.10527
11/02/2014,19:20:05,424.56,428.19,429.03,1.36,0,0,,,,,79.89,0.07989
11/02/2014,19:25:05,424.49,428.24,428.93,1.43,0,0,,,,,95.01,0.09501
11/02/2014,19:30:05,424.99,428.68,430.03,1.48,0,0,,,,,90.49,0.09049
11/02/2014,19:35:05,424.18,427.97,428.74,1.47,0,0,,,,,97.01,0.09701
11/02/2014,19:40:05,425.44,428.68,429.88,1.54,0,0,,,,,96.44,0.09644
11/02/2014,19:45:05,425.69,428.9,430.04,1.63,0,0,,,,,94.17,0.09417
11/02/2014,19:50:05,426.83,430.39,431.52,1.56,0,0,,,,,94.65,0.09465
11/02/2014,19:55:05,427.35,431.1,431.91,1.25,0,0,,,,,80.08,0.08008
11/02/2014,20:00:05,423.04,426.32,427.43,1.27,0,0,,,,,82.08,0.08208
11/02/2014,20:05:05,423.92,427.06,428.05,1.47,0,0,,,,,81.22,0.08122
11/02/2014,20:10:05,423.68,427.65,428.1,1.44,0,0,,,,,82.65,0.08265
11/02/2014,20:15:05,425.03,428.76,429.11,1.27,0,0,,,,,69.11,0.06911
11/02/2014,20:20:05,424.91,428.44,429.22,1.29,0,0,,,,,76.58,0.07658
11/02/2014,20:25:05,425.02,428.85,429.75,1.35,0,0,,,,,81.54,0.08154
11/02/2014,20:30:05,425.72,429.32,429.85,1.17,0,0,,,,,73.64,0.07364
11/02/2014,20:35:05,426.14,429.88,430.33,1.2,0,0,,,,,75.92,0.07592
11/02/2014,20:40:05,426.8,430.26,431.29,0.99,0,0,,,,,66.09,0.06609
11/02/2014,20:45:05,427.81,431.59,432.32,1.05,0,0,,,,,70.94,0.07094
11/02/2014,20:50:05,425.86,429.49,430.16,0,0,0,,,,,0,0
11/02/2014,20:55:05,426.81,430.37,430.74,0,0,0,,,,,0,0
11/02/2014,21:00:05,427.5,431.57,431.95,0,0,0,,,,,0,0
11/02/2014,21:05:05,427.91,431.59,431.95,0,0,0,,,,,0,0
11/02/2014,21:10:05,428.04,431.78,432.63,0,0,0,,,,,0,0
11/02/2014,21:15:05,423.18,427.53,427.79,0,0,0,,,,,0,0
11/02/2014,21:20:05,423.51,427.32,427.74,0,0,0,,,,,0,0
11/02/2014,21:25:05,424.63,428.66,428.82,0,0,0,,,,,0,0
11/02/2014,21:30:05,424.26,428.52,428.47,0,0,0,,,,,0,0
11/02/2014,21:35:05,422.54,426.38,426.56,0,0,0,,,,,0,0
11/02/2014,21:40:05,427.08,431.06,431.49,0,0,0,,,,,0,0
11/02/2014,21:45:05,423.68,427.64,428.4,0,0,0,,,,,0,0
11/02/2014,21:50:05,424.11,428.28,428.54,0,0,0,,,,,0,0
11/02/2014,21:55:05,424.31,427.96,428.67,1.09,0,0,,,,,74.73,0.07473
11/02/2014,22:00:05,423.49,427.95,427.62,1.09,0,0,,,,,76.09,0.07609
11/02/2014,22:05:05,424.94,428.66,429.06,1.08,0,0,,,,,73.37,0.07337
11/02/2014,22:10:05,423.35,426.85,427.65,1.17,0,0,,,,,77.34,0.07734
11/02/2014,22:15:05,423.76,427.66,427.95,1.23,0,0,,,,,69.68,0.06968
11/02/2014,22:20:05,424.01,428.03,428.11,0.95,0,0,,,,,70.27,0.07027
11/02/2014,22:25:05,424.76,428.63,428.88,1.01,0,0,,,,,69.29,0.06929
11/02/2014,22:30:05,423.57,427.5,428.34,0,0,0,,,,,0,0
11/02/2014,22:35:05,424.67,429,429.42,0,0,0,,,,,0,0
11/02/2014,22:40:05,424.55,428.94,428.96,0,0,0,,,,,0,0
11/02/2014,22:45:05,424.49,428.62,428.77,0,0,0,,,,,0,0
11/02/2014,22:50:05,425.3,429.29,429.29,0,0,0,,,,,0,0
11/02/2014,22:55:05,425.84,430.26,430.2,0,0,0,,,,,0,0
11/02/2014,23:00:05,425.85,430.58,430.28,0,0,0,,,,,0,0
11/02/2014,23:05:05,426.12,430.3,430.41,0,0,0,,,,,0,0
11/02/2014,23:10:05,425.33,429.86,429.41,0,0,0,,,,,0,0
11/02/2014,23:15:05,425.9,430.13,430.07,0,0,0,,,,,0,0
11/02/2014,23:20:05,423.47,427.63,427.45,0,0,0,,,,,0,0
11/02/2014,23:25:05,424.62,429.22,429.15,0,0,0,,,,,0,0
11/02/2014,23:30:05,424.2,429.15,428.72,0,0,0,,,,,0,0
11/02/2014,23:35:05,424.27,428.85,428.41,0,0,0,,,,,0,0
11/02/2014,23:40:05,423.52,428.15,428.24,0,0,0,,,,,0,0
11/02/2014,23:45:05,424.36,428.75,428.58,0,0,0,,,,,0,0
11/02/2014,23:50:05,424.65,429.22,429.16,0,0,0,,,,,0,0
11/02/2014,23:55:05,424.45,429.46,429.72,0,0,0,,,,,0,0
12/02/2014,00:00:05,425.09,429.76,429.3,0,0,0,,,,,0,0
12/02/2014,00:05:05,424.62,428.96,429.29,0,0,0,,,,,0,0
12/02/2014,00:10:05,424.52,428.82,428.52,0,0,0,,,,,0,0
12/02/2014,00:15:05,424.81,429.08,429.11,0,0,0,,,,,0,0
12/02/2014,00:20:05,425.37,429.84,429.31,0,0,0,,,,,0,0
12/02/2014,00:25:05,425.77,429.91,429.87,0,0,0,,,,,0,0
12/02/2014,00:30:05,424.86,429.21,429.34,0,0,0,,,,,0,0
12/02/2014,00:35:05,424.9,429.11,429,0,0,0,,,,,0,0
12/02/2014,00:40:05,424.19,428.62,428.05,0,0,0,,,,,0,0
12/02/2014,00:45:05,424.48,429.47,428.92,0,0,0,,,,,0,0
12/02/2014,00:50:05,424.5,429.5,429.31,0,0,0,,,,,0,0
12/02/2014,00:55:05,424.89,429.8,429.75,0,0,0,,,,,0,0
12/02/2014,01:00:05,425.63,430.3,429.98,0,0,0,,,,,0,0
12/02/2014,01:05:05,425.72,430.4,430.35,0,0,0,,,,,0,0
12/02/2014,01:10:05,426.08,430.91,430.68,0,0,0,,,,,0,0
12/02/2014,01:15:05,425.96,430.42,430.64,0,0,0,,,,,0,0
12/02/2014,01:20:05,426.98,431.65,431.12,0,0,0,,,,,0,0
12/02/2014,01:25:05,426.5,431.62,431.11,0,0,0,,,,,0,0
12/02/2014,01:30:05,426.7,431.08,431.14,0,0,0,,,,,0,0
12/02/2014,01:35:05,426.22,430.89,430.61,0,0,0,,,,,0,0
12/02/2014,01:40:05,425.61,430.17,429.69,0,0,0,,,,,0,0
12/02/2014,01:45:05,425.65,430.68,429.89,0,0,0,,,,,0,0
12/02/2014,01:50:05,425.45,430.07,429.69,0,0,0,,,,,0,0
12/02/2014,01:55:05,426.33,430.68,430.66,0,0,0,,,,,0,0
12/02/2014,02:00:05,426.18,430.88,430.87,0,0,0,,,,,0,0
12/02/2014,02:05:05,426.2,431.4,431.22,0,0,0,,,,,0,0
12/02/2014,02:10:05,425.83,430.54,430.12,0,0,0,,,,,0,0
12/02/2014,02:15:05,427.09,431.82,431.39,0,0,0,,,,,0,0
12/02/2014,02:20:05,426.22,430.6,430.9,0,0,0,,,,,0,0
12/02/2014,02:25:05,425.79,430.49,430.52,0,0,0,,,,,0,0
12/02/2014,02:30:05,425.61,430.22,430.11,0,0,0,,,,,0,0
12/02/2014,02:35:05,425.83,430.32,430.63,0,0,0,,,,,0,0
12/02/2014,02:40:05,425.41,430,430.1,0,0,0,,,,,0,0
12/02/2014,02:45:05,425.66,430.27,430.29,0,0,0,,,,,0,0
12/02/2014,02:50:05,426.48,431.33,431.38,0,0,0,,,,,0,0
12/02/2014,02:55:05,426.54,430.97,431.04,0,0,0,,,,,0,0
12/02/2014,03:00:05,425.64,430.39,429.93,0,0,0,,,,,0,0
12/02/2014,03:05:05,426.47,430.99,430.89,0,0,0,,,,,0,0
12/02/2014,03:10:05,426.53,431.29,431.13,0,0,0,,,,,0,0
12/02/2014,03:15:05,426.6,431.32,431.07,0,0,0,,,,,0,0
12/02/2014,03:20:05,425.98,430.67,430.76,0,0,0,,,,,0,0
12/02/2014,03:25:05,426.18,430.61,430.48,0,0,0,,,,,0,0
12/02/2014,03:30:05,426.11,430.53,430.56,0,0,0,,,,,0,0
12/02/2014,03:35:05,426.08,430.56,430.62,0,0,0,,,,,0,0
12/02/2014,03:40:05,426.62,431.05,430.7,0,0,0,,,,,0,0
12/02/2014,03:45:05,426.38,431.28,431.44,0,0,0,,,,,0,0
12/02/2014,03:50:05,425.81,430.69,430.63,0,0,0,,,,,0,0
12/02/2014,03:55:05,425.98,430.56,430.52,0,0,0,,,,,0,0
12/02/2014,04:00:05,426.31,430.93,430.95,0,0,0,,,,,0,0
12/02/2014,04:05:05,426.56,430.92,431.11,0,0,0,,,,,0,0
12/02/2014,04:10:05,426.55,430.96,431.24,0,0,0,,,,,0,0
12/02/2014,04:15:05,426.19,430.92,431.2,0,0,0,,,,,0,0
12/02/2014,04:20:05,425.95,430.45,430.24,0,0,0,,,,,0,0
12/02/2014,04:25:05,425.46,430.06,430.1,0,0,0,,,,,0,0
12/02/2014,04:30:05,425.88,430.34,430.39,0,0,0,,,,,0,0
12/02/2014,04:35:05,426.26,430.75,430.95,0,0,0,,,,,0,0
12/02/2014,04:40:05,425.93,430.47,430.29,0,0,0,,,,,0,0
12/02/2014,04:45:05,424.86,429.99,429.61,0,0,0,,,,,0,0
12/02/2014,04:50:05,424.23,428.88,429.15,0,0,0,,,,,0,0
12/02/2014,04:55:05,425,430.02,429.36,0,0,0,,,,,0,0
12/02/2014,05:00:05,424.71,429.63,429.52,0,0,0,,,,,0,0
12/02/2014,05:05:05,425.11,429.48,429.76,0,0,0,,,,,0,0
12/02/2014,05:10:05,424.87,429.62,429.4,0,0,0,,,,,0,0
12/02/2014,05:15:05,424.18,428.74,428.79,0,0,0,,,,,0,0
12/02/2014,05:20:05,424.81,429.25,429.29,0,0,0,,,,,0,0
12/02/2014,05:25:05,424.47,428.81,429.19,0,0,0,,,,,0,0
12/02/2014,05:30:05,426.34,430.63,430.34,0,0,0,,,,,0,0
12/02/2014,05:35:05,423.79,428.01,428.3,0,0,0,,,,,0,0
12/02/2014,05:40:05,424.16,427.89,428.12,0,0,0,,,,,0,0
12/02/2014,05:45:05,424.41,429.03,429.13,0,0,0,,,,,0,0
12/02/2014,05:50:05,423.1,427.9,427.67,0,0,0,,,,,0,0
12/02/2014,05:55:05,425.11,429.61,429.34,0,0,0,,,,,0,0
12/02/2014,06:00:05,423.08,428.02,427.92,0,0,0,,,,,0,0
12/02/2014,06:05:05,423.83,427.58,427.38,0,0,0,,,,,0,0
12/02/2014,06:10:05,428.04,432.32,431.97,0,0,0,,,,,0,0
12/02/2014,06:15:05,426.57,430.7,430.8,0,0,0,,,,,0,0
12/02/2014,06:20:05,427.65,431.71,431.98,0,0,0,,,,,0,0
12/02/2014,06:25:05,422.11,426.51,426.97,0,0,0,,,,,0,0
12/02/2014,06:30:05,425.64,430.47,430.57,0,0,0,,,,,0,0
12/02/2014,06:35:05,424.91,429.54,429.8,0,0,0,,,,,0,0
12/02/2014,06:40:05,425.93,430.52,431.15,0,0,0,,,,,0,0
12/02/2014,06:45:05,424.04,428.4,428.52,0,0,0,,,,,0,0
12/02/2014,06:50:05,425.84,430.05,430.81,0,0,0,,,,,0,0
12/02/2014,06:55:05,425.23,429.87,430.09,0,0,0,,,,,0,0
12/02/2014,07:00:05,425.32,429.78,429.34,0,0,0,,,,,0,0
12/02/2014,07:05:05,423.85,428.64,428.42,0,0,0,,,,,0,0
12/02/2014,07:10:05,424.86,429.63,428.95,0,0,0,,,,,0,0
12/02/2014,07:15:05,424.12,428.31,428.13,0,0,0,,,,,0,0
12/02/2014,07:20:05,422.41,427.57,426.91,0,0,0,,,,,0,0
12/02/2014,07:25:05,422.09,427.35,426.55,0,0,0,,,,,0,0
12/02/2014,07:30:05,421.61,427.41,426.69,0,0,0,,,,,0,0
12/02/2014,07:35:05,422.57,427.68,426.64,0,0,0,,,,,0,0
12/02/2014,07:40:05,424.43,429.15,428.08,0,0,0,,,,,0,0
12/02/2014,07:45:05,422.82,428.6,427.64,0,0,0,,,,,0,0
12/02/2014,07:50:05,422.58,428.46,427.63,1.07,0,0,,,,,227.06,0.22706
12/02/2014,07:55:05,422.32,428.26,427.7,1.26,0,0,,,,,331.03,0.33103
12/02/2014,08:00:05,423.46,428.48,428.11,1.73,1.4,1.3,,,,,402.95,0.40295
12/02/2014,08:05:05,424.21,429.27,428.29,2.93,2.54,2.46,,,,,833.92,0.83392
12/02/2014,08:10:05,430.04,435.58,434.83,3.36,2.95,2.84,,,,,986.09,0.98609
12/02/2014,08:15:05,425.44,430.88,430.31,4.27,3.99,3.78,,,,,1316.92,1.31692
12/02/2014,08:20:05,426.56,431.67,430.62,4.9,4.55,4.34,,,,,1564.42,1.56442
12/02/2014,08:25:05,426.73,431.5,431.37,5.29,4.97,4.77,,,,,1692.79,1.69279
12/02/2014,08:30:05,425.15,430.19,429.78,5.33,5.06,4.82,,,,,1713.33,1.71333
12/02/2014,08:35:05,427.72,433.89,432.78,5.29,5.13,4.92,,,,,1806.88,1.80688
12/02/2014,08:40:05,427.04,432.45,432.3,5.61,5.35,5.16,,,,,1842.67,1.84267
12/02/2014,08:45:05,426.22,432.08,431.33,5.7,5.59,5.32,,,,,1942.25,1.94225
12/02/2014,08:50:05,426.5,432.32,431.26,6.06,5.86,5.62,,,,,1999.99,1.99999
12/02/2014,08:55:05,428.02,432.77,432.29,6.18,6.01,5.79,,,,,2058.4,2.0584
12/02/2014,09:00:05,431.72,437.85,436.6,6.19,5.91,5.67,,,,,2050.8,2.0508
12/02/2014,09:05:05,431.07,437.27,435.98,6.03,5.99,5.77,,,,,2155.2,2.1552
12/02/2014,09:10:05,429.69,435.27,434.35,5.94,5.95,5.71,,,,,2116.49,2.11649
12/02/2014,09:15:05,430.35,436.16,435.32,5.81,5.88,5.66,,,,,2114.41,2.11441
12/02/2014,09:20:05,429,434.67,433.57,5.88,5.97,5.78,,,,,2177.64,2.17764
12/02/2014,09:25:05,428.21,434.16,433.62,5.82,5.99,5.74,,,,,2167.82,2.16782
12/02/2014,09:30:05,428.67,434.68,433.72,5.77,5.92,5.74,,,,,2160.64,2.16064
12/02/2014,09:35:05,429.14,434.64,433.95,5.61,5.8,5.58,,,,,2094.05,2.09405
12/02/2014,09:40:05,430.38,436.23,435.16,5.77,5.91,5.71,,,,,2177.43,2.17743
12/02/2014,09:45:05,430.31,436.28,435.65,5.74,5.96,5.75,,,,,2165.36,2.16536
12/02/2014,09:50:05,429.88,435.93,434.4,5.59,5.84,5.6,,,,,2119.2,2.1192
12/02/2014,09:55:05,429.09,434.93,433.66,5.66,5.81,5.59,,,,,2124.71,2.12471
12/02/2014,10:00:05,429.27,434.71,433.81,5.64,5.92,5.7,,,,,2117.42,2.11742
12/02/2014,10:05:05,428.78,434.9,433.66,5.69,5.97,5.72,,,,,2151.11,2.15111
12/02/2014,10:10:05,428.23,433.71,433.55,6.06,6.26,6.06,,,,,2314.31,2.31431
12/02/2014,10:15:05,427.93,434.17,432.91,5.54,5.72,5.5,,,,,2099.77,2.09977
12/02/2014,10:20:05,427.89,433.48,432.14,5.79,5.98,5.78,,,,,2209.8,2.2098
12/02/2014,10:25:05,427.01,432.85,431.48,5.7,5.92,5.74,,,,,2145.71,2.14571
12/02/2014,10:30:05,424.77,430.62,429.57,4.98,5.25,5.02,,,,,1862.36,1.86236
12/02/2014,10:35:05,425.9,431.98,430.93,5.41,5.61,5.37,,,,,2033.14,2.03314
12/02/2014,10:40:05,426.83,432.86,431.86,4.77,4.98,4.79,,,,,1809,1.809
12/02/2014,10:45:05,426.24,432.32,431.51,5.25,5.48,5.25,,,,,1973.56,1.97356
12/02/2014,10:50:05,425.4,430.37,430.96,4.81,5.13,4.95,,0,0,0,1706.31,1.70631
12/02/2014,10:55:05,428.32,434.26,432.62,5.44,5.66,5.45,,0,0,0,2061.05,2.06105
12/02/2014,11:00:05,427.8,433.74,432.27,5.28,5.55,5.37,,0,#¡DIV/0!,#¡DIV/0!,2015.47,2.01547
12/02/2014,11:05:05,427.6,433.26,432.62,5.97,6.19,5.99,,,,,2266.25,2.26625
12/02/2014,11:10:05,426.95,432.55,431.61,5.98,6.31,6.1,,,,,2265.2,2.2652
12/02/2014,11:15:05,426.08,431.54,430.76,5.74,6,5.81,,,,,2164.97,2.16497
12/02/2014,11:20:05,427.38,433.16,432.16,5.58,5.83,5.62,,,,,2122.63,2.12263
12/02/2014,11:25:05,426.96,432.2,431.59,5.81,6.11,5.86,,,,,2191.97,2.19197
12/02/2014,11:30:05,427.94,433.87,432.64,6.29,6.55,6.33,,,,,2381.2,2.3812
12/02/2014,11:35:05,425.69,431.3,430.04,6.41,6.72,6.47,,,,,2434.37,2.43437
12/02/2014,11:40:05,427.19,432.61,431.81,6.24,6.57,6.34,,,,,2368.82,2.36882
12/02/2014,11:45:05,426.2,431.24,430.95,6.35,6.62,6.43,,,,,2409.42,2.40942
12/02/2014,11:50:05,428.55,434.34,433.59,6.36,6.64,6.43,,,,,2413.7,2.4137
12/02/2014,11:55:05,427.13,432.81,431.41,6.02,6.27,6.06,,,,,2268.9,2.2689
12/02/2014,12:00:05,427.69,433.67,432.17,6.2,6.43,6.22,,,,,2369.82,2.36982
12/02/2014,12:05:05,426.94,432.12,431.44,5.87,6.13,5.9,,,,,2239.79,2.23979
12/02/2014,12:10:05,427.28,432.4,431.91,5.94,6.19,5.99,,,,,2255.89,2.25589
12/02/2014,12:15:05,428.48,433.83,433.55,5.79,6.06,5.84,,,,,2198.32,2.19832
12/02/2014,12:20:05,428.4,433.49,432.65,5.97,6.19,6.01,,,,,2295.35,2.29535
12/02/2014,12:25:05,427.07,432.31,431.65,5.79,6.06,5.83,,,,,2204.7,2.2047
12/02/2014,12:30:05,427.27,432.75,432.32,5.64,5.89,5.73,,,,,2190.73,2.19073
12/02/2014,12:35:05,427.19,432.59,431.66,5.47,5.7,5.48,,,,,2090.38,2.09038
12/02/2014,12:40:05,426.25,431.82,431.14,5.25,5.48,5.29,,,,,2009.89,2.00989
12/02/2014,12:45:05,426.54,432.23,431.85,5.25,5.51,5.31,,,,,2003.58,2.00358
12/02/2014,12:50:05,427.14,432.57,431.9,5.14,5.4,5.21,,,,,1958.03,1.95803
12/02/2014,12:55:05,427.37,432.82,432.43,5.11,5.4,5.19,,,,,1960.45,1.96045
12/02/2014,13:00:05,427.57,433.34,432.22,4.51,4.7,4.52,,,,,1730.12,1.73012
12/02/2014,13:05:05,427.15,432.81,431.92,4.51,4.75,4.54,,,,,1711.74,1.71174
12/02/2014,13:10:05,427.05,432.35,431.71,4.59,4.85,4.66,,,,,1742.46,1.74246
12/02/2014,13:15:05,426.14,431.86,431,4.7,4.88,4.68,,,,,1804.97,1.80497
12/02/2014,13:20:05,426.32,431.73,430.72,4.06,4.28,4.08,,,,,1547.19,1.54719
12/02/2014,13:25:05,426.7,432.42,431.19,4.39,4.66,4.4,,,,,1666.17,1.66617
12/02/2014,13:30:05,424.46,429.61,429.25,4.44,4.72,4.5,,,,,1672.89,1.67289
12/02/2014,13:35:05,426.94,432.05,431.64,4.27,4.53,4.32,,,,,1621.21,1.62121
12/02/2014,13:40:05,426.84,431.91,430.89,4.18,4.42,4.2,,,,,1583.13,1.58313
12/02/2014,13:45:05,425.41,430.7,430.27,4,4.22,4.04,,,,,1509.71,1.50971
12/02/2014,13:50:05,426.9,432.24,430.83,3.91,4.14,3.93,,,,,1477.55,1.47755
12/02/2014,13:55:05,428.44,433.48,432.59,4.25,4.52,4.32,,,,,1614.08,1.61408
12/02/2014,14:00:05,421.93,427.23,426.31,3.79,3.97,3.79,,,,,1422.57,1.42257
12/02/2014,14:05:05,426.21,431.66,430.51,3.34,3.49,3.27,,,,,1246.77,1.24677
12/02/2014,14:10:05,426.85,432.6,431.98,3.55,3.7,3.52,,,,,1330.29,1.33029
12/02/2014,14:15:05,425.99,431.13,430.39,3.15,3.26,3.11,,,,,1169.05,1.16905
12/02/2014,14:20:05,425.87,431.27,429.97,3.35,3.53,3.31,,,,,1258.45,1.25845
12/02/2014,14:25:05,427.31,433.04,431.77,3.74,3.95,3.75,,,,,1418.69,1.41869
12/02/2014,14:30:05,425.9,431.38,431,3.95,4.11,3.92,,,,,1496.75,1.49675
12/02/2014,14:35:05,426.4,432.1,431.6,4.13,4.4,4.2,,,,,1566.32,1.56632
12/02/2014,14:40:05,426.6,431.39,431.44,3.63,3.86,3.64,,,,,1363.9,1.3639
12/02/2014,14:45:05,426.86,431.58,431.49,3.76,4,3.79,,,,,1424.05,1.42405
12/02/2014,14:50:05,428.37,433.61,433.43,3.73,3.99,3.77,,,,,1406.68,1.40668
12/02/2014,14:55:05,421.39,427.07,426.49,3.65,3.84,3.63,,,,,1368.57,1.36857
12/02/2014,15:00:05,422.82,428.37,427.33,1.5,0,0,,,,,173.69,0.17369
12/02/2014,15:05:05,426.77,432.34,431.56,3.97,4.22,4,,,,,1504.15,1.50415
12/02/2014,15:10:05,425.86,431.17,430.46,3.68,3.88,3.7,,,,,1374.17,1.37417
12/02/2014,15:15:05,422.48,428.06,427.22,1.37,0,0,,,,,69.74,0.06974
12/02/2014,15:20:05,422.27,427.69,426.56,1.39,0,0,,,,,73.34,0.07334
12/02/2014,15:25:05,421.72,427.29,425.95,1.33,0,0,,,,,70.73,0.07073
12/02/2014,15:30:05,421.34,427.5,426.56,1.38,0,0,,,,,72.28,0.07228
12/02/2014,15:35:05,425.25,430.49,429.81,2.17,2.12,2,,,,,730.66,0.73066
12/02/2014,15:40:05,421.71,426.65,426.01,2.81,3.04,2.84,,,,,1027.06,1.02706
12/02/2014,15:45:05,423.56,428.98,428.49,3.76,3.96,3.78,,,,,1418.76,1.41876
12/02/2014,15:50:05,422.2,427.52,427.16,3.36,3.47,3.29,,,,,1241.51,1.24151
12/02/2014,15:55:05,422.48,427.75,427.38,3,3.09,2.89,,,,,1099.35,1.09935
12/02/2014,16:00:05,419.44,424.59,423.35,1.67,0.97,0,,,,,441.35,0.44135
12/02/2014,16:05:05,422.1,427.8,427.12,3.22,3.41,3.22,,,,,1193.89,1.19389
12/02/2014,16:10:05,422.26,427.36,426.8,2.87,2.97,2.88,,,,,1046.36,1.04636
12/02/2014,16:15:05,419.16,424.3,423.09,1.63,0,0,,,,,87.1,0.0871
12/02/2014,16:20:05,422.77,427.41,426.43,2.46,2.5,2.42,,,,,871.91,0.87191
12/02/2014,16:25:05,422.7,427.93,427.45,2.43,2.5,2.38,,,,,853.09,0.85309
12/02/2014,16:30:05,418.89,424.05,424.13,1.66,0,0,,,,,78.14,0.07814
12/02/2014,16:35:05,420.97,425.77,425.55,1.72,0.99,0,,,,,458.09,0.45809
12/02/2014,16:40:05,419.75,424.75,424.43,1.5,0,0,,,,,72.61,0.07261
12/02/2014,16:45:05,422.52,428.05,427.54,2.43,2.41,2.33,,,,,845.23,0.84523
12/02/2014,16:50:05,423.5,428.73,428.07,2.33,2.26,2.17,,,,,793.36,0.79336
12/02/2014,16:55:05,422.62,427.96,427.22,2.21,1.91,1.82,,,,,682.82,0.68282
12/02/2014,17:00:05,421.13,426.94,425.93,1.84,0,0,,,,,337.86,0.33786
12/02/2014,17:05:05,422.51,428.25,427.04,2.18,1.9,1.8,,,,,673.02,0.67302
12/02/2014,17:10:05,422.92,428.34,428.05,1.95,1.58,1.47,,,,,557.41,0.55741
12/02/2014,17:15:05,419.53,425.35,423.65,0.98,0,0,,,,,-35.73,-0.03573
12/02/2014,17:20:05,420.67,426.02,425.18,1.55,0,0,,,,,73.26,0.07326
12/02/2014,17:25:05,421.63,427.1,426.08,1.78,1.22,1.14,,,,,414.56,0.41456
12/02/2014,17:30:05,421.22,425.89,425.48,1.77,1.27,1.18,,,,,412.87,0.41287
12/02/2014,17:35:05,422.42,427.73,426.72,1.78,1.29,1.18,,,,,442.34,0.44234
12/02/2014,17:40:05,420.76,425.24,424.74,1.63,0,0,,,,,369.93,0.36993
12/02/2014,17:45:05,419.71,424.77,424.15,1.64,0,0,,,,,198.57,0.19857
12/02/2014,17:50:05,422.86,427.57,427.06,1.66,0,0,,,,,279.75,0.27975
12/02/2014,17:55:05,420.09,424.89,424.36,1.62,0,0,,,,,223.23,0.22323
12/02/2014,18:00:05,419.34,424.35,424.13,1.65,0,0,,,,,94.18,0.09418
12/02/2014,18:05:05,420.32,425.38,424.72,1.57,0,0,,,,,85.67,0.08567
12/02/2014,18:10:05,419.72,425.13,424.39,1.43,0,0,,,,,61.72,0.06172
12/02/2014,18:15:05,417.66,423.04,422.37,1.56,0,0,,,,,69.22,0.06922
12/02/2014,18:20:05,420.67,425.05,424.38,1.54,0,0,,,,,56.31,0.05631
12/02/2014,18:25:05,419.85,425.03,424.3,1.63,0,0,,,,,100.46,0.10046
12/02/2014,18:30:05,423.98,429,428.55,1.56,0,0,,,,,74.94,0.07494
12/02/2014,18:35:05,424.57,429.62,429.48,1.51,0,0,,,,,80.6,0.0806
12/02/2014,18:40:05,422.32,427.01,427.13,1.76,0,0,,,,,102.01,0.10201
12/02/2014,18:45:05,422.6,427.16,427.53,1.72,0,0,,,,,97.77,0.09777
12/02/2014,18:50:05,420.82,425.39,426.37,1.71,0,0,,,,,99.69,0.09969
12/02/2014,18:55:05,420.46,424.96,425.95,1.5,0,0,,,,,84.52,0.08452
12/02/2014,19:00:05,418.16,423.51,423.24,1.59,0,0,,,,,92.56,0.09256
12/02/2014,19:05:05,420.19,425.08,425.43,1.43,0,0,,,,,76.9,0.0769
12/02/2014,19:10:05,421.38,426.43,426.69,1.46,0,0,,,,,82.97,0.08297
12/02/2014,19:15:05,421.71,426.83,427.03,1.61,0,0,,,,,99.11,0.09911
12/02/2014,19:20:05,421.63,426.69,426.81,1.6,0,0,,,,,94.04,0.09404
12/02/2014,19:25:05,421.19,425.57,425.76,1.67,0,0,,,,,85.31,0.08531
12/02/2014,19:30:05,421.41,425.84,426.54,1.66,0,0,,,,,103.02,0.10302
12/02/2014,19:35:05,423.04,427.61,428.17,1.54,0,0,,,,,93.06,0.09306
12/02/2014,19:40:05,422.11,426.92,427.25,1.54,0,0,,,,,72.97,0.07297
12/02/2014,19:45:05,422.81,427.75,427.91,1.55,0,0,,,,,111.34,0.11134
12/02/2014,19:50:05,423.43,428.03,428.11,1.47,0,0,,,,,76.49,0.07649
12/02/2014,19:55:05,425.32,430.46,430.71,1.47,0,0,,,,,88.72,0.08872
12/02/2014,20:00:05,420.14,424.78,425.46,1.33,0,0,,,,,81.72,0.08172
12/02/2014,20:05:05,420.39,425.04,425.42,1.28,0,0,,,,,81.61,0.08161
12/02/2014,20:10:05,420.52,425.17,425.49,1.26,0,0,,,,,73.24,0.07324
12/02/2014,20:15:05,421.98,426.93,427.27,1.2,0,0,,,,,77.78,0.07778
12/02/2014,20:20:05,421.99,426.81,427.17,1.15,0,0,,,,,77.14,0.07714
12/02/2014,20:25:05,422.8,427.45,427.5,1.09,0,0,,,,,66.95,0.06695
12/02/2014,20:30:05,423.82,428.38,428.53,1.28,0,0,,,,,79.53,0.07953
12/02/2014,20:35:05,422.08,425.88,426.55,1.18,0,0,,,,,74.8,0.0748
12/02/2014,20:40:05,422.41,426.34,426.59,1.09,0,0,,,,,69.14,0.06914
12/02/2014,20:45:05,421.15,425.5,424.97,1.35,0,0,,,,,82.21,0.08221
12/02/2014,20:50:05,426.63,431.53,431.4,1.59,0,0,,,,,98.7,0.0987
12/02/2014,20:55:05,420.86,424.82,425.66,1.46,0,0,,,,,77.17,0.07717
