Feha de la Medda,Hora de la Medda,FASE AB,FASE BC, FASE AC,FASE A,FASE B,FASE C ,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],,
06/04/2014,11:05:58,416.49,421.32,419.78,7.73,6.78,7.42,,,,,"5,586.05",5.59
06/04/2014,11:10:58,416.85,421.53,419.67,7.73,6.79,7.38,,,,,"5,582.56",5.58
06/04/2014,11:15:58,417.16,421.65,419.82,7.62,6.69,7.29,,,,,"5,511.92",5.51
06/04/2014,11:20:58,416.52,421.17,419.51,7.63,6.66,7.29,,,,,"5,504.77",5.5
06/04/2014,11:25:58,416.47,421.32,419.82,7.72,6.76,7.36,,,,,"5,567.71",5.57
06/04/2014,11:30:58,416.75,421.38,419.73,7.69,6.65,7.34,,,,,"5,547.84",5.55
06/04/2014,11:35:58,416.51,421.17,419.46,7.8,6.8,7.45,,,,,"5,628.96",5.63
06/04/2014,11:40:58,416.14,420.69,419.25,7.73,6.72,7.38,,,,,"5,574.40",5.57
06/04/2014,11:45:58,416.87,421.3,419.72,7.63,6.61,7.29,,,,,"5,516.92",5.52
06/04/2014,11:50:58,416.63,421.18,419.81,7.68,6.64,7.35,,,,,"5,545.83",5.55
06/04/2014,11:55:58,416.37,420.22,418.79,7.55,6.49,7.19,,,,,"5,428.66",5.43
06/04/2014,12:00:58,418.44,422.57,421.78,7.58,6.37,7.19,,,,,"5,456.08",5.46
06/04/2014,12:05:58,418.85,423.26,421.73,7.51,6.44,7.16,,,,,"5,452.24",5.45
06/04/2014,12:10:58,418.29,422.84,421.13,7.5,6.42,7.15,,,,,"5,438.78",5.44
06/04/2014,12:15:58,418.14,422.74,421.16,7.45,6.26,7.09,,,,,"5,389.23",5.39
06/04/2014,12:20:58,418.12,422.3,420.81,7.36,6.21,7.05,,,,,"5,345.76",5.35
06/04/2014,12:25:58,419.47,423.55,422.1,7.77,6.57,7.46,,,,,"5,649.84",5.65
06/04/2014,12:30:58,418.63,422.89,421.25,7.71,6.53,7.38,,,,,"5,601.29",5.6
06/04/2014,12:35:58,418.89,423.06,421.51,7.7,6.49,7.39,,,,,"5,599.04",5.6
06/04/2014,12:40:58,418.61,423.47,421.55,7.93,6.68,7.58,,,,,"5,751.98",5.75
06/04/2014,12:45:58,419.55,424.66,423.49,7.95,6.65,7.62,,,,,"5,786.94",5.79
06/04/2014,12:50:58,418.03,422.99,421.28,7.89,6.54,7.52,,,,,"5,715.20",5.72
06/04/2014,12:55:58,418.58,423.15,421.42,7.51,6.22,7.17,,,,,"5,448.40",5.45
06/04/2014,13:00:58,418.29,423.03,421.33,7.46,6.1,7.11,,,,,"5,398.58",5.4
06/04/2014,13:05:58,418.19,422.53,421.28,7.36,6.05,6.99,,,,,"5,319.39",5.32
06/04/2014,13:10:58,418.33,422.47,420.83,7.24,5.92,6.92,,,,,"5,256.10",5.26
06/04/2014,13:15:58,417.09,421.49,419.86,7.21,5.8,6.85,,,,,"5,199.17",5.2
06/04/2014,13:20:58,417.34,422.3,420.58,7.22,5.83,6.88,,,,,"5,226.80",5.23
06/04/2014,13:25:58,418.08,422.79,421.24,7.35,5.93,7,,,,,"5,318.77",5.32
06/04/2014,13:30:58,417.11,422.03,420.39,7.28,5.91,6.94,,,,,"5,265.10",5.27
06/04/2014,13:35:58,418.32,423.06,421.64,7.32,5.86,7,,,,,"5,315.90",5.32
06/04/2014,13:40:58,416.47,421.11,419.06,7.26,5.88,6.95,,,,,"5,244.92",5.24
06/04/2014,13:45:58,417.67,422,420.47,7.18,5.72,6.82,,,,,"5,194.00",5.19
06/04/2014,13:50:58,417.51,422.37,420.72,7.24,5.82,6.94,,,,,"5,257.67",5.26
06/04/2014,13:55:58,416.7,421.61,419.98,7.14,5.7,6.83,,,,,"5,158.90",5.16
06/04/2014,14:00:58,416.91,421.99,420.16,7.16,5.77,6.84,,,,,"5,182.93",5.18
06/04/2014,14:05:58,417.33,422.29,420.56,7.03,5.6,6.69,,,,,"5,084.23",5.08
06/04/2014,14:10:58,417.57,422.05,421.03,7.12,5.68,6.78,,,,,"5,148.96",5.15
06/04/2014,14:15:58,417.8,422.67,421.09,7.16,5.74,6.85,,,,,"5,191.03",5.19
06/04/2014,14:20:58,417.42,421.9,420.45,7.02,5.59,6.67,,,,,"5,072.13",5.07
06/04/2014,14:25:58,417.72,422.3,420.93,7.08,5.64,6.75,,,,,"5,129.58",5.13
06/04/2014,14:30:58,417.77,422.94,421.07,7.1,5.65,6.73,,,,,"5,132.92",5.13
06/04/2014,14:35:58,417.11,422.24,420.58,7.03,5.6,6.68,,,,,"5,079.42",5.08
06/04/2014,14:40:58,416.8,422.08,420.03,7.08,5.66,6.75,,,,,"5,113.01",5.11
06/04/2014,14:45:58,417.35,422.39,420.33,7.25,5.85,6.9,,,,,"5,244.26",5.24
06/04/2014,14:50:58,417.83,422.58,420.91,6.94,5.47,6.6,,,,,"5,020.57",5.02
06/04/2014,14:55:58,416.63,421.85,420.37,6.8,5.35,6.47,,,,,"4,915.36",4.92
06/04/2014,15:00:58,416.07,421.15,419.39,6.82,5.4,6.48,,,,,"4,918.47",4.92
06/04/2014,15:05:58,417.96,422.97,421.41,6.73,5.27,6.4,,,,,"4,875.34",4.88
06/04/2014,15:10:58,416.88,421.56,419.67,6.46,5.03,6.09,,,,,"4,656.67",4.66
06/04/2014,15:15:58,416.87,422.15,420.36,6.83,5.37,6.52,,,,,"4,946.96",4.95
06/04/2014,15:20:58,417.56,422.38,420.26,6.75,5.32,6.41,,,,,"4,880.57",4.88
06/04/2014,15:25:58,417.55,422.45,420.2,6.87,5.47,6.52,,,,,"4,972.38",4.97
06/04/2014,15:30:58,418.02,423.02,420.7,6.9,5.48,6.58,,,,,"5,004.11",5
06/04/2014,15:35:58,418.17,423.02,421.14,6.69,5.26,6.37,,,,,"4,852.98",4.85
06/04/2014,15:40:58,417.52,422.48,420.75,6.64,5.23,6.3,,,,,"4,806.79",4.81
06/04/2014,15:45:58,417.52,422.58,420.65,6.6,5.15,6.22,,,,,"4,755.31",4.76
06/04/2014,15:50:58,417.62,422.76,420.94,6.55,5.09,6.2,,,,,"4,733.89",4.73
06/04/2014,15:55:58,418.44,423.69,421.54,6.68,5.23,6.34,,,,,"4,846.94",4.85
06/04/2014,16:00:58,416.89,422.14,420.61,6.13,4.66,5.81,,,,,"4,434.11",4.43
06/04/2014,16:05:58,417.4,422.74,420.58,6.15,4.71,5.82,,,,,"4,449.50",4.45
06/04/2014,16:10:58,416.45,421.99,419.81,5.48,4,5.16,,,,,"3,946.95",3.95
06/04/2014,16:15:58,416.99,422.29,420.2,5.41,3.96,5.09,,,,,"3,907.57",3.91
06/04/2014,16:20:58,415.59,420.76,418.64,5.02,3.58,4.72,,,,,"3,619.02",3.62
06/04/2014,16:25:58,415.65,420.92,418.71,4.9,3.48,4.63,,,,,"3,540.17",3.54
06/04/2014,16:30:58,415.48,420.41,418.66,4.41,2.98,4.11,,,,,"3,172.30",3.17
06/04/2014,16:35:58,414.02,420.09,415.98,4.23,3.01,4.08,,,,,"3,111.95",3.11
06/04/2014,16:40:58,414.37,419.07,417.61,3.76,2.27,3.47,,,,,"2,692.80",2.69
06/04/2014,16:45:58,414.64,419.23,417.76,3.11,1.65,2.85,,,,,"2,239.91",2.24
06/04/2014,16:50:58,414.25,418.95,417.67,3.31,1.81,2.98,,,,,"2,356.11",2.36
06/04/2014,16:55:58,414.35,419.35,417.84,3.22,1.79,2.9,,,,,"2,292.18",2.29
06/04/2014,17:00:58,413.97,419.27,417.73,3.17,1.69,2.84,,,,,"2,249.13",2.25
06/04/2014,17:05:58,414.02,419.07,417.81,2.99,1.55,2.67,,,,,"2,120.73",2.12
06/04/2014,17:10:58,412.73,417.67,416.27,1.68,0,1.47,,,,,"1,172.84",1.17
06/04/2014,17:15:58,414.43,419.41,417.82,2.56,1.25,2.32,,,,,"1,835.67",1.84
06/04/2014,17:20:58,414.62,419.74,418.13,2.52,1.19,2.3,,,,,"1,812.55",1.81
06/04/2014,17:25:58,413.92,419.24,417.5,2.44,1.14,2.23,,,,,"1,759.18",1.76
06/04/2014,17:30:58,414.28,419.23,417.36,2.41,1.08,2.15,,,,,"1,714.18",1.71
06/04/2014,17:35:58,411.94,416.75,414.87,2.32,1.06,2.08,,,,,"1,651.55",1.65
06/04/2014,17:40:58,411.6,416.12,414.58,2.1,0,1.86,,,,,"1,480.45",1.48
06/04/2014,17:45:58,411.95,417,415.57,1.95,0,1.72,,,,,"1,373.47",1.37
06/04/2014,17:50:58,411.15,415.76,414.48,1.77,0,1.53,,,,,"1,235.36",1.24
06/04/2014,17:55:58,411.14,415.91,413.89,1.42,0,1.18,,,,,972.15,0.97
06/04/2014,18:00:58,409.9,414.96,413.47,1.2,0,0.95,,,,,791.31,0.79
06/04/2014,18:05:58,408.84,413.73,412.27,0,0,0,,,,,0,0
06/04/2014,18:10:58,408.48,412.89,411.28,0,1.04,0,,,,,0,0
06/04/2014,18:15:58,408.63,413.62,412.29,0,1.07,0,,,,,0,0
06/04/2014,18:20:58,408.66,413.71,411.87,0,1.05,0,,,,,0,0
06/04/2014,18:25:58,408.23,413.48,412.09,0,1.06,0,,,,,0,0
06/04/2014,18:30:58,407.38,412.34,410.74,0,1.05,0,,,,,0,0
06/04/2014,18:35:58,407.43,412.08,410.65,0,1.04,0,,,,,0,0
06/04/2014,18:40:58,407.58,412.03,410.71,0,1.06,0,,,,,0,0
06/04/2014,18:45:58,407.15,411.7,410.32,0,0,0,,,,,0,0
06/04/2014,18:50:58,408.28,412.13,411.49,0,0.97,0,,,,,0,0
06/04/2014,18:55:58,408.12,412.2,411.07,0,0.99,0,,,,,0,0
06/04/2014,19:00:58,407.06,411.07,410.35,0,0.97,0,,,,,0,0
06/04/2014,19:05:58,405.62,409.1,408.76,0,0,0,,,,,0,0
06/04/2014,19:10:58,405.52,409.06,409.12,0,0,0,,,,,0,0
06/04/2014,19:15:58,406.04,410.05,409.27,0,0,0,,,,,0,0
06/04/2014,19:20:58,406.13,409.79,409.61,0,0,0,,,,,0,0
06/04/2014,19:25:58,406.26,410.17,409.68,0,0,0,,,,,0,0
06/04/2014,19:30:58,406.37,410.47,409.88,0,0,0,,,,,0,0
06/04/2014,19:35:58,406.58,410.33,410.06,0,0,0,,,,,0,0
06/04/2014,19:40:58,406.04,409.45,409.52,0,0,0,,,,,0,0
06/04/2014,19:45:58,405.62,409.5,408.94,0,0,0,,,,,0,0
06/04/2014,19:50:58,406.36,410.53,410.05,0,0,0,,,,,0,0
06/04/2014,19:55:58,406.87,410.71,410.59,0,0,0,,,,,0,0
06/04/2014,20:00:58,406.07,410.14,409.75,0,0,0,,,,,0,0
06/04/2014,20:05:58,406.1,410.52,410.23,0,0,0,,,,,0,0
06/04/2014,20:10:58,406.64,410.8,410.42,0,0,0,,,,,0,0
06/04/2014,20:15:58,407.16,411.35,411.12,0,0,0,,,,,0,0
06/04/2014,20:20:58,406.33,410.57,410.2,0,0,0,,,,,0,0
06/04/2014,20:25:58,406.9,410.75,410.56,0,0,0,,,,,0,0
06/04/2014,20:30:58,407.15,411.55,411.03,0,0,0,,,,,0,0
06/04/2014,20:35:58,407.88,411.37,411.13,0,0,0,,,,,0,0
06/04/2014,20:40:58,407.86,411.63,411.4,0,0,0,,,,,0,0
06/04/2014,20:45:58,408.53,412.32,412.13,0,0,0,,,,,0,0
06/04/2014,20:50:58,408.16,412.49,412.36,0,0,0,,,,,0,0
06/04/2014,20:55:58,408.13,412.52,411.91,0,0,0,,,,,0,0
06/04/2014,21:00:58,409.36,412.79,412.05,0,0,0,,,,,0,0
06/04/2014,21:05:58,408.53,412.72,411.81,0,0,0,,,,,0,0
06/04/2014,21:10:58,407.22,411.29,410.35,0,0,0,,,,,0,0
06/04/2014,21:15:58,406.08,410.14,409.37,0,0,0,,,,,0,0
06/04/2014,21:20:58,406.6,410.72,409.88,0,0,0,,,,,0,0
06/04/2014,21:25:58,407.35,411.32,410.76,0,0,0,,,,,0,0
06/04/2014,21:30:58,406.49,410.93,410.36,0,0,0,,,,,0,0
06/04/2014,21:35:58,407.72,411.58,411.32,0,0,0,,,,,0,0
06/04/2014,21:40:58,407.07,411,410.72,0,0,0,,,,,0,0
06/04/2014,21:45:58,407.63,411.67,411.01,0,0,0,,,,,0,0
06/04/2014,21:50:58,407.45,411.56,411.16,0,0,0,,,,,0,0
06/04/2014,21:55:58,406.9,410.78,410.45,0,0,0,,,,,0,0
06/04/2014,22:00:58,407.48,410.86,410.79,0,0,0,,,,,0,0
06/04/2014,22:05:58,406.27,409.79,409.57,0,0,0,,,,,0,0
06/04/2014,22:10:58,406.71,410.44,409.92,0,0,0,,,,,0,0
06/04/2014,22:15:58,407.03,410.91,410.32,0,0,0,,,,,0,0
06/04/2014,22:20:58,407.16,410.94,410.5,0,0,0,,,,,0,0
06/04/2014,22:25:58,407.8,411.45,410.69,0,0,0,,,,,0,0
06/04/2014,22:30:58,407.65,412,411.8,0,0,0,,,,,0,0
06/04/2014,22:35:58,407.57,411.98,411.21,0,0,0,,,,,0,0
06/04/2014,22:40:58,408.37,412.78,411.91,0,0,0,,,,,0,0
06/04/2014,22:45:58,408.89,413.02,412.55,0,0,0,,,,,0,0
06/04/2014,22:50:58,409.29,413.54,413.28,0,0,0,,,,,0,0
06/04/2014,22:55:58,409.64,413.96,413.28,0,0,0,,,,,0,0
06/04/2014,23:00:58,409.27,413.59,413.22,0,0,0,,,,,0,0
06/04/2014,23:05:58,408.17,412.64,411.89,0,0,0,,,,,0,0
06/04/2014,23:10:58,408.66,413.14,412.35,0,0,0,,,,,0,0
06/04/2014,23:15:58,409.07,412.87,412.22,0,0,0,,,,,0,0
06/04/2014,23:20:58,408.99,413.2,412.08,0,0,0,,,,,0,0
06/04/2014,23:25:58,409.01,412.9,412.35,0,0,0,,,,,0,0
06/04/2014,23:30:58,409.51,413.56,412.57,0,0,0,,,,,0,0
06/04/2014,23:35:58,409.59,413.72,412.78,0,0,0,,,,,0,0
06/04/2014,23:40:58,409.63,413.89,413.46,0,0,0,,,,,0,0
06/04/2014,23:45:58,409.21,413.49,412.63,0,0,0,,,,,0,0
06/04/2014,23:50:58,409.02,413.49,412.4,0,0,0,,,,,0,0
06/04/2014,23:55:58,409.63,414.35,413.41,0,0,0,,,,,0,0
07/04/2014,00:00:58,410.19,414.18,413.54,0,0,0,,,,,0,0
07/04/2014,00:05:58,409.66,413.46,412.46,0,0,0,,,,,0,0
07/04/2014,00:10:58,409.96,413.97,412.8,0,0,0,,,,,0,0
07/04/2014,00:15:58,409.75,414.01,412.98,0,0,0,,,,,0,0
07/04/2014,00:20:58,409.47,413.76,412.79,0,0,0,,,,,0,0
07/04/2014,00:25:58,409.73,413.93,413.23,0,0,0,,,,,0,0
07/04/2014,00:30:58,409.83,414.19,413.25,0,0,0,,,,,0,0
07/04/2014,00:35:58,410.1,414.92,413.93,0,0,0,,,,,0,0
07/04/2014,00:40:58,410.24,414.43,413.67,0,0,0,,,,,0,0
07/04/2014,00:45:58,411.15,415.62,414.93,0,0,0,,,,,0,0
07/04/2014,00:50:58,411.27,415.39,414.83,0,0,0,,,,,0,0
07/04/2014,00:55:58,410.6,414.89,414.38,0,0,0,,,,,0,0
07/04/2014,01:00:58,410.66,414.35,413.84,0,0,0,,,,,0,0
07/04/2014,01:05:58,409.51,414.34,413.65,0,0,0,,,,,0,0
07/04/2014,01:10:58,410.28,414.73,414.11,0,0,0,,,,,0,0
07/04/2014,01:15:58,410.77,415.12,414.47,0,0,0,,,,,0,0
07/04/2014,01:20:58,410.55,415.08,414.26,0,0,0,,,,,0,0
07/04/2014,01:25:58,410.71,415.1,414.33,0,0,0,,,,,0,0
07/04/2014,01:30:58,410.61,415.4,414.54,0,0,0,,,,,0,0
07/04/2014,01:35:58,410.9,415.59,414.24,0,0,0,,,,,0,0
07/04/2014,01:40:58,411.32,415.62,414.6,0,0,0,,,,,0,0
07/04/2014,01:45:58,411.64,415.83,414.99,0,0,0,,,,,0,0
07/04/2014,01:50:58,411.46,415.86,415.57,0,0,0,,,,,0,0
07/04/2014,01:55:58,411.28,415.99,415.28,0,0,0,,,,,0,0
07/04/2014,02:00:58,410.65,415.12,414.31,0,0,0,,,,,0,0
07/04/2014,02:05:58,410.74,415.22,414,0,0,0,,,,,0,0
07/04/2014,02:10:58,411.57,415.32,414.77,0,0,0,,,,,0,0
07/04/2014,02:15:58,411.03,415.28,414.33,0,0,0,,,,,0,0
07/04/2014,02:20:58,410.99,415.26,414.49,0,0,0,,,,,0,0
07/04/2014,02:25:58,410.97,415.32,414.54,0,0,0,,,,,0,0
07/04/2014,02:30:58,411.03,415.66,414.58,0,0,0,,,,,0,0
07/04/2014,02:35:58,411.35,415.98,414.92,0,0,0,,,,,0,0
07/04/2014,02:40:58,411.24,415.62,415,0,0,0,,,,,0,0
07/04/2014,02:45:58,411.57,416.08,414.98,0,0,0,,,,,0,0
07/04/2014,02:50:58,411.48,415.67,415.1,0,0,0,,,,,0,0
07/04/2014,02:55:58,411.16,415.53,414.42,0,0,0,,,,,0,0
07/04/2014,03:00:58,410.74,415.38,414.33,0,0,0,,,,,0,0
07/04/2014,03:05:58,410.93,415.4,414.76,0,0,0,,,,,0,0
07/04/2014,03:10:58,411.05,415.51,414.73,0,0,0,,,,,0,0
07/04/2014,03:15:58,411.49,416.15,415.24,0,0,0,,,,,0,0
07/04/2014,03:20:58,410.77,415.42,414.52,0,0,0,,,,,0,0
07/04/2014,03:25:58,411.15,415.69,414.88,0,0,0,,,,,0,0
07/04/2014,03:30:58,411.24,415.86,414.64,0,0,0,,,,,0,0
07/04/2014,03:35:58,410.87,415.34,414.5,0,0,0,,,,,0,0
07/04/2014,03:40:58,410.87,415.36,414.67,0,0,0,,,,,0,0
07/04/2014,03:45:58,411.16,415.42,414.42,0,0,0,,,,,0,0
07/04/2014,03:50:58,411.51,415.96,414.93,0,0,0,,,,,0,0
07/04/2014,03:55:58,410.18,414.63,414.3,0,0,0,,,,,0,0
07/04/2014,04:00:58,410.15,414.59,413.9,0,0,0,,,,,0,0
07/04/2014,04:05:58,410.27,414.77,413.86,0,0,0,,,,,0,0
07/04/2014,04:10:58,410.3,414.29,413.46,0,0,0,,,,,0,0
07/04/2014,04:15:58,409.18,413.61,412.9,0,0,0,,,,,0,0
07/04/2014,04:20:58,409.28,413.65,412.95,0,0,0,,,,,0,0
07/04/2014,04:25:58,409.47,414.03,413.01,0,0,0,,,,,0,0
07/04/2014,04:30:58,408.63,413.56,412.83,0,0,0,,,,,0,0
07/04/2014,04:35:58,408.87,413.64,412.76,0,0,0,,,,,0,0
07/04/2014,04:40:58,408.67,413.38,412.62,0,0,0,,,,,0,0
07/04/2014,04:45:58,408.67,413.28,412.65,0,0,0,,,,,0,0
07/04/2014,04:50:58,408.09,412.53,412.2,0,0,0,,,,,0,0
07/04/2014,04:55:58,407.32,411.64,411.51,0,0,0,,,,,0,0
07/04/2014,05:00:58,407.03,412.21,411.78,0,0,0,,,,,0,0
07/04/2014,05:05:58,407.1,411.34,410.92,0,0,0,,,,,0,0
07/04/2014,05:10:58,406.22,410.71,410.26,0,0,0,,,,,0,0
07/04/2014,05:15:58,407.07,411.34,410.7,0,0,0,,,,,0,0
07/04/2014,05:20:58,406.83,410.95,410.6,0,0,0,,,,,0,0
07/04/2014,05:25:58,405.22,409.8,409.34,0,0,0,,,,,0,0
07/04/2014,05:30:58,404.57,409.71,409.07,0,0,0,,,,,0,0
07/04/2014,05:35:58,406.01,411.21,410.35,0,0,0,,,,,0,0
07/04/2014,05:40:58,405.56,410.26,409.64,0,0,0,,,,,0,0
07/04/2014,05:45:58,405.65,410.07,409.29,0,0,0,,,,,0,0
07/04/2014,05:50:58,404.39,408.55,407.52,0,0,0,,,,,0,0
07/04/2014,05:55:58,403.1,408.25,407.71,0,0,0,,,,,0,0
07/04/2014,06:00:58,403.74,407.68,407.38,0,0,0,,,,,0,0
07/04/2014,06:05:58,404.98,409.97,409.47,0,0,0,,,,,0,0
07/04/2014,06:10:58,405.45,410.47,409.51,0,0,0,,,,,0,0
07/04/2014,06:15:58,406.08,410.93,409.65,0,0,0,,,,,0,0
07/04/2014,06:20:58,406.34,411.68,410.38,0,0,0,,,,,0,0
07/04/2014,06:25:58,405.66,412.05,410.39,0,0,0,,,,,0,0
07/04/2014,06:30:58,406.91,412.05,410.88,0,0,0,,,,,0,0
07/04/2014,06:35:58,406.54,412.87,411.38,0,0,0,,,,,0,0
07/04/2014,06:40:58,408.11,413.26,411.46,0,0,0,,,,,0,0
07/04/2014,06:45:58,407.89,413.39,411.74,0,0,0,,,,,0,0
07/04/2014,06:50:58,407.59,413.15,411.37,1.06,0,0,,,,,401.45,0.4
07/04/2014,06:55:58,409.04,414.47,412.48,2.22,1.71,2.02,,,,,"1,573.02",1.57
07/04/2014,07:00:58,405.82,411.08,409.77,0,0,0,,,,,0,0
07/04/2014,07:05:58,404.74,410.35,408.38,0,0,0,,,,,0,0
07/04/2014,07:10:58,405.23,410.92,408.73,0,0,0,,,,,0,0
07/04/2014,07:15:58,407.7,413.41,411.26,3.23,2.62,2.97,,,,,"2,278.94",2.28
07/04/2014,07:20:58,409.6,415.34,413.05,2.85,2.31,2.65,,,,,"2,037.33",2.04
07/04/2014,07:25:58,411.08,416.69,414.74,5.65,5.09,5.42,,,,,"4,039.62",4.04
07/04/2014,07:30:58,412.53,418.41,416.59,6.22,5.64,5.95,,,,,"4,461.37",4.46
07/04/2014,07:35:58,411.73,417.17,415.1,5.79,5.23,5.52,,,,,"4,141.16",4.14
07/04/2014,07:40:58,411.12,416.23,414.07,5.49,4.96,5.23,,,,,"3,922.60",3.92
07/04/2014,07:45:58,411.38,416.45,414.36,5.93,5.4,5.66,,,,,"4,238.43",4.24
07/04/2014,07:50:58,412.11,417.59,415.08,6.61,6.07,6.4,,,,,"4,754.89",4.75
07/04/2014,07:55:58,414.49,417.83,417.08,7.01,6.44,6.59,,,,,"5,002.49",5
07/04/2014,08:00:58,414.01,420.45,417.38,6.92,6.36,6.62,,,,,"4,986.28",4.99
07/04/2014,08:05:58,413.77,419.85,417.19,6.98,6.38,6.64,,,,,"5,002.25",5
07/04/2014,08:10:58,412.71,418.19,416.3,6.83,6.28,6.5,,,,,"4,892.65",4.89
07/04/2014,08:15:58,411.82,418.1,415.75,6.86,6.23,6.61,,,,,"4,909.89",4.91
07/04/2014,08:20:58,411.92,417.77,415.23,6.87,6.29,6.54,,,,,"4,905.08",4.91
07/04/2014,08:25:58,408.45,414.24,411.92,4.81,4.28,4.52,,,,,"3,404.34",3.4
07/04/2014,08:30:58,409.36,414.72,412.41,6,5.44,5.71,,,,,"4,258.40",4.26
07/04/2014,08:35:58,411.47,416.95,414.94,6.39,5.83,6.09,,,,,"4,566.51",4.57
07/04/2014,08:40:58,410.76,416.03,414.24,6.96,6.43,6.66,,,,,"4,967.18",4.97
07/04/2014,08:45:58,414.59,420.01,417.99,7.26,6.67,6.94,,,,,"5,220.27",5.22
07/04/2014,08:50:58,412.2,417.91,415.67,5.9,5.32,5.55,,,,,"4,207.10",4.21
07/04/2014,08:55:58,412.24,417.67,415.91,6.85,6.25,6.54,,,,,"4,892.53",4.89
07/04/2014,09:00:58,411.34,416.84,414.77,5.36,4.77,5.1,,,,,"3,825.85",3.83
07/04/2014,09:05:58,415.24,420.53,418.62,7.83,7.21,7.51,,,,,"5,633.62",5.63
07/04/2014,09:10:58,411.94,417.76,415.08,5.11,4.55,4.82,,,,,"3,648.45",3.65
07/04/2014,09:15:58,413.41,418.47,416.65,5.73,5.2,5.44,,,,,"4,113.51",4.11
07/04/2014,09:20:58,412.73,418.02,416.23,5.81,5.23,5.51,,,,,"4,150.65",4.15
07/04/2014,09:25:58,413.81,419.7,417.69,7,6.41,6.67,,,,,"5,022.03",5.02
07/04/2014,09:30:58,412.54,418.34,416.05,6.46,5.88,6.14,,,,,"4,622.37",4.62
07/04/2014,09:35:58,413.43,418.73,416.53,7.52,6.93,7.19,,,,,"5,387.96",5.39
07/04/2014,09:40:58,413.94,419.56,417.56,8.05,7.44,7.67,,,,,"5,764.70",5.76
07/04/2014,09:45:58,416.55,422,420.19,8.25,7.64,7.89,,,,,"5,956.38",5.96
07/04/2014,09:50:58,415.67,421.43,419.48,7.8,7.18,7.45,,,,,"5,617.20",5.62
07/04/2014,09:55:58,415.19,421.55,419.59,7.9,7.27,7.54,,,,,"5,685.43",5.69
07/04/2014,10:00:58,415.36,421,419.4,8.05,7.45,7.71,,,,,"5,800.32",5.8
07/04/2014,10:05:58,414.56,419.71,418,8.05,7.5,7.7,,,,,"5,788.23",5.79
07/04/2014,10:10:58,414.23,419.91,418.55,7.81,7.22,7.46,,,,,"5,613.65",5.61
07/04/2014,10:15:58,411.23,417.15,415.33,5.61,5.05,5.27,,,,,"3,986.55",3.99
07/04/2014,10:20:58,412.46,417.95,416.22,6.5,5.97,6.17,,,,,"4,654.82",4.65
07/04/2014,10:25:58,412.76,418.15,416.32,7.5,6.82,7.08,,,,,"5,317.46",5.32
07/04/2014,10:30:58,413.46,419.05,417.07,8.5,7.48,7.75,,,,,"5,804.23",5.8
07/04/2014,10:35:58,413.88,419.82,417.81,9.5,7.38,7.66,,,,,"5,751.27",5.75
07/04/2014,10:40:58,413.58,419.15,416.97,10.5,7.55,7.88,,,,,"5,889.45",5.89
07/04/2014,10:45:58,413.79,419.75,417.61,11.5,7.57,7.92,,,,,"5,928.50",5.93
07/04/2014,10:50:58,413.42,419.17,417.06,12.5,7.25,7.64,,,,,"5,717.12",5.72
07/04/2014,10:55:58,414.29,420.1,418.16,13.5,7.47,7.91,,,,,"5,922.20",5.92
07/04/2014,11:00:58,409.61,415.67,413.46,14.5,5.21,5.65,,,,,"4,239.34",4.24
07/04/2014,11:05:58,412.58,418.1,415.92,15.5,6.87,7.3,,,,,"5,454.83",5.45
07/04/2014,11:10:58,413.33,418.78,416.32,16.5,7.53,8,,,,,"5,957.68",5.96
07/04/2014,11:15:58,413.53,418.57,416.75,17.5,7.1,7.58,,,,,"5,669.13",5.67
07/04/2014,11:20:58,412.76,418.03,416.46,18.5,7.26,7.73,,,,,"5,779.26",5.78
07/04/2014,11:25:58,413.18,418.77,416.82,19.5,5.35,5.98,,,,,"4,516.35",4.52
07/04/2014,11:30:58,412.98,418.77,416.58,20.5,5.71,6.31,,,,,"4,756.71",4.76
07/04/2014,11:35:58,414.59,419.74,417.56,21.5,6.37,6.95,,,,,"5,247.52",5.25
07/04/2014,11:40:58,414.79,420.03,418.55,22.5,7.11,7.71,,,,,"5,790.29",5.79
07/04/2014,11:45:58,414.22,419.59,418.04,23.5,6.84,7.43,,,,,"5,589.85",5.59
07/04/2014,11:50:58,415.08,419.58,418.2,24.5,7.04,7.66,,,,,"5,751.40",5.75
07/04/2014,11:55:58,414.98,420.29,418.57,25.5,7.01,7.66,,,,,"5,744.79",5.74
07/04/2014,12:00:58,416.28,421.29,419.4,26.5,6.89,7.52,,,,,"5,662.54",5.66
07/04/2014,12:05:58,415.52,419.93,418.24,27.5,6.03,6.72,,,,,"5,051.11",5.05
07/04/2014,12:10:58,414.75,419.39,417.88,28.5,5.03,5.73,,,,,"4,346.09",4.35
07/04/2014,12:15:58,409.56,414.36,412.67,29.5,1.8,2.53,,,,,"1,984.21",1.98
07/04/2014,12:20:58,412.32,417.01,415.26,30.5,4.33,5.03,,,,,"3,801.35",3.8
07/04/2014,12:25:58,414.04,418.84,417.16,31.5,6.21,6.87,,,,,"5,155.57",5.16
07/04/2014,12:30:58,410.82,416.22,414.23,4.01,3.02,3.73,,,,,"2,849.30",2.85
07/04/2014,12:35:58,415.65,420.52,418.95,7.19,6.15,6.88,,,,,"5,181.77",5.18
