Fecha de la Medida,Hora de la Medida,A,B,C,VN,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA A [W],POTENCIA ACTIVA B [W],POTENCIA ACTIVA C [W],,ACTIVA TOTAL [kW]
08/11/2013,09:25:00,253.2,239.2,248.7,37.55,5.517,5.893,5.669,,1381,1356,1400,4374,4.374
08/11/2013,09:30:00,250.3,224.1,245.6,26.95,1.123,1.668,1.373,,176.9,252.9,221.1,875.4,0.8754
08/11/2013,09:35:00,251.1,205.3,246.7,37.1,2.675,3.216,2.853,,579.5,559.7,633.3,2030,2.03
08/11/2013,09:40:00,248.7,238.5,243.8,5.327,0.003,0.167,0.104,,0.121,11.02,4.798,16.13,0.01613
08/11/2013,09:45:00,248.8,245.9,243.6,0.195,0,0.027,0,,0,2.866,0,2.866,0.002866
08/11/2013,09:50:00,249.8,224.9,244.9,18.73,0.814,1.195,1.105,,114.8,131.1,148.4,500.4,0.5004
08/11/2013,09:55:00,251.1,223.9,246.3,21.58,2.533,2.873,2.698,,427,381.2,459.7,1665,1.665
08/11/2013,10:00:00,254.6,240.6,250,37.89,7.927,8.41,8.214,,2000,1918,2040,6038,6.038
08/11/2013,10:05:00,254.5,239.9,249.8,37.86,7.859,8.314,8.126,,1982,1883,2017,5959,5.959
08/11/2013,10:10:00,254.3,237.6,249.4,37.87,7.893,8.413,8.204,,1989,1874,2033,5986,5.986
08/11/2013,10:15:00,254.3,232,249.5,37.83,7.674,8.182,7.97,,1934,1744,1975,5759,5.759
08/11/2013,10:20:00,253.1,235.8,248.3,37.65,6.685,7.225,6.989,,1676,1638,1725,5304,5.304
08/11/2013,10:25:00,253.2,236.9,248.4,37.62,6.207,6.71,6.472,,1555,1528,1598,4953,4.953
08/11/2013,10:30:00,252.7,227.2,247.9,36.15,5.576,6.134,5.897,,1196,1257,1320,4352,4.352
08/11/2013,10:35:00,252.4,231.7,247.3,25.51,4.606,4.909,4.769,,844.6,728.3,848.5,2931,2.931
08/11/2013,10:40:00,254.2,232.5,249.4,37.78,7.602,8.058,7.855,,1915,1722,1947,5674,5.674
08/11/2013,10:45:00,253.2,212.1,248.3,37.59,6.946,7.416,7.198,,1741,1326,1775,4920,4.92
08/11/2013,10:50:00,253.1,221.2,248.3,37.58,7.618,8.114,7.905,,1911,1582,1950,5547,5.547
08/11/2013,10:55:00,253.1,229.2,248.1,37.6,7.226,7.731,7.517,,1811,1620,1853,5396,5.396
08/11/2013,11:00:00,253.3,227.9,248.2,37.67,7.739,8.212,8.015,,1942,1699,1977,5727,5.727
08/11/2013,11:05:00,253.5,200.3,248.5,37.7,7.741,8.156,7.975,,1944,1302,1969,5283,5.283
08/11/2013,11:10:00,253.5,194.6,248.5,37.7,7.726,8.148,7.965,,1940,1224,1967,5172,5.172
08/11/2013,11:15:00,253,195.5,248.1,37.69,7.688,8.093,7.917,,1927,1230,1952,5156,5.156
08/11/2013,11:20:00,253.1,202.6,248,37.66,7.575,8.01,7.82,,1899,1312,1927,5204,5.204
08/11/2013,11:25:00,249.7,197,244.7,29.3,2.746,3.265,3.014,,478,381.3,554.8,1575,1.575
08/11/2013,11:30:00,251.9,231.7,246.8,30.12,5.987,6.38,6.215,,1229,1097,1253,4125,4.125
08/11/2013,11:35:00,252.5,224,247.5,37.61,7.347,7.845,7.628,,1838,1569,1876,5375,5.375
08/11/2013,11:40:00,253.2,224.1,248.1,37.72,7.862,8.363,8.156,,1973,1672,2011,5757,5.757
08/11/2013,11:45:00,254.4,227.3,249.3,37.89,7.781,8.272,8.065,,1962,1692,1998,5751,5.751
08/11/2013,11:50:00,254.6,222.4,249.4,37.93,7.742,8.242,8.031,,1953,1616,1991,5655,5.655
08/11/2013,11:55:00,254.5,202.7,249.3,37.89,7.819,8.301,8.093,,1971,1352,2005,5390,5.39
08/11/2013,12:00:00,254.5,214.2,249.2,37.86,7.677,8.197,7.976,,1935,1493,1975,5489,5.489
08/11/2013,12:05:00,254,208.5,248.7,37.72,7.028,7.543,7.316,,1767,1304,1808,4959,4.959
08/11/2013,12:10:00,253.6,196.3,248.3,37.71,7.188,7.691,7.466,,1805,1176,1842,4854,4.854
08/11/2013,12:15:00,253.9,199.5,248.7,37.76,7.422,7.93,7.71,,1866,1253,1906,5073,5.073
08/11/2013,12:20:00,254.1,217,248.9,37.83,7.36,7.865,7.643,,1852,1472,1891,5311,5.311
08/11/2013,12:25:00,253.9,207,248.7,37.8,7.444,7.94,7.724,,1872,1355,1910,5215,5.215
08/11/2013,12:30:00,253.5,202.1,248.3,37.67,6.944,7.459,7.224,,1742,1212,1782,4782,4.782
08/11/2013,12:35:00,253.4,192.1,248.3,37.7,7.198,7.649,7.437,,1805,1115,1835,4771,4.771
08/11/2013,12:40:00,253.9,196.9,248.7,37.78,6.752,7.247,7.01,,1696,1113,1732,4578,4.578
08/11/2013,12:45:00,254.8,214.3,249.5,37.87,7.087,7.605,7.364,,1787,1384,1825,5073,5.073
08/11/2013,12:50:00,252.9,234.8,247.7,37.61,6.846,7.365,7.126,,1713,1614,1754,5170,5.17
08/11/2013,12:55:00,253.8,218.8,248.6,37.73,7.214,7.722,7.492,,1812,1469,1851,5218,5.218
08/11/2013,13:00:00,252.8,221.5,247.6,37.56,7.163,7.647,7.427,,1791,1498,1827,5218,5.218
08/11/2013,13:05:00,253.1,206.4,247.8,37.57,6.688,7.198,6.956,,1673,1223,1712,4668,4.668
08/11/2013,13:10:00,253.3,199.6,248.2,37.62,6.355,6.861,6.61,,1592,1086,1629,4348,4.348
08/11/2013,13:15:00,250.2,223.7,244.9,22.68,2.112,2.542,2.325,,333.3,348.1,368.4,1405,1.405
08/11/2013,13:20:00,252,196.5,247,37.4,4.319,4.912,4.626,,983,795.6,1101,3134,3.134
08/11/2013,13:25:00,251.2,229.5,245.9,22.39,3.441,3.777,3.611,,584.8,518.4,606.6,2095,2.095
08/11/2013,13:30:00,253.4,231.4,248.3,37.62,6.411,6.941,6.677,,1606,1470,1646,4788,4.788
08/11/2013,13:35:00,253.1,227,248.1,37.55,5.911,6.425,6.159,,1478,1315,1516,4382,4.382
08/11/2013,13:40:00,253.4,212.1,248.3,37.6,6.026,6.479,6.231,,1509,1163,1536,4285,4.285
08/11/2013,13:45:00,253.7,212.9,248.7,37.66,6.181,6.612,6.375,,1550,1193,1573,4385,4.385
08/11/2013,13:50:00,253.7,210.7,248.5,37.65,5.993,6.485,6.224,,1502,1144,1534,4238,4.238
08/11/2013,13:55:00,253.8,215.4,248.5,37.65,6.112,6.578,6.326,,1533,1214,1560,4370,4.37
08/11/2013,14:00:00,253.4,228.1,248.3,37.59,5.619,6.1,5.843,,1405,1259,1439,4168,4.168
08/11/2013,14:05:00,253.5,237.1,248.5,37.63,5.926,6.398,6.151,,1484,1422,1517,4487,4.487
08/11/2013,14:10:00,254,231.2,249,37.66,6.083,6.56,6.311,,1527,1390,1559,4559,4.559
08/11/2013,14:15:00,253.7,219.2,248.9,37.6,5.557,6.022,5.763,,1392,1148,1423,4027,4.027
08/11/2013,14:20:00,251.5,207.7,246.9,37.13,2.887,3.433,3.085,,666.5,613.4,725.6,2184,2.184
08/11/2013,14:25:00,251.6,214.2,247,37.11,3.136,3.622,3.311,,768.9,676.2,805.4,2412,2.412
08/11/2013,14:30:00,251.5,236.4,246.8,37.13,3.229,3.764,3.457,,757.8,856.8,840.9,2741,2.741
08/11/2013,14:35:00,249.7,221.4,245,32.64,1.824,2.475,2.129,,306.3,437.4,376.6,1507,1.507
08/11/2013,14:40:00,247,228.6,242.1,13.99,0.046,0.42,0.244,,4.016,36.82,18.58,66.94,0.06694
08/11/2013,14:45:00,248.2,245.5,243.1,0.822,0,0.01,0,,0,1.113,0,1.113,0.001113
08/11/2013,14:50:00,249.4,246.5,244.2,1.702,0,0.012,0,,0,1.3,0,1.3,0.0013
08/11/2013,14:55:00,246.9,244,241.9,0.057,0,0.006,0,,0,0.61,0,0.61,0.00061
08/11/2013,15:00:00,246.9,244.2,241.9,0.153,0,0.001,0,,0,0.169,0,0.169,0.000169
08/11/2013,15:05:00,250.9,232,246.1,27.63,3.194,3.535,3.331,,611.9,570.6,631.8,2147,2.147
08/11/2013,15:10:00,252.2,221.2,247.6,37.45,4.478,4.991,4.691,,1111,971,1150,3283,3.283
08/11/2013,15:15:00,251.9,227.2,247.2,37.4,3.846,4.38,4.064,,950.7,897.2,993.5,2883,2.883
08/11/2013,15:20:00,251.6,211.4,246.9,37.26,3.42,3.938,3.617,,842.2,699.4,881.4,2470,2.47
08/11/2013,15:25:00,250.9,216.5,246.3,37.04,1.956,2.635,2.135,,359.7,500.4,408.1,1624,1.624
08/11/2013,15:30:00,250.9,238.8,246.4,36.7,2.435,2.908,2.59,,588.8,652.9,625.1,1926,1.926
08/11/2013,15:35:00,251.4,235,246.8,37.17,3.028,3.485,3.185,,741.7,762.9,774.3,2322,2.322
08/11/2013,15:40:00,251.4,214.9,246.6,37.23,2.881,3.355,3.048,,704.7,614.4,739.1,2086,2.086
08/11/2013,15:45:00,251.5,210.6,246.6,37.16,2.967,3.404,3.111,,726.7,601.3,755.4,2109,2.109
08/11/2013,15:50:00,251.4,199.4,246.7,37.23,2.598,3.023,2.722,,633.2,475.9,659.2,1777,1.777
08/11/2013,15:55:00,251.6,220.9,246.8,37.22,2.399,2.848,2.537,,583,548.9,613.3,1764,1.764
08/11/2013,16:00:00,249.7,198.7,245.1,36.87,2.087,2.561,2.241,,499,399.9,535,1437,1.437
08/11/2013,16:05:00,251,191.6,246.2,36.69,1.734,2.252,1.905,,409.6,323.4,452.3,1186,1.186
08/11/2013,16:10:00,251,196.2,246.1,36.98,1.839,2.335,1.996,,436.3,353.5,475.4,1267,1.267
08/11/2013,16:15:00,249.3,183.2,244.5,36.73,1.687,2.182,1.851,,388,285.8,435.7,1114,1.114
08/11/2013,16:20:00,250.7,189.7,245.9,36.86,0.757,1.541,0.902,,117.1,209.8,148.7,583.6,0.5836
08/11/2013,16:25:00,251,198.3,246.3,36.97,1.618,2.077,1.745,,378.1,318.7,412.7,1109,1.109
08/11/2013,16:30:00,250.8,188.9,246,36.93,1.442,1.901,1.569,,329.7,262,366.5,958.6,0.9586
08/11/2013,16:35:00,250.8,204.2,246,36.93,1.332,1.81,1.472,,300.7,292.3,341.9,935.5,0.9355
08/11/2013,16:40:00,251.1,225.6,246.4,36.96,1.263,1.72,1.386,,282.2,337.1,319.9,939.4,0.9394
08/11/2013,16:45:00,248.8,213,244.1,36.63,1.029,1.566,1.229,,204.6,273.8,277.1,765.3,0.7653
08/11/2013,16:50:00,248.2,218.8,243.4,36.5,0.179,1.423,1.076,,19.66,259.5,232.4,535,0.535
08/11/2013,16:55:00,249.9,210.4,245.2,36.87,0.038,1.334,0.562,,3.646,219.9,82.66,366,0.366
08/11/2013,17:00:00,250.8,229.1,246.1,36.88,0,1.175,0,,0,222.2,0.083,222.5,0.2225
08/11/2013,17:05:00,250.9,220.7,246.1,35.79,0,1.022,0.322,,0.033,158.9,18.35,189.2,0.1892
08/11/2013,17:10:00,248.2,245.3,243.2,1.534,0,0.002,0,,0,0.267,0,0.267,0.000267
08/11/2013,17:15:00,249.5,246.6,244.5,0.323,0,0.005,0,,0,0.541,0,0.541,0.000541
08/11/2013,17:20:00,248.2,245.2,243.3,0,0,0.002,0,,0,0.262,0,0.262,0.000262
08/11/2013,17:25:00,248.5,245.4,243.4,0.09,0,0.001,0,,0,0.174,0,0.174,0.000174
08/11/2013,17:30:00,248.3,245.3,243.3,0,0,0.008,0,,0,0.779,0,0.779,0.000779
08/11/2013,17:35:00,247.9,244.9,242.9,0,0,0.003,0,,0,0.345,0,0.345,0.000345
08/11/2013,17:40:00,248.5,245.7,243.7,0,0,0.003,0,,0,0.347,0,0.347,0.000347
08/11/2013,17:45:00,248.9,246,244,0,0,0.004,0,,0,0.435,0,0.435,0.000435
08/11/2013,17:50:00,248.8,246,243.9,0,0,0.001,0,,0,0.174,0,0.174,0.000174
08/11/2013,17:55:00,248.2,245.1,243.1,0,0,0.001,0,,0,0.174,0,0.174,0.000174
08/11/2013,18:00:00,248.2,245.2,243.2,0.019,0,0.002,0,,0,0.26,0,0.26,0.00026
08/11/2013,18:05:00,247.5,244.6,242.6,0,0,0.001,0,,0,0.168,0,0.168,0.000168
08/11/2013,18:10:00,248.2,245.3,243,0,0,0.002,0,,0,0.264,0,0.264,0.000264
08/11/2013,18:15:00,249.5,246.5,244.4,0,0,0.001,0,,0,0.178,0,0.178,0.000178
08/11/2013,18:20:00,249.4,246.5,244.3,0,0,0.001,0,,0,0.174,0,0.174,0.000174
08/11/2013,18:25:00,249.3,246.4,244.4,0,0,0.002,0,,0,0.263,0,0.263,0.000263
08/11/2013,18:30:00,249.5,246.5,244.6,0,0,0,0,,0,0.087,0,0.087,0.000087
08/11/2013,18:35:00,249.5,246.6,244.8,0,0,0,0,,0,0.087,0,0.087,0.000087
08/11/2013,18:40:00,249.8,246.7,244.9,0,0,0.002,0,,0,0.26,0,0.26,0.00026
08/11/2013,18:45:00,249.7,246.8,244.9,0,0,0.002,0,,0,0.257,0,0.257,0.000257
08/11/2013,18:50:00,249.8,246.8,244.9,0,0,0.001,0,,0,0.172,0,0.172,0.000172
08/11/2013,18:55:00,250.3,247.1,245.2,0,0,0.004,0,,0,0.443,0,0.443,0.000443
08/11/2013,19:00:00,247.9,244.7,242.7,0,0,0.003,0,,0,0.346,0,0.346,0.000346
08/11/2013,19:05:00,248.2,245.1,243.1,0,0,0.003,0,,0,0.338,0,0.338,0.000338
08/11/2013,19:10:00,248.4,245.4,243.3,0,0,0.001,0,,0,0.169,0,0.169,0.000169
08/11/2013,19:15:00,248.5,245.4,243.4,0,0,0,0,,0,0.082,0,0.082,0.000082
08/11/2013,19:20:00,249,245.8,243.8,0,0,0.002,0,,0,0.25,0,0.25,0.00025
08/11/2013,19:25:00,249.1,245.9,243.9,0,0,0.001,0,,0,0.165,0,0.165,0.000165
08/11/2013,19:30:00,249.3,246.1,244.2,0,0,0,0,,0,0,0,0,0
08/11/2013,19:35:00,249.3,246.1,244.3,0,0,0,0,,0,0.083,0,0.083,0.000083
08/11/2013,19:40:00,249.5,246.3,244.3,0,0,0,0,,0,0,0,0,0
08/11/2013,19:45:00,249.9,246.7,244.8,0,0,0.001,0,,0,0.169,0,0.169,0.000169
08/11/2013,19:50:00,250.1,246.9,245,0,0,0.001,0,,0,0.167,0,0.167,0.000167
08/11/2013,19:55:00,250.4,247.3,245.2,0,0,0,0,,0,0,0,0,0
08/11/2013,20:00:00,250.9,247.7,245.6,0,0,0,0,,0,0.084,0,0.084,0.000084
08/11/2013,20:05:00,251.2,248.1,245.8,0,0,0,0,,0,0,0,0,0
08/11/2013,20:10:00,249.1,246,243.9,0,0,0,0,,0,0,0,0,0
08/11/2013,20:15:00,248.7,245.6,243.5,0,0,0,0,,0,0.086,0,0.086,0.000086
08/11/2013,20:20:00,248.8,245.8,243.8,0,0,0,0,,0,0.083,0,0.083,0.000083
08/11/2013,20:25:00,249.4,246.2,244.2,0,0,0,0,,0,0,0,0,0
08/11/2013,20:30:00,249.9,246.7,244.6,0,0,0,0,,0,0.084,0,0.084,0.000084
08/11/2013,20:35:00,250,246.7,244.7,0,0,0.003,0,,0,0.336,0,0.336,0.000336
08/11/2013,20:40:00,249.6,246.3,244.4,0,0,0,0,,0,0.083,0,0.083,0.000083
08/11/2013,20:45:00,250.1,246.8,244.9,0,0,0,0,,0,0,0,0,0
08/11/2013,20:50:00,250.5,247.2,245.3,0,0,0,0,,0,0,0,0,0
08/11/2013,20:55:00,251,247.6,245.6,0,0,0.001,0,,0,0.176,0,0.176,0.000176
08/11/2013,21:00:00,251.3,247.6,245.8,0,0,0.001,0,,0,0.182,0,0.182,0.000182
08/11/2013,21:05:00,249.6,246.1,244.2,0,0,0,0,,0,0,0,0,0
08/11/2013,21:10:00,252,248.6,246.7,0,0,0.007,0,,0,0.719,0,0.719,0.000719
08/11/2013,21:15:00,250.7,247.1,245.3,0,0,0.003,0,,0,0.356,0,0.356,0.000356
08/11/2013,21:20:00,249.8,246.3,244.4,0,0,0.003,0,,0,0.346,0,0.346,0.000346
08/11/2013,21:25:00,249.8,246.3,244.3,0,0,0.001,0,,0,0.173,0,0.173,0.000173
08/11/2013,21:30:00,249.6,246.1,244.2,0,0,0.001,0,,0,0.174,0,0.174,0.000174
08/11/2013,21:35:00,249.8,246.3,244.4,0,0,0.004,0,,0,0.435,0,0.435,0.000435
08/11/2013,21:40:00,250.1,246.6,244.7,0,0,0.001,0,,0,0.175,0,0.175,0.000175
08/11/2013,21:45:00,250.3,246.9,245,0,0,0.001,0,,0,0.171,0,0.171,0.000171
08/11/2013,21:50:00,250.7,247.1,245.3,0,0,0.001,0,,0,0.175,0,0.175,0.000175
08/11/2013,21:55:00,250.5,246.8,245,0,0,0.002,0,,0,0.259,0,0.259,0.000259
08/11/2013,22:00:00,250.4,246.9,245.1,0,0,0.006,0,,0,0.61,0,0.61,0.00061
08/11/2013,22:05:00,250.2,246.7,244.8,0,0,0.003,0,,0,0.346,0,0.346,0.000346
08/11/2013,22:10:00,249.9,246.4,244.5,0,0,0.002,0,,0,0.258,0,0.258,0.000258
08/11/2013,22:15:00,251.3,247.8,245.8,0,0,0.009,0,,0,0.929,0,0.929,0.000929
08/11/2013,22:20:00,252.8,249.1,247.2,0,0,0.017,0,,0,1.781,0,1.781,0.001781
08/11/2013,22:25:00,250.7,247.2,245.3,0,0,0.006,0,,0,0.613,0,0.613,0.000613
08/11/2013,22:30:00,250.1,246.6,244.8,0,0,0.005,0,,0,0.527,0,0.527,0.000527
08/11/2013,22:35:00,250,246.4,244.8,0,0,0.004,0,,0,0.433,0,0.433,0.000433
08/11/2013,22:40:00,250.1,246.5,245,0,0,0.003,0,,0,0.352,0,0.352,0.000352
08/11/2013,22:45:00,250.3,246.8,245.2,0,0,0.003,0,,0,0.348,0,0.348,0.000348
08/11/2013,22:50:00,250.6,247.1,245.5,0,0,0.001,0,,0,0.174,0,0.174,0.000174
08/11/2013,22:55:00,251,247.4,245.7,0,0,0.007,0,,0,0.733,0,0.733,0.000733
08/11/2013,23:00:00,251.3,247.6,245.9,0,0,0.009,0,,0,0.924,0,0.924,0.000924
08/11/2013,23:05:00,251.4,247.8,246.2,0,0,0.016,0,,0,1.694,0,1.694,0.001694
08/11/2013,23:10:00,251.4,247.8,246.2,0,0,0.008,0,,0,0.914,0,0.914,0.000914
08/11/2013,23:15:00,251.4,247.9,246.3,0,0,0.006,0,,0,0.632,0,0.632,0.000632
08/11/2013,23:20:00,251.7,248.3,246.5,0,0,0.009,0,,0,0.916,0,0.916,0.000916
08/11/2013,23:25:00,251.6,248.1,246.3,0,0,0.008,0,,0,0.822,0,0.822,0.000822
08/11/2013,23:30:00,251.4,248.2,246.3,0,0,0.005,0,,0,0.542,0,0.542,0.000542
08/11/2013,23:35:00,251.9,248.4,246.6,0,0,0.009,0,,0,0.906,0,0.906,0.000906
08/11/2013,23:40:00,252.1,248.6,246.8,0,0,0.009,0,,0,0.932,0,0.932,0.000932
08/11/2013,23:45:00,251.9,248.4,246.5,0,0,0.008,0,,0,0.847,0,0.847,0.000847
08/11/2013,23:50:00,251.6,248.1,246.3,0,0,0.011,0,,0,1.204,0,1.204,0.001204
08/11/2013,23:55:00,251.3,247.8,246,0,0,0.005,0,,0,0.542,0,0.542,0.000542
09/11/2013,00:00:00,251.4,247.9,246.1,0,0,0.006,0,,0,0.632,0,0.632,0.000632
09/11/2013,00:05:00,251.3,247.7,245.9,0,0,0.01,0,,0,1.101,0,1.101,0.001101
09/11/2013,00:10:00,251.2,247.7,245.9,0,0,0.012,0,,0,1.288,0,1.288,0.001288
09/11/2013,00:15:00,251.7,248.2,246.4,0,0,0.007,0,,0,0.739,0,0.739,0.000739
09/11/2013,00:20:00,251.9,248.5,246.6,0,0,0.01,0,,0,1.019,0,1.019,0.001019
09/11/2013,00:25:00,252.1,248.6,246.7,0,0,0.014,0,,0,1.52,0,1.52,0.00152
09/11/2013,00:30:00,252.3,249,247,0,0,0.028,0,,0,2.957,0,2.957,0.002957
09/11/2013,00:35:00,252.5,249.1,247.2,0,0,0.01,0,,0,1.13,0,1.13,0.00113
09/11/2013,00:40:00,251.4,248,246.2,0,0,0.005,0,,0,0.558,0,0.558,0.000558
09/11/2013,00:45:00,250.1,246.7,244.9,0,0,0.006,0,,0,0.628,0,0.628,0.000628
09/11/2013,00:50:00,250,246.6,244.7,0,0,0.002,0,,0,0.266,0,0.266,0.000266
09/11/2013,00:55:00,250.1,246.7,244.9,0,0,0.005,0,,0,0.535,0,0.535,0.000535
09/11/2013,01:00:00,249.9,246.5,244.7,0,0,0.009,0,,0,0.905,0,0.905,0.000905
09/11/2013,01:05:00,252,248.5,246.6,0,0,0.016,0,,0,1.719,0,1.719,0.001719
09/11/2013,01:10:00,252,248.6,246.7,0,0,0.019,0,,0,1.991,0,1.991,0.001991
09/11/2013,01:15:00,252.1,248.9,247,0,0,0.013,0,,0,1.397,0,1.397,0.001397
09/11/2013,01:20:00,252.1,248.8,246.9,0,0,0.007,0,,0,0.75,0,0.75,0.00075
09/11/2013,01:25:00,252.3,249,247.1,0,0,0.01,0,,0,1.013,0,1.013,0.001013
09/11/2013,01:30:00,252.3,249,247.1,0,0,0.011,0,,0,1.207,0,1.207,0.001207
09/11/2013,01:35:00,252.5,249.1,247.3,0,0,0.014,0,,0,1.485,0,1.485,0.001485
09/11/2013,01:40:00,252.4,249,247.1,0,0,0.012,0,,0,1.292,0,1.292,0.001292
09/11/2013,01:45:00,252.2,248.9,246.9,0,0,0.013,0,,0,1.411,0,1.411,0.001411
09/11/2013,01:50:00,252.2,248.8,246.9,0,0,0.017,0,,0,1.8,0,1.8,0.0018
09/11/2013,01:55:00,252.1,248.8,246.8,0,0,0.008,0,,0,0.835,0,0.835,0.000835
09/11/2013,02:00:00,252.1,248.9,246.9,0,0,0.012,0,,0,1.291,0,1.291,0.001291
09/11/2013,02:05:00,251.3,248,246,0,0,0.005,0,,0,0.551,0,0.551,0.000551
09/11/2013,02:10:00,251.1,247.8,245.9,0,0,0.008,0,,0,0.81,0,0.81,0.00081
09/11/2013,02:15:00,251.3,248,246,0,0,0.004,0,,0,0.449,0,0.449,0.000449
09/11/2013,02:20:00,251.3,248,246,0,0,0.008,0,,0,0.92,0,0.92,0.00092
09/11/2013,02:25:00,251.3,248,246,0,0,0.011,0,,0,1.201,0,1.201,0.001201
09/11/2013,02:30:00,251.3,248,246,0,0,0.009,0,,0,0.914,0,0.914,0.000914
09/11/2013,02:35:00,251.5,248.2,246.2,0,0,0.003,0,,0,0.363,0,0.363,0.000363
09/11/2013,02:40:00,251.6,248.3,246.4,0,0,0.01,0,,0,1.107,0,1.107,0.001107
09/11/2013,02:45:00,251,247.7,245.8,0,0,0.002,0,,0,0.269,0,0.269,0.000269
09/11/2013,02:50:00,250.7,247.5,245.5,0,0,0.005,0,,0,0.537,0,0.537,0.000537
09/11/2013,02:55:00,250.6,247.3,245.3,0,0,0.002,0,,0,0.264,0,0.264,0.000264
09/11/2013,03:00:00,250.8,247.5,245.5,0,0,0.008,0,,0,0.813,0,0.813,0.000813
09/11/2013,03:05:00,250.7,247.4,245.4,0,0,0.002,0,,0,0.271,0,0.271,0.000271
09/11/2013,03:10:00,250.6,247.4,245.4,0,0,0.002,0,,0,0.27,0,0.27,0.00027
09/11/2013,03:15:00,250.9,247.6,245.6,0,0,0.006,0,,0,0.625,0,0.625,0.000625
09/11/2013,03:20:00,250.8,247.6,245.6,0,0,0.005,0,,0,0.534,0,0.534,0.000534
09/11/2013,03:25:00,251,247.6,245.7,0,0,0.003,0,,0,0.359,0,0.359,0.000359
09/11/2013,03:30:00,251.1,247.7,245.8,0,0,0.006,0,,0,0.629,0,0.629,0.000629
09/11/2013,03:35:00,251.1,247.8,245.8,0,0,0.004,0,,0,0.449,0,0.449,0.000449
09/11/2013,03:40:00,251.1,247.7,245.7,0,0,0.011,0,,0,1.203,0,1.203,0.001203
09/11/2013,03:45:00,250.9,247.6,245.5,0,0,0.004,0,,0,0.457,0,0.457,0.000457
09/11/2013,03:50:00,250.6,247.3,245.3,0,0,0.006,0,,0,0.64,0,0.64,0.00064
09/11/2013,03:55:00,250.8,247.5,245.5,0,0,0.004,0,,0,0.449,0,0.449,0.000449
09/11/2013,04:00:00,250.9,247.6,245.6,0,0,0,0,,0,0.089,0,0.089,0.000089
09/11/2013,04:05:00,250.6,247.3,245.4,0,0,0.003,0,,0,0.357,0,0.357,0.000357
09/11/2013,04:10:00,250.7,247.3,245.4,0,0,0.004,0,,0,0.447,0,0.447,0.000447
09/11/2013,04:15:00,250.7,247.4,245.4,0,0,0.006,0,,0,0.637,0,0.637,0.000637
09/11/2013,04:20:00,250.6,247.3,245.3,0,0,0.01,0,,0,1.107,0,1.107,0.001107
09/11/2013,04:25:00,250.8,247.5,245.4,0,0,0.007,0,,0,0.739,0,0.739,0.000739
09/11/2013,04:30:00,251,247.7,245.6,0,0,0.009,0,,0,0.916,0,0.916,0.000916
09/11/2013,04:35:00,250.8,247.6,245.6,0,0,0.004,0,,0,0.449,0,0.449,0.000449
09/11/2013,04:40:00,250.7,247.5,245.5,0,0,0.007,0,,0,0.716,0,0.716,0.000716
09/11/2013,04:45:00,250.8,247.5,245.5,0,0,0.002,0,,0,0.268,0,0.268,0.000268
09/11/2013,04:50:00,250.8,247.5,245.5,0,0,0.003,0,,0,0.361,0,0.361,0.000361
09/11/2013,04:55:00,250.5,247.2,245.2,0,0,0.004,0,,0,0.447,0,0.447,0.000447
09/11/2013,05:00:00,250.5,247.1,245.2,0,0,0.003,0,,0,0.372,0,0.372,0.000372
09/11/2013,05:05:00,250.5,247.1,245.1,0,0,0.009,0,,0,1.013,0,1.013,0.001013
09/11/2013,05:10:00,250.5,247.1,245.1,0,0,0.005,0,,0,0.548,0,0.548,0.000548
09/11/2013,05:15:00,250.3,247,245.1,0,0,0.003,0,,0,0.355,0,0.355,0.000355
09/11/2013,05:20:00,250.6,247.3,245.3,0,0,0.006,0,,0,0.64,0,0.64,0.00064
09/11/2013,05:25:00,250.7,247.4,245.4,0,0,0.005,0,,0,0.541,0,0.541,0.000541
09/11/2013,05:30:00,250.6,247.4,245.4,0,0,0.007,0,,0,0.725,0,0.725,0.000725
09/11/2013,05:35:00,250.4,247.1,245.2,0,0,0.003,0,,0,0.354,0,0.354,0.000354
09/11/2013,05:40:00,250.2,246.9,244.9,0,0,0.009,0,,0,0.989,0,0.989,0.000989
09/11/2013,05:45:00,250.2,246.8,244.9,0,0,0.004,0,,0,0.46,0,0.46,0.00046
09/11/2013,05:50:00,250.3,246.9,244.9,0,0,0.008,0,,0,0.822,0,0.822,0.000822
09/11/2013,05:55:00,250.4,247.1,245,0,0,0.004,0,,0,0.445,0,0.445,0.000445
09/11/2013,06:00:00,251.4,248,246,0,0,0.007,0,,0,0.73,0,0.73,0.00073
09/11/2013,06:05:00,251.1,247.7,245.7,0,0,0.009,0,,0,0.917,0,0.917,0.000917
09/11/2013,06:10:00,250.8,247.4,245.5,0,0,0.003,0,,0,0.362,0,0.362,0.000362
09/11/2013,06:15:00,250.4,247,245.1,0,0,0.006,0,,0,0.629,0,0.629,0.000629
09/11/2013,06:20:00,250.2,246.8,244.8,0,0,0.005,0,,0,0.547,0,0.547,0.000547
09/11/2013,06:25:00,250.3,246.9,244.9,0,0,0.011,0,,0,1.206,0,1.206,0.001206
09/11/2013,06:30:00,252.3,249,247,0,0,0.01,0,,0,1.142,0,1.142,0.001142
09/11/2013,06:35:00,250.3,246.9,245,0,0,0.002,0,,0,0.267,0,0.267,0.000267
