Fecha de la Medida,Hora de la Medida,AB,BC,AC,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA AB [W],POTENCIA ACTIVA BC [W],POTENCIA ACTIVA C [W],
03.12.2013, 12:07:16,427.41,437.34,432.06,8.66,7.92,7.93,,,,,6414.92
03.12.2013, 12:12:16,426.92,436.48,431.76,8.77,7.9,8.04,,,,,6486.98
03.12.2013, 12:17:16,427.1,437.11,432.19,8.84,7.87,8.04,,,,,6530.61
03.12.2013, 12:22:16,426.46,435.81,431.37,8.83,7.88,8.03,,,,,6511.06
03.12.2013, 12:27:16,425.99,435.37,430.7,8.79,7.85,8,,,,,6487.33
03.12.2013, 12:32:16,426.34,436.44,431.64,8.81,7.86,8.05,,,,,6514.21
03.12.2013, 12:37:16,430.08,440.31,435.47,8.68,7.71,7.87,,,,,6465.1
03.12.2013, 12:42:16,426.26,435.62,431.18,8.7,7.74,7.95,,,,,6427.63
03.12.2013, 12:47:16,425.04,434.91,430.5,8.73,7.84,7.94,,,,,6422.68
03.12.2013, 12:52:16,426.37,436.07,431.34,8.7,7.79,7.96,,,,,6427.66
03.12.2013, 12:57:16,427.01,436.65,432.17,8.63,7.71,7.86,,,,,6385.58
03.12.2013, 13:02:16,429.56,438.98,434.59,8.6,7.66,7.86,,,,,6405.25
03.12.2013, 13:07:16,428.78,438.12,433.51,8.57,7.67,7.78,,,,,6358.59
03.12.2013, 13:12:16,429,438.69,434.93,8.59,7.64,7.82,,,,,6379.75
03.12.2013, 13:17:16,429.12,438.64,434.38,8.51,7.64,7.81,,,,,6342.04
03.12.2013, 13:22:16,429.59,438.92,434.3,8.62,7.78,7.93,,,,,6440.22
03.12.2013, 13:27:16,429.1,438.96,434.41,8.46,7.57,7.72,,,,,6293.03
03.12.2013, 13:32:16,426.82,436.26,432.06,8.32,7.45,7.61,,,,,6159.5
03.12.2013, 13:37:16,426.8,435.89,431.53,8.3,7.43,7.57,,,,,6135.4
03.12.2013, 13:42:16,428.37,437.22,432.94,8.37,7.52,7.65,,,,,6237.58
03.12.2013, 13:47:16,428.25,437.66,433.1,8.4,7.52,7.65,,,,,6235.67
03.12.2013, 13:52:16,428.95,438.11,433.77,8.36,7.46,7.58,,,,,6211.02
03.12.2013, 13:57:16,428.51,438.24,433.97,8.18,7.28,7.37,,,,,6065.68
03.12.2013, 14:02:16,429.11,438.87,434.54,8.29,7.37,7.51,,,,,6175.62
03.12.2013, 14:07:16,427.41,436.76,432.32,7.95,7.1,7.2,,,,,5889.72
03.12.2013, 14:12:16,428.01,437.57,433.14,7.94,7.01,7.17,,,,,5878.21
03.12.2013, 14:17:16,427.17,436.85,432.48,8.11,7.21,7.28,,,,,5984.28
03.12.2013, 14:22:16,427.51,437.1,432.44,7.82,6.96,7.06,,,,,5793.09
03.12.2013, 14:27:16,427.01,436.89,432.89,7.73,6.81,6.98,,,,,5705.64
03.12.2013, 14:32:16,423.61,432.85,429.33,1.25,0,0,,,,,433.31
03.12.2013, 14:37:16,419.74,429.29,425.63,1.29,0,0,,,,,441.86
03.12.2013, 14:42:16,427.15,437.39,433.35,6.76,5.92,6.09,,,,,5009.8
03.12.2013, 14:47:16,427.65,437.24,433.28,6.66,5.8,5.9,,,,,4909.01
03.12.2013, 14:52:16,420.72,429.8,426.41,6.45,5.68,5.79,,,,,4695.28
03.12.2013, 14:57:16,417.76,426.96,422.87,1.29,0,0,,,,,484.61
03.12.2013, 15:02:16,423.37,433.27,428.82,5.77,4.96,5.05,,,,,4212.9
03.12.2013, 15:07:16,422.05,431.27,427.42,5.64,4.89,4.96,,,,,4106.63
03.12.2013, 15:12:16,419.54,429.22,425.49,5.39,4.6,4.71,,,,,3894.62
03.12.2013, 15:17:16,424.66,434.2,430.73,5.07,4.22,4.37,,,,,3697.56
03.12.2013, 15:22:16,424.53,433.73,429.57,3.98,3.15,3.3,,,,,2882.01
03.12.2013, 15:27:16,420.75,430.44,425.81,4.33,3.53,3.67,,,,,3123.75
03.12.2013, 15:32:16,425.69,435.12,431.26,3.98,3.19,3.33,,,,,2904.26
03.12.2013, 15:37:16,419.43,428.91,425.01,3.58,2.63,2.9,,,,,2532.5
03.12.2013, 15:42:16,418.33,427.59,423.64,3.42,2.56,2.77,,,,,2415.07
03.12.2013, 15:47:16,419.4,428.76,424.64,3.45,2.6,2.83,,,,,2460.02
03.12.2013, 15:52:16,416.99,426.43,422.85,3.33,2.49,2.73,,,,,2349.79
03.12.2013, 15:57:16,418.64,428.22,423.99,3.06,2.26,2.4,,,,,2147.54
03.12.2013, 16:02:16,418.86,428.39,424.49,2.99,2.18,2.37,,,,,2102.82
03.12.2013, 16:07:16,419.39,429.1,424.97,2.77,1.96,2.17,,,,,1944.41
03.12.2013, 16:12:16,416.52,425.79,421.82,1.01,0,0,,,,,342.16
03.12.2013, 16:17:16,415.61,425.61,421.39,1.05,0,0,,,,,355.92
03.12.2013, 16:22:16,416.12,425.9,421.65,1.07,0,0,,,,,364.41
03.12.2013, 16:27:16,415.41,425.63,420.97,1.04,0,0,,,,,349.07
03.12.2013, 16:32:16,416.42,426.62,422.69,1.05,0,0,,,,,355.94
03.12.2013, 16:37:16,415.15,425.24,421.27,1.05,0,0,,,,,371.34
03.12.2013, 16:42:16,416.82,426.94,422.85,1.05,0,0,,,,,393.23
03.12.2013, 16:47:16,416.78,426.86,422.76,1.25,0,0,,,,,485.24
03.12.2013, 16:52:16,416.79,427.38,422.95,1.18,0,0,,,,,455.55
03.12.2013, 16:57:16,421.71,431.57,427.18,1.11,0,0,,,,,418.85
03.12.2013, 17:02:16,416.41,426.27,422.13,0.96,0,0,,,,,353.56
03.12.2013, 17:07:16,421.24,430.82,427.26,0.98,0,0,,,,,348.7
03.12.2013, 17:12:16,421.87,432.04,427.77,1.66,0,0,,,,,486.54
03.12.2013, 17:17:16,419.7,430.14,426.05,0,0,0,,,,,0
03.12.2013, 17:22:16,417.25,426.87,422.88,0,0,0,,,,,0
03.12.2013, 17:27:16,416.49,427.28,422.72,0,0,0,,,,,0
03.12.2013, 17:32:16,417.46,427.55,423.41,0,0,0,,,,,0
03.12.2013, 17:37:16,417.05,427.48,423.27,0,0,0,,,,,0
03.12.2013, 17:42:16,417.66,427.94,424.18,0,0,0,,,,,0
03.12.2013, 17:47:16,416.8,427.6,423.08,0,0,0,,,,,0
03.12.2013, 17:52:16,417.58,428.28,423.69,0,0,0,,,,,0
03.12.2013, 17:57:16,417.2,428.35,423.32,0,0,0,,,,,0
03.12.2013, 18:02:16,420.09,430.7,426.62,0,0,0,,,,,0
03.12.2013, 18:07:16,418.71,429.87,425.45,0,0,0,,,,,0
03.12.2013, 18:12:16,416.9,428.13,423.77,0,0,0,,,,,0
03.12.2013, 18:17:16,416.48,427.73,423.35,0,0,0,,,,,0
03.12.2013, 18:22:16,421.48,433,428.41,0,0,0,,,,,0
03.12.2013, 18:27:16,421.88,433.73,429.47,0,0,0,,,,,0
03.12.2013, 18:32:16,417.24,428.47,423.65,0,0,0,,,,,0
03.12.2013, 18:37:16,415.59,427.13,422.55,0,0,0,,,,,0
03.12.2013, 18:42:16,417.35,428.39,424,0,0,0,,,,,0
03.12.2013, 18:47:16,418.28,429.26,424.81,0,0,0,,,,,0
03.12.2013, 18:52:16,419.22,430.23,425.72,0,0,0,,,,,0
03.12.2013, 18:57:16,419.18,430.43,425.72,0,0,0,,,,,0
03.12.2013, 19:02:16,419.87,430.71,425.78,0,0,0,,,,,0
03.12.2013, 19:07:16,420.61,432.25,427.33,0,0,0,,,,,0
03.12.2013, 19:12:16,420.51,431.72,427.45,0,0,0,,,,,0
03.12.2013, 19:17:16,421.66,432.22,427.81,0,0,0,,,,,0
03.12.2013, 19:22:16,421.89,432.79,428.01,0,0,0,,,,,0
03.12.2013, 19:27:16,422.03,432.82,427.98,0,0,0,,,,,0
03.12.2013, 19:32:16,422.39,432.68,428.68,0,0,0,,,,,0
03.12.2013, 19:37:16,421.24,432.22,427.84,0,0,0,,,,,0
03.12.2013, 19:42:16,423.03,434.2,429.5,0,0,0,,,,,0
03.12.2013, 19:47:16,417.72,428.56,424.33,0,0,0,,,,,0
03.12.2013, 19:52:16,417.73,428.76,424.45,0,0,0,,,,,0
03.12.2013, 19:57:16,417.88,429.37,425.03,0,0,0,,,,,0
03.12.2013, 20:02:16,418.69,429.52,425.15,0,0,0,,,,,0
03.12.2013, 20:07:16,418.73,429.71,425.61,0,0,0,,,,,0
03.12.2013, 20:12:16,419.28,430.39,426.39,0,0,0,,,,,0
03.12.2013, 20:17:16,420.26,430.63,426.12,0,0,0,,,,,0
03.12.2013, 20:22:16,420.28,430.62,426.41,0,0,0,,,,,0
03.12.2013, 20:27:16,420.68,431.31,427.16,0,0,0,,,,,0
03.12.2013, 20:32:16,421.67,432.15,427.93,0,0,0,,,,,0
03.12.2013, 20:37:16,420.91,431.16,427.56,0,0,0,,,,,0
03.12.2013, 20:42:16,422.28,432.84,428.29,0,0,0,,,,,0
03.12.2013, 20:47:16,422.36,432.95,428.88,0,0,0,,,,,0
03.12.2013, 20:52:16,421.28,432.47,427.96,0,0,0,,,,,0
03.12.2013, 20:57:16,423.4,434.48,430.22,0,0,0,,,,,0
03.12.2013, 21:02:16,423.76,434.73,430,0,0,0,,,,,0
03.12.2013, 21:07:16,422.65,433.33,428.75,0,0,0,,,,,0
03.12.2013, 21:12:16,421.99,432.74,428.43,0,0,0,,,,,0
03.12.2013, 21:17:16,422.28,433.13,429.12,0,0,0,,,,,0
03.12.2013, 21:22:16,422.77,433.73,428.9,0,0,0,,,,,0
03.12.2013, 21:27:16,423.51,434.13,429.63,0,0,0,,,,,0
03.12.2013, 21:32:16,423.97,434.5,429.9,0,0,0,,,,,0
03.12.2013, 21:37:16,419.75,430.47,425.54,0,0,0,,,,,0
03.12.2013, 21:42:16,420.77,430.9,426.32,0,0,0,,,,,0
03.12.2013, 21:47:16,419.81,430.89,426.2,0,0,0,,,,,0
03.12.2013, 21:52:16,420.77,431.43,427.09,0,0,0,,,,,0
03.12.2013, 21:57:16,420,430.49,426,0,0,0,,,,,0
03.12.2013, 22:02:16,420.71,431.41,426.69,0,0,0,,,,,0
03.12.2013, 22:07:16,421.79,432.13,428.1,0,0,0,,,,,0
03.12.2013, 22:12:16,425.01,435.85,431.38,0,0,0,,,,,0
03.12.2013, 22:17:16,424.84,435.48,430.98,0,0,0,,,,,0
03.12.2013, 22:22:16,418.68,429.33,424.68,0,0,0,,,,,0
03.12.2013, 22:27:16,423.47,434.08,429.62,0,0,0,,,,,0
03.12.2013, 22:32:16,419.25,429.74,424.77,0,0,0,,,,,0
03.12.2013, 22:37:16,420.56,430.5,425.91,0,0,0,,,,,0
03.12.2013, 22:42:16,419.34,430.37,425.49,0,0,0,,,,,0
03.12.2013, 22:47:16,420.35,430.79,426.4,0,0,0,,,,,0
03.12.2013, 22:52:16,421.17,430.88,426.29,0,0,0,,,,,0
03.12.2013, 22:57:16,421.97,432.04,427.76,0,0,0,,,,,0
03.12.2013, 23:02:16,422.18,432.32,427.75,0,0,0,,,,,0
03.12.2013, 23:07:16,422.04,432.28,427.77,0,0,0,,,,,0
03.12.2013, 23:12:16,422.42,432.86,428.07,0,0,0,,,,,0
03.12.2013, 23:17:16,420.07,430.34,425.49,0,0,0,,,,,0
03.12.2013, 23:22:16,420.43,430.24,425.91,0,0,0,,,,,0
03.12.2013, 23:27:16,424.75,434.77,429.83,0,0,0,,,,,0
03.12.2013, 23:32:16,424.74,434.33,429.93,0,0,0,,,,,0
03.12.2013, 23:37:16,424.62,434.63,430.23,0,0,0,,,,,0
03.12.2013, 23:42:16,425.1,434.77,430.16,0,0,0,,,,,0
03.12.2013, 23:47:16,420.03,429.35,424.49,0,0,0,,,,,0
03.12.2013, 23:52:16,420.08,429.73,425.48,0,0,0,,,,,0
03.12.2013, 23:57:16,420.81,430.21,426.02,0,0,0,,,,,0
04.12.2013, 00:02:16,420.7,430.56,425.96,0,0,0,,,,,0
04.12.2013, 00:07:16,420.47,429.86,425.42,0,0,0,,,,,0
04.12.2013, 00:12:16,420.77,429.88,425.4,0,0,0,,,,,0
04.12.2013, 00:17:16,420.58,430.45,425.87,0,0,0,,,,,0
04.12.2013, 00:22:16,420.62,430.53,426.26,0,0,0,,,,,0
04.12.2013, 00:27:16,421.34,430.84,426.47,0,0,0,,,,,0
04.12.2013, 00:32:16,421.71,431.27,426.98,0,0,0,,,,,0
04.12.2013, 00:37:16,420.94,430.72,426.16,0,0,0,,,,,0
04.12.2013, 00:42:16,420.02,429.56,424.83,0,0,0,,,,,0
04.12.2013, 00:47:16,424.15,433.3,429.3,0,0,0,,,,,0
04.12.2013, 00:52:16,424.77,434.46,429.78,0,0,0,,,,,0
04.12.2013, 00:57:16,424.71,434.76,430.05,0,0,0,,,,,0
04.12.2013, 01:02:16,425.63,435.3,431.02,0,0,0,,,,,0
04.12.2013, 01:07:16,425.17,435,430.49,0,0,0,,,,,0
04.12.2013, 01:12:16,425.49,435.35,430.72,0,0,0,,,,,0
04.12.2013, 01:17:16,420.51,430.06,425.28,0,0,0,,,,,0
04.12.2013, 01:22:16,425.4,434.97,430.69,0,0,0,,,,,0
04.12.2013, 01:27:16,420.6,429.87,425.5,0,0,0,,,,,0
04.12.2013, 01:32:16,420.74,430.61,425.88,0,0,0,,,,,0
04.12.2013, 01:37:16,420.88,430.62,425.78,0,0,0,,,,,0
04.12.2013, 01:42:16,420.37,430.21,425.57,0,0,0,,,,,0
04.12.2013, 01:47:16,420.38,430.49,425.75,0,0,0,,,,,0
04.12.2013, 01:52:16,421.2,430.51,426.24,0,0,0,,,,,0
04.12.2013, 01:57:16,421.71,431.45,427.09,0,0,0,,,,,0
04.12.2013, 02:02:16,421.62,431.1,426.24,0,0,0,,,,,0
04.12.2013, 02:07:16,420.88,430.7,426.42,0,0,0,,,,,0
04.12.2013, 02:12:16,421.58,431.07,426.54,0,0,0,,,,,0
04.12.2013, 02:17:16,421.57,431.39,426.57,0,0,0,,,,,0
04.12.2013, 02:22:16,421.6,430.96,426.54,0,0,0,,,,,0
04.12.2013, 02:27:16,421.48,431.67,426.9,0,0,0,,,,,0
04.12.2013, 02:32:16,421.72,431.33,426.63,0,0,0,,,,,0
04.12.2013, 02:37:16,421.56,431.42,426.89,0,0,0,,,,,0
04.12.2013, 02:42:16,421.05,430.71,426.12,0,0,0,,,,,0
04.12.2013, 02:47:16,420.8,430.39,425.74,0,0,0,,,,,0
04.12.2013, 02:52:16,421.35,430.93,426.34,0,0,0,,,,,0
04.12.2013, 02:57:16,422.42,431.97,427.54,0,0,0,,,,,0
04.12.2013, 03:02:16,422.06,431.56,427.04,0,0,0,,,,,0
04.12.2013, 03:07:16,421.13,430.21,426.02,0,0,0,,,,,0
04.12.2013, 03:12:16,420.71,430.57,426.11,0,0,0,,,,,0
04.12.2013, 03:17:16,421.3,431.11,426.29,0,0,0,,,,,0
04.12.2013, 03:22:16,421.48,431.69,426.56,0,0,0,,,,,0
04.12.2013, 03:27:16,421.3,431.13,426.39,0,0,0,,,,,0
04.12.2013, 03:32:16,421.74,431.62,426.82,0,0,0,,,,,0
04.12.2013, 03:37:16,421.78,430.76,426.45,0,0,0,,,,,0
04.12.2013, 03:42:16,421.59,431.17,426.71,0,0,0,,,,,0
04.12.2013, 03:47:16,421.29,431.11,426.17,0,0,0,,,,,0
04.12.2013, 03:52:16,421.7,431.91,427.03,0,0,0,,,,,0
04.12.2013, 03:57:16,421.95,431.61,426.95,0,0,0,,,,,0
04.12.2013, 04:02:16,422.05,431.57,426.67,0,0,0,,,,,0
04.12.2013, 04:07:16,421.24,431.25,426.51,0,0,0,,,,,0
04.12.2013, 04:12:16,421.21,430.82,426.21,0,0,0,,,,,0
04.12.2013, 04:17:16,420.97,430.55,426,0,0,0,,,,,0
04.12.2013, 04:22:16,421.17,430.96,426.33,0,0,0,,,,,0
04.12.2013, 04:27:16,421.16,431.3,426.19,0,0,0,,,,,0
04.12.2013, 04:32:16,421.72,431.39,426.45,0,0,0,,,,,0
04.12.2013, 04:37:16,420.78,430.84,425.47,0,0,0,,,,,0
04.12.2013, 04:42:16,420.74,430.43,426.01,0,0,0,,,,,0
04.12.2013, 04:47:16,421.34,431.29,426.36,0,0,0,,,,,0
04.12.2013, 04:52:16,421.81,431.55,426.75,0,0,0,,,,,0
04.12.2013, 04:57:16,420.97,430.53,426.05,0,0,0,,,,,0
04.12.2013, 05:02:16,420.09,430.05,425.03,0,0,0,,,,,0
04.12.2013, 05:07:16,420.27,430.23,425.19,0,0,0,,,,,0
04.12.2013, 05:12:16,425.08,435.22,430.31,0,0,0,,,,,0
04.12.2013, 05:17:16,425.19,435.04,430.14,0,0,0,,,,,0
04.12.2013, 05:22:16,425.47,435.54,430.4,0,0,0,,,,,0
04.12.2013, 05:27:16,425.39,435.37,430.39,0,0,0,,,,,0
04.12.2013, 05:32:16,424.26,434.13,429.16,0,0,0,,,,,0
04.12.2013, 05:37:16,423.74,433.75,429.28,0,0,0,,,,,0
04.12.2013, 05:42:16,424.3,434.69,429.43,0,0,0,,,,,0
04.12.2013, 05:47:16,423.98,433.51,429.29,0,0,0,,,,,0
04.12.2013, 05:52:16,422.62,432.99,428.22,0,0,0,,,,,0
04.12.2013, 05:57:16,421.06,430.85,426.8,0,0,0,,,,,0
04.12.2013, 06:02:16,422.25,432.44,427.6,0,0,0,,,,,0
04.12.2013, 06:07:16,424.01,434.23,429.81,0,0,0,,,,,0
04.12.2013, 06:12:16,424.16,434.44,429.68,0,0,0,,,,,0
04.12.2013, 06:17:16,422.93,433.69,428.72,0,0,0,,,,,0
04.12.2013, 06:22:16,421.77,432.41,428.04,0,0,0,,,,,0
04.12.2013, 06:27:16,421.84,432.56,427.79,0,0,0,,,,,0
04.12.2013, 06:32:16,422.17,432.14,427.8,0,0,0,,,,,0
04.12.2013, 06:37:16,422.87,433.28,428.78,0,0,0,,,,,0
04.12.2013, 06:42:16,421.58,432.14,427.47,0,0,0,,,,,0
04.12.2013, 06:47:16,423.87,434.94,430.23,0,0,0,,,,,0
04.12.2013, 06:52:16,422.81,433.68,429.35,0,0,0,,,,,0
04.12.2013, 06:57:16,422.53,432.55,428,0,0,0,,,,,0
04.12.2013, 07:02:16,422.38,432.22,427.42,0,0,0,,,,,0
04.12.2013, 07:07:16,421.33,431.21,426.31,0,0,0,,,,,0
04.12.2013, 07:12:16,420.84,430.75,426.17,0,0,0,,,,,0
04.12.2013, 07:17:16,420.24,429.82,425.19,0,0,0,,,,,0
04.12.2013, 07:22:16,421.08,431.04,426.15,0,0,0,,,,,0
04.12.2013, 07:27:16,425.84,435.88,431.11,0,0,0,,,,,0
04.12.2013, 07:32:16,424.43,434.52,430.29,0,0,0,,,,,0
04.12.2013, 07:37:16,425.22,435.13,430.53,0.97,0,0,,,,,282.95
04.12.2013, 07:42:16,426.38,437.3,431.79,0,0,0,,,,,0
04.12.2013, 07:47:16,422.22,432.07,427.66,1.69,1.37,1.53,,,,,1231.24
04.12.2013, 07:52:16,426.39,436,431.37,1.92,1.57,1.73,,,,,1405.24
04.12.2013, 07:57:16,427.04,437.05,432.32,2.67,2.34,2.51,,,,,2000.25
04.12.2013, 08:02:16,428.3,438.41,433.25,3.67,3.35,3.4,,,,,2731.26
04.12.2013, 08:07:16,427.6,437.19,432.9,4.38,4,4.09,,,,,3241.53
04.12.2013, 08:12:16,427.71,438.08,433.03,4.66,4.33,4.42,,,,,3482.32
04.12.2013, 08:17:16,425.34,435.13,430.75,4.99,4.68,4.74,,,,,3707.33
04.12.2013, 08:22:16,425.88,435.33,430.24,5.27,4.96,4.96,,,,,3898.31
04.12.2013, 08:27:16,429.27,439.35,434.29,5.52,5.2,5.27,,,,,4142.6
04.12.2013, 08:32:16,429.78,439.36,434.25,5.69,5.38,5.43,,,,,4274.59
04.12.2013, 08:37:16,428.35,438.39,433.3,6.01,5.67,5.71,,,,,4482.66
04.12.2013, 08:42:16,430.83,440.95,435.51,6.02,5.7,5.79,,,,,4538.98
04.12.2013, 08:47:16,430.37,440.07,435.23,6.23,5.88,5.97,,,,,4678.09
04.12.2013, 08:52:16,431.53,440.68,436.12,6.27,5.93,6,,,,,4721.64
04.12.2013, 08:57:16,430.74,439.99,435.31,6.28,5.96,6.03,,,,,4730.64
04.12.2013, 09:02:16,429.06,438.21,433.62,6.39,6.06,6.1,,,,,4777.79
04.12.2013, 09:07:16,428.21,438.23,433.46,6.53,6.18,6.24,,,,,4877.14
04.12.2013, 09:12:16,426.98,436.77,431.98,6.66,6.36,6.36,,,,,4962.22
04.12.2013, 09:17:16,431.32,441.17,435.98,6.48,6.13,6.23,,,,,4888.14
04.12.2013, 09:22:16,431.54,440.89,436.27,6.57,6.22,6.28,,,,,4941.89
04.12.2013, 09:27:16,429.97,439.57,434.9,6.68,6.35,6.37,,,,,5003.84
04.12.2013, 09:32:16,429.55,439.55,434.4,6.7,6.41,6.43,,,,,5036.89
04.12.2013, 09:37:16,429.73,438.52,433.98,6.99,6.62,6.68,,,,,5218.61
04.12.2013, 09:42:16,432.12,441.36,436.55,7.06,6.75,6.79,,,,,5336.95
04.12.2013, 09:47:16,428.38,437.59,433.44,7.15,6.78,6.88,,,,,5338.2
04.12.2013, 09:52:16,429.25,438.64,434.29,6.98,6.61,6.63,,,,,5200.77
04.12.2013, 09:57:16,431,440.47,435.84,7.03,6.67,6.71,,,,,5272.1
04.12.2013, 10:02:16,430.36,440.1,435.88,7.01,6.64,6.68,,,,,5246.15
04.12.2013, 10:07:16,430.73,440.39,435.78,7.05,6.67,6.73,,,,,5283.73
04.12.2013, 10:12:16,429.85,439.69,434.14,6.93,6.57,6.63,,,,,5185.4
04.12.2013, 10:17:16,429.5,439.05,434.14,7.14,6.8,6.81,,,,,5336.69
04.12.2013, 10:22:16,429.81,439.86,434.37,7.31,6.94,7.05,,,,,5478.27
04.12.2013, 10:27:16,428.99,438.88,434.16,7.12,6.77,6.82,,,,,5327.14
04.12.2013, 10:32:16,429.61,438.6,433.95,7.14,6.8,6.85,,,,,5346.44
04.12.2013, 10:37:16,427.52,437.1,432.25,6.89,6.44,6.5,,,,,5128.45
04.12.2013, 10:42:16,427.02,436.41,431.21,6.59,6.17,6.26,,,,,4899.28
04.12.2013, 10:47:16,426.08,434.85,430.29,5.55,5.2,5.31,,,,,4123.5
04.12.2013, 10:52:16,426.16,435.42,430.74,5.9,5.53,5.65,,,,,4387.43
04.12.2013, 10:57:16,422.46,432.53,427.83,4.2,3.83,3.98,,,,,3102.98
04.12.2013, 11:02:16,422.38,431.95,427.51,3.95,3.56,3.69,,,,,2900.32
04.12.2013, 11:07:16,424.48,434.18,429.37,5.39,5.02,5.15,,,,,4004.89
04.12.2013, 11:12:16,426.05,436.11,430.88,5.6,5.23,5.33,,,,,4164.04
04.12.2013, 11:17:16,425.74,435.38,430.88,5.37,4.99,5.13,,,,,3995.77
04.12.2013, 11:22:16,426.99,436.16,432.07,5.69,5.27,5.39,,,,,4229.86
04.12.2013, 11:27:16,426,435.58,431.02,5.02,4.59,4.77,,,,,3727.32
04.12.2013, 11:32:16,425.67,435.41,430.46,5.44,5.03,5.2,,,,,4043
04.12.2013, 11:37:16,424.66,434.32,429.84,5.08,4.67,4.86,,,,,3767.25
04.12.2013, 11:42:16,424.8,434.3,429.47,5.39,4.98,5.13,,,,,3986.65
04.12.2013, 11:47:16,424.14,433.39,429.16,4.99,4.65,4.77,,,,,3705.33
04.12.2013, 11:52:16,425.84,435.67,431.13,5.47,5.1,5.22,,,,,4073.58
04.12.2013, 11:57:16,425.37,434.38,429.8,5.76,5.35,5.48,,,,,4253.85
04.12.2013, 12:02:16,425.53,434.95,430.27,5.16,4.77,4.92,,,,,3835.15
04.12.2013, 12:07:16,424.18,433.96,429.17,4.69,4.3,4.42,,,,,3461.55
04.12.2013, 12:12:16,423.72,433.46,428.47,4.51,4.13,4.28,,,,,3337.67
04.12.2013, 12:17:16,425.58,435.02,430.55,4.95,4.59,4.69,,,,,3676.62
04.12.2013, 12:22:16,423.53,433.44,428.52,4.92,4.52,4.65,,,,,3628.12
04.12.2013, 12:27:16,424.1,433.29,429.25,4.56,4.18,4.31,,,,,3368.59
04.12.2013, 12:32:16,423.61,433.43,429,4.29,3.93,4.05,,,,,3167.73
04.12.2013, 12:37:16,424.42,433.67,429.58,4.75,4.39,4.49,,,,,3509.9
04.12.2013, 12:42:16,423.73,433.27,428.42,5.12,4.75,4.86,,,,,3771.5
04.12.2013, 12:47:16,424.54,434.12,429.85,5.14,4.78,4.87,,,,,3795.99
04.12.2013, 12:52:16,425.14,434.42,430.49,5.1,4.74,4.85,,,,,3785.08
04.12.2013, 12:57:16,424.47,434,429.34,5.19,4.8,4.94,,,,,3840.7
04.12.2013, 13:02:16,425.63,434.93,430.82,5.55,5.19,5.29,,,,,4113.74
04.12.2013, 13:07:16,425.34,434.52,430.63,5.67,5.32,5.41,,,,,4208.52
04.12.2013, 13:12:16,424.93,434.58,429.93,5.25,4.89,4.96,,,,,3878.16
04.12.2013, 13:17:16,424.95,434.3,429.91,5.96,5.61,5.73,,,,,4427.36
04.12.2013, 13:22:16,425.87,435.33,431.07,5.92,5.54,5.64,,,,,4396.02
04.12.2013, 13:27:16,426.61,436.55,431.97,5.94,5.58,5.73,,,,,4439.21
04.12.2013, 13:32:16,425.49,435.74,430.94,5.95,5.55,5.7,,,,,4419.79
04.12.2013, 13:37:16,426.29,436.27,431.43,5.85,5.51,5.57,,,,,4351.27
04.12.2013, 13:42:16,425.47,435.56,430.9,5.76,5.34,5.54,,,,,4284.75
04.12.2013, 13:47:16,424.35,434.71,430.09,5.8,5.41,5.5,,,,,4290.22
04.12.2013, 13:52:16,426.21,436.14,431.71,5.58,5.22,5.32,,,,,4162.52
04.12.2013, 13:57:16,426.54,436.49,431.87,5.44,5.04,5.17,,,,,4044.34
04.12.2013, 14:02:16,426.53,436.16,431.53,5.37,4.97,5.07,,,,,3999.8
04.12.2013, 14:07:16,426.54,435.85,430.82,5.65,5.19,5.31,,,,,4187.31
04.12.2013, 14:12:16,426.74,436.88,431.77,5.77,5.37,5.51,,,,,4302.11
04.12.2013, 14:17:16,426.32,436.6,431.95,6.01,5.6,5.68,,,,,4470.31
04.12.2013, 14:22:16,425.13,435.22,430.6,5.79,5.37,5.41,,,,,4270.21
04.12.2013, 14:27:16,426.69,436.45,431.98,5.51,5.07,5.2,,,,,4097.77
04.12.2013, 14:32:16,426.54,436.46,431.58,5.49,5,5.1,,,,,4069.73
04.12.2013, 14:37:16,424.77,434.48,430,5.29,4.86,4.95,,,,,3899.48
04.12.2013, 14:42:16,426.12,436.03,431.24,5.27,4.81,4.95,,,,,3910.16
04.12.2013, 14:47:16,426.65,436.42,432.1,4.84,4.4,4.53,,,,,3591.49
04.12.2013, 14:52:16,426.67,435.67,431.75,4.89,4.46,4.66,,,,,3648.55
04.12.2013, 14:57:16,426.95,436.39,431.92,4.85,4.41,4.57,,,,,3605.48
04.12.2013, 15:02:16,425.3,435.47,430.53,4.64,4.23,4.41,,,,,3459.04
04.12.2013, 15:07:16,425.36,434.49,430.35,4.18,3.73,3.95,,,,,3102.7
04.12.2013, 15:12:16,425.69,434.78,430.48,3.93,3.5,3.65,,,,,2902.91
04.12.2013, 15:17:16,424.5,433.89,429.2,3.41,2.97,3.11,,,,,2504.18
04.12.2013, 15:22:16,419.28,428.06,423.51,3.23,2.72,2.93,,,,,2336.21
04.12.2013, 15:27:16,423.7,432.79,428.53,2.85,2.35,2.6,,,,,2098.34
04.12.2013, 15:32:16,423.97,433.03,428.84,2.42,1.97,2.18,,,,,1781.3
04.12.2013, 15:37:16,424.47,433.62,429.01,2.4,1.92,2.13,,,,,1762.48
