Fecha de la Medida,Hora de la Medida,AB,BC,AC,FASE A,FASE B,FASE C,NEUTRO,POTENCIA ACTIVA AB [W],POTENCIA ACTIVA BC [W],POTENCIA ACTIVA C [W],
08.12.2013, 16:12:16,425.33,435.07,430.02,3.94,3.55,3.72,,,,,2922.28
08.12.2013, 16:17:16,425.53,434.72,430.03,3.85,3.45,3.6,,,,,2840.54
08.12.2013, 16:22:16,425.68,435.43,430.51,3.7,3.3,3.49,,,,,2748.44
08.12.2013, 16:27:16,425.43,434.95,430.02,3.42,2.9,3.21,,,,,2532.74
08.12.2013, 16:32:16,425.21,434.75,429.81,3.23,2.74,2.99,,,,,2383.56
08.12.2013, 16:37:16,424.72,434.22,429.65,3.16,2.65,2.92,,,,,2321.5
08.12.2013, 16:42:16,424.25,434.16,428.38,2.85,2.4,2.6,,,,,2094.1
08.12.2013, 16:47:16,423.49,432.92,427.75,2.32,1.9,2.12,,,,,1692.05
08.12.2013, 16:52:16,422.48,432.73,427.54,1.74,1.38,1.59,,,,,1278.65
08.12.2013, 16:57:16,422.07,431.85,426.94,1.16,0,0.99,,,,,815.83
08.12.2013, 17:02:16,422.2,431.5,426.66,1.28,0,1.1,,,,,903.33
08.12.2013, 17:07:16,422.23,432.28,427.16,1.06,0,0,,,,,417.53
08.12.2013, 17:12:16,421.65,431.51,426.37,0,0,0,,,,,0
08.12.2013, 17:17:16,421.38,431.22,426.21,0,0,0,,,,,0
08.12.2013, 17:22:16,421.04,430.61,426.03,0,0,0,,,,,0
08.12.2013, 17:27:16,420.78,430.01,425.29,0,0,0,,,,,0
08.12.2013, 17:32:16,421.64,431.1,426.27,0,0,0,,,,,0
08.12.2013, 17:37:16,421.54,431.57,426.4,0,0,0,,,,,0
08.12.2013, 17:42:16,420.6,430.18,425.26,0,0,0,,,,,0
08.12.2013, 17:47:16,419.8,429.82,424.74,0,0,0,,,,,0
08.12.2013, 17:52:16,420.12,429.81,424.97,0,0,0,,,,,0
08.12.2013, 17:57:16,420.16,429.73,424.77,0,0,0,,,,,0
08.12.2013, 18:02:16,419.97,430.4,424.9,0,0,0,,,,,0
08.12.2013, 18:07:16,424.58,434.27,429.85,0,0,0,,,,,0
08.12.2013, 18:12:16,423.2,433.5,428.5,0,0,0,,,,,0
08.12.2013, 18:17:16,422.04,432.21,427.59,0,0,0,,,,,0
08.12.2013, 18:22:16,421.08,430.95,426.18,0,0,0,,,,,0
08.12.2013, 18:27:16,420.89,431.36,426.65,0,0,0,,,,,0
08.12.2013, 18:32:16,421.05,431.12,426.47,0,0,0,,,,,0
08.12.2013, 18:37:16,421.49,431.7,427.09,0,0,0,,,,,0
08.12.2013, 18:42:16,421.8,432.36,427.14,0,0,0,,,,,0
08.12.2013, 18:47:16,421.67,432.19,427.67,0,0,0,,,,,0
08.12.2013, 18:52:16,421.01,431.99,427.17,0,0,0,,,,,0
08.12.2013, 18:57:16,422.12,432.12,427.18,0,0,0,,,,,0
08.12.2013, 19:02:16,421.76,432.16,427.36,0,0,0,,,,,0
08.12.2013, 19:07:16,421.62,431.95,427.02,0,0,0,,,,,0
08.12.2013, 19:12:16,421.85,432.12,427.49,0,0,0,,,,,0
08.12.2013, 19:17:16,421.13,431.16,426.56,0,0,0,,,,,0
08.12.2013, 19:22:16,422.16,432.4,427.49,0,0,0,,,,,0
08.12.2013, 19:27:16,423.23,433.72,429.12,0,0,0,,,,,0
08.12.2013, 19:32:16,423.05,433.05,428.65,0,0,0,,,,,0
08.12.2013, 19:37:16,421.83,432.56,427.75,0,0,0,,,,,0
08.12.2013, 19:42:16,420.79,431.47,426.92,0,0,0,,,,,0
08.12.2013, 19:47:16,421.32,431.78,426.9,0,0,0,,,,,0
08.12.2013, 19:52:16,423.16,433.14,428.67,0,0,0,,,,,0
08.12.2013, 19:57:16,422.36,433.19,428.34,0,0,0,,,,,0
08.12.2013, 20:02:16,423.2,433.91,428.84,0,0,0,,,,,0
08.12.2013, 20:07:16,422.79,433.67,428.47,0,0,0,,,,,0
08.12.2013, 20:12:16,422.9,433.18,428.43,0,0,0,,,,,0
08.12.2013, 20:17:16,422.72,433.01,428.65,0,0,0,,,,,0
08.12.2013, 20:22:16,423.37,433.85,429.11,0,0,0,,,,,0
08.12.2013, 20:27:16,424.51,434.57,430.09,0,0,0,,,,,0
08.12.2013, 20:32:16,423.94,434.18,429.74,0,0,0,,,,,0
08.12.2013, 20:37:16,423.96,434.45,429.63,0,0,0,,,,,0
08.12.2013, 20:42:16,423.06,433.6,429.01,0,0,0,,,,,0
08.12.2013, 20:47:16,422.69,433.15,428.42,0,0,0,,,,,0
08.12.2013, 20:52:16,423.85,434.4,429.25,0,0,0,,,,,0
08.12.2013, 20:57:16,425.23,435.64,430.75,0,0,0,,,,,0
08.12.2013, 21:02:16,425.6,435.84,431.06,0,0,0,,,,,0
08.12.2013, 21:07:16,419.87,430.33,425.43,0,0,0,,,,,0
08.12.2013, 21:12:16,419.71,430.28,425.82,0,0,0,,,,,0
08.12.2013, 21:17:16,420.88,431.18,426.21,0,0,0,,,,,0
08.12.2013, 21:22:16,421.21,431.68,426.71,0,0,0,,,,,0
08.12.2013, 21:27:16,421.94,432.68,427.68,0,0,0,,,,,0
08.12.2013, 21:32:16,422.24,432.97,427.68,0,0,0,,,,,0
08.12.2013, 21:37:16,422.04,432.38,427.91,0,0,0,,,,,0
08.12.2013, 21:42:16,422.71,433.05,428.17,0,0,0,,,,,0
08.12.2013, 21:47:16,422.86,433.37,428.61,0,0,0,,,,,0
08.12.2013, 21:52:16,422.5,433.14,428.33,0,0,0,,,,,0
08.12.2013, 21:57:16,422.13,433.02,428.03,0,0,0,,,,,0
08.12.2013, 22:02:16,422.49,433.03,428.17,0,0,0,,,,,0
08.12.2013, 22:07:16,423.21,433.52,428.8,0,0,0,,,,,0
08.12.2013, 22:12:16,421.37,431.79,426.96,0,0,0,,,,,0
08.12.2013, 22:17:16,421.36,432,426.89,0,0,0,,,,,0
08.12.2013, 22:22:16,421.82,432.35,427.35,0,0,0,,,,,0
08.12.2013, 22:27:16,422.43,432.87,427.69,0,0,0,,,,,0
08.12.2013, 22:32:16,422.43,433.06,427.89,0,0,0,,,,,0
08.12.2013, 22:37:16,422.41,432.64,428.43,0,0,0,,,,,0
08.12.2013, 22:42:16,423.42,433.78,428.74,0,0,0,,,,,0
08.12.2013, 22:47:16,423.45,433.94,428.76,0,0,0,,,,,0
08.12.2013, 22:52:16,423.94,434.37,429.16,0,0,0,,,,,0
08.12.2013, 22:57:16,422.68,433.36,428.18,0,0,0,,,,,0
08.12.2013, 23:02:16,422.76,434.04,428.49,0,0,0,,,,,0
08.12.2013, 23:07:16,422.79,433.03,427.86,0,0,0,,,,,0
08.12.2013, 23:12:16,422.58,433.11,427.98,0,0,0,,,,,0
08.12.2013, 23:17:16,423.55,433.87,428.69,0,0,0,,,,,0
08.12.2013, 23:22:16,423.37,433.88,428.95,0,0,0,,,,,0
08.12.2013, 23:27:16,423.35,433.63,428.39,0,0,0,,,,,0
08.12.2013, 23:32:16,422.34,433.46,428.06,0,0,0,,,,,0
08.12.2013, 23:37:16,422.82,433.38,428.03,0,0,0,,,,,0
08.12.2013, 23:42:16,424,434.42,428.94,0,0,0,,,,,0
08.12.2013, 23:47:16,424.46,434.91,429.35,0,0,0,,,,,0
08.12.2013, 23:52:16,424.64,434.84,429.5,0,0,0,,,,,0
08.12.2013, 23:57:16,424.78,434.99,430.15,0,0,0,,,,,0
09.12.2013, 00:02:16,422.77,432.59,427.56,0,0,0,,,,,0
09.12.2013, 00:07:16,423.58,433.98,428.86,0,0,0,,,,,0
09.12.2013, 00:12:16,424.3,434.55,429.4,0,0,0,,,,,0
09.12.2013, 00:17:16,424.59,434.71,429.75,0,0,0,,,,,0
09.12.2013, 00:22:16,423.12,433.1,427.9,0,0,0,,,,,0
09.12.2013, 00:27:16,421.52,431.78,426.63,0,0,0,,,,,0
09.12.2013, 00:32:16,421.14,431.16,426.42,0,0,0,,,,,0
09.12.2013, 00:37:16,421.95,431.88,427.02,0,0,0,,,,,0
09.12.2013, 00:42:16,421.83,432.21,427.11,0,0,0,,,,,0
09.12.2013, 00:47:16,421.02,431.51,426.21,0,0,0,,,,,0
09.12.2013, 00:52:16,420.82,431.53,426.27,0,0,0,,,,,0
09.12.2013, 00:57:16,421.28,431.34,426.25,0,0,0,,,,,0
09.12.2013, 01:02:16,422.22,432.34,427.08,0,0,0,,,,,0
09.12.2013, 01:07:16,421.63,432.63,426.91,0,0,0,,,,,0
09.12.2013, 01:12:16,422.32,432.93,427.89,0,0,0,,,,,0
09.12.2013, 01:17:16,421.45,431.74,426.77,0,0,0,,,,,0
09.12.2013, 01:22:16,422.05,432.2,427.12,0,0,0,,,,,0
09.12.2013, 01:27:16,421.58,431.75,426.74,0,0,0,,,,,0
09.12.2013, 01:32:16,422.72,433.01,427.5,0,0,0,,,,,0
09.12.2013, 01:37:16,422.66,432.91,428.07,0,0,0,,,,,0
09.12.2013, 01:42:16,422.56,432.49,427.52,0,0,0,,,,,0
09.12.2013, 01:47:16,422.51,432.49,427.58,0,0,0,,,,,0
09.12.2013, 01:52:16,422.76,432.91,428,0,0,0,,,,,0
09.12.2013, 01:57:16,423.38,433.81,428.69,0,0,0,,,,,0
09.12.2013, 02:02:16,422.96,433.2,427.94,0,0,0,,,,,0
09.12.2013, 02:07:16,421.9,432.2,426.87,0,0,0,,,,,0
09.12.2013, 02:12:16,421.16,431.8,426.42,0,0,0,,,,,0
09.12.2013, 02:17:16,421.25,431.4,426.43,0,0,0,,,,,0
09.12.2013, 02:22:16,422.01,432.25,427.32,0,0,0,,,,,0
09.12.2013, 02:27:16,422.3,432.47,427.3,0,0,0,,,,,0
09.12.2013, 02:32:16,422,432.02,426.89,0,0,0,,,,,0
09.12.2013, 02:37:16,421.99,432.78,427.47,0,0,0,,,,,0
09.12.2013, 02:42:16,422.89,433.48,427.77,0,0,0,,,,,0
09.12.2013, 02:47:16,422.3,432.55,427.46,0,0,0,,,,,0
09.12.2013, 02:52:16,422.59,432.88,427.63,0,0,0,,,,,0
09.12.2013, 02:57:16,422.72,432.86,427.81,0,0,0,,,,,0
09.12.2013, 03:02:16,422.58,432.63,427.56,0,0,0,,,,,0
09.12.2013, 03:07:16,422.06,432.53,427.4,0,0,0,,,,,0
09.12.2013, 03:12:16,422.87,432.95,427.89,0,0,0,,,,,0
09.12.2013, 03:17:16,422.53,432.73,427.59,0,0,0,,,,,0
09.12.2013, 03:22:16,422.8,432.82,427.61,0,0,0,,,,,0
09.12.2013, 03:27:16,422.43,432.78,427.36,0,0,0,,,,,0
09.12.2013, 03:32:16,422.31,432.69,427.35,0,0,0,,,,,0
09.12.2013, 03:37:16,422.96,433.54,428.12,0,0,0,,,,,0
09.12.2013, 03:42:16,422.95,432.87,427.91,0,0,0,,,,,0
09.12.2013, 03:47:16,423.53,433.7,428.57,0,0,0,,,,,0
09.12.2013, 03:52:16,422.97,432.93,428.35,0,0,0,,,,,0
09.12.2013, 03:57:16,421.98,432.36,426.84,0,0,0,,,,,0
09.12.2013, 04:02:16,422.09,432.23,426.8,0,0,0,,,,,0
09.12.2013, 04:07:16,421.82,432.42,426.82,0,0,0,,,,,0
09.12.2013, 04:12:16,421.31,431.81,426.89,0,0,0,,,,,0
09.12.2013, 04:17:16,421.81,431.89,426.89,0,0,0,,,,,0
09.12.2013, 04:22:16,421.9,431.95,426.71,0,0,0,,,,,0
09.12.2013, 04:27:16,421.58,431.69,426.46,0,0,0,,,,,0
09.12.2013, 04:32:16,421.5,432.02,426.71,0,0,0,,,,,0
09.12.2013, 04:37:16,422.2,431.76,427.03,0,0,0,,,,,0
09.12.2013, 04:42:16,422,432.21,427.15,0,0,0,,,,,0
09.12.2013, 04:47:16,422.25,432.73,427.4,0,0,0,,,,,0
09.12.2013, 04:52:16,422.31,432.24,426.69,0,0,0,,,,,0
09.12.2013, 04:57:16,421.65,431.94,427.11,0,0,0,,,,,0
09.12.2013, 05:02:16,420.19,430.76,425.27,0,0,0,,,,,0
09.12.2013, 05:07:16,425.26,435.2,430.15,0,0,0,,,,,0
09.12.2013, 05:12:16,425.35,435.73,430.68,0,0,0,,,,,0
09.12.2013, 05:17:16,425.24,435.91,430.49,0,0,0,,,,,0
09.12.2013, 05:22:16,424.15,434.55,429.34,0,0,0,,,,,0
09.12.2013, 05:27:16,423.93,434.16,429.26,0,0,0,,,,,0
09.12.2013, 05:32:16,424.16,434.7,428.97,0,0,0,,,,,0
09.12.2013, 05:37:16,423.42,434.06,428.76,0,0,0,,,,,0
09.12.2013, 05:42:16,424.08,434.51,428.7,0,0,0,,,,,0
09.12.2013, 05:47:16,424.43,435.26,429.95,0,0,0,,,,,0
09.12.2013, 05:52:16,424.02,434.83,429.1,0,0,0,,,,,0
09.12.2013, 05:57:16,422.64,433.58,427.82,0,0,0,,,,,0
09.12.2013, 06:02:16,423.33,433.62,428.06,0,0,0,,,,,0
09.12.2013, 06:07:16,424.67,435.3,430.02,0,0,0,,,,,0
09.12.2013, 06:12:16,423.27,434.29,428.69,0,0,0,,,,,0
09.12.2013, 06:17:16,424.19,435.31,429.85,0,0,0,,,,,0
09.12.2013, 06:22:16,423.24,434.49,428.79,0,0,0,,,,,0
09.12.2013, 06:27:16,424.83,435.02,429.9,0,0,0,,,,,0
09.12.2013, 06:32:16,422.92,433.14,428.32,0,0,0,,,,,0
09.12.2013, 06:37:16,422.37,432.64,427.63,0,0,0,,,,,0
09.12.2013, 06:42:16,422.8,432.74,428.23,0,0,0,,,,,0
09.12.2013, 06:47:16,423.58,433.89,428.7,0,0,0,,,,,0
09.12.2013, 06:52:16,423.45,433.9,428.84,0,0,0,,,,,0
09.12.2013, 06:57:16,423.57,433.5,428.5,0,0,0,,,,,0
09.12.2013, 07:02:16,424.03,433.99,429,0,0,0,,,,,0
09.12.2013, 07:07:16,422.94,433.08,428.07,0,0,0,,,,,0
09.12.2013, 07:12:16,422.84,432.25,427.62,0,0,0,,,,,0
09.12.2013, 07:17:16,422.46,431.59,426.58,0,0,0,,,,,0
09.12.2013, 07:22:16,422.62,432.78,428.14,0,0,0,,,,,0
09.12.2013, 07:27:16,423.28,432.97,427.55,0,0,0,,,,,0
09.12.2013, 07:32:16,422.43,431.99,427.29,0,0,0,,,,,0
09.12.2013, 07:37:16,422.39,432.13,427.46,0,0,0,,,,,0
09.12.2013, 07:42:16,422.46,432.49,427.83,0,0,0,,,,,0
09.12.2013, 07:47:16,423.93,433.38,428.46,0,0,0,,,,,0
09.12.2013, 07:52:16,424.41,433.56,429.09,1.76,1.44,1.6,,,,,1280.29
09.12.2013, 07:57:16,424.34,434.15,429.57,1.95,1.53,1.78,,,,,1410.67
09.12.2013, 08:02:16,424.93,434.49,429.64,2.66,2.3,2.48,,,,,1965.6
09.12.2013, 08:07:16,425.96,435.7,430.73,4.2,3.86,3.94,,,,,3102.99
09.12.2013, 08:12:16,426.24,435.89,430.88,4.89,4.54,4.61,,,,,3616.33
09.12.2013, 08:17:16,426.88,436.09,431.4,5.19,4.86,4.96,,,,,3862.31
09.12.2013, 08:22:16,426.65,437.07,432.27,5.69,5.34,5.43,,,,,4226.2
09.12.2013, 08:27:16,425.65,435.65,431.01,5.98,5.67,5.74,,,,,4449.24
09.12.2013, 08:32:16,426.33,435.77,430.69,2.4,2.05,2.25,,,,,1777.28
09.12.2013, 08:37:16,432,441.53,436.33,6.67,6.31,6.4,,,,,5017.13
09.12.2013, 08:42:16,426.4,436.11,430.21,6.65,6.31,6.37,,,,,4924.75
09.12.2013, 08:47:16,432.33,441.6,436.68,6.83,6.51,6.54,,,,,5151.07
09.12.2013, 08:52:16,429.21,438.28,433.37,4.22,3.83,3.96,,,,,3138.25
09.12.2013, 08:57:16,431.04,440.44,435.17,6.9,6.56,6.61,,,,,5176.51
09.12.2013, 09:02:16,430.59,439.72,434.8,7.23,6.89,6.9,,,,,5409.23
09.12.2013, 09:07:16,430.08,439.44,434.18,7.32,7,7.06,,,,,5493.29
09.12.2013, 09:12:16,431.89,441.26,436.16,7.31,6.96,7.01,,,,,5496.59
09.12.2013, 09:17:16,433.14,442.9,437.89,7.54,7.13,7.19,,,,,5663.57
09.12.2013, 09:22:16,431.96,441.8,436.91,7.5,7.13,7.18,,,,,5633.02
09.12.2013, 09:27:16,428.88,437.82,433.23,7.75,7.4,7.43,,,,,5779.26
09.12.2013, 09:32:16,431.73,441.84,436.37,7.6,7.25,7.28,,,,,5713.5
09.12.2013, 09:37:16,428.48,437.53,432.77,7.7,7.35,7.43,,,,,5748.41
09.12.2013, 09:42:16,433.07,442.47,437.29,7.68,7.36,7.39,,,,,5804.43
09.12.2013, 09:47:16,432.93,442.11,437.2,7.63,7.25,7.33,,,,,5749.16
09.12.2013, 09:52:16,431.71,441.29,436.24,7.77,7.41,7.49,,,,,5848.09
09.12.2013, 09:57:16,432.59,442.46,437.38,7.92,7.59,7.64,,,,,5987.32
09.12.2013, 10:02:16,432.2,441.45,436.9,7.91,7.48,7.51,,,,,5958.27
09.12.2013, 10:07:16,431.79,441.22,436.9,7.97,7.54,7.57,,,,,5987.02
09.12.2013, 10:12:16,432.47,441.97,437.31,7.94,7.61,7.67,,,,,5998.86
09.12.2013, 10:17:16,431.37,441.23,436.23,7.94,7.62,7.69,,,,,5992.08
09.12.2013, 10:22:16,430.08,439.32,434.87,7.73,7.4,7.45,,,,,5799.96
09.12.2013, 10:27:16,430.77,440.1,435.15,7.79,7.35,7.4,,,,,5834.44
09.12.2013, 10:32:16,431.59,440.91,436.36,7.7,7.35,7.42,,,,,5795.08
09.12.2013, 10:37:16,431.47,440.61,435.85,8.05,7.58,7.66,,,,,6034.37
09.12.2013, 10:42:16,431.09,440.31,435.56,7.69,7.33,7.42,,,,,5779.64
09.12.2013, 10:47:16,429.74,438.36,434.38,7.55,7.2,7.28,,,,,5658.14
09.12.2013, 10:52:16,428.83,438,433.23,7.56,7.17,7.27,,,,,5646.67
09.12.2013, 10:57:16,430.42,439.47,435.3,7.78,7.38,7.47,,,,,5821.49
09.12.2013, 11:02:16,427.74,437.22,432.43,6.26,5.8,5.9,,,,,4651.68
09.12.2013, 11:07:16,429.13,438.26,433.98,6.96,6.54,6.67,,,,,5198.73
09.12.2013, 11:12:16,430.64,439.59,435.3,7.47,6.99,7.17,,,,,5574.48
09.12.2013, 11:17:16,429.48,438.88,434.62,7.1,6.71,6.82,,,,,5314.91
09.12.2013, 11:22:16,429.39,438.17,433.77,7.23,6.78,6.9,,,,,5379.09
09.12.2013, 11:27:16,426.12,435.13,430.69,4.16,3.76,3.9,,,,,3076.39
09.12.2013, 11:32:16,426.08,435.67,431.06,3.21,2.81,2.98,,,,,2381.64
09.12.2013, 11:37:16,426.55,436.12,431.32,4.39,4.02,4.18,,,,,3278.29
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,0,0,0,0,"6,599.64"
,,,,,,,,0,0,0,0,0
,,,,,,,,0,#¡DIV/0!,#¡DIV/0!,#¡DIV/0!,"1,637.26"
