Feha de la Medda,Hora de la Medda,FASE AB,FASE BC,FASE AC,FASE A,FASE B,FASE  C,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],
05/02/2016,13:20:00,420.5,419.4,421.8,5.297,5.774,6.677,,,,4066,4066
05/02/2016,13:35:00,419.7,418.6,421.3,4.701,5.233,6.085,,,,3629,3629
05/02/2016,13:50:00,420.5,419.7,422,4.679,5.239,6.133,,,,3641,3641
05/02/2016,14:05:00,420,418.8,421.6,4.329,4.947,5.673,,,,3354,3354
05/02/2016,14:20:00,420.1,418.7,421.6,4.182,4.696,5.495,,,,3216,3216
05/02/2016,14:35:00,419.8,418.2,421.2,3.725,4.197,4.93,,,,2846,2846
05/02/2016,14:50:00,419.4,417.9,420.7,3.376,3.762,4.492,,,,2493,2493
05/02/2016,15:05:00,418.9,417.1,420.1,3.014,3.412,4.069,,,,2198,2198
05/02/2016,15:20:00,418.4,416.7,419.8,2.811,3.188,3.819,,,,2020,2020
05/02/2016,15:35:00,416.2,414.7,417.5,2.584,2.861,3.542,,,,1800,1800
05/02/2016,15:50:00,415.7,413.9,417,2.035,2.303,2.792,,,,1294,1294
05/02/2016,16:05:00,414.9,413.1,416.2,1.686,1.816,2.215,,,,878.4,878.4
05/02/2016,16:20:00,414.4,412.6,416,1.477,1.505,1.732,,,,556.7,556.7
05/02/2016,16:35:00,414.1,412.3,415.8,1.439,1.133,1.192,,,,157.2,157.2
05/02/2016,16:50:00,414.3,412.1,415.9,1.433,1.022,0.713,,,,101.2,101.2
05/02/2016,17:05:00,414.4,412.4,416.1,1.529,0.31,0.006,,,,13.37,13.37
05/02/2016,17:20:00,413.6,411.8,415.5,1.721,0.051,0,,,,0,0
05/02/2016,17:35:00,412.7,411,415,2.042,0.196,0.008,,,,0,0
05/02/2016,17:50:00,406.4,405.2,413.7,2.077,0.112,0,,,,0,0
05/02/2016,18:05:00,413,411.9,416.3,2.118,0.352,0,,,,0,0
05/02/2016,18:20:00,413.2,411.9,415.8,2.069,0.119,0,,,,0,0
05/02/2016,18:35:00,410.5,408.1,412.2,1.977,0.023,0,,,,0,0
05/02/2016,18:50:00,410.4,407.9,412.1,1.959,0.048,0,,,,0,0
05/02/2016,19:05:00,411.1,408.6,413,1.986,0.03,0,,,,0,0
05/02/2016,19:20:00,411.9,409.2,414,1.876,0,0,,,,0,0
05/02/2016,19:35:00,412.6,410.1,414.7,1.981,0,0,,,,0,0
05/02/2016,19:50:00,413.2,410.8,415.4,1.954,0,0,,,,0,0
05/02/2016,20:05:00,414,411.6,416,1.984,0,0,,,,0,0
05/02/2016,20:20:00,414.3,411.9,416.2,1.984,0,0,,,,0,0
05/02/2016,20:35:00,415.2,412.4,416.9,1.924,0,0,,,,0,0
05/02/2016,20:50:00,415.2,412.8,417.1,1.974,0,0,,,,0,0
05/02/2016,21:05:00,412.7,409.9,414.6,1.866,0,0,,,,0,0
