Feha de la Medda,Hora de la Medda,FASE AB,FASE B,FASE A,FASE A,FASE B,FASE  ,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],
05/03/2015,16:07:36,410.63,416.18,413.88,1.8,1.78,2.12,"1,78","2,12",,,1383.84
05/03/2015,16:12:36,408.34,414.65,412.3,1.62,1.6,1.92,"1,60","1,92",,,1240.18
05/03/2015,16:17:36,410.33,416.14,414.01,1.68,1.66,2.06,"1,66","2,06",,,1294.87
05/03/2015,16:22:36,408.33,413.62,411.93,1.38,1.36,1.7,"1,36","1,70",,,1065.19
05/03/2015,16:27:36,410.15,416.16,413.93,1.47,1.41,1.83,"1,41","1,83",,,1123.92
05/03/2015,16:32:36,409.06,414.77,412.4,1.24,1.17,1.55,"1,17","1,55",,,932.14
05/03/2015,16:37:36,409.69,415.43,413.18,1.05,0.96,1.34,"0,96","1,34",,,744.75
05/03/2015,16:42:36,409.43,415.13,412.39,1.08,1,1.35,"1,00","1,35",,,773.47
05/03/2015,16:47:36,409.04,415.01,412.78,0.96,0,1.22,"0,00","1,22",,,647
05/03/2015,16:52:36,410.07,415.81,413.49,0.97,0,1.19,"0,00","1,19",,,606.31
05/03/2015,16:57:36,407.1,413.38,410.35,0,0,1.02,"0,00","1,02",,,332.12
05/03/2015,17:02:36,409.36,415,412.53,0,0,1.03,"0,00","1,03",,,332.51
05/03/2015,17:07:36,407.62,413.94,411.21,0,0,0,"0,00","0,00",,,0
05/03/2015,17:12:36,409.14,414.7,412.66,0,0,0,"0,00","0,00",,,0
05/03/2015,17:17:36,408.97,415.05,412.67,0,0,0,"0,00","0,00",,,0
05/03/2015,17:22:36,409.93,415.32,413.49,0,0,0,"0,00","0,00",,,0
05/03/2015,17:27:36,409.1,414.89,412.49,0,0,0,"0,00","0,00",,,0
05/03/2015,17:32:36,408.9,414.31,412.18,0,0,0,"0,00","0,00",,,0
05/03/2015,17:37:36,409.07,415.25,412.62,0,0,0,"0,00","0,00",,,0
05/03/2015,17:42:36,409.29,414.42,412.33,0,0,0,"0,00","0,00",,,0
05/03/2015,17:47:36,407.16,412.63,410.19,0,0,0,"0,00","0,00",,,0
05/03/2015,17:52:36,408.57,414.19,411.33,0,0,0,"0,00","0,00",,,0
05/03/2015,17:57:36,408.5,413.98,411.53,0,0,0,"0,00","0,00",,,0
05/03/2015,18:02:36,406,411.47,409.21,0,0,0,"0,00","0,00",,,0
05/03/2015,18:07:36,405.49,411,408.39,0,0,0,"0,00","0,00",,,0
05/03/2015,18:12:36,403.74,409.81,407.22,0,0,0,"0,00","0,00",,,0
05/03/2015,18:17:36,404.59,410.49,407.48,0,0,0,"0,00","0,00",,,0
05/03/2015,18:22:36,404.82,410.04,407.85,0,0,0,"0,00","0,00",,,0
05/03/2015,18:27:36,404.58,409.37,407.21,0,0,0,"0,00","0,00",,,0
05/03/2015,18:32:36,402.94,407.64,405.53,0,0,0,"0,00","0,00",,,0
05/03/2015,18:37:36,403.39,408.62,406.51,0,0,0,"0,00","0,00",,,0
05/03/2015,18:42:36,402.52,407.07,405.26,0,0,0,"0,00","0,00",,,0
05/03/2015,18:47:36,404.28,408.41,407.59,0,0,0,"0,00","0,00",,,0
05/03/2015,18:52:36,406.1,410.41,409.49,0,0,0,"0,00","0,00",,,0
05/03/2015,18:57:36,406.06,410.33,409.24,0,0,0,"0,00","0,00",,,0
05/03/2015,19:02:36,406.01,410.78,409.3,0,0,0,"0,00","0,00",,,0
05/03/2015,19:07:36,406.16,410.76,409.36,0,0,0,"0,00","0,00",,,0
05/03/2015,19:12:36,406.58,411.09,409.98,0,0,0,"0,00","0,00",,,0
05/03/2015,19:17:36,406.63,411.28,410.36,0,0,0,"0,00","0,00",,,0
05/03/2015,19:22:36,406.92,411.58,410.48,0,0,0,"0,00","0,00",,,0
05/03/2015,19:27:36,406.24,411.26,410.22,0,0,0,"0,00","0,00",,,0
05/03/2015,19:32:36,406.21,411.15,409.98,0,0,0,"0,00","0,00",,,0
05/03/2015,19:37:36,407.43,412.28,411.28,0,0,0,"0,00","0,00",,,0
05/03/2015,19:42:36,407.33,411.61,411.02,0,0,0,"0,00","0,00",,,0
05/03/2015,19:47:36,408.79,413.15,412.43,0,0,0,"0,00","0,00",,,0
05/03/2015,19:52:36,408.93,413.52,412.31,0,0,0,"0,00","0,00",,,0
05/03/2015,19:57:36,406.93,411.66,410.84,0,0,0,"0,00","0,00",,,0
05/03/2015,20:02:36,407.04,411.66,410.58,0,0,0,"0,00","0,00",,,0
05/03/2015,20:07:36,407.49,411.95,410.64,0,0,0,"0,00","0,00",,,0
05/03/2015,20:12:36,407.34,412.55,411.36,0,0,0,"0,00","0,00",,,0
05/03/2015,20:17:36,408.76,412.83,412.01,0,0,0,"0,00","0,00",,,0
05/03/2015,20:22:36,408.9,413.51,412.1,0,0,0,"0,00","0,00",,,0
05/03/2015,20:27:36,409.49,413.82,412.71,0,0,0,"0,00","0,00",,,0
05/03/2015,20:32:36,408.88,413.49,412.43,0,0,0,"0,00","0,00",,,0
05/03/2015,20:37:36,408.94,413.78,412.87,0,0,0,"0,00","0,00",,,0
05/03/2015,20:42:36,409.77,414.88,413.71,0,0,0,"0,00","0,00",,,0
05/03/2015,20:47:36,409.12,413.95,412.51,0,0,0,"0,00","0,00",,,0
05/03/2015,20:52:36,407.33,412.28,410.89,0,0,0,"0,00","0,00",,,0
05/03/2015,20:57:36,408.2,413.02,411.67,0,0,0,"0,00","0,00",,,0
05/03/2015,21:02:36,406.98,412.18,410.74,0,0,0,"0,00","0,00",,,0
05/03/2015,21:07:36,408.72,413.51,412.3,0,0,0,"0,00","0,00",,,0
05/03/2015,21:12:36,408.99,413.68,412.42,0,0,0,"0,00","0,00",,,0
05/03/2015,21:17:36,408.93,414.38,413.44,0,0,0,"0,00","0,00",,,0
05/03/2015,21:22:36,409.69,414.57,412.9,0,0,0,"0,00","0,00",,,0
05/03/2015,21:27:36,408.9,413.78,412.35,0,0,0,"0,00","0,00",,,0
05/03/2015,21:32:36,407.5,412.48,411.45,0,0,0,"0,00","0,00",,,0
05/03/2015,21:37:36,406.55,411.91,410.37,0,0,0,"0,00","0,00",,,0
05/03/2015,21:42:36,407.96,412.73,411.58,0,0,0,"0,00","0,00",,,0
05/03/2015,21:47:36,408.28,413.4,411.73,0,0,0,"0,00","0,00",,,0
05/03/2015,21:52:36,408.96,413.43,412.48,0,0,0,"0,00","0,00",,,0
05/03/2015,21:57:36,409.71,414.47,413.26,0,0,0,"0,00","0,00",,,0
05/03/2015,22:02:36,408.7,413.7,412.97,0,0,0,"0,00","0,00",,,0
05/03/2015,22:07:36,410.08,414.76,413.85,0,0,0,"0,00","0,00",,,0
05/03/2015,22:12:36,409.35,414.85,413.77,0,0,0,"0,00","0,00",,,0
05/03/2015,22:17:36,409.94,414.98,413.51,0,0,0,"0,00","0,00",,,0
05/03/2015,22:22:36,409.45,414.68,413.07,0,0,0,"0,00","0,00",,,0
05/03/2015,22:27:36,408.46,413.37,412.14,0,0,0,"0,00","0,00",,,0
05/03/2015,22:32:36,408.73,414.22,412.67,0,0,0,"0,00","0,00",,,0
05/03/2015,22:37:36,409.34,414.55,412.97,0,0,0,"0,00","0,00",,,0
05/03/2015,22:42:36,409.46,414.95,413.03,0,0,0,"0,00","0,00",,,0
05/03/2015,22:47:36,403.94,408.4,407.15,0,0,0,"0,00","0,00",,,0
05/03/2015,22:52:36,406.13,411.52,409.9,0,0,0,"0,00","0,00",,,0
05/03/2015,22:57:36,407.26,411.77,410.41,0,0,0,"0,00","0,00",,,0
05/03/2015,23:02:36,405.89,410.03,408.99,0,0,0,"0,00","0,00",,,0
05/03/2015,23:07:36,406.81,411.45,410.11,0,0,0,"0,00","0,00",,,0
05/03/2015,23:12:36,406.52,411.15,410.02,0,0,0,"0,00","0,00",,,0
05/03/2015,23:17:36,405.83,410.62,410.02,0,0,0,"0,00","0,00",,,0
05/03/2015,23:22:36,406.23,410.49,409.45,0,0,0,"0,00","0,00",,,0
05/03/2015,23:27:36,407.15,411.42,410.56,0,0,0,"0,00","0,00",,,0
05/03/2015,23:32:36,406.96,411.74,411.14,0,0,0,"0,00","0,00",,,0
05/03/2015,23:37:36,407.13,412.07,411.05,0,0,0,"0,00","0,00",,,0
05/03/2015,23:42:36,407.84,412.05,411.26,0,0,0,"0,00","0,00",,,0
05/03/2015,23:47:36,407.93,412.66,411.46,0,0,0,"0,00","0,00",,,0
05/03/2015,23:52:36,407.73,412.29,411.23,0,0,0,"0,00","0,00",,,0
05/03/2015,23:57:36,408.2,412.58,411.46,0,0,0,"0,00","0,00",,,0
06/03/2015,00:02:36,408.92,413.26,412.38,0,0,0,"0,00","0,00",,,0
06/03/2015,00:07:36,408.65,413.52,412.6,0,0,0,"0,00","0,00",,,0
06/03/2015,00:12:36,408.82,413.25,412,0,0,0,"0,00","0,00",,,0
06/03/2015,00:17:36,406.26,410.69,409.76,0,0,0,"0,00","0,00",,,0
06/03/2015,00:22:36,406.54,410.83,410.12,0,0,0,"0,00","0,00",,,0
06/03/2015,00:27:36,406.92,411.4,410.4,0,0,0,"0,00","0,00",,,0
06/03/2015,00:32:36,406.69,411.03,410.09,0,0,0,"0,00","0,00",,,0
06/03/2015,00:37:36,407.14,411.65,410.73,0,0,0,"0,00","0,00",,,0
06/03/2015,00:42:36,407.57,412.45,411.01,0,0,0,"0,00","0,00",,,0
06/03/2015,00:47:36,407.49,412.49,410.91,0,0,0,"0,00","0,00",,,0
06/03/2015,00:52:36,407.74,412.29,411.11,0,0,0,"0,00","0,00",,,0
06/03/2015,00:57:36,408.05,412.54,411.37,0,0,0,"0,00","0,00",,,0
06/03/2015,01:02:36,407.1,411.48,410.44,0,0,0,"0,00","0,00",,,0
06/03/2015,01:07:36,407.8,412.69,411.44,0,0,0,"0,00","0,00",,,0
06/03/2015,01:12:36,407.72,412.34,411.39,0,0,0,"0,00","0,00",,,0
06/03/2015,01:17:36,407.4,411.56,410.9,0,0,0,"0,00","0,00",,,0
06/03/2015,01:22:36,406.05,410.98,410.2,0,0,0,"0,00","0,00",,,0
06/03/2015,01:27:36,407.17,411.99,410.45,0,0,0,"0,00","0,00",,,0
06/03/2015,01:32:36,407.15,411.77,410.98,0,0,0,"0,00","0,00",,,0
06/03/2015,01:37:36,406.88,411.87,410.31,0,0,0,"0,00","0,00",,,0
06/03/2015,01:42:36,407.57,412.08,411.12,0,0,0,"0,00","0,00",,,0
06/03/2015,01:47:36,408.7,412.54,411.66,0,0,0,"0,00","0,00",,,0
06/03/2015,01:52:36,408.08,412.55,411.21,0,0,0,"0,00","0,00",,,0
06/03/2015,01:57:36,408,412.2,411.24,0,0,0,"0,00","0,00",,,0
06/03/2015,02:02:36,408.59,413.12,411.75,0,0,0,"0,00","0,00",,,0
06/03/2015,02:07:36,408.07,411.91,411.11,0,0,0,"0,00","0,00",,,0
06/03/2015,02:12:36,408.44,413.13,411.77,0,0,0,"0,00","0,00",,,0
06/03/2015,02:17:36,408.6,412.72,411.79,0,0,0,"0,00","0,00",,,0
06/03/2015,02:22:36,407.67,413.01,411.28,0,0,0,"0,00","0,00",,,0
06/03/2015,02:27:36,408.63,412.53,411.25,0,0,0,"0,00","0,00",,,0
06/03/2015,02:32:36,408.5,413.04,411.62,0,0,0,"0,00","0,00",,,0
06/03/2015,02:37:36,408.83,413.57,412.28,0,0,0,"0,00","0,00",,,0
06/03/2015,02:42:36,409.13,413.84,412.42,0,0,0,"0,00","0,00",,,0
06/03/2015,02:47:36,408.36,413.08,411.75,0,0,0,"0,00","0,00",,,0
06/03/2015,02:52:36,407.88,412.48,411.39,0,0,0,"0,00","0,00",,,0
06/03/2015,02:57:36,407.94,413.02,411.67,0,0,0,"0,00","0,00",,,0
06/03/2015,03:02:36,408.03,412.56,411.38,0,0,0,"0,00","0,00",,,0
06/03/2015,03:07:36,407.72,412.59,411.13,0,0,0,"0,00","0,00",,,0
06/03/2015,03:12:36,408.19,413.02,411.32,0,0,0,"0,00","0,00",,,0
06/03/2015,03:17:36,407.15,411.92,410.77,0,0,0,"0,00","0,00",,,0
06/03/2015,03:22:36,408.01,412.62,411.36,0,0,0,"0,00","0,00",,,0
06/03/2015,03:27:36,408.38,412.66,411.35,0,0,0,"0,00","0,00",,,0
06/03/2015,03:32:36,407.72,412.52,411.36,0,0,0,"0,00","0,00",,,0
06/03/2015,03:37:36,407.2,412.16,410.95,0,0,0,"0,00","0,00",,,0
06/03/2015,03:42:36,407.85,412.27,411.23,0,0,0,"0,00","0,00",,,0
06/03/2015,03:47:36,408.01,411.95,411.25,0,0,0,"0,00","0,00",,,0
06/03/2015,03:52:36,407.99,412.32,411.31,0,0,0,"0,00","0,00",,,0
06/03/2015,03:57:36,408.29,412.9,411.55,0,0,0,"0,00","0,00",,,0
06/03/2015,04:02:36,407.96,412.86,411.46,0,0,0,"0,00","0,00",,,0
06/03/2015,04:07:36,408.21,412.78,411.64,0,0,0,"0,00","0,00",,,0
06/03/2015,04:12:36,408.31,412.64,411.79,0,0,0,"0,00","0,00",,,0
06/03/2015,04:17:36,407.77,412.21,411.26,0,0,0,"0,00","0,00",,,0
06/03/2015,04:22:36,407.05,411.42,410.37,0,0,0,"0,00","0,00",,,0
06/03/2015,04:27:36,407.78,412.05,410.94,0,0,0,"0,00","0,00",,,0
06/03/2015,04:32:36,407.71,412.17,411.02,0,0,0,"0,00","0,00",,,0
06/03/2015,04:37:36,407.19,411.61,410.7,0,0,0,"0,00","0,00",,,0
06/03/2015,04:42:36,407.83,412.55,411.53,0,0,0,"0,00","0,00",,,0
06/03/2015,04:47:36,407.4,411.98,410.52,0,0,0,"0,00","0,00",,,0
06/03/2015,04:52:36,406.7,411.34,409.93,0,0,0,"0,00","0,00",,,0
06/03/2015,04:57:36,405.19,409.79,408.86,0,0,0,"0,00","0,00",,,0
06/03/2015,05:02:36,406.95,411.27,410.38,0,0,0,"0,00","0,00",,,0
06/03/2015,05:07:36,407.47,411.75,411,0,0,0,"0,00","0,00",,,0
06/03/2015,05:12:36,407.22,411.69,410.96,0,0,0,"0,00","0,00",,,0
06/03/2015,05:17:36,406.2,411.12,409.86,0,0,0,"0,00","0,00",,,0
06/03/2015,05:22:36,406.16,410.51,409.49,0,0,0,"0,00","0,00",,,0
06/03/2015,05:27:36,405.05,409.63,408.85,0,0,0,"0,00","0,00",,,0
06/03/2015,05:32:36,405.22,409.84,408.87,0,0,0,"0,00","0,00",,,0
06/03/2015,05:37:36,405.52,409.8,408.98,0,0,0,"0,00","0,00",,,0
06/03/2015,05:42:36,404.45,409.22,408.15,0,0,0,"0,00","0,00",,,0
06/03/2015,05:47:36,405.15,409.37,408.59,0,0,0,"0,00","0,00",,,0
06/03/2015,05:52:36,404.9,409.36,408.52,0,0,0,"0,00","0,00",,,0
06/03/2015,05:57:36,406.79,411,410.41,0,0,0,"0,00","0,00",,,0
06/03/2015,06:02:36,407.4,411.91,410.92,0,0,0,"0,00","0,00",,,0
06/03/2015,06:07:36,407.74,411.43,411.36,0,0,0,"0,00","0,00",,,0
06/03/2015,06:12:36,407.38,412.11,411.35,0,0,0,"0,00","0,00",,,0
06/03/2015,06:17:36,406.69,411.17,410.57,0,0,0,"0,00","0,00",,,0
06/03/2015,06:22:36,406.83,411.31,410.45,0,0,0,"0,00","0,00",,,0
06/03/2015,06:27:36,405.43,409.62,408.93,0,0,0,"0,00","0,00",,,0
06/03/2015,06:32:36,405.78,410.11,409.24,0,0,0,"0,00","0,00",,,0
06/03/2015,06:37:36,404.56,409,408.24,0,0,0,"0,00","0,00",,,0
06/03/2015,06:42:36,405.73,410.06,409.24,0,0,0,"0,00","0,00",,,0
06/03/2015,06:47:36,405.94,410.64,409.67,0,0,0,"0,00","0,00",,,0
06/03/2015,06:52:36,405.77,410.63,409.89,0,0,0,"0,00","0,00",,,0
06/03/2015,06:57:36,405.41,410.67,408.88,0,0,0,"0,00","0,00",,,0
06/03/2015,07:02:36,406.96,411.24,410.33,0,0,0,"0,00","0,00",,,0
06/03/2015,07:07:36,405.33,410.47,409.04,0,0,0,"0,00","0,00",,,0
06/03/2015,07:12:36,406.29,411.26,410.42,0,0,0,"0,00","0,00",,,0
06/03/2015,07:17:36,405.02,410.74,408.85,0,0,0,"0,00","0,00",,,0
06/03/2015,07:22:36,405.48,411.53,410.06,0,0,0,"0,00","0,00",,,0
06/03/2015,07:27:36,405.56,412.45,409.86,0,0,0,"0,00","0,00",,,0
06/03/2015,07:32:36,406.53,412.07,410.47,0,0,0,"0,00","0,00",,,0
06/03/2015,07:37:36,406.89,412.84,410.74,0,0,0,"0,00","0,00",,,0
06/03/2015,07:42:36,406.97,412.57,410.41,0,0,0,"0,00","0,00",,,0
06/03/2015,07:47:36,406,411.83,410.02,0,0,0,"0,00","0,00",,,0
06/03/2015,07:52:36,405.98,411.44,409.99,0,0,0,"0,00","0,00",,,0
06/03/2015,07:57:36,404.94,410.7,409.14,0,0,0,"0,00","0,00",,,0
06/03/2015,08:02:36,405.41,410.4,408.85,0,0,0,"0,00","0,00",,,0
06/03/2015,08:07:36,403.84,409.01,407.17,0,0,0,"0,00","0,00",,,0
06/03/2015,08:12:36,404.31,409.54,407.79,0,0,0,"0,00","0,00",,,0
06/03/2015,08:17:36,406.11,411.86,410.08,0,0,0,"0,00","0,00",,,0
06/03/2015,08:22:36,405.45,410.42,409,0,0,0,"0,00","0,00",,,0
06/03/2015,08:27:36,405.37,410.82,409,0,0,0,"0,00","0,00",,,0
06/03/2015,08:32:36,404.91,409.6,408.16,0,0,0,"0,00","0,00",,,0
06/03/2015,08:37:36,404.46,410.11,408.48,0,0,0,"0,00","0,00",,,0
06/03/2015,08:42:36,403.86,409.32,407.83,0,0,0,"0,00","0,00",,,0
06/03/2015,08:47:36,404.13,409.75,407.9,0,0,0,"0,00","0,00",,,0
06/03/2015,08:52:36,403.26,408.39,406.93,0,0,0,"0,00","0,00",,,0
06/03/2015,08:57:36,403.83,409.53,407.85,0,0,0,"0,00","0,00",,,0
06/03/2015,09:02:36,405.86,410.62,408.8,0,0,0,"0,00","0,00",,,0
06/03/2015,09:07:36,404.74,410.03,408.03,0,0,0,"0,00","0,00",,,0
06/03/2015,09:12:36,406.24,409.54,406.99,1.88,1.92,2.19,"1,92","2,19",,,1440.43
06/03/2015,09:17:36,405.96,410.54,409.89,2.31,2.39,2.65,"2,39","2,65",,,1770.92
06/03/2015,09:22:36,406.62,411.3,409.75,2.4,2.44,2.72,"2,44","2,72",,,1835.8
06/03/2015,09:27:36,406.38,411.33,409.68,2.64,2.76,3,"2,76","3,00",,,2016.81
06/03/2015,09:32:36,407.03,411.82,410.29,3.01,3.17,3.36,"3,17","3,36",,,2290
06/03/2015,09:37:36,408.5,413.34,412.48,2.93,3.06,3.34,"3,06","3,34",,,2255.71
06/03/2015,09:42:36,410.14,414.58,413.45,3.39,3.46,3.69,"3,46","3,69",,,2565.13
06/03/2015,09:47:36,409.89,414.81,413.77,3.44,3.51,3.74,"3,51","3,74",,,2604.75
06/03/2015,09:52:36,409.94,414.13,412.57,3.87,3.9,4.1,"3,90","4,10",,,2885.47
06/03/2015,09:57:36,409.3,414.24,413.27,3.94,4,4.23,"4,00","4,23",,,2956.07
06/03/2015,10:02:36,409.27,413.88,412.69,3.7,3.77,3.96,"3,77","3,96",,,2774.91
06/03/2015,10:07:36,409.64,413.74,412.88,4.33,4.41,4.62,"4,41","4,62",,,3237.38
06/03/2015,10:12:36,409.57,413.83,412.69,4.14,4.22,4.41,"4,22","4,41",,,3099.61
06/03/2015,10:17:36,410.06,413.76,412.95,4.04,4.11,4.3,"4,11","4,30",,,3023.6
06/03/2015,10:22:36,408.79,413.83,412.6,4.16,4.2,4.45,"4,20","4,45",,,3106.84
06/03/2015,10:27:36,410.04,414.07,413.63,4.15,4.23,4.42,"4,23","4,42",,,3105.7
06/03/2015,10:32:36,410.08,414.14,413.37,4.2,4.28,4.48,"4,28","4,48",,,3145.39
06/03/2015,10:37:36,411.45,415.45,414.87,4.18,4.25,4.48,"4,25","4,48",,,3148.68
06/03/2015,10:42:36,409.63,414.11,413.4,4.03,4.09,4.37,"4,09","4,37",,,3037.1
06/03/2015,10:47:36,409,413.64,412.6,3.99,4.09,4.32,"4,09","4,32",,,3008.63
06/03/2015,10:52:36,408.99,413.94,413.06,4.25,4.31,4.58,"4,31","4,58",,,3189.53
06/03/2015,10:57:36,408.23,412.91,411.96,4.33,4.42,4.7,"4,42","4,70",,,3258.63
06/03/2015,11:02:36,409.2,413.61,412.82,4.45,4.52,4.76,"4,52","4,76",,,3336.62
06/03/2015,11:07:36,408.37,412.75,411.74,4.56,4.67,4.89,"4,67","4,89",,,3419.4
06/03/2015,11:12:36,409.3,413.76,412.79,4.5,4.59,4.86,"4,59","4,86",,,3387.35
06/03/2015,11:17:36,408.24,413.36,412.57,4.34,4.42,4.75,"4,42","4,75",,,3278.57
06/03/2015,11:22:36,408.14,412.55,412.18,4.43,4.56,4.75,"4,56","4,75",,,3328.68
06/03/2015,11:27:36,411.3,416.21,415.24,4.6,4.63,4.94,"4,63","4,94",,,3442.23
06/03/2015,11:32:36,410.6,414.98,414.17,4.73,4.8,5.06,"4,80","5,06",,,3556.74
06/03/2015,11:37:36,411.37,415.56,414.89,4.73,4.8,5.05,"4,80","5,05",,,3561.07
06/03/2015,11:42:36,411.11,415.85,414.35,4.76,4.83,5.07,"4,83","5,07",,,3575.86
06/03/2015,11:47:36,410.86,414.98,414.09,4.26,4.34,4.58,"4,34","4,58",,,3212.78
06/03/2015,11:52:36,411.04,415.22,414.31,4.46,4.57,4.82,"4,57","4,82",,,3379.36
06/03/2015,11:57:36,410.82,414.86,414.21,4.61,4.68,4.92,"4,68","4,92",,,3468.78
06/03/2015,12:02:36,410.38,414.2,413.31,4.49,4.56,4.79,"4,56","4,79",,,3369.78
06/03/2015,12:07:36,410.12,415.24,414.01,4.48,4.54,4.85,"4,54","4,85",,,3376.41
06/03/2015,12:12:36,409.95,414.71,413.4,4.57,4.65,4.94,"4,65","4,94",,,3443.09
06/03/2015,12:17:36,409.18,414.04,412.31,4.13,4.19,4.45,"4,19","4,45",,,3108.44
06/03/2015,12:22:36,409.72,414.47,412.92,3.72,3.79,4.09,"3,79","4,09",,,2824.89
06/03/2015,12:27:36,409.34,413.65,412.35,3.89,3.99,4.23,"3,99","4,23",,,2945.85
06/03/2015,12:32:36,409.1,413.27,412.41,4.28,4.36,4.63,"4,36","4,63",,,3225.9
06/03/2015,12:37:36,410.02,414.06,413.27,4.7,4.79,5.06,"4,79","5,06",,,3539.66
06/03/2015,12:42:36,410.61,414.89,413.72,4.87,4.94,5.22,"4,94","5,22",,,3663.4
06/03/2015,12:47:36,410.83,415.41,413.94,5.22,5.28,5.58,"5,28","5,58",,,3916.07
06/03/2015,12:52:36,410.48,415.45,413.97,5.11,5.19,5.48,"5,19","5,48",,,3846.12
06/03/2015,12:57:36,410.81,415.18,414.27,4.89,4.99,5.26,"4,99","5,26",,,3688.19
06/03/2015,13:02:36,409.14,414.16,412.46,4.1,4.19,4.46,"4,19","4,46",,,3104.11
06/03/2015,13:07:36,407.99,412.65,411.54,3.49,3.6,3.89,"3,60","3,89",,,2669.91
06/03/2015,13:12:36,408.6,413.04,411.89,3.55,3.65,3.97,"3,65","3,97",,,2715.59
06/03/2015,13:17:36,409.5,414.14,413.26,4.03,4.1,4.42,"4,10","4,42",,,3061.01
06/03/2015,13:22:36,410,414.86,413.24,4.15,4.18,4.45,"4,18","4,45",,,3113.3
06/03/2015,13:27:36,409.37,413.37,412.28,3.91,4.03,4.27,"4,03","4,27",,,2973.94
06/03/2015,13:32:36,408.47,412.72,411.78,3.69,3.8,4.13,"3,80","4,13",,,2834.79
06/03/2015,13:37:36,409.36,413.85,412.78,4.08,4.15,4.47,"4,15","4,47",,,3094.88
06/03/2015,13:42:36,409.34,413.26,412.89,3.45,3.57,3.86,"3,57","3,86",,,2662.21
06/03/2015,13:47:36,408.81,413.83,412.78,3.44,3.51,3.89,"3,51","3,89",,,2650
06/03/2015,13:52:36,411.07,415.86,414.65,3.83,3.91,4.27,"3,91","4,27",,,2946.47
06/03/2015,13:57:36,408.75,413.06,412.01,3.8,3.85,4.19,"3,85","4,19",,,2889.38
06/03/2015,14:02:36,409.71,415.06,413.3,3.7,3.77,4.13,"3,77","4,13",,,2829.08
06/03/2015,14:07:36,409.5,414.53,413.37,3.85,3.95,4.3,"3,95","4,30",,,2954.12
06/03/2015,14:12:36,409.3,414.84,413.29,3.66,3.74,4.11,"3,74","4,11",,,2811.16
06/03/2015,14:17:36,408.47,413.2,412.06,2.97,3.12,3.52,"3,12","3,52",,,2338.32
06/03/2015,14:22:36,406.15,411.45,410.12,0,0,0,"0,00","0,00",,,0
06/03/2015,14:27:36,405.38,410.17,409.22,0,0,0,"0,00","0,00",,,0
06/03/2015,14:32:36,405.67,410.57,408.66,0,0,0,"0,00","0,00",,,0
06/03/2015,14:37:36,405.2,410.5,408.83,0,0,0,"0,00","0,00",,,0
06/03/2015,14:42:36,405.82,410.73,409.29,0,0,0,"0,00","0,00",,,0
06/03/2015,14:47:36,406.24,410.98,409.3,0,0,1.17,"0,00","1,17",,,396.3
06/03/2015,14:52:36,405.14,410.23,409.21,0,0,0,"0,00","0,00",,,0
06/03/2015,14:57:36,405.19,409.72,408.58,0,0,0,"0,00","0,00",,,0
06/03/2015,15:02:36,404.15,409.07,408.06,0,0,0,"0,00","0,00",,,0
06/03/2015,15:07:36,405.57,410.66,409.65,0,0,0,"0,00","0,00",,,0
06/03/2015,15:12:36,405.3,411.04,409.51,0,0,0,"0,00","0,00",,,0
06/03/2015,15:17:36,406.24,411.52,409.59,0,0,0,"0,00","0,00",,,0
06/03/2015,15:22:36,406.04,410.39,409.59,0,0,0,"0,00","0,00",,,0
06/03/2015,15:27:36,405.29,410.2,408.77,0,0,0,"0,00","0,00",,,0
06/03/2015,15:32:36,407.25,411.62,410.41,0,0,0,"0,00","0,00",,,0
06/03/2015,15:37:36,407.82,412.48,411.3,0,0,0,"0,00","0,00",,,0
06/03/2015,15:42:36,407.11,412.18,411.22,0,0,0,"0,00","0,00",,,0
06/03/2015,15:47:36,408.33,413.69,411.56,0,0,0,"0,00","0,00",,,0
06/03/2015,15:52:36,408.56,413.08,411.55,0,0,0,"0,00","0,00",,,0
06/03/2015,15:57:36,408.18,413.17,411.52,0,0,0.99,"0,00","0,99",,,338.33
06/03/2015,16:02:36,407.53,412.3,410.74,0,0,0,"0,00","0,00",,,0
06/03/2015,16:07:36,408.86,413.46,411.63,0,0,0,"0,00","0,00",,,0
06/03/2015,16:12:36,408.76,414.05,412.15,0,0,0,"0,00","0,00",,,0
06/03/2015,16:17:36,409.05,413.64,412.25,0,0,0,"0,00","0,00",,,0
06/03/2015,16:22:36,407.78,413.27,410.36,0,0,0,"0,00","0,00",,,0
06/03/2015,16:27:36,409.37,414.21,411.69,0,0,0,"0,00","0,00",,,0
06/03/2015,16:32:36,408.84,414,411.98,0,0,0,"0,00","0,00",,,0
06/03/2015,16:37:36,409.01,413.59,412.22,0,0,0,"0,00","0,00",,,0
06/03/2015,16:42:36,407.88,412.96,411.31,0,0,0,"0,00","0,00",,,0
06/03/2015,16:47:36,410.2,414.82,413.65,0,0,0,"0,00","0,00",,,0
06/03/2015,16:52:36,409.36,414.04,412.99,0,0,0,"0,00","0,00",,,0
06/03/2015,16:57:36,409.78,414.47,413.39,0,0,0,"0,00","0,00",,,0
06/03/2015,17:02:36,407.35,411.82,411.14,0,0,0,"0,00","0,00",,,0
06/03/2015,17:07:36,406.51,411.49,409.79,0,0,0,"0,00","0,00",,,0
06/03/2015,17:12:36,407.69,412.01,410.51,0,0,0,"0,00","0,00",,,0
