Feha de la Medda,Hora de la Medda,FASE AB,FASE B,FASE A,FASE A,FASE B,FASE  ,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],
09/03/2015,10:42:36,412.61,417.52,416.78,6.08,6.14,6.45,"6,14","6,45",,,4570.98
09/03/2015,10:47:36,411.9,416.15,416.12,5.86,5.97,6.28,"5,97","6,28",,,4425.35
09/03/2015,10:52:36,412.36,416.58,416.79,5.86,5.96,6.28,"5,96","6,28",,,4433.6
09/03/2015,10:57:36,411.46,416.43,415.58,5.67,5.71,6.05,"5,71","6,05",,,4249.51
09/03/2015,11:02:36,411.02,416.52,415.74,5.81,5.86,6.21,"5,86","6,21",,,4358.55
09/03/2015,11:07:36,410.9,416,415.14,5.64,5.73,6.06,"5,73","6,06",,,4247.93
09/03/2015,11:12:36,411.56,416.51,415.81,5.75,5.83,6.14,"5,83","6,14",,,4326.23
09/03/2015,11:17:36,411.93,417.03,416.53,5.98,6.03,6.45,"6,03","6,45",,,4509.39
09/03/2015,11:22:36,412.31,416.59,416.28,5.98,6.05,6.4,"6,05","6,40",,,4504.84
09/03/2015,11:27:36,411.13,415.68,414.66,5.95,6.03,6.35,"6,03","6,35",,,4465.45
09/03/2015,11:32:36,409.85,414.86,414.63,5.95,6.04,6.43,"6,04","6,43",,,4481.42
09/03/2015,11:37:36,412.65,417.68,416.77,5.87,5.95,6.31,"5,95","6,31",,,4440.5
09/03/2015,11:42:36,412.85,417.01,416.84,5.92,6.02,6.32,"6,02","6,32",,,4475.64
09/03/2015,11:47:36,411.54,417.31,416.17,5.94,5.99,6.39,"5,99","6,39",,,4480.39
09/03/2015,11:52:36,411.7,417.05,416.37,5.69,5.76,6.15,"5,76","6,15",,,4306.76
09/03/2015,11:57:36,411.93,417.1,416.06,5.6,5.68,6.03,"5,68","6,03",,,4229.37
09/03/2015,12:02:36,412.75,416.98,416.78,5.77,5.86,6.18,"5,86","6,18",,,4359.54
09/03/2015,12:07:36,412,416.67,416.21,5.63,5.74,6.1,"5,74","6,10",,,4273.27
09/03/2015,12:12:36,411.53,416.38,415.74,5.46,5.56,5.91,"5,56","5,91",,,4134.23
09/03/2015,12:17:36,411.83,416,415.72,5.54,5.64,5.93,"5,64","5,93",,,4181.88
09/03/2015,12:22:36,411.37,416.11,415.57,5.42,5.5,5.9,"5,50","5,90",,,4115.46
09/03/2015,12:27:36,411.8,416.36,416.05,5.22,5.36,5.72,"5,36","5,72",,,3989.98
09/03/2015,12:32:36,410.72,416.28,415.29,4.93,5.01,5.41,"5,01","5,41",,,3758.2
09/03/2015,12:37:36,407.69,412.78,411.52,2.57,2.72,3.14,"2,72","3,14",,,2045.13
09/03/2015,12:42:36,405.09,410.41,409.25,0,0,0,"0,00","0,00",,,0
09/03/2015,12:47:36,405.98,410.86,410.19,0,0,0,"0,00","0,00",,,0
09/03/2015,12:52:36,406.26,411.24,409.98,0,0,0,"0,00","0,00",,,0
09/03/2015,12:57:36,405.6,411.19,409.63,0,0,0,"0,00","0,00",,,0
09/03/2015,13:02:36,404.51,410.45,409.46,0,0,0,"0,00","0,00",,,0
09/03/2015,13:07:36,410.57,415.97,414.77,4.39,4.46,4.86,"4,46","4,86",,,3343.73
09/03/2015,13:12:36,405.53,411.16,410.51,0,0,0,"0,00","0,00",,,0
09/03/2015,13:17:36,405.41,411.13,410.39,0,0,1.12,"0,00","1,12",,,379.73
09/03/2015,13:22:36,404.79,410.44,409.8,0,0,0,"0,00","0,00",,,0
09/03/2015,13:27:36,404.94,411.01,409.91,0,0,0,"0,00","0,00",,,0
09/03/2015,13:32:36,404.77,410.26,409.56,0,0,0,"0,00","0,00",,,0
09/03/2015,13:37:36,404.56,410.65,409.23,0,0,0,"0,00","0,00",,,0
09/03/2015,13:42:36,405.57,412.08,410.96,0,0,1.1,"0,00","1,10",,,351.32
09/03/2015,13:47:36,405.67,411.66,410.46,0,0,0,"0,00","0,00",,,0
09/03/2015,13:52:36,403.42,408.84,408.28,0,0,0,"0,00","0,00",,,0
09/03/2015,13:57:36,403.45,409.66,409.04,0,0,1.09,"0,00","1,09",,,365.84
09/03/2015,14:02:36,403.48,409.02,408.3,0,0,0,"0,00","0,00",,,0
09/03/2015,14:07:36,403.82,409.19,408.78,0,0,0,"0,00","0,00",,,0
09/03/2015,14:12:36,403.42,408.59,407.77,0,0,0,"0,00","0,00",,,0
09/03/2015,14:17:36,403.79,408.88,408.41,0,0,0,"0,00","0,00",,,0
09/03/2015,14:22:36,403.86,409.1,408.72,0,0,0,"0,00","0,00",,,0
09/03/2015,14:27:36,403.95,409.31,408.73,0,0,0,"0,00","0,00",,,0
09/03/2015,14:32:36,406.84,412.35,411.74,2.26,2.36,2.79,"2,36","2,79",,,1815.13
09/03/2015,14:37:36,406.31,411.35,410.9,2.22,2.33,2.72,"2,33","2,72",,,1778.37
09/03/2015,14:42:36,408.32,414.46,413.57,3.94,4.02,4.46,"4,02","4,46",,,3035.07
09/03/2015,14:47:36,404.78,410.03,409.58,0,0,0,"0,00","0,00",,,0
09/03/2015,14:52:36,404.59,410.37,409.33,0,0,0,"0,00","0,00",,,0
09/03/2015,14:57:36,409.6,415.04,414.72,3.96,4.02,4.34,"4,02","4,34",,,3010.48
09/03/2015,15:02:36,407.75,413.71,412.81,2.76,2.99,3.33,"2,99","3,33",,,2207.11
09/03/2015,15:07:36,409.9,415.52,414.53,3.86,3.93,4.22,"3,93","4,22",,,2933.6
09/03/2015,15:12:36,404.49,410.52,409.34,0,0,0,"0,00","0,00",,,0
09/03/2015,15:17:36,410.15,416.83,415.74,3.58,3.63,4.07,"3,63","4,07",,,2765.4
09/03/2015,15:22:36,408.9,414.43,413.43,2.2,2.26,2.66,"2,26","2,66",,,1752
09/03/2015,15:27:36,408.48,415.18,413.37,3.26,3.37,3.75,"3,37","3,75",,,2537.24
09/03/2015,15:32:36,408.5,414.39,412.93,3.31,3.43,3.76,"3,43","3,76",,,2562.59
09/03/2015,15:37:36,405.31,410.61,409.88,0,0,0,"0,00","0,00",,,0
09/03/2015,15:42:36,405.57,410.74,409.87,0,0,0,"0,00","0,00",,,0
09/03/2015,15:47:36,408.59,413.82,412.8,2.89,3.05,3.38,"3,05","3,38",,,2260.36
09/03/2015,15:52:36,408.27,413.29,412.24,1.68,1.72,2.09,"1,72","2,09",,,1333.6
09/03/2015,15:57:36,405.24,410.63,409.73,0,0,0,"0,00","0,00",,,0
09/03/2015,16:02:36,404.16,410.42,409,0.96,0,1.08,"0,00","1,08",,,-3.42
09/03/2015,16:07:36,405.31,410.75,409.42,0,0,0,"0,00","0,00",,,0
09/03/2015,16:12:36,405.59,411.56,410.27,0,0,0,"0,00","0,00",,,0
09/03/2015,16:17:36,405.18,410.53,409.48,0,0,0,"0,00","0,00",,,0
09/03/2015,16:22:36,405.2,410.81,409.63,0,0,0,"0,00","0,00",,,0
09/03/2015,16:27:36,405.27,411.56,410.07,0,0,0,"0,00","0,00",,,0
09/03/2015,16:32:36,405.2,410.72,409.75,0,0,0,"0,00","0,00",,,0
09/03/2015,16:37:36,405.6,411.63,410.46,0,0,0,"0,00","0,00",,,0
09/03/2015,16:42:36,405.24,411.85,410.06,0,0,0,"0,00","0,00",,,0
09/03/2015,16:47:36,405.37,410.91,409.68,0,0,0,"0,00","0,00",,,0
09/03/2015,16:52:36,405.24,411.08,409.63,0,0,0,"0,00","0,00",,,0
09/03/2015,16:57:36,405.01,411.38,409.5,0,0,0,"0,00","0,00",,,0
09/03/2015,17:02:36,405.03,410.77,409.64,0,0,0,"0,00","0,00",,,0
09/03/2015,17:07:36,407.27,412.29,411.72,1.42,1.5,1.83,"1,50","1,83",,,1144.63
09/03/2015,17:12:36,404.55,410.91,409.52,0,0,0,"0,00","0,00",,,0
09/03/2015,17:17:36,407.48,413.47,411.32,1.39,1.46,1.77,"1,46","1,77",,,1104.34
09/03/2015,17:22:36,408.13,413.72,412.89,1.14,1.2,1.5,"1,20","1,50",,,895.44
09/03/2015,17:27:36,406.01,410.89,410.23,0,0.99,1.26,"0,99","1,26",,,446.97
09/03/2015,17:32:36,407.7,414.13,412.06,0.95,0.97,1.27,"0,97","1,27",,,711.55
09/03/2015,17:37:36,406.92,412.1,411.78,1.03,1.1,1.36,"1,10","1,36",,,810.44
09/03/2015,17:42:36,407.72,413.03,411.98,0,0,1.18,"0,00","1,18",,,413.57
09/03/2015,17:47:36,408.91,414,412.58,0,0,0.97,"0,00","0,97",,,329.92
09/03/2015,17:52:36,409.07,416.34,414.57,0,0,0,"0,00","0,00",,,0
09/03/2015,17:57:36,409.21,415.3,414.25,0,0,0,"0,00","0,00",,,0
09/03/2015,18:02:36,409.79,416.06,414.71,0,0,0,"0,00","0,00",,,0
09/03/2015,18:07:36,409.29,415.33,413.79,0,0,0,"0,00","0,00",,,0
09/03/2015,18:12:36,406.73,412.43,411.49,0,0,0,"0,00","0,00",,,0
09/03/2015,18:17:36,404.76,410.55,409.86,0,0,0,"0,00","0,00",,,0
09/03/2015,18:22:36,404.38,409.72,409.31,0,0,0,"0,00","0,00",,,0
09/03/2015,18:27:36,403.9,409.15,408.81,0,0,0,"0,00","0,00",,,0
09/03/2015,18:32:36,403.81,408.71,408,0,0,0,"0,00","0,00",,,0
09/03/2015,18:37:36,402.9,408,407.43,0,0,0,"0,00","0,00",,,0
09/03/2015,18:42:36,403.01,407.67,407.36,0,0,0,"0,00","0,00",,,0
09/03/2015,18:47:36,402.52,407.51,407.36,0,0,0,"0,00","0,00",,,0
09/03/2015,18:52:36,402.25,406.97,406.69,0,0,0,"0,00","0,00",,,0
09/03/2015,18:57:36,402.74,407.35,407.03,0,0,0,"0,00","0,00",,,0
09/03/2015,19:02:36,402.38,407.3,406.98,0,0,0,"0,00","0,00",,,0
09/03/2015,19:07:36,402.64,406.82,406.88,0,0,0,"0,00","0,00",,,0
09/03/2015,19:12:36,403.16,407.26,407.16,0,0,0,"0,00","0,00",,,0
09/03/2015,19:17:36,401.76,406.76,406.92,0,0,0,"0,00","0,00",,,0
09/03/2015,19:22:36,402.7,407.29,406.86,0,0,0,"0,00","0,00",,,0
09/03/2015,19:27:36,402.82,407.53,407.55,0,0,0,"0,00","0,00",,,0
09/03/2015,19:32:36,402.35,407.21,407.1,0,0,0,"0,00","0,00",,,0
09/03/2015,19:37:36,403.31,408.16,407.96,0,0,0,"0,00","0,00",,,0
09/03/2015,19:42:36,402.55,407.15,408.19,0,0,0,"0,00","0,00",,,0
09/03/2015,19:47:36,403.53,408.44,408.57,0,0,0,"0,00","0,00",,,0
09/03/2015,19:52:36,403.57,408.63,408.66,0,0,0,"0,00","0,00",,,0
09/03/2015,19:57:36,402.85,408.31,408.95,0,0,0,"0,00","0,00",,,0
09/03/2015,20:02:36,405.36,409.6,409.49,0,0,0,"0,00","0,00",,,0
09/03/2015,20:07:36,405.01,409.88,409.88,0,0,0,"0,00","0,00",,,0
09/03/2015,20:12:36,405.62,410.65,410.35,0,0,0,"0,00","0,00",,,0
09/03/2015,20:17:36,406.05,411.31,411.21,0,0,0,"0,00","0,00",,,0
09/03/2015,20:22:36,405.57,410.36,410.74,0,0,0,"0,00","0,00",,,0
09/03/2015,20:27:36,406.54,411.16,411.46,0,0,0,"0,00","0,00",,,0
09/03/2015,20:32:36,405.9,410.58,410.94,0,0,0,"0,00","0,00",,,0
09/03/2015,20:37:36,406.31,411.39,412.76,0,0,0,"0,00","0,00",,,0
09/03/2015,20:42:36,406.61,412.06,412.52,0,0,0,"0,00","0,00",,,0
09/03/2015,20:47:36,408.23,412.36,413.23,0,0,0,"0,00","0,00",,,0
09/03/2015,20:52:36,407.11,412.15,412.53,0,0,0,"0,00","0,00",,,0
09/03/2015,20:57:36,408.95,413.58,413.86,0,0,0,"0,00","0,00",,,0
09/03/2015,21:02:36,406.2,411.09,411.32,0,0,0,"0,00","0,00",,,0
09/03/2015,21:07:36,406.75,411.95,411.61,0,0,0,"0,00","0,00",,,0
09/03/2015,21:12:36,406.99,411.95,412.94,0,0,0,"0,00","0,00",,,0
09/03/2015,21:17:36,407.71,412.71,412.52,0,0,0,"0,00","0,00",,,0
09/03/2015,21:22:36,407.05,411.99,411.83,0,0,0,"0,00","0,00",,,0
09/03/2015,21:27:36,407.34,412.25,412.08,0,0,0,"0,00","0,00",,,0
09/03/2015,21:32:36,405,410.19,409.68,0,0,0,"0,00","0,00",,,0
09/03/2015,21:37:36,405.55,410.42,411.66,0,0,0,"0,00","0,00",,,0
09/03/2015,21:42:36,406.12,410.92,411.79,0,0,0,"0,00","0,00",,,0
09/03/2015,21:47:36,407.72,412.75,412.79,0,0,0,"0,00","0,00",,,0
09/03/2015,21:52:36,408.17,412.92,412.94,0,0,0,"0,00","0,00",,,0
09/03/2015,21:57:36,408.06,412.89,412.61,0,0,0,"0,00","0,00",,,0
09/03/2015,22:02:36,405.42,410.09,411.1,0,0,0,"0,00","0,00",,,0
09/03/2015,22:07:36,405.41,409.99,411.12,0,0,0,"0,00","0,00",,,0
09/03/2015,22:12:36,406.77,411.27,411.39,0,0,0,"0,00","0,00",,,0
09/03/2015,22:17:36,406.18,410.84,410.55,0,0,0,"0,00","0,00",,,0
09/03/2015,22:22:36,406.45,411.67,411.58,0,0,0,"0,00","0,00",,,0
09/03/2015,22:27:36,405.58,410.5,411.14,0,0,0,"0,00","0,00",,,0
09/03/2015,22:32:36,406.92,411.64,411.46,0,0,0,"0,00","0,00",,,0
09/03/2015,22:37:36,406.8,412,411.94,0,0,0,"0,00","0,00",,,0
09/03/2015,22:42:36,407.74,412.75,412.31,0,0,0,"0,00","0,00",,,0
09/03/2015,22:47:36,407.04,412.14,412.49,0,0,0,"0,00","0,00",,,0
09/03/2015,22:52:36,408.06,413.15,412.42,0,0,0,"0,00","0,00",,,0
09/03/2015,22:57:36,408.65,413.34,413.23,0,0,0,"0,00","0,00",,,0
09/03/2015,23:02:36,408.54,413.56,413.11,0,0,0,"0,00","0,00",,,0
09/03/2015,23:07:36,408,413.48,413.61,0,0,0,"0,00","0,00",,,0
09/03/2015,23:12:36,408.9,414.14,413.26,0,0,0,"0,00","0,00",,,0
09/03/2015,23:17:36,407.15,412.51,411.85,0,0,0,"0,00","0,00",,,0
09/03/2015,23:22:36,407.95,412.99,412.51,0,0,0,"0,00","0,00",,,0
09/03/2015,23:27:36,406.93,412.53,412.53,0,0,0,"0,00","0,00",,,0
09/03/2015,23:32:36,408.35,413.23,412.69,0,0,0,"0,00","0,00",,,0
09/03/2015,23:37:36,407.2,412.55,412.04,0,0,0,"0,00","0,00",,,0
09/03/2015,23:42:36,407.84,412.86,412.36,0,0,0,"0,00","0,00",,,0
09/03/2015,23:47:36,407.05,412.39,412.51,0,0,0,"0,00","0,00",,,0
09/03/2015,23:52:36,408.15,413.45,412.63,0,0,0,"0,00","0,00",,,0
09/03/2015,23:57:36,407.29,412.67,412.11,0,0,0,"0,00","0,00",,,0
10/03/2015,00:02:36,408.13,413.12,412.71,0,0,0,"0,00","0,00",,,0
10/03/2015,00:07:36,408.05,413.13,413.37,0,0,0,"0,00","0,00",,,0
10/03/2015,00:12:36,409.21,414.04,413.69,0,0,0,"0,00","0,00",,,0
10/03/2015,00:17:36,409.17,414.22,413.43,0,0,0,"0,00","0,00",,,0
10/03/2015,00:22:36,409.07,413.85,413.3,0,0,0,"0,00","0,00",,,0
10/03/2015,00:27:36,408.55,413.65,413.61,0,0,0,"0,00","0,00",,,0
10/03/2015,00:32:36,408.99,414,413.11,0,0,0,"0,00","0,00",,,0
10/03/2015,00:37:36,409.35,414.18,413.53,0,0,0,"0,00","0,00",,,0
10/03/2015,00:42:36,408.82,413.81,412.75,0,0,0,"0,00","0,00",,,0
10/03/2015,00:47:36,408.37,413.35,413.17,0,0,0,"0,00","0,00",,,0
10/03/2015,00:52:36,409.44,414.27,413.57,0,0,0,"0,00","0,00",,,0
10/03/2015,00:57:36,409.61,415.02,414.23,0,0,0,"0,00","0,00",,,0
10/03/2015,01:02:36,409,414.28,413.31,0,0,0,"0,00","0,00",,,0
10/03/2015,01:07:36,406.53,411.54,411.63,0,0,0,"0,00","0,00",,,0
10/03/2015,01:12:36,407.54,412.47,411.45,0,0,0,"0,00","0,00",,,0
10/03/2015,01:17:36,408.1,412.73,411.84,0,0,0,"0,00","0,00",,,0
10/03/2015,01:22:36,407.92,413.22,412.04,0,0,0,"0,00","0,00",,,0
10/03/2015,01:27:36,408.32,413.27,412.13,0,0,0,"0,00","0,00",,,0
10/03/2015,01:32:36,408.37,413.14,411.92,0,0,0,"0,00","0,00",,,0
10/03/2015,01:37:36,407.99,413.34,412.39,0,0,0,"0,00","0,00",,,0
10/03/2015,01:42:36,401.37,410.19,411.6,0,0,0,"0,00","0,00",,,0
10/03/2015,01:47:36,408.08,412.84,411.98,0,0,0,"0,00","0,00",,,0
10/03/2015,01:52:36,408.56,413.4,412.14,0,0,0,"0,00","0,00",,,0
10/03/2015,01:57:36,408.38,413.1,412.34,0,0,0,"0,00","0,00",,,0
10/03/2015,02:02:36,408.6,413.6,412.43,0,0,0,"0,00","0,00",,,0
10/03/2015,02:07:36,407.69,412.37,412.38,0,0,0,"0,00","0,00",,,0
10/03/2015,02:12:36,408.82,413.29,412.65,0,0,0,"0,00","0,00",,,0
10/03/2015,02:17:36,409.09,414.03,413.12,0,0,0,"0,00","0,00",,,0
10/03/2015,02:22:36,409.25,414.12,413.12,0,0,0,"0,00","0,00",,,0
10/03/2015,02:27:36,408.85,413.86,412.72,0,0,0,"0,00","0,00",,,0
10/03/2015,02:32:36,408.88,413.72,413.23,0,0,0,"0,00","0,00",,,0
10/03/2015,02:37:36,409.38,414.4,413.22,0,0,0,"0,00","0,00",,,0
10/03/2015,02:42:36,409.32,414.26,413.52,0,0,0,"0,00","0,00",,,0
10/03/2015,02:47:36,410.34,414.93,413.65,0,0,0,"0,00","0,00",,,0
10/03/2015,02:52:36,410.48,415.08,413.62,0,0,0,"0,00","0,00",,,0
10/03/2015,02:57:36,408.79,413.83,413.4,0,0,0,"0,00","0,00",,,0
10/03/2015,03:02:36,409.11,413.67,412.61,0,0,0,"0,00","0,00",,,0
10/03/2015,03:07:36,408.98,413.24,412.58,0,0,0,"0,00","0,00",,,0
10/03/2015,03:12:36,409.97,415.02,414.1,0,0,0,"0,00","0,00",,,0
10/03/2015,03:17:36,409.85,414.74,413.66,0,0,0,"0,00","0,00",,,0
10/03/2015,03:22:36,409.01,414.22,414.16,0,0,0,"0,00","0,00",,,0
10/03/2015,03:27:36,409.67,414.6,413.44,0,0,0,"0,00","0,00",,,0
10/03/2015,03:32:36,409.53,414.56,413.54,0,0,0,"0,00","0,00",,,0
10/03/2015,03:37:36,409.58,414.45,413.06,0,0,0,"0,00","0,00",,,0
10/03/2015,03:42:36,408.99,414.27,413.14,0,0,0,"0,00","0,00",,,0
10/03/2015,03:47:36,408.88,413.61,413.22,0,0,0,"0,00","0,00",,,0
10/03/2015,03:52:36,409.01,414.2,412.76,0,0,0,"0,00","0,00",,,0
10/03/2015,03:57:36,409.42,414.59,413.04,0,0,0,"0,00","0,00",,,0
10/03/2015,04:02:36,409.27,414.09,412.94,0,0,0,"0,00","0,00",,,0
10/03/2015,04:07:36,408.84,413.75,412.91,0,0,0,"0,00","0,00",,,0
10/03/2015,04:12:36,409.56,414.57,413.55,0,0,0,"0,00","0,00",,,0
10/03/2015,04:17:36,408.98,414.26,413.72,0,0,0,"0,00","0,00",,,0
10/03/2015,04:22:36,408.56,413.07,412.75,0,0,0,"0,00","0,00",,,0
10/03/2015,04:27:36,409.58,414.01,413.04,0,0,0,"0,00","0,00",,,0
10/03/2015,04:32:36,408.84,413.78,412.8,0,0,0,"0,00","0,00",,,0
10/03/2015,04:37:36,408.6,413.34,412.35,0,0,0,"0,00","0,00",,,0
10/03/2015,04:42:36,408.36,413.37,412.49,0,0,0,"0,00","0,00",,,0
10/03/2015,04:47:36,408.29,412.75,411.98,0,0,0,"0,00","0,00",,,0
10/03/2015,04:52:36,407.29,411.9,411.78,0,0,0,"0,00","0,00",,,0
10/03/2015,04:57:36,409.52,414.16,413.91,0,0,0,"0,00","0,00",,,0
10/03/2015,05:02:36,409.62,414.39,413.49,0,0,0,"0,00","0,00",,,0
10/03/2015,05:07:36,409.2,414.4,413.28,0,0,0,"0,00","0,00",,,0
10/03/2015,05:12:36,409.21,414.26,413.24,0,0,0,"0,00","0,00",,,0
10/03/2015,05:17:36,409.68,414.21,413.45,0,0,0,"0,00","0,00",,,0
10/03/2015,05:22:36,408.88,414.11,413.18,0,0,0,"0,00","0,00",,,0
10/03/2015,05:27:36,408.5,413.03,412.13,0,0,0,"0,00","0,00",,,0
10/03/2015,05:32:36,409.25,413.74,413.51,0,0,0,"0,00","0,00",,,0
10/03/2015,05:37:36,408.76,413.77,412.9,0,0,0,"0,00","0,00",,,0
10/03/2015,05:42:36,408.48,413.05,412.21,0,0,0,"0,00","0,00",,,0
10/03/2015,05:47:36,407.53,412.27,411.52,0,0,0,"0,00","0,00",,,0
10/03/2015,05:52:36,406.99,411.48,410.97,0,0,0,"0,00","0,00",,,0
10/03/2015,05:57:36,407.63,412.36,411.66,0,0,0,"0,00","0,00",,,0
10/03/2015,06:02:36,407.26,411.77,410.8,0,0,0,"0,00","0,00",,,0
10/03/2015,06:07:36,407.24,412.47,410.81,0,0,0,"0,00","0,00",,,0
10/03/2015,06:12:36,405.11,409.73,410.21,0,0,0,"0,00","0,00",,,0
10/03/2015,06:17:36,404.06,409.4,409.32,0,0,0,"0,00","0,00",,,0
10/03/2015,06:22:36,404.61,409.23,408.71,0,0,0,"0,00","0,00",,,0
10/03/2015,06:27:36,405.32,410.13,409.63,0,0,0,"0,00","0,00",,,0
10/03/2015,06:32:36,406.68,411.62,410.81,0,0,0,"0,00","0,00",,,0
10/03/2015,06:37:36,406.61,411.39,410.34,0,0,0,"0,00","0,00",,,0
10/03/2015,06:42:36,406.08,411.25,410.04,0,0,0,"0,00","0,00",,,0
10/03/2015,06:47:36,406.76,411.9,410.65,0,0,0,"0,00","0,00",,,0
10/03/2015,06:52:36,405.74,411.45,410.19,0,0,0,"0,00","0,00",,,0
10/03/2015,06:57:36,406.68,412.21,412.14,0,0,0,"0,00","0,00",,,0
10/03/2015,07:02:36,405.93,412.28,411.44,0,0,0,"0,00","0,00",,,0
10/03/2015,07:07:36,404.72,410.76,410.37,0,0,0,"0,00","0,00",,,0
10/03/2015,07:12:36,405.98,411.8,410.6,0,0,0,"0,00","0,00",,,0
10/03/2015,07:17:36,407.24,412.59,410.84,0,0,0,"0,00","0,00",,,0
10/03/2015,07:22:36,405.41,410.94,410.52,0,0,0,"0,00","0,00",,,0
10/03/2015,07:27:36,407.87,413.57,411.93,0,0,0.96,"0,00","0,96",,,217.37
10/03/2015,07:32:36,409.06,414.73,413.22,1.14,1.15,1.39,"1,15","1,39",,,860.56
10/03/2015,07:37:36,408.88,414.37,412.87,1.1,1.09,1.34,"1,09","1,34",,,817.85
10/03/2015,07:42:36,409.32,415.04,412.86,1.23,1.23,1.48,"1,23","1,48",,,919.74
10/03/2015,07:47:36,406.15,411.96,410.5,0,0,0,"0,00","0,00",,,0
10/03/2015,07:52:36,404.72,410.45,409.02,0,0,0,"0,00","0,00",,,0
10/03/2015,07:57:36,405.59,410.14,408.33,0,0,0,"0,00","0,00",,,0
10/03/2015,08:02:36,403.76,410.15,408.53,0,0,0,"0,00","0,00",,,0
10/03/2015,08:07:36,405.63,411.24,410.02,0,0,0,"0,00","0,00",,,0
10/03/2015,08:12:36,409.76,415.56,414.04,3.31,3.35,3.61,"3,35","3,61",,,2503.48
10/03/2015,08:17:36,410.14,415.64,414.35,3.6,3.61,3.87,"3,61","3,87",,,2700.98
10/03/2015,08:22:36,410.64,416.16,414.08,3.9,3.92,4.14,"3,92","4,14",,,2915.19
10/03/2015,08:27:36,404.78,410.79,408.45,0,0,0,"0,00","0,00",,,0
10/03/2015,08:32:36,407.53,413.32,412,2.08,2.1,2.4,"2,10","2,40",,,1603.84
10/03/2015,08:37:36,405.19,411.03,410.33,0.98,0,1.01,"0,00","1,01",,,-64.31
10/03/2015,08:42:36,404.01,410.23,409.28,0,0,0,"0,00","0,00",,,0
10/03/2015,08:47:36,404.8,409.56,408.42,0,0,0,"0,00","0,00",,,0
10/03/2015,08:52:36,404.02,410.01,408.03,0,0,0,"0,00","0,00",,,0
10/03/2015,08:57:36,405.36,411.36,410,0,0,0,"0,00","0,00",,,0
10/03/2015,09:02:36,406.52,412.29,411.13,0,0,0,"0,00","0,00",,,0
10/03/2015,09:07:36,411.59,417.22,415.34,4.5,4.53,4.75,"4,53","4,75",,,3366.74
10/03/2015,09:12:36,408.7,414.33,413.06,2.14,2.18,2.48,"2,18","2,48",,,1654.23
10/03/2015,09:17:36,412.71,417.61,415.98,5.24,5.3,5.45,"5,30","5,45",,,3902.68
10/03/2015,09:22:36,411.92,416.88,417,5.07,5.12,5.3,"5,12","5,30",,,3779.16
10/03/2015,09:27:36,410.89,415.27,414.09,3.91,3.97,4.17,"3,97","4,17",,,2936.47
10/03/2015,09:32:36,412.02,417.04,415.38,5.2,5.26,5.45,"5,26","5,45",,,3880.3
10/03/2015,09:37:36,411.8,416.89,415.05,5.37,5.4,5.64,"5,40","5,64",,,3996.62
10/03/2015,09:42:36,412.46,417.56,416.47,5.44,5.48,5.74,"5,48","5,74",,,4069.4
10/03/2015,09:47:36,412,416.96,415.81,5.21,5.3,5.48,"5,30","5,48",,,3897.71
10/03/2015,09:52:36,410.5,415.59,414.98,5.2,5.21,5.43,"5,21","5,43",,,3854.06
10/03/2015,09:57:36,411.81,416.97,415.43,5.26,5.37,5.56,"5,37","5,56",,,3949.53
10/03/2015,10:02:36,413.31,418.17,417.14,5.14,5.21,5.42,"5,21","5,42",,,3866.09
10/03/2015,10:07:36,412.59,417.88,416.81,5.21,5.27,5.52,"5,27","5,52",,,3914.88
10/03/2015,10:12:36,412.78,417.4,416.46,5.25,5.3,5.55,"5,30","5,55",,,3937.85
10/03/2015,10:17:36,411.92,416.81,415.38,4.55,4.61,4.84,"4,61","4,84",,,3419.69
10/03/2015,10:22:36,411.73,416.45,415.77,5.18,5.25,5.47,"5,25","5,47",,,3876.73
10/03/2015,10:27:36,412.14,417.58,416.64,5.19,5.24,5.58,"5,24","5,58",,,3912.73
10/03/2015,10:32:36,410.8,416.22,414.56,4.94,4.97,5.26,"4,97","5,26",,,3692.4
10/03/2015,10:37:36,411.66,417.32,415.77,5.3,5.36,5.67,"5,36","5,67",,,3985.97
10/03/2015,10:42:36,409.66,414.82,413.14,5.4,5.38,5.73,"5,38","5,73",,,4002.66
10/03/2015,10:47:36,409.85,415.11,414.39,5.39,5.47,5.71,"5,47","5,71",,,4026.68
10/03/2015,10:52:36,410.09,415.52,413.94,4.83,4.96,5.2,"4,96","5,20",,,3643.52
10/03/2015,10:57:36,406.19,411.75,409.46,0,0,0,"0,00","0,00",,,0
10/03/2015,11:02:36,411.65,416.04,415.42,3.71,3.85,4.09,"3,85","4,09",,,2852.43
10/03/2015,11:07:36,413.01,417.88,416.63,4.61,4.74,4.97,"4,74","4,97",,,3512.09
10/03/2015,11:12:36,412.78,417.9,417.1,5.2,5.24,5.5,"5,24","5,50",,,3899.46
10/03/2015,11:17:36,412.83,418,416.38,5.26,5.35,5.57,"5,35","5,57",,,3959.01
10/03/2015,11:22:36,407.19,412.26,411.22,0,0,0,"0,00","0,00",,,0
10/03/2015,11:27:36,413.55,418.2,417.03,5.86,5.91,6.16,"5,91","6,16",,,4392.31
10/03/2015,11:32:36,406.51,411.32,410.41,0,0,1.04,"0,00","1,04",,,355.88
10/03/2015,11:37:36,413.1,417.81,417.59,6.35,6.4,6.66,"6,40","6,66",,,4746.78
