Feha de la Medda,Hora de la Medda,FASE AB,FASE B,FASE A,FASE A,FASE B,FASE  ,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],[w]
12/04/2015,01:56:45,409.56,415.18,413.79,0,0,0.95,,,,,255.05
12/04/2015,02:01:45,409.88,415.82,414.08,0,0,0,,,,,0
12/04/2015,02:06:45,409.32,414.84,413.66,0,0,0.95,,,,,252.09
12/04/2015,02:11:45,408.83,414.12,412.96,0,0,0,,,,,0
12/04/2015,02:16:45,408.92,414.16,412.81,0,0,0,,,,,0
12/04/2015,02:21:45,409.08,414.46,413.24,0,0,0,,,,,0
12/04/2015,02:26:45,409.52,414.9,413.55,0,0,0,,,,,0
12/04/2015,02:31:45,409.88,415.32,414.12,0,0,0.96,,,,,255.8
12/04/2015,02:36:45,409.38,414.9,413.94,0,0,0.96,,,,,253.78
12/04/2015,02:41:45,407.44,412.86,411.48,0,0,0,,,,,0
12/04/2015,02:46:45,407.93,413.05,411.94,0,0,0,,,,,0
12/04/2015,02:51:45,407.96,413.56,412.09,0,0,0,,,,,0
12/04/2015,02:56:45,407.3,413.04,412.62,0,0,0,,,,,0
12/04/2015,03:01:45,407.64,413.1,412.09,0,0,0,,,,,0
12/04/2015,03:06:45,406.81,412.49,411.69,0,0,0,,,,,0
12/04/2015,03:11:45,407.03,412.56,411.36,0,0,0,,,,,0
12/04/2015,03:16:45,407.5,413.06,411.54,0,0,0,,,,,0
12/04/2015,03:21:45,406.68,412.35,411.94,0,0,0,,,,,0
12/04/2015,03:26:45,407.53,413.07,412.01,0,0,0,,,,,0
12/04/2015,03:31:45,407.5,413.06,411.67,0,0,0,,,,,0
12/04/2015,03:36:45,407.48,412.95,412.06,0,0,0,,,,,0
12/04/2015,03:41:45,407.49,412.59,411.77,0,0,0,,,,,0
12/04/2015,03:46:45,406.8,412.23,411.73,0,0,0,,,,,0
12/04/2015,03:51:45,407.99,413.63,412.29,0,0,0,,,,,0
12/04/2015,03:56:45,407.91,413.33,412.34,0,0,0.95,,,,,254.59
12/04/2015,04:01:45,408.65,414.03,412.58,0,0,0,,,,,0
12/04/2015,04:06:45,407.73,413.74,412.05,0,0,0,,,,,0
12/04/2015,04:11:45,407.81,413.37,412.18,0,0,0,,,,,0
12/04/2015,04:16:45,407.83,413.27,412.02,0,0,0,,,,,0
12/04/2015,04:21:45,407.61,413.21,411.87,0,0,0,,,,,0
12/04/2015,04:26:45,407.24,412.69,412.76,0,0,0,,,,,0
12/04/2015,04:31:45,407.43,413.21,411.62,0,0,0,,,,,0
12/04/2015,04:36:45,407.81,413.41,412.41,0,0,0,,,,,0
12/04/2015,04:41:45,408.42,413.28,412.81,0,0,0,,,,,0
12/04/2015,04:46:45,407.02,412.95,411.75,0,0,0,,,,,0
12/04/2015,04:51:45,407.48,412.94,411.99,0,0,0,,,,,0
12/04/2015,04:56:45,408.22,413.89,412.73,0,0,0,,,,,0
12/04/2015,05:01:45,407.25,412.81,412.28,0,0,0,,,,,0
12/04/2015,05:06:45,406.96,412.56,411.36,0,0,0,,,,,0
12/04/2015,05:11:45,406.52,412.32,411.55,0,0,0,,,,,0
12/04/2015,05:16:45,406.83,412.51,410.76,0,0,0,,,,,0
12/04/2015,05:21:45,408.11,413.44,412.31,0,0,0,,,,,0
12/04/2015,05:26:45,408.12,413.14,411.97,0,0,0,,,,,0
12/04/2015,05:31:45,407.58,412.55,411.48,0,0,0,,,,,0
12/04/2015,05:36:45,407.11,412.68,412.1,0,0,0,,,,,0
12/04/2015,05:41:45,407.97,413.42,412.32,0,0,0,,,,,0
12/04/2015,05:46:45,407.21,412.74,411.65,0,0,0,,,,,0
12/04/2015,05:51:45,407.53,413.38,411.82,0,0,0,,,,,0
12/04/2015,05:56:45,408.28,413.47,412.44,0,0,0,,,,,0
12/04/2015,06:01:45,407.03,412.42,411.18,0,0,0,,,,,0
12/04/2015,06:06:45,406.83,412.19,411.12,0,0,0,,,,,0
12/04/2015,06:11:45,407.77,412.35,410.65,0,0,0,,,,,0
12/04/2015,06:16:45,408.27,413.26,411.83,0,0,0,,,,,0
12/04/2015,06:21:45,408.95,413.78,412.18,0,0,0,,,,,0
12/04/2015,06:26:45,409.16,413.74,412.26,0,0,0,,,,,0
12/04/2015,06:31:45,408.76,413.67,412.4,0,0,0,,,,,0
12/04/2015,06:36:45,408.46,413.55,411.97,0,0,0,,,,,0
12/04/2015,06:41:45,408.12,413.28,412.36,0,0,0,,,,,0
12/04/2015,06:46:45,409.45,413.89,412.81,0,0,0,,,,,0
12/04/2015,06:51:45,408.24,412.96,412.03,0,0,0,,,,,0
12/04/2015,06:56:45,408.42,413.76,411.92,0,0,0,,,,,0
12/04/2015,07:01:45,408.24,412.75,411.46,0,0,0,,,,,0
12/04/2015,07:06:45,408.83,413.75,411.98,0,0,0,,,,,0
12/04/2015,07:11:45,410.04,415.11,414.02,0,0,0,,,,,0
12/04/2015,07:16:45,409.92,414.85,413.26,0,0,0,,,,,0
12/04/2015,07:21:45,409.4,414.39,413.19,0,0,0,,,,,0
12/04/2015,07:26:45,409.95,415.87,413.91,0,0,0,,,,,0
12/04/2015,07:31:45,409.89,415.28,414.05,0,0,0.95,,,,,254.43
12/04/2015,07:36:45,408.51,414.3,413.34,0,0,0,,,,,0
12/04/2015,07:41:45,408.26,413.96,412.07,0,0,0,,,,,0
12/04/2015,07:46:45,408.4,414.61,413,0,0,0,,,,,0
12/04/2015,07:51:45,409.83,415.35,413.93,0,0,1.07,,,,,298.01
12/04/2015,07:56:45,408.72,414.26,412.45,0,0,0,,,,,0
12/04/2015,08:01:45,409.56,415.03,413.17,0,0,1.06,,,,,372.13
12/04/2015,08:06:45,408.51,413.56,412.33,0,0,1.17,,,,,434.85
12/04/2015,08:11:45,408.01,413.88,412.27,1.02,0.99,1.31,,,,,862.8
12/04/2015,08:16:45,408.88,414.5,412.75,1.46,1.42,1.69,,,,,1208.8
12/04/2015,08:21:45,408.91,414.41,412.67,1.81,1.79,2.02,,,,,1467.29
12/04/2015,08:26:45,409.19,414.77,412.66,2.17,2.14,2.36,,,,,1730.29
12/04/2015,08:31:45,409.09,414.68,412.32,2.44,2.45,2.62,,,,,1932.68
12/04/2015,08:36:45,408.88,414.46,412.7,2.6,2.59,2.76,,,,,2043.49
12/04/2015,08:41:45,409.52,415.03,413.16,2.8,2.91,2.99,,,,,2203.6
12/04/2015,08:46:45,408.72,414.04,412.2,2.58,2.58,2.75,,,,,2037.28
12/04/2015,08:51:45,409.37,414.63,412.77,3,3.03,3.06,,,,,2308.53
12/04/2015,08:56:45,412.09,417.42,415.62,3.31,3.32,3.37,,,,,2548.47
12/04/2015,09:01:45,411.2,416.46,415.22,3.2,3.21,3.27,,,,,2469.15
12/04/2015,09:06:45,411.81,416.39,414.63,3.39,3.41,3.44,,,,,2605.03
12/04/2015,09:11:45,412.12,417.46,415.97,3.56,3.56,3.59,,,,,2726.07
12/04/2015,09:16:45,411.71,416.55,415.17,3.26,3.29,3.34,,,,,2515.86
12/04/2015,09:21:45,412.23,417.18,415.38,3.84,3.85,3.88,,,,,2930.68
12/04/2015,09:26:45,241.51,242.74,415.88,3.94,3.84,3.95,,,,,1877.79
12/04/2015,09:31:45,238.11,240.69,415.16,3.88,3.82,3.91,,,,,1831.73
12/04/2015,09:36:45,238,240.62,414.87,4.15,4.16,4.2,,,,,1964.83
12/04/2015,09:41:45,241.34,242.92,415.32,4.18,4.13,4.2,,,,,1995.7
12/04/2015,09:46:45,240.8,242.12,414.69,4.34,4.26,4.33,,,,,2066.26
12/04/2015,09:51:45,237.93,240.8,415.38,4.32,4.27,4.34,,,,,2048.2
12/04/2015,09:56:45,236.96,239.77,413.19,4.42,4.43,4.43,,,,,2083.62
12/04/2015,10:01:45,236.95,239.9,413.74,4.51,4.51,4.49,,,,,2120.62
12/04/2015,10:06:45,238.8,242.15,416.06,4.58,4.59,4.62,,,,,2183.92
12/04/2015,10:11:45,240.84,244.17,416.85,4.72,4.7,4.72,,,,,2265.2
12/04/2015,10:16:45,238.52,241.75,415.84,4.66,4.64,4.64,,,,,2205.93
12/04/2015,10:21:45,238.43,241.41,415.94,4.75,4.7,4.77,,,,,2257.44
12/04/2015,10:26:45,239.94,241.96,415.82,4.83,4.82,4.88,,,,,2312.32
12/04/2015,10:31:45,237.21,240.58,413.86,4.69,4.67,4.71,,,,,2223.98
12/04/2015,10:36:45,238.06,240.77,414.91,4.82,4.8,4.8,,,,,2275.1
12/04/2015,10:41:45,237.83,240.59,414.64,4.5,4.53,4.51,,,,,2127.18
12/04/2015,10:46:45,237.74,240.92,413.38,4.63,4.59,4.64,,,,,2191.79
12/04/2015,10:51:45,238.32,241.2,415.1,4.88,4.87,4.9,,,,,2314.51
12/04/2015,10:56:45,237.31,240.3,413.96,5.11,5.07,5.09,,,,,2414.63
12/04/2015,11:01:45,237.5,240.36,414.14,5.08,5.07,5.09,,,,,2405.36
12/04/2015,11:06:45,238.12,241.31,416.01,5.43,5.41,5.39,,,,,2570.31
12/04/2015,11:11:45,237.85,240.75,414.88,5.42,5.39,5.41,,,,,2569.61
12/04/2015,11:16:45,239.23,242.05,416.4,4.57,4.56,4.6,,,,,2177.35
12/04/2015,11:21:45,238.08,240.89,415.19,3.86,3.85,3.92,,,,,1831.56
12/04/2015,11:26:45,238.04,240.87,415.11,4.28,4.26,4.28,,,,,2017.46
12/04/2015,11:31:45,237.95,240.6,414.63,4.41,4.41,4.42,,,,,2086.48
12/04/2015,11:36:45,237.66,240.45,414.34,4.06,4.02,4.09,,,,,1916.48
12/04/2015,11:41:45,238.08,241.05,415.63,4.56,4.5,4.58,,,,,2165.53
12/04/2015,11:46:45,238.39,241.48,415.91,4.5,4.52,4.54,,,,,2140.93
12/04/2015,11:51:45,238.14,241.12,415.75,4.19,4.24,4.29,,,,,1998.92
12/04/2015,11:56:45,237.57,240.57,414.46,3.96,3.93,3.98,,,,,1866.29
12/04/2015,12:01:45,237.22,240.37,414.09,2.87,2.86,2.96,,,,,1349.96
12/04/2015,12:06:45,236.12,239.27,412.19,1.32,1.29,1.58,,,,,602.87
12/04/2015,12:11:45,237.01,240.37,413.83,3.07,3.08,3.17,,,,,1449.16
12/04/2015,12:16:45,235.94,239.2,411.93,0,0,0,,,,,0
12/04/2015,12:21:45,237.85,241.43,415.76,3.38,3.37,3.48,,,,,1610.69
12/04/2015,12:26:45,237.04,240.45,414.04,1.07,1.09,1.4,,,,,481.87
12/04/2015,12:31:45,237.59,241.09,414.99,2.44,2.39,2.6,,,,,1159.34
12/04/2015,12:36:45,236.79,240.19,413.47,0,0,1.71,,,,,54.6
12/04/2015,12:41:45,236.91,240.4,413.85,1.24,1.23,1.54,,,,,572.26
12/04/2015,12:46:45,237.74,240.64,414.16,1.7,1.69,1.93,,,,,799.94
12/04/2015,12:51:45,236.42,239.75,412.85,0,0,0,,,,,0
12/04/2015,12:56:45,236.64,239.72,412.97,0,0,0,,,,,0
12/04/2015,13:01:45,236.87,239.89,413.36,0,0,0,,,,,0
12/04/2015,13:06:45,236.4,239.46,412.55,0,0,1.69,,,,,48.48
12/04/2015,13:11:45,239.34,242.1,417.03,3.7,3.69,3.77,,,,,1762.68
12/04/2015,13:16:45,238.09,240.99,415.29,3.37,3.34,3.43,,,,,1596.92
12/04/2015,13:21:45,238.33,241.19,415.47,2.44,2.45,2.65,,,,,1171.64
12/04/2015,13:26:45,236.76,239.76,413.27,0,0,1.69,,,,,46.42
12/04/2015,13:31:45,236.39,239.69,412.76,0,0,0,,,,,0
12/04/2015,13:36:45,236.1,239.61,412.54,0,0,0,,,,,0
12/04/2015,13:41:45,235.62,239.36,411.93,0,0,0,,,,,0
12/04/2015,13:46:45,235.55,239.56,412.11,0,0,0,,,,,0
12/04/2015,13:51:45,236.53,239.56,412.6,0,0,0,,,,,0
12/04/2015,13:56:45,236.6,239.76,412.98,0,0,0,,,,,0
12/04/2015,14:01:45,236.49,239.67,412.84,0,0,0,,,,,0
12/04/2015,14:06:45,236.91,239.87,413.74,0,0,0,,,,,0
12/04/2015,14:11:45,236.11,239.49,412.38,0,0,0,,,,,0
12/04/2015,14:16:45,238.01,241.41,415.76,0,0,0,,,,,0
12/04/2015,14:21:45,238.37,241.12,415.18,0,0,0.95,,,,,52.64
12/04/2015,14:26:45,238.47,241.37,415.82,0,0,1.02,,,,,121.2
12/04/2015,14:31:45,238.23,241.24,415.6,0,0,1.71,,,,,47.88
12/04/2015,14:36:45,238.66,242.17,416.74,1.21,1.22,1.53,,,,,566.74
12/04/2015,14:41:45,237.83,241.36,415.91,0,0,0,,,,,0
12/04/2015,14:46:45,240.9,244.31,420.87,4.64,4.59,4.69,,,,,2236.1
12/04/2015,14:51:45,240.13,243.31,419.27,3.85,3.83,3.91,,,,,1842.17
12/04/2015,14:56:45,238.16,241.33,415.77,0,0,0,,,,,0
12/04/2015,15:01:45,238.39,241.55,416.39,0,0,0.96,,,,,53.96
12/04/2015,15:06:45,237.89,241.36,415.7,0,0,0.96,,,,,56.46
12/04/2015,15:11:45,236.37,239.86,413.21,0,0,0,,,,,0
12/04/2015,15:16:45,236.38,239.51,412.78,0,0,0,,,,,0
12/04/2015,15:21:45,236.38,239.94,413.54,0,0,0,,,,,0
12/04/2015,15:26:45,236.35,239.23,412.87,0,0,0.95,,,,,52.52
12/04/2015,15:31:45,238.07,241.04,415.65,2.25,2.25,2.48,,,,,1084.03
12/04/2015,15:36:45,237.58,241.09,415.25,1.33,1.33,1.64,,,,,629.7
12/04/2015,15:41:45,238.78,241.33,415.13,0,0,1.21,,,,,202.96
12/04/2015,15:46:45,237.3,240.68,414.68,1.26,1.27,1.55,,,,,586.85
12/04/2015,15:51:45,240.07,242.61,417.12,2.68,2.62,2.85,,,,,1288.42
12/04/2015,15:56:45,238.92,241.78,416.53,2.27,2.26,2.47,,,,,1088.09
12/04/2015,16:01:45,237.94,241.12,415.59,1.45,1.43,1.7,,,,,681.59
12/04/2015,16:06:45,238.33,241.4,415.81,2.05,2.05,2.28,,,,,984.36
12/04/2015,16:11:45,239.72,242.99,417.59,3.65,3.6,3.76,,,,,1753.15
12/04/2015,16:16:45,237.23,240.29,413.69,0,0,1.72,,,,,55.09
12/04/2015,16:21:45,236.61,240.1,413.33,0,0,0,,,,,0
12/04/2015,16:26:45,237.04,239.97,412.91,0,0,0,,,,,0
12/04/2015,16:31:45,238.12,242.09,414.96,0,0,1.18,,,,,190.4
12/04/2015,16:36:45,238.7,241.8,414.59,1.83,1.81,2.08,,,,,881.42
12/04/2015,16:41:45,238.56,241.27,414.71,0,0,1.17,,,,,190.47
12/04/2015,16:46:45,238.2,241.27,416,2.16,2.15,2.38,,,,,1033.67
12/04/2015,16:51:45,237.3,240.44,414.42,0,0,1.41,,,,,66.68
12/04/2015,16:56:45,237.29,240.45,414.34,0,0,1.21,,,,,198.98
12/04/2015,17:01:45,236.66,240.07,413.64,0,0,0,,,,,0
12/04/2015,17:06:45,236.9,240.35,413.6,0,0,0,,,,,0
12/04/2015,17:11:45,237.84,240.7,415.15,1.16,1.15,1.46,,,,,531.63
12/04/2015,17:16:45,237.9,240.84,414.48,0,0,1.29,,,,,235.1
12/04/2015,17:21:45,238.2,241.21,414.64,0,0,1.3,,,,,229.76
12/04/2015,17:26:45,237.32,240.53,414.85,0,0,1.07,,,,,152.45
12/04/2015,17:31:45,236.66,240.09,413.69,0,0,0,,,,,0
12/04/2015,17:36:45,236.98,240.25,414.03,0,0,1.56,,,,,59.03
12/04/2015,17:41:45,236.88,239.96,413.81,0,0,0,,,,,0
12/04/2015,17:46:45,237.33,240.82,413.64,0,0,0,,,,,0
12/04/2015,17:51:45,238.17,240.75,414.86,0,0,1.16,,,,,191.04
12/04/2015,17:56:45,238.37,241.22,415.49,0,0,1.25,,,,,226.89
12/04/2015,18:01:45,237.91,240.99,415.43,0,0,1.15,,,,,182.57
12/04/2015,18:06:45,236.65,239.89,413.24,0,0,0,,,,,0
12/04/2015,18:11:45,237.07,239.82,413.62,0,0,1.16,,,,,194.5
12/04/2015,18:16:45,236.91,240.02,413.61,0,0,0,,,,,0
12/04/2015,18:21:45,237.19,240.4,414.2,0,0,1.14,,,,,178.59
12/04/2015,18:26:45,237.27,240.31,413.49,0,0,0.95,,,,,53.13
12/04/2015,18:31:45,236.99,240,413.59,0,0,0,,,,,0
12/04/2015,18:36:45,236.76,239.63,413.4,0,0,0,,,,,0
12/04/2015,18:41:45,237.84,240.77,414.71,0,0,0,,,,,0
12/04/2015,18:46:45,237.46,240.6,414.96,0,0,0,,,,,0
12/04/2015,18:51:45,237.51,240.73,414.07,0,0,0,,,,,0
12/04/2015,18:56:45,237.32,240.74,414.41,0,0,0,,,,,0
12/04/2015,19:01:45,237.43,240.36,414.15,0,0,0,,,,,0
12/04/2015,19:06:45,237.81,241.19,415.6,0,0,0.96,,,,,54.26
12/04/2015,19:11:45,237.57,240.5,414.66,0,0,0,,,,,0
12/04/2015,19:16:45,237.29,240.55,414.44,0,0,0,,,,,0
12/04/2015,19:21:45,236.99,240.3,413.73,0,0,0,,,,,0
12/04/2015,19:26:45,236.6,239.61,413.09,0,0,0,,,,,0
12/04/2015,19:31:45,236.65,239.9,413.81,0,0,0,,,,,0
12/04/2015,19:36:45,236.92,240.2,413.98,0,0,0,,,,,0
12/04/2015,19:41:45,236.37,239.65,413.09,0,0,0,,,,,0
12/04/2015,19:46:45,236.61,239.36,412.99,0,0,0,,,,,0
12/04/2015,19:51:45,235.9,238.59,411.64,0,0,0,,,,,0
12/04/2015,19:56:45,236,238.61,411.92,0,0,0,,,,,0
12/04/2015,20:01:45,236.12,238.32,411.6,0,0,0,,,,,0
12/04/2015,20:06:45,238.25,239.92,411.94,0,0,0,,,,,0
12/04/2015,20:11:45,237.83,241.13,412.23,0,0,0,,,,,0
12/04/2015,20:16:45,406.16,410.76,411.33,0,0,0,,,,,0
12/04/2015,20:21:45,406.17,411.56,412.94,0,0,0,,,,,0
12/04/2015,20:26:45,239.84,241.46,412.53,0,0,0,,,,,0
12/04/2015,20:31:45,237.31,240.07,412.61,0,0,0,,,,,0
12/04/2015,20:36:45,238.56,241.45,412.54,0,0,0.97,,,,,62.35
12/04/2015,20:41:45,239.33,241.09,412.9,0,0,0.97,,,,,61.79
12/04/2015,20:46:45,408.09,412.47,413.05,0,0,0,,,,,0
12/04/2015,20:51:45,407.87,412.35,412.96,0,0,0,,,,,0
12/04/2015,20:56:45,407.42,411.83,413.17,0,0,0,,,,,0
12/04/2015,21:01:45,239.64,242.99,413.25,0,0,0.95,,,,,61.52
12/04/2015,21:06:45,238.53,241.2,413.51,0,0,0.98,,,,,62.29
12/04/2015,21:11:45,237.37,239.81,413.45,0,0,0,,,,,0
12/04/2015,21:16:45,239.92,240.63,413.32,0,0,0.95,,,,,57.95
12/04/2015,21:21:45,238.32,241.26,413.93,0,0,0,,,,,0
12/04/2015,21:26:45,239.94,242.25,414.28,0,0,0.96,,,,,58.85
12/04/2015,21:31:45,241.02,243.57,415.04,0,0,0.99,,,,,63.83
12/04/2015,21:36:45,406.01,410.7,412.91,0,0,0,,,,,0
12/04/2015,21:41:45,407.16,411.44,412.2,0,0,0.96,,,,,251.49
12/04/2015,21:46:45,238.88,242.29,412.29,0,0,0.96,,,,,64.65
12/04/2015,21:51:45,238.59,242.74,413.48,0,0,0,,,,,0
12/04/2015,21:56:45,237.54,239.86,413.61,0,0,0,,,,,0
12/04/2015,22:01:45,237.61,239.87,411.27,0,0,0,,,,,0
12/04/2015,22:06:45,238.21,240.5,411.56,0,0,0,,,,,0
12/04/2015,22:11:45,406.14,410.9,411.26,0,0,0,,,,,0
12/04/2015,22:16:45,405.92,410.73,411.69,0,0,0,,,,,0
12/04/2015,22:21:45,405.5,410.3,411.61,0,0,0,,,,,0
12/04/2015,22:26:45,407.48,412.51,412.43,0,0,0,,,,,0
12/04/2015,22:31:45,406.86,411.5,411.58,0,0,0,,,,,0
12/04/2015,22:36:45,240.8,242.09,412.48,0,0,0,,,,,0
12/04/2015,22:41:45,407.9,412.6,411.99,0,0,0,,,,,0
12/04/2015,22:46:45,408.51,413.35,412.86,0,0,0,,,,,0
12/04/2015,22:51:45,407.09,412.16,412.81,0,0,0,,,,,0
12/04/2015,22:56:45,408.21,412.88,413.47,0,0,0,,,,,0
12/04/2015,23:01:45,408.65,413.72,412.97,0,0,0,,,,,0
12/04/2015,23:06:45,408.43,413.07,413.05,0,0,0,,,,,0
12/04/2015,23:11:45,238.99,241.93,413.1,0,0,0,,,,,0
12/04/2015,23:16:45,239.93,242.98,414.01,0,0,0.99,,,,,62.31
12/04/2015,23:21:45,241.36,244.46,414.27,0,0,0.96,,,,,64.63
12/04/2015,23:26:45,241.53,244.37,414.96,0,0,0.98,,,,,61.49
12/04/2015,23:31:45,242.48,244.44,414.45,0,0,0.97,,,,,61.08
12/04/2015,23:36:45,410.08,414.87,414.39,0,0,0,,,,,0
12/04/2015,23:41:45,408.67,413.51,413.57,0,0,0,,,,,0
12/04/2015,23:46:45,409.49,414.14,413.97,0,0,0,,,,,0
12/04/2015,23:51:45,406.14,411.38,411.64,0,0,0,,,,,0
12/04/2015,23:56:45,406.16,411.05,410.98,0,0,0,,,,,0
13/04/2015,00:01:45,406.24,411,410.85,0,0,0,,,,,0
13/04/2015,00:06:45,406.4,411.4,411.17,0,0,0,,,,,0
13/04/2015,00:11:45,406.35,411.59,411.82,0,0,0,,,,,0
13/04/2015,00:16:45,408.66,413.43,412.31,0,0,0,,,,,0
13/04/2015,00:21:45,409.59,414.35,413.58,0,0,0,,,,,0
13/04/2015,00:26:45,409.77,414.71,413.78,0,0,0,,,,,0
13/04/2015,00:31:45,409.26,414.31,413.81,0,0,0,,,,,0
13/04/2015,00:36:45,409.17,413.56,412.77,0,0,0,,,,,0
13/04/2015,00:41:45,409.82,414.95,413.89,0,0,0,,,,,0
13/04/2015,00:46:45,409.46,414.57,413.33,0,0,0,,,,,0
13/04/2015,00:51:45,409.51,414.12,413.01,0,0,0,,,,,0
13/04/2015,00:56:45,410.31,415.6,413.92,0,0,0,,,,,0
13/04/2015,01:01:45,409.56,414.69,413.75,0,0,0,,,,,0
13/04/2015,01:06:45,409.86,414.71,413.67,0,0,0,,,,,0
13/04/2015,01:11:45,409.62,414.74,413.46,0,0,0,,,,,0
13/04/2015,01:16:45,410.27,415.57,414.29,0,0,0,,,,,0
13/04/2015,01:21:45,409.79,414.01,413.38,0,0,0,,,,,0
13/04/2015,01:26:45,409.88,414.76,413.62,0,0,0,,,,,0
13/04/2015,01:31:45,410,415.32,414.73,0,0,0,,,,,0
13/04/2015,01:36:45,410.58,415.95,414.59,0,0,0,,,,,0
13/04/2015,01:41:45,410.61,415.61,415.6,0,0,0,,,,,0
13/04/2015,01:46:45,410.57,415.78,414.7,0,0,0,,,,,0
13/04/2015,01:51:45,410.96,415.67,415.04,0,0,0,,,,,0
13/04/2015,01:56:45,409.72,415.05,414.22,0,0,0,,,,,0
13/04/2015,02:01:45,410.28,414.96,414,0,0,0,,,,,0
13/04/2015,02:06:45,409.8,414.52,413.83,0,0,0,,,,,0
13/04/2015,02:11:45,409.57,414.55,413.35,0,0,0,,,,,0
13/04/2015,02:16:45,410.06,414.5,413.87,0,0,0,,,,,0
13/04/2015,02:21:45,408.81,414.1,413.44,0,0,0,,,,,0
13/04/2015,02:26:45,410.29,415.65,414.52,0,0,0.95,,,,,253.34
13/04/2015,02:31:45,409.78,415.02,414.05,0,0,0,,,,,0
13/04/2015,02:36:45,409.27,414.23,414.17,0,0,0,,,,,0
13/04/2015,02:41:45,410.52,415.53,414.43,0,0,0,,,,,0
13/04/2015,02:46:45,410.25,414.68,413.55,0,0,0,,,,,0
13/04/2015,02:51:45,410.53,415.43,414.39,0,0,0,,,,,0
13/04/2015,02:56:45,410.37,415.46,414.63,0,0,0,,,,,0
13/04/2015,03:01:45,410.62,415.53,414.77,0,0,0,,,,,0
13/04/2015,03:06:45,410.05,415.59,414.04,0,0,0,,,,,0
13/04/2015,03:11:45,410.37,415.25,414.14,0,0,0,,,,,0
13/04/2015,03:16:45,410.11,415.21,414.81,0,0,0,,,,,0
13/04/2015,03:21:45,410.43,415.41,414.34,0,0,0,,,,,0
13/04/2015,03:26:45,410.04,415.05,414.1,0,0,0,,,,,0
13/04/2015,03:31:45,409.89,415.68,414.57,0,0,0,,,,,0
13/04/2015,03:36:45,410.73,415.44,414.46,0,0,0,,,,,0
13/04/2015,03:41:45,401.57,411.85,412.37,0,0,0,,,,,0
13/04/2015,03:46:45,410.31,414.83,413.85,0,0,0,,,,,0
13/04/2015,03:51:45,410.19,415.45,414.36,0,0,0,,,,,0
13/04/2015,03:56:45,409.91,415.03,413.82,0,0,0,,,,,0
13/04/2015,04:01:45,410.57,415.64,414.45,0,0,0,,,,,0
13/04/2015,04:06:45,409.25,414.32,413.82,0,0,0,,,,,0
13/04/2015,04:11:45,410.5,415.34,414.4,0,0,0,,,,,0
13/04/2015,04:16:45,410.52,415.46,414.08,0,0,0,,,,,0
13/04/2015,04:21:45,410.01,415.3,414.08,0,0,0,,,,,0
13/04/2015,04:26:45,410.06,414.95,413.94,0,0,0,,,,,0
13/04/2015,04:31:45,410.07,415.24,413.85,0,0,0,,,,,0
13/04/2015,04:36:45,410.67,415.51,414.17,0,0,0,,,,,0
13/04/2015,04:41:45,410.04,415.03,413.75,0,0,0,,,,,0
13/04/2015,04:46:45,409.86,415.01,413.88,0,0,0,,,,,0
13/04/2015,04:51:45,408.99,414.54,413.23,0,0,0,,,,,0
13/04/2015,04:56:45,409.09,413.52,412.48,0,0,0,,,,,0
13/04/2015,05:01:45,409.05,414.15,412.83,0,0,0,,,,,0
13/04/2015,05:06:45,409.96,414.47,413.93,0,0,0,,,,,0
13/04/2015,05:11:45,409.01,414.25,413.44,0,0,0,,,,,0
13/04/2015,05:16:45,408.86,413.53,412.65,0,0,0,,,,,0
13/04/2015,05:21:45,408.48,413.55,412.41,0,0,0,,,,,0
13/04/2015,05:26:45,408.28,413.44,411.85,0,0,0,,,,,0
13/04/2015,05:31:45,408.57,413.49,412.73,0,0,0,,,,,0
13/04/2015,05:36:45,407.67,413.14,412.38,0,0,0,,,,,0
13/04/2015,05:41:45,406.67,411.45,411.2,0,0,0,,,,,0
13/04/2015,05:46:45,406.92,412.13,411.49,0,0,0,,,,,0
13/04/2015,05:51:45,406.06,410.68,410.24,0,0,0,,,,,0
13/04/2015,05:56:45,404.6,409.77,409.57,0,0,0,,,,,0
13/04/2015,06:01:45,405.63,411.21,410.63,0,0,0,,,,,0
13/04/2015,06:06:45,406.37,411.52,410.83,0,0,0,,,,,0
13/04/2015,06:11:45,404.55,410.22,409.12,0,0,0,,,,,0
13/04/2015,06:16:45,405.75,410.67,410.85,0,0,0,,,,,0
13/04/2015,06:21:45,404.66,409.9,409.67,0,0,0,,,,,0
13/04/2015,06:26:45,405.94,411.6,410.53,0,0,0,,,,,0
13/04/2015,06:31:45,407.32,412.9,412.19,0,0,0,,,,,0
13/04/2015,06:36:45,407.42,413.16,411.96,0,0,0,,,,,0
13/04/2015,06:41:45,406.55,412.27,411.6,0,0,0,,,,,0
13/04/2015,06:46:45,405.82,411.36,410.54,0,0,0,,,,,0
13/04/2015,06:51:45,404.53,410.74,409.84,0,0,0,,,,,0
13/04/2015,06:56:45,405.16,410.7,410.34,0,0,0,,,,,0
13/04/2015,07:01:45,405.42,410.72,410.59,0,0,0,,,,,0
13/04/2015,07:06:45,405.99,411.77,411.05,0,0,0,,,,,0
13/04/2015,07:11:45,406.73,412.16,411.43,0,0,0,,,,,0
13/04/2015,07:16:45,406.03,411.94,411.22,0,0,0,,,,,0
