Feha de la Medda,Hora de la Medda,FASE AB,FASE B,FASE A,FASE A,FASE B,FASE  ,NEUTRO,POTENA ATVA AB [W],POTENA ATVA B [W],POTENA ATVA  [W],[w]
10/04/2015,19:31:45,407.56,412.46,411.45,0,0,0,,,,,0
10/04/2015,19:36:45,407.98,413.46,412.45,0,0,0,,,,,0
10/04/2015,19:41:45,408.26,413.3,411.93,0,0,0,,,,,0
10/04/2015,19:46:45,407.01,412.47,411.5,0,0,0,,,,,0
10/04/2015,19:51:45,407.14,412.13,412.42,0,0,0,,,,,0
10/04/2015,19:56:45,407.07,412.15,411.73,0,0,0,,,,,0
10/04/2015,20:01:45,405.7,410.92,410.47,0,0,0,,,,,0
10/04/2015,20:06:45,406.46,411.16,410.57,0,0,0,,,,,0
10/04/2015,20:11:45,406.13,411.3,410.78,0,0,0,,,,,0
10/04/2015,20:16:45,405.56,410.72,410.29,0,0,0,,,,,0
10/04/2015,20:21:45,407.42,412.04,411.79,0,0,0,,,,,0
10/04/2015,20:26:45,407.42,412.01,411.41,0,0,0,,,,,0
10/04/2015,20:31:45,406.53,411.32,412.73,0,0,0,,,,,0
10/04/2015,20:36:45,407.4,412.09,412.08,0,0,0,,,,,0
10/04/2015,20:41:45,408.13,412.84,412.87,0,0,0,,,,,0
10/04/2015,20:46:45,407.2,412.78,411.94,0,0,0,,,,,0
10/04/2015,20:51:45,408.23,413.79,413.06,0,0,0,,,,,0
10/04/2015,20:56:45,409.12,414.37,413.76,0,0,0,,,,,0
10/04/2015,21:01:45,408.34,413.54,412.89,0,0,0,,,,,0
10/04/2015,21:06:45,408.37,414.22,413.71,0,0,0,,,,,0
10/04/2015,21:11:45,409.06,414.07,413.3,0,0,0,,,,,0
10/04/2015,21:16:45,409.22,414.51,414.41,0,0,0,,,,,0
10/04/2015,21:21:45,404.41,409.29,409.25,0,0,0,,,,,0
10/04/2015,21:26:45,405.9,410.78,411.09,0,0,0,,,,,0
10/04/2015,21:31:45,406.23,409.16,410.35,0,0,0,,,,,0
10/04/2015,21:36:45,406.05,411.51,411.18,0,0,0,,,,,0
10/04/2015,21:41:45,406.57,411.74,411.73,0,0,0,,,,,0
10/04/2015,21:46:45,406.32,411.47,410.53,0,0,0,,,,,0
10/04/2015,21:51:45,407.22,412.19,411.89,0,0,0,,,,,0
10/04/2015,21:56:45,406.51,411.47,412.08,0,0,0,,,,,0
10/04/2015,22:01:45,407.17,412.33,412.25,0,0,0,,,,,0
10/04/2015,22:06:45,406.41,411.37,411.28,0,0,0,,,,,0
10/04/2015,22:11:45,405.75,411.03,410.19,0,0,0,,,,,0
10/04/2015,22:16:45,405.63,411.2,410.26,0,0,0,,,,,0
10/04/2015,22:21:45,406.49,411.67,411.75,0,0,0,,,,,0
10/04/2015,22:26:45,406.08,411.31,410.64,0,0,0,,,,,0
10/04/2015,22:31:45,406.13,411.37,410.6,0,0,0,,,,,0
10/04/2015,22:36:45,405.77,411.87,410.48,0,0,0,,,,,0
10/04/2015,22:41:45,406.69,412.32,411.02,0,0,0,,,,,0
10/04/2015,22:46:45,406.6,411.96,410.86,0,0,0,,,,,0
10/04/2015,22:51:45,407.28,412.44,411.38,0,0,0,,,,,0
10/04/2015,22:56:45,407.59,412.93,412.42,0,0,0,,,,,0
10/04/2015,23:01:45,406.86,412.45,411.76,0,0,0,,,,,0
10/04/2015,23:06:45,407.68,413.08,412.25,0,0,0,,,,,0
10/04/2015,23:11:45,407.77,412.98,411.73,0,0,0,,,,,0
10/04/2015,23:16:45,407.9,413.26,412.19,0,0,0,,,,,0
10/04/2015,23:21:45,407.59,413.07,411.78,0,0,0,,,,,0
10/04/2015,23:26:45,407.92,412.67,411.87,0,0,0,,,,,0
10/04/2015,23:31:45,408.16,413.06,411.88,0,0,0,,,,,0
10/04/2015,23:36:45,408.15,413.7,412.35,0,0,0,,,,,0
10/04/2015,23:41:45,408.4,414.06,412.63,0,0,0,,,,,0
10/04/2015,23:46:45,408.1,413.75,412.14,0,0,0,,,,,0
10/04/2015,23:51:45,408.22,413.75,412.62,0,0,0,,,,,0
10/04/2015,23:56:45,409,414.69,413.46,0,0,0,,,,,0
11/04/2015,00:01:45,408.89,414.64,413.5,0,0,0,,,,,0
11/04/2015,00:06:45,408.86,414.46,413.76,0,0,0,,,,,0
11/04/2015,00:11:45,408.94,414.97,413.63,0,0,0,,,,,0
11/04/2015,00:16:45,409.47,414.8,413.71,0,0,0,,,,,0
11/04/2015,00:21:45,409.08,414.78,413.53,0,0,0,,,,,0
11/04/2015,00:26:45,408.66,413.97,412.49,0,0,0,,,,,0
11/04/2015,00:31:45,408.17,413.88,412.36,0,0,0,,,,,0
11/04/2015,00:36:45,409.08,414.12,413.12,0,0,0,,,,,0
11/04/2015,00:41:45,409.5,414.74,413.46,0,0,0,,,,,0
11/04/2015,00:46:45,409.03,413.9,412.81,0,0,0,,,,,0
11/04/2015,00:51:45,410.1,415.42,414.42,0,0,0,,,,,0
11/04/2015,00:56:45,409.64,414.95,413.53,0,0,0,,,,,0
11/04/2015,01:01:45,409.73,414.88,414.73,0,0,0,,,,,0
11/04/2015,01:06:45,409.72,415.28,413.72,0,0,0,,,,,0
11/04/2015,01:11:45,410.46,415.65,414.28,0,0,0,,,,,0
11/04/2015,01:16:45,409.97,415.58,414.38,0,0,0,,,,,0
11/04/2015,01:21:45,409.98,415.75,414.49,0,0,0,,,,,0
11/04/2015,01:26:45,410.39,415.93,414.63,0,0,0,,,,,0
11/04/2015,01:31:45,402,412.4,413.36,0,0,0,,,,,0
11/04/2015,01:36:45,407.27,412.66,411.49,0,0,0,,,,,0
11/04/2015,01:41:45,406.75,413.25,411.89,0,0,0,,,,,0
11/04/2015,01:46:45,407.52,413.44,411.89,0,0,0,,,,,0
11/04/2015,01:51:45,408.19,413.76,412.46,0,0,0,,,,,0
11/04/2015,01:56:45,408.43,414.05,412.27,0,0,0,,,,,0
11/04/2015,02:01:45,408.05,413.42,411.97,0,0,0,,,,,0
11/04/2015,02:06:45,408.24,414.18,412.55,0,0,0,,,,,0
11/04/2015,02:11:45,408.29,414.12,412.62,0,0,0,,,,,0
11/04/2015,02:16:45,408.8,413.81,412.93,0,0,0,,,,,0
11/04/2015,02:21:45,408.25,413.37,413.26,0,0,0,,,,,0
11/04/2015,02:26:45,408.77,414.17,412.81,0,0,0,,,,,0
11/04/2015,02:31:45,408.72,413.96,412.81,0,0,0,,,,,0
11/04/2015,02:36:45,408.37,413.3,412.41,0,0,0,,,,,0
11/04/2015,02:41:45,408.6,414.03,413.05,0,0,0,,,,,0
11/04/2015,02:46:45,407.63,413.21,411.88,0,0,0,,,,,0
11/04/2015,02:51:45,408.13,414.07,412.9,0,0,0,,,,,0
11/04/2015,02:56:45,408.78,414.41,413.62,0,0,0,,,,,0
11/04/2015,03:01:45,408,413.64,413.01,0,0,0,,,,,0
11/04/2015,03:06:45,408.13,413.9,412.81,0,0,0,,,,,0
11/04/2015,03:11:45,408.45,413.58,412.83,0,0,0,,,,,0
11/04/2015,03:16:45,407.3,412.08,411.64,0,0,0,,,,,0
11/04/2015,03:21:45,407.42,413.08,412.18,0,0,0,,,,,0
11/04/2015,03:26:45,407.55,413.1,411.93,0,0,0,,,,,0
11/04/2015,03:31:45,406.89,412.14,411.13,0,0,0,,,,,0
11/04/2015,03:36:45,407.66,413.59,412.25,0,0,0,,,,,0
11/04/2015,03:41:45,408.12,413.43,412.81,0,0,0,,,,,0
11/04/2015,03:46:45,407.77,413.68,412.23,0,0,0,,,,,0
11/04/2015,03:51:45,407.98,413.24,412.48,0,0,0,,,,,0
11/04/2015,03:56:45,407.01,413.07,411.97,0,0,0,,,,,0
11/04/2015,04:01:45,407.18,412.91,411.93,0,0,0,,,,,0
11/04/2015,04:06:45,408.13,413.59,412.58,0,0,0,,,,,0
11/04/2015,04:11:45,408.7,414.13,412.48,0,0,0,,,,,0
11/04/2015,04:16:45,407.91,413.52,412.16,0,0,0,,,,,0
11/04/2015,04:21:45,408.09,413.37,412.16,0,0,0,,,,,0
11/04/2015,04:26:45,407.76,413.04,412.28,0,0,0,,,,,0
11/04/2015,04:31:45,408.18,413.26,412.07,0,0,0,,,,,0
11/04/2015,04:36:45,407.37,412.84,412.23,0,0,0,,,,,0
11/04/2015,04:41:45,407.33,412.68,412.61,0,0,0,,,,,0
11/04/2015,04:46:45,407.71,413.46,411.66,0,0,0,,,,,0
11/04/2015,04:51:45,408.06,413.45,412.51,0,0,0,,,,,0
11/04/2015,04:56:45,407.17,413.14,411.64,0,0,0,,,,,0
11/04/2015,05:01:45,407.67,413.13,412.17,0,0,0,,,,,0
11/04/2015,05:06:45,407.49,412.85,412.14,0,0,0,,,,,0
11/04/2015,05:11:45,408.15,413.83,412.73,0,0,0,,,,,0
11/04/2015,05:16:45,407.5,413.54,411.99,0,0,0,,,,,0
11/04/2015,05:21:45,407.6,413.04,411.55,0,0,0,,,,,0
11/04/2015,05:26:45,407.95,413.22,412.08,0,0,0,,,,,0
11/04/2015,05:31:45,407.46,413.1,412.03,0,0,0,,,,,0
11/04/2015,05:36:45,407.28,413.04,411.48,0,0,0,,,,,0
11/04/2015,05:41:45,407.26,412.42,411.61,0,0,0,,,,,0
11/04/2015,05:46:45,406.82,412.04,410.66,0,0,0,,,,,0
11/04/2015,05:51:45,406.78,412.49,411.07,0,0,0,,,,,0
11/04/2015,05:56:45,406.81,411.96,411.37,0,0,0,,,,,0
11/04/2015,06:01:45,407.01,412.59,411.65,0,0,0,,,,,0
11/04/2015,06:06:45,406.22,412.43,411.07,0,0,0,,,,,0
11/04/2015,06:11:45,404.91,411.45,409.96,0,0,0,,,,,0
11/04/2015,06:16:45,406.55,411.98,410.75,0,0,0,,,,,0
11/04/2015,06:21:45,407.27,413.07,411.89,0,0,0,,,,,0
11/04/2015,06:26:45,407.02,412.69,411.52,0,0,0,,,,,0
11/04/2015,06:31:45,405.65,411.21,410.91,0,0,0,,,,,0
11/04/2015,06:36:45,406.21,411.63,410.77,0,0,0,,,,,0
11/04/2015,06:41:45,406.16,411.78,411.1,0,0,0,,,,,0
11/04/2015,06:46:45,405.46,411.56,410,0,0,0,,,,,0
11/04/2015,06:51:45,405.31,411.51,410.51,0,0,0,,,,,0
11/04/2015,06:56:45,405.02,410.47,409.61,0,0,0,,,,,0
11/04/2015,07:01:45,405.44,410.96,409.98,0,0,0,,,,,0
11/04/2015,07:06:45,404.67,410.37,409.07,0,0,0,,,,,0
11/04/2015,07:11:45,404.96,410.26,409.16,0,0,0,,,,,0
11/04/2015,07:16:45,406.11,411.59,410.78,0,0,0,,,,,0
11/04/2015,07:21:45,405.65,411.67,410.52,0,0,0,,,,,0
11/04/2015,07:26:45,405.52,411.26,411.08,0,0,0,,,,,0
11/04/2015,07:31:45,406.74,412.43,411,0,0,0,,,,,0
11/04/2015,07:36:45,405.76,412.08,410.87,0,0,0,,,,,0
11/04/2015,07:41:45,405.71,412.47,411.2,0,0,0,,,,,0
11/04/2015,07:46:45,405.85,412.39,410.74,0,0,0,,,,,0
11/04/2015,07:51:45,405.41,411.85,410.61,0,0,0,,,,,0
11/04/2015,07:56:45,404.41,411.51,410.58,0,0,0,,,,,0
11/04/2015,08:01:45,404.77,411.21,409.92,0,0,0,,,,,0
11/04/2015,08:06:45,403.72,409.96,408.81,0,0,0,,,,,0
11/04/2015,08:11:45,403.73,410.39,408.92,0,0,0,,,,,0
11/04/2015,08:16:45,404.45,410.79,408.66,0,0,0,,,,,0
11/04/2015,08:21:45,404.43,411.36,410.4,0,0,0,,,,,0
11/04/2015,08:26:45,405.38,412.72,410.92,0,0,1.09,,,,,407.12
11/04/2015,08:31:45,404.53,411.95,410.03,0,0,1.36,,,,,358.03
11/04/2015,08:36:45,403.66,410.12,408.66,0,0,0,,,,,0
11/04/2015,08:41:45,403.31,410.43,408.33,0,0,0,,,,,0
11/04/2015,08:46:45,404.26,410.26,408.89,0,0,0,,,,,0
11/04/2015,08:51:45,405.51,411.64,409.69,0,0,0,,,,,0
11/04/2015,08:56:45,404.41,410.9,409.09,0,0,0,,,,,0
11/04/2015,09:01:45,404.12,410.58,408.45,0,0,0,,,,,0
11/04/2015,09:06:45,402.67,409.25,408.31,0,0,0,,,,,0
11/04/2015,09:11:45,403.17,410,408.81,0,0,0,,,,,0
11/04/2015,09:16:45,402.51,409.72,407.86,0,0,0,,,,,0
11/04/2015,09:21:45,403.66,409.82,408.15,0,0,0,,,,,0
11/04/2015,09:26:45,402.32,409.3,407.32,0,0,0,,,,,0
11/04/2015,09:31:45,402.41,409.01,407.29,0,0,0,,,,,0
11/04/2015,09:36:45,402.37,409.47,407.78,0,0,0,,,,,0
11/04/2015,09:41:45,401.94,409.52,407.63,0,0,0,,,,,0
11/04/2015,09:46:45,403.07,409.67,407.89,0,0,0,,,,,0
11/04/2015,09:51:45,402.73,409.54,407.6,0,0,0,,,,,0
11/04/2015,09:56:45,402.63,409.27,407.4,0,0,0,,,,,0
11/04/2015,10:01:45,402.06,408.13,406.54,0,0,0,,,,,0
11/04/2015,10:06:45,404.72,411.14,410.04,0,0,0,,,,,0
11/04/2015,10:11:45,406.22,412.71,411.14,0,0,0,,,,,0
11/04/2015,10:16:45,405.8,412.82,411.19,0,0,0,,,,,0
11/04/2015,10:21:45,406.2,412.92,411.09,0,0,0,,,,,0
11/04/2015,10:26:45,406.25,412.94,410.93,0,0,0,,,,,0
11/04/2015,10:31:45,407.17,413.9,412.07,0,0,0,,,,,0
11/04/2015,10:36:45,407.57,414.27,412.25,0,0,0,,,,,0
11/04/2015,10:41:45,407.08,413.95,412.1,0,0,0,,,,,0
11/04/2015,10:46:45,410.45,415.98,413.96,0,0,0,,,,,0
11/04/2015,10:51:45,409.5,416.06,414.98,1.29,1.27,1.53,,,,,1094.61
11/04/2015,10:56:45,408.11,415.35,413.23,0,0,0,,,,,0
11/04/2015,11:01:45,409.04,416.28,414.67,0,0,1.23,,,,,477.49
11/04/2015,11:06:45,408.66,415.34,413.4,0,0,0,,,,,0
11/04/2015,11:11:45,408.73,415.34,413.87,0,0,0,,,,,0
11/04/2015,11:16:45,238.3,242.67,412.37,0,0,0,,,,,0
11/04/2015,11:21:45,237.32,240.54,412.34,0,0,0,,,,,0
11/04/2015,11:26:45,238.39,243.82,411.28,0,0,0,,,,,0
11/04/2015,11:31:45,239.61,242.86,413.84,1.54,1.47,1.81,,,,,749.77
11/04/2015,11:36:45,408.28,414.59,413.25,1.05,1,1.31,,,,,901.21
11/04/2015,11:41:45,242.1,245.65,415.76,3.61,3.53,3.71,,,,,1756.62
11/04/2015,11:46:45,239.62,242.94,417.51,4.29,4.22,4.27,,,,,2040.24
11/04/2015,11:51:45,238.57,242.09,416.53,3.99,3.89,3.99,,,,,1890.17
11/04/2015,11:56:45,236.31,239.88,412.93,0,0,0,,,,,0
11/04/2015,12:01:45,240.22,241.55,412.55,0,0,0,,,,,0
11/04/2015,12:06:45,238.1,241.42,413.64,2.15,2.05,2.33,,,,,1033.06
11/04/2015,12:11:45,237.85,241.09,412.37,0,0,1.36,,,,,78.74
11/04/2015,12:16:45,238.55,243.16,411.8,0,0,0,,,,,0
11/04/2015,12:21:45,237.59,241.14,411.72,0,0,0,,,,,0
11/04/2015,12:26:45,237.6,241.12,411.94,0,0,0,,,,,0
11/04/2015,12:31:45,237.19,240.86,411.85,0,0,0,,,,,0
11/04/2015,12:36:45,405.62,412.64,411.23,0,0,0,,,,,0
11/04/2015,12:41:45,238.93,241.36,411.73,0,0,0,,,,,0
11/04/2015,12:46:45,238.54,241.99,411.94,0,0,0.95,,,,,66
11/04/2015,12:51:45,238.46,242.82,413.72,0,0,0,,,,,0
11/04/2015,12:56:45,241.56,244.48,415.84,1.3,1.2,1.57,,,,,620.13
11/04/2015,13:01:45,240.2,244.45,415.54,3.02,2.95,3.11,,,,,1451.72
11/04/2015,13:06:45,235.93,239.63,411.27,0,0,0,,,,,0
11/04/2015,13:11:45,237.81,240.89,412.86,1.4,1.32,1.62,,,,,646.64
11/04/2015,13:16:45,240.41,243.3,415.78,3.69,3.58,3.74,,,,,1767.89
11/04/2015,13:21:45,236.34,239.84,412.88,1.09,1.06,1.37,,,,,497.56
11/04/2015,13:26:45,237.85,241.25,415.61,3.14,3.07,3.23,,,,,1494.12
11/04/2015,13:31:45,237.96,241.47,415.81,3.89,3.83,3.95,,,,,1851.08
11/04/2015,13:36:45,238.18,241.48,416.1,4.05,3.97,4.07,,,,,1921.34
11/04/2015,13:41:45,237.8,241.23,415.5,2.53,2.44,2.69,,,,,1211.83
11/04/2015,13:46:45,238.35,241.76,416.55,3.47,3.41,3.56,,,,,1654.73
11/04/2015,13:51:45,238.64,240.44,415.55,3.55,3.44,3.43,,,,,1640.91
11/04/2015,13:56:45,237.6,240.84,415.27,1.77,1.76,2.03,,,,,851.62
11/04/2015,14:01:45,236.01,239.63,412.42,0,0,0,,,,,0
11/04/2015,14:06:45,236.18,239.67,412.6,0,0,0,,,,,0
11/04/2015,14:11:45,236.78,240.65,414.52,0.99,0.95,1.31,,,,,449.22
11/04/2015,14:16:45,237.89,241.51,415.69,2.38,2.33,2.61,,,,,1154.34
11/04/2015,14:21:45,235.86,239.62,412.4,0,0,0,,,,,0
11/04/2015,14:26:45,236.36,240.09,413.23,0,0,1.2,,,,,71.43
11/04/2015,14:31:45,236.37,240.19,413.24,0,0,0,,,,,0
11/04/2015,14:36:45,236.62,240.45,413.78,0,0,0,,,,,0
11/04/2015,14:41:45,236.45,240.17,413.29,0,0,0,,,,,0
11/04/2015,14:46:45,236.22,240.12,413.04,0,0,0,,,,,0
11/04/2015,14:51:45,236.27,239.91,412.9,0,0,0,,,,,0
11/04/2015,14:56:45,236.07,239.72,412.6,0,0,0,,,,,0
11/04/2015,15:01:45,235.3,238.81,411.04,0,0,0,,,,,0
11/04/2015,15:06:45,237.69,240.9,412.03,0,0,0,,,,,0
11/04/2015,15:11:45,239.21,241.96,411.8,0,0,1.16,,,,,84.36
11/04/2015,15:16:45,235.6,239.43,410.96,0,0,1.18,,,,,70.52
11/04/2015,15:21:45,235.46,239.3,411.49,0,0,0,,,,,0
11/04/2015,15:26:45,235.76,239.45,411.95,0,0,0,,,,,0
11/04/2015,15:31:45,235.39,239.66,411.25,0,0,0,,,,,0
11/04/2015,15:36:45,234.64,238.48,410.22,0,0,0,,,,,0
11/04/2015,15:41:45,237.64,241.15,413.12,0,0,0,,,,,0
11/04/2015,15:46:45,235.31,238.88,410.98,0,0,0,,,,,0
11/04/2015,15:51:45,237.35,241.45,412.81,0,0,0,,,,,0
11/04/2015,15:56:45,236.34,239.66,412.56,0,0,0,,,,,0
11/04/2015,16:01:45,236.97,240.29,413.17,0,0,0,,,,,0
11/04/2015,16:06:45,236.74,239.78,412.89,0,0,0,,,,,0
11/04/2015,16:11:45,236.37,239.77,412.71,0,0,0,,,,,0
11/04/2015,16:16:45,235.88,239.27,411.93,0,0,0,,,,,0
11/04/2015,16:21:45,235.72,239.91,411.07,0,0,0,,,,,0
11/04/2015,16:26:45,236.52,239.85,413.11,0,0,0,,,,,0
11/04/2015,16:31:45,236.23,239.83,412.85,0,0,0,,,,,0
11/04/2015,16:36:45,235.96,240.3,412.85,0,0,0,,,,,0
11/04/2015,16:41:45,236.19,239.98,412.83,0,0,0,,,,,0
11/04/2015,16:46:45,236.18,240.11,412.87,0,0,0,,,,,0
11/04/2015,16:51:45,236.26,240.03,412.93,0,0,0,,,,,0
11/04/2015,16:56:45,236.85,240.28,412.24,0,0,0,,,,,0
11/04/2015,17:01:45,236.76,240.22,413.27,0,0,0,,,,,0
11/04/2015,17:06:45,236.92,240.78,413.76,0,0,0,,,,,0
11/04/2015,17:11:45,237.15,241.09,414.34,0,0,0,,,,,0
11/04/2015,17:16:45,237.22,241.03,413.49,0,0,0,,,,,0
11/04/2015,17:21:45,237.86,241.24,414.41,0,0,0,,,,,0
11/04/2015,17:26:45,237.3,241.02,413.57,0,0,0,,,,,0
11/04/2015,17:31:45,238.36,244.95,413.05,0,0,0,,,,,0
11/04/2015,17:36:45,240.3,243.38,413.87,0,0,0.96,,,,,62.29
11/04/2015,17:41:45,238.8,243.11,413.93,0,0,0,,,,,0
11/04/2015,17:46:45,241.65,243.17,414.32,0,0,0.96,,,,,63.42
11/04/2015,17:51:45,237.89,241.48,413.59,0,0,0,,,,,0
11/04/2015,17:56:45,240.71,243.12,415,0,0,0,,,,,0
11/04/2015,18:01:45,240.83,243.96,415.08,0,0,0.95,,,,,56.73
11/04/2015,18:06:45,408.81,414.19,414.24,0,0,0.97,,,,,256.65
11/04/2015,18:11:45,408.35,414.02,413.25,0,0,0,,,,,0
11/04/2015,18:16:45,408.19,414.55,413.53,0,0,0,,,,,0
11/04/2015,18:21:45,237.83,241.11,414.32,0,0,0,,,,,0
11/04/2015,18:26:45,239.04,241.97,413.82,0,0,0,,,,,0
11/04/2015,18:31:45,409.6,415.97,414.56,0,0,0,,,,,0
11/04/2015,18:36:45,239.35,244.03,415.19,0,0,0.96,,,,,63.43
11/04/2015,18:41:45,238.39,241.81,414.94,0,0,0,,,,,0
11/04/2015,18:46:45,237.09,240.4,414.11,0,0,0,,,,,0
11/04/2015,18:51:45,408.97,415.26,414.42,0,0,0,,,,,0
11/04/2015,18:56:45,239.61,244.68,415.16,0,0,0.95,,,,,63.71
11/04/2015,19:01:45,408.14,413.99,413.39,0,0,0,,,,,0
11/04/2015,19:06:45,408.14,414.85,413.63,0,0,0,,,,,0
11/04/2015,19:11:45,237.92,241.77,413.77,0,0,0.96,,,,,61.65
11/04/2015,19:16:45,237.6,241.16,413.7,0,0,0,,,,,0
11/04/2015,19:21:45,236.47,240.33,413.62,0,0,0,,,,,0
11/04/2015,19:26:45,408.86,414.84,414.56,0,0,0.97,,,,,264.7
11/04/2015,19:31:45,408.42,414.89,413.56,0,0,0,,,,,0
11/04/2015,19:36:45,408.61,414.72,413.47,0,0,0.95,,,,,262.83
11/04/2015,19:41:45,407.89,413.48,412.57,0,0,0,,,,,0
11/04/2015,19:46:45,407.24,412.51,412.56,0,0,0,,,,,0
11/04/2015,19:51:45,406.98,412.72,412.09,0,0,0,,,,,0
11/04/2015,19:56:45,406.57,411.74,411.17,0,0,0,,,,,0
11/04/2015,20:01:45,406.22,411.06,410.89,0,0,0,,,,,0
11/04/2015,20:06:45,236.95,239.05,410.21,0,0,0,,,,,0
11/04/2015,20:11:45,236.65,240.96,411.23,0,0,0.97,,,,,64.76
11/04/2015,20:16:45,405.99,411.14,411.06,0,0,0,,,,,0
11/04/2015,20:21:45,237.58,240.69,411.04,0,0,0,,,,,0
11/04/2015,20:26:45,238.28,241.04,411.46,0,0,0,,,,,0
11/04/2015,20:31:45,405.89,411.3,411.55,0,0,0,,,,,0
11/04/2015,20:36:45,238.01,241.14,411.76,0,0,0,,,,,0
11/04/2015,20:41:45,236.43,238.89,411.44,0,0,0,,,,,0
11/04/2015,20:46:45,238.2,239.57,411.7,0,0,0,,,,,0
11/04/2015,20:51:45,239.22,240.94,412.46,0,0,0.96,,,,,59.2
11/04/2015,20:56:45,238.99,240.99,413.34,0,0,0,,,,,0
11/04/2015,21:01:45,238.39,241.38,412.78,0,0,0.97,,,,,63.31
11/04/2015,21:06:45,237.04,240.32,412.96,0,0,0.96,,,,,58.49
11/04/2015,21:11:45,408.13,412.76,412.73,0,0,0,,,,,0
11/04/2015,21:16:45,408.32,413.4,412.77,0,0,0,,,,,0
11/04/2015,21:21:45,409.36,413.66,413.47,0,0,0,,,,,0
11/04/2015,21:26:45,408.62,413.93,413.71,0,0,0.95,,,,,255.85
11/04/2015,21:31:45,408.73,414.01,413.71,0,0,0.96,,,,,253.51
11/04/2015,21:36:45,409.26,414.13,413.67,0,0,0.96,,,,,255.38
11/04/2015,21:41:45,408.96,414.34,413.43,0,0,0.97,,,,,258.18
11/04/2015,21:46:45,410.1,415.17,414.3,0,0,0.96,,,,,260.94
11/04/2015,21:51:45,409.43,414.09,414.42,0,0,0.98,,,,,263.04
11/04/2015,21:56:45,409.27,414.79,413.87,0,0,0,,,,,0
11/04/2015,22:01:45,409.86,414.49,413.77,0,0,0,,,,,0
11/04/2015,22:06:45,409.98,414.58,414.35,0,0,0.95,,,,,250.79
11/04/2015,22:11:45,410.28,415.12,414.9,0,0,0.97,,,,,260.71
11/04/2015,22:16:45,409.8,415.24,414.37,0,0,0.96,,,,,253.22
11/04/2015,22:21:45,410.03,415.47,414.61,0,0,0,,,,,0
11/04/2015,22:26:45,410.61,415.19,414.58,0,0,0.96,,,,,254.86
11/04/2015,22:31:45,410.1,415.2,414.58,0,0,0.97,,,,,259.74
11/04/2015,22:36:45,410.73,415.63,415.04,0,0,0.96,,,,,256.97
11/04/2015,22:41:45,411.04,416.18,415.26,0,0,0.95,,,,,254.97
11/04/2015,22:46:45,411.18,416.26,416.24,0,0,0.97,,,,,258.43
11/04/2015,22:51:45,410.76,415.88,415.24,0,0,0.96,,,,,253.45
11/04/2015,22:56:45,410.83,415.86,415.25,0,0,0.98,,,,,262.23
11/04/2015,23:01:45,409.27,413.93,413.66,0,0,0,,,,,0
11/04/2015,23:06:45,408.13,413.67,412.69,0,0,0,,,,,0
11/04/2015,23:11:45,408.91,414.1,414.17,0,0,0,,,,,0
11/04/2015,23:16:45,409.15,414.39,414.51,0,0,0.95,,,,,251.42
11/04/2015,23:21:45,409.2,414.25,414.07,0,0,0,,,,,0
11/04/2015,23:26:45,410.17,414.93,414.91,0,0,0.96,,,,,254.12
11/04/2015,23:31:45,408.55,413.57,413.77,0,0,0,,,,,0
11/04/2015,23:36:45,408.72,413.37,413.1,0,0,0.95,,,,,250.07
11/04/2015,23:41:45,410.38,415.42,414.48,0,0,0.96,,,,,256.61
11/04/2015,23:46:45,409.75,414.59,415.28,0,0,0.96,,,,,256.3
11/04/2015,23:51:45,409.89,414.9,414.35,0,0,0.96,,,,,256.43
11/04/2015,23:56:45,410.41,415.84,414.67,0,0,0.96,,,,,257.83
12/04/2015,00:01:45,410.95,416.01,414.87,0,0,0.97,,,,,260.31
12/04/2015,00:06:45,408.85,414.36,412.62,0,0,0,,,,,0
12/04/2015,00:11:45,408.84,414.24,412.8,0,0,0,,,,,0
12/04/2015,00:16:45,409.4,414.94,413.59,0,0,0.95,,,,,253.62
12/04/2015,00:21:45,409.75,415.38,414.01,0,0,0,,,,,0
12/04/2015,00:26:45,409.23,415.37,414.25,0,0,0.96,,,,,251.93
12/04/2015,00:31:45,408.4,413.55,412.87,0,0,0.96,,,,,253.56
12/04/2015,00:36:45,407.76,413.13,411.44,0,0,0,,,,,0
12/04/2015,00:41:45,408.5,413.84,412.69,0,0,0,,,,,0
12/04/2015,00:46:45,408.77,413.97,412.56,0,0,0,,,,,0
12/04/2015,00:51:45,408.44,414.38,412.94,0,0,0,,,,,0
12/04/2015,00:56:45,408.88,414.21,412.96,0,0,0,,,,,0
12/04/2015,01:01:45,408.5,413.98,412.77,0,0,0,,,,,0
12/04/2015,01:06:45,409.11,414.44,413.21,0,0,0.96,,,,,255.31
12/04/2015,01:11:45,409.73,414.98,413.81,0,0,0,,,,,0
12/04/2015,01:16:45,409.9,415.14,413.94,0,0,0,,,,,0
12/04/2015,01:21:45,408.55,414.02,412.85,0,0,0,,,,,0
12/04/2015,01:26:45,408.51,414.36,412.72,0,0,0,,,,,0
12/04/2015,01:31:45,409.22,414.28,413.04,0,0,0,,,,,0
12/04/2015,01:36:45,409.07,414.91,413.49,0,0,0,,,,,0
12/04/2015,01:41:45,409.83,415.08,413.81,0,0,0.96,,,,,251.7
12/04/2015,01:46:45,409.42,414.81,413.8,0,0,0,,,,,0
12/04/2015,01:51:45,409.63,415.18,414.13,0,0,0,,,,,0
